t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,212,0,39,0.1554,1.0,0.0,1.0,1.0,1.0,0.1554,0.269,0.7875,0.4286
0.01,0,212,0,39,0.1554,1.0,0.0,1.0,1.0,1.0,0.1554,0.269,0.7875,0.4286
0.02,0,212,0,39,0.1554,1.0,0.0,1.0,1.0,1.0,0.1554,0.269,0.7875,0.4286
0.03,0,212,0,39,0.1554,1.0,0.0,1.0,1.0,1.0,0.1554,0.269,0.7875,0.4286
0.04,0,212,0,39,0.1554,1.0,0.0,1.0,1.0,1.0,0.1554,0.269,0.7875,0.4286
0.05,0,212,0,39,0.1554,1.0,0.0,1.0,1.0,1.0,0.1554,0.269,0.7875,0.4286
0.06,0,212,0,39,0.1554,1.0,0.0,1.0,1.0,1.0,0.1554,0.269,0.7875,0.4286
0.07,38,173,0,39,0.308,1.0,0.1801,1.0,0.8199,1.0,0.184,0.3108,0.7875,0.4286
0.08,53,158,0,39,0.368,1.0,0.2512,1.0,0.7488,1.0,0.198,0.3305,0.7875,0.4286
0.09,68,143,0,39,0.428,1.0,0.3223,1.0,0.6777,1.0,0.2143,0.3529,0.7875,0.4286
0.1,90,121,1,37,0.51,0.9737,0.4265,0.9737,0.5735,0.9737,0.2342,0.3776,0.7875,0.4286
0.11,107,104,2,36,0.5743,0.9474,0.5071,0.9474,0.4929,0.9474,0.2571,0.4045,0.7875,0.4286
0.12,120,91,5,33,0.6145,0.8684,0.5687,0.8684,0.4313,0.8684,0.2661,0.4074,0.7875,0.4286
0.13,134,77,7,31,0.6627,0.8158,0.6351,0.8158,0.3649,0.8158,0.287,0.4247,0.7875,0.4286
0.14,139,72,8,30,0.6787,0.7895,0.6588,0.7895,0.3412,0.7895,0.2941,0.4286,0.7875,0.4286
0.15,143,68,13,25,0.6747,0.6579,0.6777,0.6579,0.3223,0.6579,0.2688,0.3817,0.7875,0.4286
