,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4281777,0.120473415,0.0862023,0.05852419,0.023995116,0.29929298,0.0899881,0.036199473,0.08441811,0.1762807,0.024625566
ERR4281778,0.09118829,0.15422654,0.12240003,0.036783677,0.21301748,0.06686115,0.081557065,0.07743529,0.11810555,0.03842492
ERR4281779,0.10592938,0.20264803,0.120202,0.13563374,0.057630263,0.100114964,0.092378974,0.08236283,0.038138732,0.064961016
ERR4281780,0.10970286,0.18036981,0.0735427,0.1386666,0.032002904,0.09674825,0.1500465,0.13919602,0.037418477,0.04230582
ERR4281781,0.09959169,0.16736385,0.09131621,0.16754204,0.03959582,0.100335546,0.12429966,0.12193272,0.032557838,0.0554646
ERR4281782,0.10506349,0.19577941,0.11419387,0.14223137,0.05365574,0.100611284,0.09856983,0.089583084,0.03711433,0.063197635
ERR4281783,0.09959523,0.1675119,0.09142523,0.16743813,0.039600916,0.1002021,0.1242401,0.12197536,0.032590028,0.055420987
ERR4281784,0.04869445,0.08635531,0.09518323,0.019575134,0.3243564,0.031540547,0.09451615,0.049431767,0.22007419,0.030272825
ERR4281785,0.09621519,0.053666033,0.051799383,0.043008815,0.19263405,0.2183891,0.055507988,0.12031406,0.14031935,0.028146043
ERR4281786,0.10638555,0.2077147,0.124904424,0.13053608,0.06087882,0.0995554,0.087772265,0.07702888,0.038950883,0.06627296
ERR4281787,0.10495571,0.19512653,0.11368244,0.14276837,0.05335541,0.10060975,0.09917083,0.090228215,0.037056655,0.063046135
ERR4281788,0.11368495,0.17881706,0.057686307,0.12146406,0.024775306,0.09088138,0.17875712,0.1621924,0.0391305,0.032610897
ERR4281789,0.11360565,0.05635248,0.065767355,0.059748843,0.20929201,0.17918798,0.062363807,0.084683396,0.10682288,0.062175605
ERR4281790,0.099646196,0.16798961,0.09188027,0.16716167,0.03959177,0.09963802,0.12400055,0.12213428,0.032693464,0.05526423
ERR4281791,0.10669814,0.21195051,0.12885438,0.126288,0.06363357,0.09901159,0.08393613,0.07275037,0.039560072,0.06731717
ERR4281792,0.10153628,0.17584391,0.09783282,0.16031799,0.043429542,0.10079953,0.116604306,0.11184794,0.033950873,0.057836734
ERR4281793,0.10072778,0.17234378,0.09527188,0.16304503,0.041998077,0.100541234,0.11987303,0.11574733,0.033520527,0.056931324
ERR4281794,0.1066475,0.22576807,0.14843312,0.10590004,0.07882807,0.09737014,0.0675685,0.054801233,0.04192749,0.072755836
ERR4281795,0.17179203,0.07672228,0.08033647,0.102156766,0.07682383,0.22573692,0.029904826,0.097927175,0.031768803,0.10683086
ERR4281796,0.09958956,0.16736078,0.09132036,0.16752961,0.03960578,0.10033449,0.12430564,0.12191917,0.032564685,0.055469885
ERR4281797,0.099922545,0.16927452,0.093561105,0.16551462,0.04042757,0.099446975,0.12318198,0.11978051,0.03327288,0.055617355
ERR4281798,0.09938295,0.16809124,0.0923492,0.16621354,0.04013658,0.09901719,0.124405764,0.12184586,0.03322027,0.055337425
ERR4281799,0.14874935,0.09752166,0.08698529,0.07966218,0.11463344,0.2050446,0.05896641,0.09655713,0.04133627,0.07054368
ERR4281800,0.10237239,0.17756103,0.09067648,0.15554114,0.036982365,0.092514224,0.12892263,0.13112617,0.035099246,0.04920436
ERR4281801,0.10390418,0.082835,0.07602936,0.06695106,0.18538937,0.15712349,0.05438331,0.05747242,0.17479624,0.04111555
ERR4281802,0.09955036,0.16757311,0.09156242,0.16727164,0.03967494,0.09998791,0.12429206,0.12200029,0.03268964,0.0553976
ERR4281803,0.13936391,0.25347742,0.085830964,0.07663441,0.050959557,0.10037515,0.105023116,0.08640397,0.06308411,0.03884731
ERR4281804,0.11984378,0.08698214,0.060164608,0.02458901,0.29599142,0.09120573,0.03781832,0.08562841,0.17247602,0.025300568
ERR4281805,0.106371984,0.23024221,0.14869198,0.10511805,0.07944659,0.0944288,0.06687218,0.053919025,0.042968616,0.071940534
ERR4281806,0.1024782,0.18046562,0.10151508,0.15621583,0.04567259,0.10089335,0.11243207,0.106484815,0.034725588,0.05911692
ERR4281807,0.11639531,0.05692571,0.06568236,0.061035074,0.20263055,0.1855365,0.061412267,0.08657195,0.10101698,0.0627932
ERR4281808,0.09977282,0.1681211,0.09190458,0.16687335,0.039952703,0.100387074,0.12361951,0.12097675,0.03269986,0.05569224
ERR4281809,0.10524871,0.22385335,0.1487875,0.10352177,0.08334453,0.09426348,0.0688564,0.05417736,0.045207277,0.07273963
ERR4281810,0.104630545,0.19363736,0.113776624,0.14199543,0.054248698,0.09999212,0.10043469,0.09028062,0.037896607,0.06310726
ERR4281811,0.10617345,0.22914961,0.14811724,0.10551823,0.07947535,0.0942751,0.06770332,0.054446798,0.043269143,0.07187169
