,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4281777,0.17449601,0.07990107,0.5048419,0.055182356,0.12381293,0.06176569
ERR4281778,0.111655675,0.1578225,0.14541641,0.26487926,0.12642705,0.19379914
ERR4281779,0.07632383,0.3697209,0.0579407,0.17054148,0.050998855,0.27447426
ERR4281780,0.3353215,0.16508035,0.2895427,0.04919339,0.084286556,0.076575495
ERR4281781,0.077574626,0.3682151,0.058547188,0.17114641,0.05067917,0.2738375
ERR4281782,0.3204521,0.20889269,0.16878216,0.124443494,0.08263616,0.094793305
ERR4281783,0.2953237,0.20927314,0.15383759,0.15534863,0.084538184,0.10167868
ERR4281784,0.1750452,0.07877959,0.5079203,0.05488501,0.12221398,0.06115594
ERR4281785,0.17113683,0.07821175,0.5097726,0.055164177,0.12449608,0.061218612
ERR4281786,0.20889433,0.17020096,0.11001763,0.29222548,0.0643868,0.15427473
ERR4281787,0.21067132,0.1734789,0.11059184,0.28717825,0.06599036,0.15208936
ERR4281788,0.03843963,0.18612888,0.16245732,0.2175095,0.12607443,0.26939034
ERR4281789,0.17306522,0.08078696,0.50245374,0.05553364,0.12582187,0.06233862
ERR4281790,0.07777899,0.35933065,0.05990695,0.17728582,0.052691877,0.27300572
ERR4281791,0.29666406,0.20942488,0.1546532,0.15339258,0.08449316,0.10137207
ERR4281792,0.3422808,0.20205173,0.18087089,0.107601546,0.07827378,0.08892118
ERR4281793,0.21173327,0.17112376,0.1116335,0.2877594,0.06482402,0.15292606
ERR4281794,0.10012434,0.29131272,0.06552539,0.23391327,0.057569224,0.25155503
ERR4281795,0.29375356,0.18680811,0.25555027,0.07071907,0.10269928,0.09046968
ERR4281796,0.22444703,0.18394053,0.11725617,0.26109543,0.071212135,0.1420487
ERR4281797,0.07973823,0.35913515,0.060011476,0.17747088,0.05267418,0.27097002
ERR4281798,0.07476647,0.38493678,0.049778417,0.16495678,0.044898167,0.2806633
ERR4281799,0.18648711,0.105921924,0.43151462,0.062071577,0.13986741,0.07413736
ERR4281800,0.121322915,0.25724354,0.07829512,0.25166178,0.054583766,0.23689286
ERR4281801,0.08909329,0.18799253,0.23965694,0.0653717,0.31001198,0.107873514
ERR4281802,0.07648635,0.37136322,0.05721974,0.1698399,0.050385527,0.2747052
ERR4281803,0.19049884,0.08674038,0.48500234,0.054846074,0.11929037,0.06362198
ERR4281804,0.17259294,0.08045131,0.5034085,0.055510674,0.125822,0.06221453
ERR4281805,0.28955093,0.20877343,0.15040775,0.16345054,0.08475296,0.10306436
ERR4281806,0.1997166,0.16774386,0.10498612,0.3053492,0.06313345,0.1590707
ERR4281807,0.17714918,0.079264194,0.5064034,0.054766815,0.121205755,0.061210684
ERR4281808,0.14524153,0.17529593,0.077125385,0.3463726,0.060248982,0.1957156
ERR4281809,0.33214995,0.16448936,0.29157168,0.04962551,0.08536832,0.07679516
ERR4281810,0.19018905,0.18399689,0.105349384,0.28464282,0.06536862,0.1704533
ERR4281811,0.17023438,0.15776956,0.089536026,0.34704268,0.05776391,0.17765343
ERR4281812,0.13040197,0.2259671,0.07857972,0.28482345,0.056998335,0.22322951
ERR4281813,0.317238,0.21486881,0.1747933,0.10968025,0.08548628,0.0979334
ERR4281814,0.12926269,0.21742085,0.075206704,0.29933006,0.059137598,0.21964209
ERR4281815,0.33669204,0.20823328,0.20692205,0.073392086,0.08531466,0.089445904
ERR4281816,0.20719446,0.16764653,0.10986391,0.29550755,0.06292903,0.15685852
ERR4281817,0.16927503,0.07562234,0.51721257,0.054815806,0.12300725,0.06006698
ERR4281818,0.033448935,0.17932647,0.1403482,0.08022205,0.08725641,0.47939795
ERR4281819,0.24301176,0.12658852,0.38478556,0.056560945,0.11406139,0.07499182
ERR4281820,0.17724909,0.16104424,0.094727114,0.33363602,0.057534583,0.1758089
ERR4281821,0.16421168,0.1589942,0.086023286,0.3516897,0.058215577,0.18086556
ERR4281822,0.2842516,0.15236363,0.32586265,0.05581313,0.10260842,0.07910058
ERR4281823,0.21705751,0.17778696,0.11374817,0.27559483,0.06812929,0.14768325
ERR4281824,0.08702684,0.34224558,0.06371888,0.18781205,0.051439006,0.26775762
ERR4281825,0.31373838,0.20243637,0.16383347,0.14396727,0.08209971,0.09392482
ERR4281826,0.16948043,0.07579089,0.5167188,0.054830484,0.123044066,0.060135372
ERR4281827,0.28477538,0.14738566,0.33518562,0.05428055,0.10098942,0.07738337
ERR4281828,0.07450617,0.36464036,0.05914527,0.17291057,0.05203629,0.27676138
ERR4281829,0.18447648,0.16463545,0.09678942,0.32480186,0.061321627,0.1679752
ERR4281830,0.315827,0.1850723,0.25875553,0.06091258,0.0942412,0.08519143
ERR4281831,0.34997675,0.19766136,0.18506725,0.10428295,0.076131605,0.086880036
ERR4281832,0.17055543,0.07620652,0.5154684,0.054809105,0.12270738,0.060253173
ERR4281833,0.17536543,0.1615239,0.093833566,0.33473194,0.05740042,0.17714469
ERR4281834,0.07610346,0.36846557,0.058363695,0.17113802,0.051331136,0.2745982
ERR4281835,0.17379807,0.15946902,0.09126772,0.34166953,0.05875485,0.17504078
ERR4281836,0.16876571,0.1578791,0.0887258,0.3483595,0.05774779,0.17852215
ERR4281837,0.1534582,0.16316037,0.080046624,0.35669744,0.059284985,0.18735234
ERR4281838,0.18494853,0.16024786,0.097421445,0.32930496,0.059395563,0.16868156
ERR4281839,0.19033659,0.16562846,0.09994801,0.31765673,0.061942175,0.16448793
ERR4281840,0.33274028,0.19256029,0.24190897,0.059981145,0.08807521,0.08473413
ERR4281841,0.058358204,0.23438746,0.10981064,0.24035603,0.092418134,0.26466954
ERR4281842,0.087934546,0.18949738,0.23598455,0.065336905,0.31349093,0.107755736
ERR4281843,0.27979317,0.20837219,0.1460384,0.17208634,0.08363427,0.110075705
ERR4281844,0.29956147,0.2063715,0.15575561,0.15589912,0.08417011,0.098242186
ERR4281845,0.15471958,0.1650755,0.0816026,0.3517193,0.05864849,0.18823448
ERR4281846,0.26672938,0.12574029,0.38131204,0.05253857,0.101576954,0.072102785
ERR4281847,0.25376353,0.20185849,0.13160641,0.21049055,0.08073272,0.121548265
ERR4281848,0.16207185,0.29702833,0.09255955,0.17241105,0.14023098,0.13569829
ERR4281849,0.23900867,0.15425034,0.3218163,0.07153858,0.12492493,0.08846121
ERR4281850,0.38878897,0.19615445,0.20998676,0.057635408,0.06857067,0.07886373
ERR4281851,0.3042136,0.20451659,0.15835245,0.15305197,0.08350663,0.096358776
ERR4281852,0.32283255,0.20589747,0.16952662,0.12665589,0.08172167,0.09336577
ERR4281853,0.1818028,0.08950709,0.47845057,0.056520574,0.1279632,0.065755725
ERR4281854,0.25521097,0.20332697,0.13221283,0.2075986,0.08158614,0.12006445
ERR4281855,0.17099842,0.076404564,0.51487726,0.054805666,0.12259897,0.060315117
ERR4281856,0.09323672,0.12598643,0.12356104,0.37014428,0.11244005,0.17463146
ERR4281857,0.33323476,0.19705085,0.17517209,0.12661271,0.078490496,0.08943908
ERR4281858,0.18044333,0.086097956,0.48758656,0.055890836,0.12572823,0.0642531
ERR4281859,0.27588046,0.20913742,0.14262404,0.17986757,0.08553423,0.10695631
ERR4281860,0.05518707,0.26895055,0.094826035,0.22095577,0.0793947,0.28068587
ERR4281861,0.13035828,0.21599503,0.07540298,0.30069292,0.059601072,0.21794975
ERR4281862,0.37182805,0.19363056,0.19779032,0.08268511,0.071537375,0.0825286
ERR4281863,0.23941852,0.1403074,0.35512623,0.062436666,0.12158008,0.08113118
ERR4281864,0.15057798,0.17070605,0.08009142,0.34723178,0.059062425,0.19233027
ERR4281865,0.20376147,0.09509611,0.46217626,0.05499386,0.117771655,0.06620052
ERR4281866,0.29375562,0.20889363,0.1528206,0.15812519,0.08460673,0.101798184
ERR4281867,0.14513454,0.11273488,0.41818643,0.06244545,0.1822947,0.07920401
ERR4281868,0.29665548,0.20722121,0.15415438,0.15805428,0.084468424,0.09944632
ERR4281869,0.37115678,0.2007591,0.19959104,0.07230174,0.0730979,0.08309341
ERR4281870,0.10413237,0.167365,0.15767647,0.23876698,0.17270413,0.15935504
