t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,215,0,37,0.1468,1.0,0.0,1.0,1.0,1.0,0.1468,0.2561,0.9495,0.7812
0.01,2,212,0,37,0.1554,1.0,0.0093,1.0,0.9907,1.0,0.1486,0.2587,0.9495,0.7812
0.02,66,148,0,37,0.4104,1.0,0.3084,1.0,0.6916,1.0,0.2,0.3333,0.9495,0.7812
0.03,102,112,0,37,0.5538,1.0,0.4766,1.0,0.5234,1.0,0.2483,0.3978,0.9495,0.7812
0.04,121,93,0,37,0.6295,1.0,0.5654,1.0,0.4346,1.0,0.2846,0.4431,0.9495,0.7812
0.05,131,83,0,37,0.6693,1.0,0.6121,1.0,0.3879,1.0,0.3083,0.4713,0.9495,0.7812
0.06,142,72,0,37,0.7131,1.0,0.6636,1.0,0.3364,1.0,0.3394,0.5068,0.9495,0.7812
0.07,144,70,0,37,0.7211,1.0,0.6729,1.0,0.3271,1.0,0.3458,0.5139,0.9495,0.7812
0.08,146,68,0,37,0.7291,1.0,0.6822,1.0,0.3178,1.0,0.3524,0.5211,0.9495,0.7812
0.09,149,65,0,37,0.741,1.0,0.6963,1.0,0.3037,1.0,0.3627,0.5324,0.9495,0.7812
0.1,202,12,9,27,0.916,0.75,0.9439,0.75,0.0561,0.75,0.6923,0.72,0.9495,0.7812
0.11,207,7,10,26,0.932,0.7222,0.9673,0.7222,0.0327,0.7222,0.7879,0.7536,0.9495,0.7812
0.12,209,5,11,25,0.936,0.6944,0.9766,0.6944,0.0234,0.6944,0.8333,0.7576,0.9495,0.7812
0.13,210,4,11,25,0.94,0.6944,0.9813,0.6944,0.0187,0.6944,0.8621,0.7692,0.9495,0.7812
0.14,210,4,11,25,0.94,0.6944,0.9813,0.6944,0.0187,0.6944,0.8621,0.7692,0.9495,0.7812
0.15,211,3,11,25,0.944,0.6944,0.986,0.6944,0.014,0.6944,0.8929,0.7812,0.9495,0.7812
0.16,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.17,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.18,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.19,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.2,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.21,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.22,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.23,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.24,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.25,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.26,211,3,12,24,0.94,0.6667,0.986,0.6667,0.014,0.6667,0.8889,0.7619,0.9495,0.7812
0.27,212,2,12,24,0.944,0.6667,0.9907,0.6667,0.0093,0.6667,0.9231,0.7742,0.9495,0.7812
