,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.1098,1.0,0.0,1.0,1.0,1.0,0.1098,0.1825,0.3221,0.6863
1,0.1098,1.0,0.0,1.0,1.0,1.0,0.1098,0.1825,0.3221,0.6863
2,0.1112,0.9923,0.0025,0.9923,0.9975,0.9923,0.1094,0.1817,0.3221,0.6863
3,0.12,0.977,0.0147,0.977,0.9853,0.977,0.109,0.1805,0.3221,0.6863
4,0.1474,0.9753,0.0436,0.9753,0.9564,0.9753,0.1097,0.1815,0.3221,0.6863
5,0.1912,0.9621,0.0939,0.9621,0.9061,0.9621,0.1107,0.1824,0.3221,0.6863
6,0.2696,0.9354,0.1886,0.9354,0.8114,0.9354,0.1179,0.191,0.3221,0.6863
7,0.3537,0.8966,0.2851,0.8966,0.7149,0.8966,0.1235,0.1949,0.3221,0.6863
8,0.4309,0.8631,0.3754,0.8631,0.6246,0.8631,0.1419,0.2047,0.3221,0.6863
9,0.4722,0.8421,0.4255,0.8421,0.5745,0.8421,0.1492,0.2044,0.3221,0.6863
10,0.5752,0.7022,0.5507,0.7022,0.4493,0.7022,0.1673,,0.3221,0.6863
11,0.6831,0.5672,0.6799,0.5672,0.3201,0.5672,0.2078,,0.3221,0.6863
12,0.7279,0.536,0.7351,0.536,0.2649,0.536,0.2102,,0.3221,0.6863
13,0.7766,0.3655,0.8007,0.3655,0.1993,0.3655,0.2031,,0.3221,0.6863
14,0.8047,0.3418,0.836,0.3418,0.164,0.3418,0.1426,,0.3221,0.6863
15,0.8314,0.335,0.8655,0.335,0.1345,0.335,0.1443,,0.3221,0.6863
16,0.8407,0.3188,0.88,0.3188,0.12,0.3188,0.1475,,0.3221,0.6863
17,0.8678,0.2565,0.9282,0.2565,0.0718,0.2565,0.1553,,0.3221,0.6863
18,0.8736,0.2321,0.9433,0.2321,0.0567,0.2321,0.1786,,0.3221,0.6863
19,0.8722,0.2047,0.9501,0.2047,0.0499,0.2047,0.1609,,0.3221,0.6863
20,0.879,0.1959,0.9612,0.1959,0.0388,0.1959,0.2544,,0.3221,0.6863
21,0.8829,0.1816,0.9699,0.1816,0.0301,0.1816,0.2595,,0.3221,0.6863
22,0.8865,0.1634,0.9796,0.1634,0.0204,0.1634,0.2701,,0.3221,0.6863
23,0.8865,0.1365,0.9882,0.1365,0.0118,0.1365,0.2684,,0.3221,0.6863
24,0.8848,0.1153,0.9929,0.1153,0.0071,0.1153,0.1752,,0.3221,0.6863
25,0.8852,0.1153,0.9934,0.1153,0.0066,0.1153,0.1759,,0.3221,0.6863
26,0.887,0.1153,0.9953,0.1153,0.0047,0.1153,0.179,,0.3221,0.6863
27,0.887,0.1153,0.9953,0.1153,0.0047,0.1153,0.179,,0.3221,0.6863
28,0.8876,0.1153,0.9959,0.1153,0.0041,0.1153,0.2346,,0.3221,0.6863
29,0.8876,0.1153,0.9959,0.1153,0.0041,0.1153,0.2346,,0.3221,0.6863
30,0.8902,0.1128,0.9991,0.1128,0.0009,0.1128,0.1481,,0.3221,0.6863
31,0.8902,0.1128,0.9991,0.1128,0.0009,0.1128,0.1481,,0.3221,0.6863
32,0.8898,0.0017,0.9991,0.0017,0.0009,0.0017,0.1111,,0.3221,0.6863
33,0.8902,0.0017,0.9996,0.0017,0.0004,0.0017,0.1111,,0.3221,0.6863
34,0.8902,0.0017,0.9996,0.0017,0.0004,0.0017,0.1111,,0.3221,0.6863
35,0.8902,0.0017,0.9996,0.0017,0.0004,0.0017,0.1111,,0.3221,0.6863
36,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
37,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
38,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
39,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
40,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
41,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
42,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
43,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
44,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.3221,0.6863
