,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
84,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
85,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
86,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
87,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
88,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
89,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
90,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
91,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4467,0.7564
