,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4281055,0.0527367,0.13338289,0.01655406,0.5437276,0.05067401,0.20292468
ERR4281016,0.68737245,0.07226511,0.12829964,0.045025624,0.023075651,0.043961573
ERR4281054,0.6363663,0.09196759,0.17036243,0.034196455,0.017284678,0.049822554
ERR4281017,0.0584455,0.17433825,0.020947915,0.6272531,0.018365882,0.100649334
ERR4281061,0.0069902674,0.0027753953,0.010628281,0.0043932567,0.95738953,0.017823268
ERR4281018,0.049524453,0.019349162,0.8546953,0.008904664,0.050901134,0.016625317
ERR4281060,0.05457113,0.16230077,0.022667184,0.54022384,0.024784192,0.19545288
ERR4281019,0.047430962,0.10765587,0.013114562,0.48292056,0.089641444,0.25923666
ERR4281062,0.026730066,0.094090044,0.015920682,0.116894044,0.06691029,0.67945486
ERR4281020,0.008308699,0.0033626317,0.013148428,0.005672204,0.9482609,0.021247208
ERR4281063,0.20808363,0.3927246,0.02939836,0.183095,0.013352043,0.17334631
ERR4281021,0.14430383,0.45164892,0.020181049,0.1891922,0.010892269,0.1837818
ERR4281064,0.10517542,0.5406772,0.018871164,0.13802783,0.008708292,0.18854015
ERR4281022,0.023506101,0.059823386,0.010712318,0.17822288,0.07584041,0.65189487
ERR4281065,0.05136808,0.020791106,0.8449053,0.009680569,0.054863807,0.018391108
ERR4281023,0.12309093,0.043724537,0.06864165,0.05414067,0.41052914,0.29987308
ERR4281066,0.1024023,0.5312579,0.023675647,0.13129866,0.009485226,0.20188025
ERR4281024,0.02357503,0.059979856,0.010728886,0.17889123,0.075950414,0.65087456
ERR4281067,0.008389381,0.0030282699,0.010264347,0.0050567985,0.95268804,0.020573178
ERR4281025,0.5603823,0.1333963,0.070616156,0.07167131,0.045127418,0.118806526
ERR4281068,0.16747302,0.047257192,0.678958,0.019795885,0.05380607,0.032709736
ERR4281026,0.06588802,0.39004177,0.0460435,0.16483428,0.016165579,0.31702694
ERR4281069,0.05782403,0.35205215,0.053505342,0.17124183,0.018207617,0.347169
ERR4281027,0.050157692,0.020242507,0.8504779,0.009267686,0.052490648,0.017363485
ERR4281070,0.059442125,0.35469133,0.051088292,0.17380056,0.017854817,0.34312287
ERR4281028,0.11562869,0.39458203,0.012833282,0.2640287,0.01210861,0.20081869
ERR4281071,0.05484202,0.15121962,0.017463401,0.6823288,0.016855238,0.07729087
ERR4281029,0.122450605,0.023983493,0.09605938,0.042447746,0.56484437,0.15021434
ERR4281072,0.09060464,0.037365872,0.76417184,0.01643314,0.06414137,0.027283002
ERR4281030,0.10730217,0.51449925,0.018035242,0.15605618,0.009287799,0.19481938
ERR4281073,0.10045463,0.035317462,0.7704177,0.014166904,0.055777583,0.023865778
ERR4281031,0.47078684,0.22338083,0.0868579,0.07694151,0.020508986,0.12152395
ERR4281074,0.12321318,0.33991897,0.008583576,0.452848,0.009147156,0.06628916
ERR4281032,0.13026674,0.52204883,0.026987307,0.12921147,0.009449513,0.18203616
ERR4281075,0.04023215,0.10508761,0.015484433,0.32670134,0.075515896,0.4369785
ERR4281033,0.050740484,0.02033899,0.8478343,0.009435886,0.05377311,0.01787722
ERR4281076,0.054514684,0.021321256,0.84631824,0.00930792,0.051493276,0.01704467
ERR4281034,0.63378567,0.10593528,0.10000351,0.066148035,0.026283894,0.06784357
ERR4281077,0.054979105,0.1514182,0.017498681,0.67947376,0.017361525,0.07926869
ERR4281035,0.07974287,0.093287885,0.02916479,0.07406845,0.118050344,0.6056857
ERR4281078,0.02999635,0.031319454,0.27363667,0.014391366,0.5429959,0.10766023
ERR4281036,0.089009985,0.47263864,0.027085178,0.15967189,0.011699904,0.23989448
ERR4281079,0.09632753,0.034417447,0.7752884,0.01414886,0.056206107,0.023611767
ERR4281037,0.24382491,0.38580984,0.036400586,0.14246961,0.015050065,0.17644493
ERR4281080,0.02350342,0.059817307,0.010711667,0.17819688,0.07583613,0.65193456
ERR4281038,0.14541817,0.050018508,0.7212004,0.013184321,0.05010437,0.020074219
ERR4281081,0.68950933,0.082969375,0.11670426,0.039599326,0.019535175,0.05168248
ERR4281039,0.02374699,0.06181036,0.011025247,0.17329969,0.07530066,0.654817
ERR4281082,0.1526542,0.1335215,0.39565378,0.067378566,0.09718637,0.15360558
ERR4281040,0.00666451,0.0027120756,0.010728722,0.004235511,0.95848984,0.017169377
ERR4281083,0.04986931,0.019542303,0.85384464,0.00896087,0.05106605,0.016716816
ERR4281041,0.02350342,0.059817307,0.010711667,0.17819688,0.07583613,0.65193456
ERR4281084,0.116774395,0.4958395,0.016511695,0.17046145,0.009571522,0.19084145
ERR4281042,0.052097145,0.020250557,0.8507562,0.009082711,0.051009506,0.016803863
ERR4281085,0.00664164,0.0027093599,0.010795842,0.0042280634,0.9584812,0.017143885
ERR4281043,0.11585611,0.46618927,0.014703246,0.20118569,0.0099018365,0.19216387
ERR4281086,0.05590755,0.15772352,0.018688811,0.659823,0.017991126,0.08986605
ERR4281044,0.016089829,0.018028859,0.144796,0.009996048,0.76619196,0.044897318
ERR4281087,0.11637428,0.48778048,0.015529523,0.18137446,0.009500422,0.18944088
