,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4281055,0.056040496,0.045988575,0.054491416,0.36408907,0.008190816,0.00793528,0.069481015,0.3544667,0.012589596,0.026726997
ERR4281016,0.07122305,0.4879505,0.052916616,0.110460356,0.017663052,0.13350095,0.021332607,0.08260305,0.0051334463,0.017216258
ERR4281054,0.048329953,0.14538902,0.058441937,0.030647699,0.17613983,0.35195896,0.01631282,0.019885596,0.040155992,0.112738155
ERR4281017,0.10565678,0.09070596,0.03468901,0.410736,0.0062175742,0.013421635,0.024752231,0.25826845,0.008532636,0.047019772
ERR4281061,0.02615294,0.026585938,0.02474971,0.021626009,0.023578642,0.013265539,0.008365978,0.03047577,0.6012439,0.22395554
ERR4281018,0.02151956,0.0065452596,0.027962975,0.012159677,0.8102409,0.047963083,0.012516483,0.0050004185,0.045490444,0.010601121
ERR4281060,0.065129064,0.10366378,0.07592807,0.31557825,0.013333197,0.013831236,0.08901576,0.2934041,0.012818192,0.017298322
ERR4281019,0.14328371,0.06841184,0.13030796,0.15407903,0.043921065,0.01181792,0.12552571,0.24701571,0.03195097,0.04368602
ERR4281062,0.13868222,0.25442296,0.17719014,0.16699669,0.057505265,0.03438285,0.051479027,0.05853377,0.011082403,0.04972464
ERR4281020,0.025601663,0.024109596,0.027706515,0.023387173,0.030501831,0.013322903,0.008043956,0.030731827,0.55363655,0.26295796
ERR4281063,0.06978366,0.16871446,0.25754106,0.07409272,0.03870307,0.04658589,0.21234477,0.11019928,0.005024133,0.017010935
ERR4281021,0.08004491,0.11030262,0.038256828,0.42196637,0.006145139,0.015616108,0.030204995,0.25805894,0.007884342,0.031519737
ERR4281064,0.05799807,0.15235807,0.298457,0.06987858,0.040867142,0.05318665,0.21113418,0.09282304,0.0049863113,0.018310957
ERR4281022,0.11655087,0.09076275,0.17252813,0.1638769,0.073850594,0.009278467,0.15280241,0.11448198,0.065202005,0.040665787
ERR4281065,0.023824204,0.05680578,0.01613792,0.015198793,0.15385406,0.6184071,0.008953618,0.008913503,0.018621262,0.079283714
ERR4281023,0.047723282,0.061917167,0.04751077,0.061192002,0.0483419,0.03855685,0.020463262,0.043254767,0.33393732,0.29710272
ERR4281066,0.082756065,0.44382203,0.14957602,0.088907,0.02754556,0.06494951,0.062045477,0.058620095,0.0039040043,0.017874228
ERR4281024,0.113022104,0.19683069,0.24025743,0.14176601,0.085860714,0.02221492,0.07616344,0.06269171,0.018512396,0.042680576
ERR4281067,0.014403475,0.016743632,0.014097038,0.00812513,0.013824323,0.0064409357,0.008568595,0.019868238,0.8277522,0.07017642
ERR4281025,0.058203273,0.51744336,0.12352602,0.033685327,0.044790022,0.08544846,0.04576787,0.039326854,0.013405091,0.038403742
ERR4281068,0.014947801,0.09057324,0.011231093,0.03395511,0.046413124,0.7393911,0.00814869,0.018148338,0.008142258,0.02904921
ERR4281026,0.06036953,0.10800767,0.21044046,0.07305786,0.07858924,0.2535789,0.11196648,0.06372813,0.0067943507,0.03346734
ERR4281069,0.123984195,0.07068101,0.11849591,0.03985011,0.1372413,0.35021308,0.04610553,0.07995534,0.009336214,0.024137257
ERR4281027,0.021084609,0.044360973,0.015858227,0.018947214,0.09096142,0.70337665,0.008462805,0.0076138596,0.028460924,0.060873307
ERR4281070,0.058340017,0.15276243,0.2983676,0.06955574,0.04095914,0.05380002,0.21054167,0.09220802,0.0049669845,0.01849841
ERR4281028,0.06863987,0.1519604,0.19861849,0.09406449,0.035151202,0.040780824,0.25755775,0.12967676,0.005796611,0.017753629
ERR4281071,0.080092445,0.06722037,0.13535582,0.079652645,0.018523864,0.022199528,0.25235564,0.3173563,0.008755488,0.018488036
ERR4281029,0.055267222,0.03702116,0.025915347,0.047933646,0.024281852,0.034720186,0.006727419,0.07080369,0.1486874,0.54864204
ERR4281072,0.0124597065,0.05145199,0.009775148,0.023175547,0.039046958,0.8162291,0.0074997204,0.013174821,0.009303045,0.01788386
ERR4281030,0.11097522,0.24613082,0.17924598,0.19913699,0.053330436,0.034647908,0.057161115,0.06729224,0.011389328,0.04068988
ERR4281073,0.024298936,0.051037017,0.015405686,0.010301723,0.12098036,0.7016193,0.009600605,0.009232529,0.018991038,0.038532704
ERR4281031,0.07653793,0.31126586,0.15250157,0.04546536,0.05288348,0.14335097,0.09555287,0.076306604,0.007960111,0.038175244
ERR4281074,0.054438893,0.11606417,0.0643484,0.27912626,0.01290789,0.017898438,0.14713216,0.28492618,0.00883581,0.014321796
ERR4281032,0.08834245,0.14760202,0.27264455,0.05744711,0.04278021,0.048410356,0.1931332,0.12916069,0.0046574064,0.015822047
ERR4281075,0.08683306,0.04617634,0.054945815,0.15722993,0.033926766,0.01438851,0.3725501,0.19609067,0.013357936,0.024500854
ERR4281033,0.029019099,0.0543386,0.01670025,0.017897418,0.19304894,0.5368452,0.008481323,0.010305259,0.021820823,0.11154306
ERR4281076,0.07414143,0.019928163,0.022762394,0.030417852,0.3632495,0.3905034,0.014065269,0.021526081,0.03746035,0.025945548
ERR4281034,0.054648966,0.47534677,0.08686564,0.08486372,0.018511072,0.11470985,0.04721773,0.08082101,0.0065265815,0.030488633
ERR4281077,0.072276846,0.06957681,0.044777885,0.4110461,0.0128604695,0.007481052,0.06457326,0.2704369,0.019789081,0.02718164
ERR4281035,0.10999845,0.11356526,0.028834611,0.073079556,0.007495538,0.012161442,0.0093885055,0.14876528,0.06575548,0.43095583
ERR4281078,0.054247953,0.024747618,0.010032728,0.013404319,0.03693721,0.04918647,0.00801645,0.07386987,0.4696743,0.2598831
ERR4281036,0.05930038,0.17600897,0.2704788,0.06520629,0.11361301,0.1030368,0.118408896,0.05196036,0.013604142,0.028382305
ERR4281079,0.01871579,0.10008149,0.011184061,0.023262484,0.05322933,0.73713124,0.00822223,0.018219743,0.0070529925,0.022900637
ERR4281037,0.098269954,0.36547464,0.10815469,0.088044144,0.064989336,0.088101424,0.025190119,0.0380524,0.022606812,0.10111649
ERR4281080,0.11322744,0.17620446,0.24156034,0.14036095,0.08914302,0.019614758,0.0844151,0.071174994,0.021923495,0.04237537
ERR4281038,0.1075391,0.20009445,0.022660252,0.011399304,0.100351624,0.45406836,0.01624336,0.04596884,0.008268232,0.03340645
ERR4281081,0.061298195,0.5857438,0.07195066,0.03614156,0.02683049,0.115083545,0.021355482,0.02921172,0.007943852,0.044440806
ERR4281039,0.08201092,0.07766315,0.026007142,0.4699722,0.0039023606,0.01096016,0.018466357,0.2629883,0.0063795205,0.041649837
ERR4281082,0.04713795,0.17084908,0.0523767,0.040124346,0.12944609,0.39528787,0.01704119,0.020277038,0.024390759,0.10306888
ERR4281040,0.027895391,0.027858458,0.026489906,0.024635252,0.02508558,0.014431405,0.008063954,0.03166398,0.55224556,0.2616305
ERR4281083,0.018696235,0.009344231,0.03362701,0.0077719768,0.81389874,0.05848104,0.011298118,0.0040067113,0.034343656,0.00853229
ERR4281041,0.07560195,0.17287405,0.2864701,0.13292259,0.11014829,0.0147599615,0.10996275,0.032775212,0.031738088,0.03274708
ERR4281084,0.068676464,0.1308186,0.21924351,0.08638051,0.027361684,0.037839405,0.23431303,0.17086981,0.006218748,0.01827823
ERR4281042,0.027124003,0.06960722,0.05370192,0.019335069,0.32102072,0.3914646,0.052345872,0.01321539,0.01804532,0.03413993
ERR4281085,0.029218437,0.02805648,0.027422894,0.027441395,0.02662218,0.015867323,0.008027578,0.032582756,0.50500065,0.29976034
ERR4281043,0.08050458,0.15540233,0.28078288,0.060613815,0.040380355,0.046366744,0.1963722,0.118873745,0.0046632155,0.016040202
ERR4281086,0.06824788,0.14047612,0.24115679,0.08170702,0.03569987,0.040518716,0.24533199,0.12199057,0.0057002427,0.019170748
ERR4281044,0.113105,0.14194939,0.040913332,0.080306284,0.016441116,0.026599033,0.016300566,0.14310068,0.10129659,0.319988
ERR4281087,0.06308974,0.16292818,0.28671142,0.0715299,0.03699746,0.04812409,0.20759013,0.10143454,0.0046429024,0.016951632
ERR4281045,0.07381584,0.15685524,0.27468276,0.06532836,0.039685596,0.046063185,0.2114984,0.11088546,0.004702287,0.016482899
ERR4281088,0.15179996,0.2864276,0.14378236,0.17754108,0.04333406,0.04103166,0.04037589,0.055550955,0.008059372,0.052097097
ERR4281046,0.044298615,0.01377494,0.0074956478,0.022640672,0.04941982,0.08325162,0.00546309,0.056797806,0.10913099,0.6077268
ERR4281089,0.08296202,0.20297508,0.24442035,0.092518345,0.061981402,0.03303868,0.15527782,0.0893163,0.013842427,0.023667615
ERR4281047,0.079617776,0.43632653,0.065697245,0.1592902,0.017158315,0.10038262,0.02714907,0.094982766,0.0044749575,0.014920494
ERR4281090,0.026160391,0.059805755,0.016639078,0.014761819,0.18600805,0.5729068,0.00914331,0.0096850265,0.017909981,0.08697986
ERR4281048,0.035765514,0.09271204,0.06671192,0.04205765,0.15023242,0.119090706,0.01771483,0.014307296,0.18299165,0.278416
ERR4281091,0.12798811,0.24226522,0.042398088,0.10771676,0.019799698,0.051141944,0.017437564,0.13212568,0.04142796,0.21769896
ERR4281049,0.01648167,0.0154249575,0.04998836,0.012392617,0.1461523,0.008302798,0.014985233,0.015227455,0.63755816,0.08348641
ERR4281092,0.029939324,0.028072814,0.027836982,0.029171586,0.02745508,0.016781272,0.0079786545,0.033005778,0.4758297,0.32392883
ERR4281050,0.029738527,0.008430705,0.026998747,0.019927904,0.7321467,0.08505723,0.019424068,0.009107377,0.053461906,0.015706772
ERR4281093,0.13944411,0.3136998,0.19179541,0.06559515,0.059865903,0.052426912,0.0707026,0.076339036,0.0076454366,0.02248567
ERR4281051,0.057501066,0.30797645,0.04624459,0.28530017,0.01533031,0.10473953,0.019085385,0.09002528,0.010391888,0.06340535
ERR4281094,0.06304554,0.15906931,0.27229816,0.0691897,0.040166356,0.052553833,0.22054088,0.100530654,0.0045507085,0.018054781
ERR4281052,0.04773254,0.5501811,0.06210525,0.075668596,0.016119767,0.12514938,0.028545454,0.058577836,0.00593737,0.02998285
ERR4281095,0.079677284,0.17483884,0.067236446,0.4272079,0.012919832,0.027198475,0.034195963,0.13919152,0.0073096445,0.030224022
ERR4281053,0.08149168,0.14333531,0.09358249,0.32539064,0.019688435,0.017566964,0.073794626,0.20740245,0.013784767,0.023962684
ERR4281056,0.15931621,0.17623511,0.03285486,0.0896837,0.018118888,0.03398486,0.013604234,0.13501765,0.04522922,0.29595527
ERR4281096,0.045888707,0.6548439,0.05862296,0.024535906,0.019699339,0.11313754,0.017030815,0.021146901,0.0063255792,0.038768314
ERR4281057,0.062339567,0.16249903,0.29270867,0.07094536,0.037217643,0.04680848,0.20789327,0.09744753,0.0046886564,0.017451799
ERR4281097,0.030863136,0.054661628,0.017450185,0.01940108,0.21418771,0.507033,0.008695515,0.010564529,0.02328704,0.11385621
ERR4281058,0.054582074,0.58207273,0.069336094,0.035618056,0.023706058,0.12136154,0.025802227,0.03692526,0.0081716,0.04242434
ERR4281059,0.082487404,0.4373187,0.092779614,0.148935,0.019982032,0.069701925,0.03900606,0.07617976,0.0056461543,0.027963355
ERR4281098,0.007841693,0.010543894,0.014065693,0.004586182,0.016728688,0.0037287993,0.010353242,0.0128738135,0.8925266,0.026751397
ERR4281099,0.16158104,0.18939966,0.034909144,0.092401214,0.019703306,0.03691827,0.01517587,0.13591939,0.046146046,0.26784608
ERR4281100,0.05061214,0.49013725,0.06616102,0.089189485,0.015152415,0.13370748,0.037703417,0.08012732,0.0058025997,0.031406745
ERR4281101,0.053592112,0.24592654,0.033775978,0.023504196,0.035448678,0.46290892,0.0433047,0.04497805,0.0029838546,0.05357687
ERR4281102,0.048078507,0.2748554,0.09194855,0.16860117,0.022399886,0.23573712,0.06912556,0.07632521,0.0010486137,0.011879974
ERR4281103,0.091750845,0.26949197,0.2436289,0.1011116,0.066833094,0.030749831,0.092614435,0.064710975,0.012162368,0.026945913
ERR4281104,0.06830473,0.1736304,0.25730097,0.08437941,0.03819781,0.041096155,0.19908549,0.112750836,0.0065165716,0.018737592
ERR4281105,0.02820427,0.028184924,0.026857521,0.025222415,0.025222925,0.014533746,0.00790602,0.031791028,0.54237413,0.26970303
ERR4281106,0.056619618,0.3308518,0.064726,0.2580829,0.018636363,0.112759314,0.02911633,0.08540271,0.007207636,0.03659736
ERR4281107,0.082507126,0.08957279,0.08065448,0.298783,0.018236972,0.012234935,0.082188435,0.28958973,0.019786177,0.026446294
ERR4281108,0.01679884,0.0066859443,0.028985836,0.00783865,0.8435689,0.034689087,0.0075894957,0.0029028906,0.041409194,0.009531138
ERR4281109,0.055348065,0.054268118,0.045806795,0.02191738,0.24876966,0.47098053,0.041208234,0.02864276,0.006926062,0.02613238
ERR4281110,0.031469945,0.058808893,0.018441085,0.006807887,0.19946851,0.6067607,0.012878585,0.011555836,0.020144178,0.033664376
ERR4281111,0.012839979,0.014243322,0.0145419035,0.0076064533,0.014508976,0.0052851313,0.008211334,0.018989222,0.83348244,0.07029117
ERR4281112,0.084681325,0.097918145,0.02897564,0.4277525,0.0052639423,0.015148693,0.02045365,0.26026702,0.009535741,0.0500033
ERR4281113,0.055486873,0.06402867,0.096829824,0.13769552,0.009506511,0.019708587,0.19736661,0.39843026,0.006258678,0.014688474
ERR4281114,0.0209757,0.022977125,0.005531346,0.006079942,0.05851734,0.8552011,0.004151195,0.01165564,0.008616451,0.0062941713
ERR4281115,0.022904163,0.0646568,0.01601441,0.013166233,0.1333718,0.6380775,0.009146321,0.009497394,0.015535663,0.07762979
ERR4281116,0.033316605,0.096608184,0.03961195,0.026085705,0.13817532,0.5775501,0.024686862,0.018852092,0.008671476,0.03644174
ERR4281117,0.03055376,0.062427748,0.016680788,0.02731332,0.14506185,0.5307211,0.008073544,0.014481878,0.021899326,0.14278664
ERR4281118,0.03463485,0.47894377,0.031876136,0.06771488,0.02042461,0.2709012,0.016686145,0.041022617,0.005627015,0.032168835
ERR4281119,0.031046432,0.059263043,0.017485475,0.0211374,0.18591422,0.51965874,0.008632271,0.011800481,0.02237383,0.12268807
ERR4281120,0.09180249,0.117804006,0.14990242,0.24062063,0.08494842,0.053026512,0.06629167,0.10585889,0.031832404,0.057912543
ERR4281121,0.12009495,0.1695992,0.21251354,0.15652674,0.0827478,0.0215927,0.08873758,0.07382176,0.027036075,0.047329683
ERR4281122,0.029665636,0.054371495,0.016745806,0.01821343,0.19567648,0.52755433,0.008401344,0.010545933,0.02205383,0.116771646
ERR4281123,0.060200702,0.16500369,0.29496408,0.06929297,0.03584075,0.04631469,0.21153022,0.095079504,0.004456994,0.017316416
ERR4281124,0.036494892,0.024990406,0.02391137,0.03933088,0.028947553,0.029059255,0.0074691097,0.040845968,0.2535881,0.51536244
ERR4281125,0.19909205,0.30005556,0.13839605,0.048348904,0.05988062,0.08268723,0.050449397,0.097378716,0.006333658,0.017377758
ERR4281126,0.075258784,0.1756019,0.10887298,0.1532104,0.019595128,0.030223286,0.12488216,0.2721565,0.015119005,0.02507974
ERR4281127,0.023636604,0.069791,0.016016427,0.013814352,0.13463765,0.62522644,0.009135735,0.010524312,0.014350315,0.08286717
ERR4281128,0.053592112,0.24592654,0.033775978,0.023504196,0.035448678,0.46290892,0.0433047,0.04497805,0.0029838546,0.05357687
ERR4281129,0.073046155,0.12905058,0.15075104,0.08907281,0.04197651,0.03731151,0.336752,0.117346354,0.006255976,0.018437037
ERR4281130,0.0317421,0.04590382,0.037372377,0.0305621,0.23370737,0.15712152,0.01805653,0.016717192,0.18116243,0.24765466
ERR4281131,0.02998477,0.012867217,0.056624703,0.01010702,0.6220965,0.19609603,0.03120934,0.016206827,0.014955071,0.009852631
ERR4281132,0.008574109,0.00952517,0.012121959,0.0036972545,0.016191298,0.0034811532,0.01092088,0.014206884,0.90200263,0.019278765
ERR4281133,0.13238828,0.09741898,0.14106812,0.18026625,0.05233936,0.014587005,0.106736,0.19750117,0.034340717,0.043354012
ERR4281134,0.07784301,0.36973107,0.20465946,0.06598074,0.045039285,0.059327755,0.08965266,0.058592964,0.0067284307,0.022444738
ERR4281135,0.05474,0.012829612,0.04014395,0.017176155,0.6767567,0.09236101,0.03199315,0.019395184,0.035506863,0.01909746
ERR4281136,0.059419993,0.48143592,0.033081573,0.040125865,0.02927735,0.26048478,0.015257679,0.045063943,0.0067155915,0.029137306
ERR4281137,0.029805608,0.053478055,0.032805953,0.027110597,0.22442986,0.19357294,0.0145243965,0.011358315,0.14396508,0.26894915
ERR4281138,0.007298669,0.010039403,0.0125406645,0.0041730297,0.015365246,0.0035931696,0.011236759,0.012530013,0.9008219,0.022401124
ERR4281139,0.066170394,0.19124442,0.2773659,0.07416441,0.037332077,0.05715447,0.18273525,0.08986138,0.0045322496,0.019439444
ERR4281140,0.10574543,0.108174294,0.02657031,0.06492056,0.0070379693,0.011587514,0.008299662,0.13852067,0.06639316,0.46275046
ERR4281141,0.090748645,0.16486575,0.04485655,0.06959003,0.04690761,0.10814068,0.01507768,0.071393766,0.0606207,0.32779858
ERR4281142,0.07542934,0.05550529,0.038097575,0.022246037,0.22023878,0.5007316,0.026183816,0.032909006,0.007316523,0.021342011
ERR4281143,0.011381994,0.054956254,0.008376524,0.013259497,0.039913047,0.8356342,0.0067184707,0.009240245,0.0070684645,0.01345132
ERR4281144,0.19089004,0.18993805,0.11245349,0.19883509,0.037304353,0.029602498,0.052589793,0.11592317,0.013859765,0.058603782
ERR4281145,0.031875413,0.050762318,0.017827172,0.021467471,0.23619889,0.46977234,0.008683415,0.010279885,0.027524004,0.12560917
ERR4281146,0.011347432,0.012791021,0.011886151,0.00602237,0.011977432,0.0046813716,0.008062454,0.017027672,0.86165875,0.054545347
ERR4281147,0.077858664,0.085650295,0.036199406,0.44345522,0.0058465316,0.01132671,0.02854756,0.26860133,0.0090981675,0.033416152
ERR4281148,0.034667164,0.053188864,0.28143728,0.05292678,0.13620462,0.16803654,0.1761608,0.05769869,0.012667195,0.027012076
ERR4281149,0.008769695,0.011968122,0.021366566,0.00612894,0.025072936,0.003737526,0.012347618,0.014268796,0.8666364,0.029703394
ERR4281150,0.09736778,0.09754837,0.12301046,0.05020675,0.12419765,0.15184905,0.2060524,0.12581895,0.0056236363,0.018324913
ERR4281151,0.038718946,0.04266298,0.015423644,0.023423394,0.18906093,0.40388346,0.006766501,0.014384358,0.031548817,0.23412691
ERR4281152,0.11961095,0.21068609,0.22458918,0.14749746,0.07788247,0.024690297,0.0709585,0.06332654,0.016569927,0.044188663
ERR4281153,0.03515631,0.04505045,0.011115082,0.005553326,0.13118552,0.71488434,0.0069337054,0.012720834,0.011824875,0.025575606
ERR4281154,0.2070616,0.12288782,0.079696506,0.19822362,0.02327571,0.01754812,0.05262989,0.20433372,0.021963503,0.07237951
ERR4281155,0.100352004,0.08215778,0.04246094,0.08406524,0.028003639,0.040530775,0.016286988,0.12701656,0.12189244,0.3572337
ERR4281156,0.14517134,0.27619654,0.17771438,0.047649182,0.071322635,0.05771877,0.096381016,0.100876756,0.008925357,0.01804408
ERR4281157,0.050861835,0.091997564,0.22563967,0.06963948,0.09131008,0.24400172,0.1255671,0.059857145,0.007970506,0.03315498
ERR4281158,0.10167629,0.051715758,0.039103407,0.018841583,0.23869531,0.4572299,0.02469258,0.040978923,0.0074092224,0.019656906
