,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4281548,0.0764801,0.17499404,0.06648769,0.17815518,0.042381294,0.11621804,0.1188795,0.12636456,0.020273043,0.07976655
ERR4281549,0.07342351,0.19509314,0.06772677,0.036401257,0.17578442,0.12516424,0.07679865,0.05561701,0.1284267,0.06556433
ERR4281550,0.07552876,0.12704606,0.0836705,0.059257515,0.11924481,0.18184003,0.119397454,0.10594095,0.059992485,0.068081394
ERR4281551,0.0755849,0.12716454,0.08359217,0.0592994,0.119030505,0.18212812,0.11926356,0.105940014,0.05987956,0.06811724
ERR4281552,0.07532345,0.09375176,0.035849992,0.071524896,0.051607292,0.16594738,0.21116687,0.20191337,0.03815981,0.05475526
ERR4281553,0.10297457,0.10004311,0.036174398,0.030627208,0.22397621,0.19030787,0.032185584,0.07146129,0.17700556,0.035244185
ERR4281554,0.09034635,0.14552413,0.04648683,0.12548736,0.040289182,0.09918965,0.17215525,0.18105705,0.021430522,0.07803368
ERR4281555,0.079908594,0.20721781,0.08137358,0.18241884,0.04258705,0.1176278,0.08863792,0.102956384,0.018575367,0.078696705
ERR4281556,0.073492646,0.19466315,0.0678317,0.03652401,0.17550786,0.1255356,0.07702252,0.05587107,0.1279471,0.06560436
ERR4281557,0.10546272,0.09966588,0.036241952,0.027428048,0.23714015,0.17755076,0.03160527,0.068859115,0.17975268,0.036293436
ERR4281558,0.106359124,0.09946253,0.036246132,0.026286501,0.24220407,0.17283624,0.031369664,0.067856684,0.18070033,0.036678806
ERR4281559,0.08185249,0.15258114,0.13206334,0.06232631,0.15913656,0.04399521,0.13663842,0.089225054,0.053041715,0.08913979
ERR4281560,0.14270158,0.25528312,0.060192324,0.054583292,0.05002332,0.093266465,0.13290724,0.11085066,0.031107219,0.06908482
ERR4281561,0.080853425,0.21556619,0.08731874,0.17754751,0.044974677,0.1154444,0.08330374,0.096385315,0.018993048,0.07961293
ERR4281562,0.0693894,0.16756868,0.11375217,0.1513259,0.07843267,0.07769727,0.12716414,0.107908405,0.034421645,0.07233969
ERR4281563,0.11429274,0.077772215,0.044494014,0.03642689,0.19806813,0.22404028,0.044933997,0.10863119,0.11081142,0.040529083
ERR4281564,0.11110085,0.09203786,0.041329306,0.03028279,0.2257358,0.19143486,0.038515132,0.084070265,0.14536479,0.040128347
ERR4281565,0.10603579,0.09936812,0.036232702,0.026487552,0.24131766,0.17406508,0.03143371,0.068114355,0.18035571,0.036589336
ERR4281566,0.10664049,0.1019539,0.037207562,0.025043845,0.2477483,0.16455786,0.032134555,0.06612922,0.1804216,0.038162734
ERR4281567,0.114984,0.07675899,0.043883655,0.03602471,0.19943315,0.22456357,0.044045813,0.10861925,0.11163945,0.0400475
ERR4281568,0.07424246,0.19181724,0.06761755,0.036715005,0.17597687,0.12733959,0.07671325,0.056829963,0.12747881,0.06526927
ERR4281569,0.075740665,0.12686203,0.083422065,0.05925624,0.1192699,0.18247853,0.11888601,0.10609454,0.060009707,0.06798039
ERR4281570,0.07890436,0.12762977,0.07980396,0.05622358,0.12852553,0.18317102,0.10937707,0.10338012,0.066711634,0.06627292
ERR4281571,0.07196524,0.1401037,0.09764745,0.12309893,0.08900994,0.07066623,0.16179116,0.1301398,0.038963046,0.07661452
ERR4281572,0.09384183,0.099710464,0.03539683,0.043097917,0.18323724,0.23446739,0.03360246,0.07931295,0.16578239,0.031550582
ERR4281573,0.07240043,0.18372,0.111072674,0.15917978,0.06967516,0.08644718,0.11118578,0.101804785,0.029979307,0.074534886
ERR4281574,0.09380499,0.13629761,0.048730604,0.029840615,0.22089987,0.15053362,0.047048148,0.063056484,0.16093224,0.048855767
ERR4281575,0.11501155,0.07095273,0.045308646,0.039024286,0.18551657,0.23850529,0.047325853,0.12087644,0.09734731,0.040131256
ERR4281576,0.07416368,0.12680979,0.08271228,0.06268064,0.1138822,0.18757108,0.11959283,0.10739329,0.05875875,0.06643542
ERR4281577,0.07312024,0.16010796,0.13712522,0.09947119,0.12366961,0.05555594,0.13141127,0.09416925,0.047038198,0.078331135
ERR4281578,0.0753815,0.18927842,0.06587063,0.03583583,0.18022797,0.12775192,0.07356399,0.056445416,0.13166106,0.06398324
ERR4281579,0.061539643,0.05289153,0.06803012,0.12699334,0.1660882,0.28132173,0.031817153,0.11062887,0.056594063,0.04409538
ERR4281580,0.114610925,0.06677045,0.04617441,0.041183535,0.17544095,0.24820438,0.049630728,0.13007903,0.087878965,0.040026598
ERR4281581,0.114977814,0.07022656,0.045457903,0.039386764,0.18381771,0.24018766,0.047710318,0.12242394,0.09569424,0.04011705
ERR4281582,0.10632665,0.09944518,0.036244277,0.02629709,0.24215887,0.17293817,0.03137502,0.06787793,0.18066478,0.03667201
ERR4281583,0.11475459,0.06782693,0.045965314,0.04062838,0.17802197,0.2457564,0.04904557,0.12770933,0.090225555,0.04006587
ERR4281584,0.076332435,0.16042627,0.07727259,0.047886387,0.14741299,0.1553979,0.09857612,0.07927904,0.088937216,0.068479076
ERR4281585,0.10764702,0.099261284,0.03629307,0.024864813,0.24870566,0.16656522,0.03102285,0.06659778,0.18190286,0.037139468
ERR4281586,0.10776635,0.09906708,0.036229145,0.024510264,0.25052106,0.16530374,0.030968245,0.06620953,0.18213388,0.037290614
ERR4281587,0.07752033,0.18628487,0.06918372,0.19376156,0.03747649,0.12180867,0.100604445,0.120411664,0.017580986,0.075367324
ERR4281588,0.10758149,0.09957024,0.036415216,0.024588875,0.25012028,0.16510117,0.031188566,0.06619518,0.1817711,0.03746791
ERR4281589,0.09707349,0.15191631,0.050265256,0.11690352,0.04624052,0.092733555,0.15920928,0.17197067,0.020635795,0.09305161
ERR4281590,0.08763638,0.15361165,0.05441444,0.03199693,0.20744932,0.1432928,0.0552256,0.0611309,0.15127672,0.053965315
ERR4281591,0.061263848,0.146932,0.046499062,0.22425117,0.02669759,0.12574995,0.14091936,0.14415723,0.015125026,0.06840483
ERR4281592,0.078195125,0.1810092,0.06324234,0.03501464,0.18648864,0.13141546,0.06910881,0.057618167,0.13619497,0.061712645
ERR4281593,0.107709974,0.09908413,0.036230218,0.024580222,0.2501834,0.16560572,0.030985061,0.06627634,0.18207863,0.037266295
ERR4281594,0.1097874,0.10078131,0.03688706,0.024731373,0.24763513,0.16367246,0.030673392,0.066950776,0.18181399,0.03706714
ERR4281595,0.07558424,0.1271667,0.083593704,0.0592998,0.119028755,0.18212706,0.11926465,0.1059387,0.05987822,0.06811813
ERR4281596,0.11472069,0.06754328,0.046022505,0.04077518,0.17733604,0.24640813,0.049202595,0.12834182,0.0895929,0.040056974
ERR4281597,0.07233935,0.18387501,0.11188974,0.15857193,0.070280306,0.08599869,0.11101989,0.1013181,0.030168865,0.07453813
ERR4281598,0.1077807,0.0990619,0.03622859,0.024491312,0.25061345,0.16522293,0.030963892,0.06619112,0.1821487,0.037297357
ERR4281599,0.073470145,0.19482005,0.06777263,0.03647088,0.17563437,0.1253896,0.07692234,0.055771086,0.12816797,0.06558098
ERR4281600,0.080856964,0.21503976,0.086489074,0.17823249,0.044513393,0.116011396,0.08349635,0.09696088,0.018852608,0.07954707
ERR4281601,0.09771481,0.100124344,0.035814367,0.037637807,0.19935322,0.21613657,0.033122882,0.07627372,0.17072944,0.033092864
ERR4281602,0.082754575,0.16763128,0.058957543,0.03360147,0.19668062,0.1372792,0.0621849,0.059396382,0.14353032,0.057983626
ERR4281603,0.11840847,0.22661713,0.028191138,0.052706853,0.049049843,0.09547314,0.17564243,0.1371264,0.056696,0.060088627
ERR4281604,0.0665049,0.12857851,0.040482443,0.21625021,0.024555765,0.12616466,0.14085968,0.17920016,0.014304762,0.06309887
ERR4281605,0.08058429,0.21319048,0.08625551,0.17856081,0.044685796,0.11557733,0.08477213,0.0980309,0.01901394,0.07932874
ERR4281606,0.068779975,0.13461396,0.043006122,0.21066141,0.026202094,0.12519008,0.13776352,0.17346212,0.01480298,0.06551784
ERR4281607,0.075829424,0.12814555,0.082924366,0.059009932,0.12033561,0.18222372,0.117535196,0.104959406,0.06127589,0.06776085
ERR4281608,0.075584225,0.12716702,0.08359371,0.059299875,0.11902848,0.18212722,0.119264625,0.10593856,0.05987804,0.068118215
ERR4281609,0.08374609,0.16476294,0.058032338,0.033283062,0.19887666,0.13851914,0.060735673,0.059762966,0.14511095,0.057170194
ERR4281610,0.073484786,0.19466409,0.06786373,0.03654196,0.1754445,0.12555546,0.07707058,0.05589019,0.1278625,0.06562218
ERR4281611,0.073641315,0.17948015,0.058244422,0.040632628,0.15805158,0.13558018,0.09367118,0.069563724,0.12603275,0.065102056
ERR4281612,0.06392466,0.15726247,0.13107733,0.14128819,0.09483389,0.0668056,0.13400242,0.10120859,0.04174947,0.06784739
ERR4281613,0.069394134,0.13368739,0.03616187,0.051248606,0.11060676,0.15756106,0.15030354,0.119529314,0.111798845,0.059708428
ERR4281614,0.104743056,0.09980289,0.036230657,0.028349347,0.23319992,0.18128794,0.031784736,0.06963967,0.17897484,0.035986986
ERR4281615,0.07558512,0.12716551,0.083592825,0.059299525,0.11902983,0.18212898,0.11926259,0.10593931,0.059878733,0.068117596
ERR4281616,0.075617135,0.12718828,0.08355594,0.059265207,0.11913061,0.18212722,0.11915902,0.10590191,0.05995247,0.06810225
ERR4281617,0.068399794,0.14012909,0.04600138,0.21308258,0.027326953,0.12514842,0.1339899,0.16437112,0.015235349,0.06631541
ERR4281618,0.08892171,0.14565894,0.05878923,0.0364016,0.19319043,0.15659046,0.06300827,0.070804164,0.1304562,0.056178946
ERR4281619,0.072349966,0.11342439,0.109329715,0.045638647,0.1790984,0.0695178,0.16250369,0.1007036,0.08803762,0.059396163
ERR4281620,0.07558458,0.1271673,0.083593264,0.059299443,0.11902972,0.18212716,0.11926339,0.10593807,0.059878975,0.06811808
ERR4281621,0.077101305,0.124884106,0.082067214,0.058661144,0.12146421,0.1848256,0.115764506,0.106990665,0.06117276,0.067068465
ERR4281622,0.066517755,0.1537675,0.12563817,0.13055862,0.09888404,0.063837,0.14122139,0.10621062,0.04237662,0.07098828
ERR4281623,0.11443294,0.07648739,0.044726625,0.03697515,0.19550109,0.22688293,0.045494527,0.11100582,0.107983485,0.040510092
ERR4281624,0.10777938,0.0990653,0.036229756,0.024491861,0.25061065,0.1652217,0.030965267,0.066190936,0.18214676,0.03729844
ERR4281625,0.075658105,0.12723313,0.08350703,0.05921813,0.11926695,0.18211643,0.11901932,0.10584173,0.06005539,0.06808382
ERR4281626,0.08084913,0.2152895,0.08694483,0.17785884,0.04477398,0.11568561,0.083419114,0.096665695,0.018934576,0.07957871
ERR4281627,0.06900734,0.0855617,0.0515741,0.05367438,0.08596798,0.07772221,0.2830553,0.18224281,0.062847294,0.048346993
ERR4281628,0.10778075,0.09906206,0.036228683,0.024491372,0.25061315,0.16522288,0.030963952,0.06619122,0.18214858,0.037297364
ERR4281629,0.07841103,0.2006164,0.07824486,0.18658955,0.04140872,0.11821902,0.09300213,0.10726737,0.018491292,0.077749625
ERR4281630,0.10744849,0.099167466,0.03623636,0.024912914,0.24858402,0.16703075,0.031062765,0.0665934,0.18181334,0.037150405
ERR4281631,0.07558453,0.12715033,0.08358372,0.059298847,0.11903511,0.18212669,0.11927115,0.105951205,0.05988573,0.06811266
ERR4281632,0.07994043,0.21087198,0.08890759,0.17659914,0.046926178,0.11239742,0.087047614,0.09829768,0.019958789,0.07905315
ERR4281633,0.08051753,0.21410686,0.08829488,0.1769101,0.045894377,0.1140748,0.08455059,0.09680347,0.019405948,0.07944145
ERR4281634,0.07523535,0.18649682,0.09191119,0.17401898,0.054245666,0.100635834,0.10756226,0.11009848,0.02419987,0.07559547
ERR4281635,0.10779906,0.09907486,0.036233503,0.024491912,0.25059506,0.16520557,0.030960506,0.06619631,0.18214779,0.037295412
ERR4281636,0.08095281,0.21600129,0.087026365,0.1777374,0.04470113,0.11585683,0.082932055,0.09625851,0.018870588,0.07966302
ERR4281637,0.061078716,0.114880264,0.054393794,0.19064297,0.039710533,0.09450368,0.18016817,0.18100235,0.02291593,0.060703676
ERR4281638,0.10720467,0.099236906,0.036239572,0.025217133,0.24714418,0.16833039,0.031133391,0.066878125,0.18157016,0.037045445
ERR4281639,0.10779165,0.09906969,0.036231525,0.024491817,0.2506017,0.1652132,0.030961858,0.06619437,0.18214807,0.037296113
ERR4281640,0.07552914,0.12698369,0.0836548,0.059255205,0.11928431,0.18183662,0.11940324,0.10597497,0.060021076,0.068056956
ERR4281641,0.0648891,0.15856086,0.12735048,0.14315343,0.09209523,0.0683105,0.13318221,0.103269406,0.040239777,0.068949014
ERR4281642,0.05426501,0.18464936,0.06090728,0.08919169,0.09649921,0.21256918,0.08258232,0.07079368,0.102410875,0.046131372
ERR4281643,0.09011777,0.16153508,0.11188713,0.05658688,0.13110666,0.050725553,0.16505848,0.101445355,0.059463758,0.07207326
ERR4281644,0.07436447,0.16636845,0.05848902,0.20296177,0.03288033,0.1244459,0.11354282,0.13862838,0.016574303,0.0717445
ERR4281645,0.098438025,0.10017931,0.035879232,0.036672987,0.20245735,0.21269514,0.033013333,0.0756601,0.17162357,0.033380922
ERR4281646,0.078136936,0.19084807,0.07189472,0.19134243,0.03864882,0.12090157,0.09783513,0.11643494,0.01783316,0.07612422
ERR4281647,0.098102905,0.124530286,0.044879638,0.028311009,0.22995175,0.15546572,0.041831527,0.064311065,0.16728844,0.04532763
ERR4281648,0.08884771,0.1054542,0.07046785,0.053904794,0.13863632,0.20669138,0.09158188,0.11615166,0.06965956,0.05860473
ERR4281649,0.06381383,0.12035674,0.076698214,0.08642471,0.087264575,0.22406009,0.118868604,0.11425654,0.05230073,0.055956054
ERR4281650,0.107819825,0.098998606,0.036256224,0.024524918,0.25047404,0.16540857,0.031003125,0.06630466,0.18189836,0.03731168
ERR4281651,0.078153886,0.15359159,0.049041744,0.16225126,0.036344778,0.10813166,0.15383673,0.1557052,0.017910141,0.08503292
ERR4281652,0.089356646,0.14872493,0.05284642,0.03143102,0.2111408,0.14540753,0.05291668,0.06173684,0.15388139,0.05255777
ERR4281653,0.06752859,0.12996723,0.040852588,0.21219286,0.02512596,0.1252372,0.14155994,0.17872539,0.014472553,0.06433763
ERR4281654,0.08068825,0.21321638,0.08531824,0.17928691,0.0440524,0.116442755,0.08453573,0.09835913,0.018778848,0.07932136
ERR4281655,0.10738779,0.09918306,0.036236603,0.024986181,0.24823755,0.16734639,0.03108024,0.0666616,0.18175529,0.037125304
ERR4281656,0.08082566,0.2152865,0.0871631,0.17769043,0.044920657,0.11548806,0.08346881,0.096589275,0.018988192,0.07957924
ERR4281657,0.080007605,0.20706344,0.082188584,0.18215196,0.043024804,0.11711742,0.08829982,0.10289277,0.01871658,0.07853702
ERR4281658,0.075584225,0.12716702,0.08359371,0.059299875,0.11902848,0.18212722,0.119264625,0.10593856,0.059878066,0.068118215
ERR4281659,0.06876724,0.13209601,0.041409943,0.20599891,0.026032388,0.123608954,0.14370851,0.17746077,0.014806538,0.06611071
ERR4281660,0.10778069,0.09906194,0.036228605,0.024491316,0.25061342,0.1652229,0.03096391,0.06619114,0.18214868,0.037297368
ERR4281661,0.11665497,0.15126476,0.027801333,0.0664863,0.027217682,0.101571366,0.22503924,0.20613553,0.023411172,0.054417625
ERR4281662,0.06715026,0.13492186,0.043056924,0.21616335,0.025661146,0.12645578,0.13685781,0.17033865,0.014642166,0.06475201
ERR4281663,0.107300036,0.09920788,0.036239598,0.025095766,0.2477207,0.1678046,0.031105945,0.066765614,0.18167384,0.03708601
ERR4281664,0.08736291,0.29258543,0.027621467,0.07741261,0.03550059,0.10097141,0.17617506,0.09583636,0.05283807,0.053696018
ERR4281665,0.045432813,0.24474053,0.08815374,0.21592237,0.038813602,0.10840611,0.101818524,0.051130675,0.018007651,0.08757391
ERR4281666,0.06459989,0.1556798,0.12845334,0.1391687,0.09490377,0.06653207,0.1370004,0.10337128,0.041834105,0.06845671
ERR4281667,0.10777675,0.09904186,0.03624812,0.02454059,0.25038797,0.16544883,0.030996935,0.06628305,0.1819773,0.037298545
ERR4281668,0.10763028,0.09943808,0.036356527,0.024556056,0.2502799,0.16510643,0.031116663,0.06617362,0.18192698,0.037415568
ERR4281669,0.07496153,0.1254627,0.08539327,0.058198996,0.123539664,0.17260446,0.1236537,0.106402114,0.06258076,0.06720275
ERR4281670,0.072458394,0.08997549,0.036395613,0.071578465,0.054110665,0.17186576,0.2089742,0.20050323,0.039564233,0.054573886
ERR4281671,0.073842786,0.18867841,0.107255496,0.16244893,0.065303564,0.09066598,0.10685929,0.101410724,0.028039759,0.07549504
ERR4281672,0.077978626,0.20350158,0.095283605,0.17197075,0.052858908,0.10453416,0.09371693,0.09958454,0.02254643,0.078024454
ERR4281673,0.10747033,0.09984842,0.036496546,0.024618708,0.24995501,0.16494358,0.031283077,0.06614582,0.18169005,0.03754846
ERR4281674,0.075715944,0.12715235,0.08344907,0.059191465,0.11936491,0.18221216,0.11888346,0.10587676,0.06010872,0.06804512
ERR4281675,0.08233624,0.15238185,0.066670276,0.042294145,0.17025146,0.15646966,0.0803379,0.07641963,0.11131507,0.061523877
ERR4281676,0.07558432,0.1271681,0.08359353,0.05929946,0.11902954,0.18212636,0.11926388,0.10593758,0.059878957,0.0681183
ERR4281677,0.06283326,0.13103974,0.14130057,0.11856567,0.12749352,0.08011895,0.123858064,0.09305219,0.058249112,0.06348895
ERR4281678,0.11416437,0.06727369,0.04658606,0.041450534,0.17468084,0.24771811,0.050274465,0.13011526,0.08740686,0.04032985
ERR4281679,0.107274525,0.10033604,0.036665495,0.024706298,0.24950644,0.16480753,0.03148679,0.066130415,0.18138282,0.03770369
ERR4281680,0.107781924,0.09905991,0.036229424,0.024492346,0.25060925,0.16522866,0.030965079,0.06619461,0.18214105,0.03729778
ERR4281681,0.08072126,0.21491972,0.08758849,0.17739291,0.04527182,0.11498016,0.08382214,0.09662989,0.019135615,0.079537995
ERR4281682,0.0811873,0.21001855,0.08270711,0.17852625,0.043452807,0.1168156,0.087483145,0.101779774,0.018780347,0.07924914
ERR4281683,0.07426837,0.12670434,0.08252619,0.06289921,0.11364734,0.18762425,0.11960196,0.10772448,0.058830213,0.06617362
ERR4281684,0.07558966,0.1272392,0.08358297,0.059274346,0.119091384,0.18207157,0.11921936,0.10587508,0.059934076,0.068122275
ERR4281685,0.101766475,0.15288302,0.03882082,0.09540748,0.034294054,0.1019347,0.19750708,0.19007373,0.023629852,0.06368275
ERR4281686,0.0931742,0.1380464,0.04930828,0.030067135,0.21953376,0.14981146,0.04785346,0.06287342,0.15995252,0.049379315
ERR4281687,0.07581166,0.12655547,0.0833307,0.059220463,0.11953793,0.18260413,0.11869889,0.10622852,0.06016517,0.067847095
ERR4281688,0.06572095,0.16016558,0.124674805,0.14478835,0.08940263,0.07000292,0.1322504,0.10429251,0.039106492,0.06959536
ERR4281689,0.06470664,0.15810423,0.13029464,0.13966164,0.09546982,0.066488944,0.13327612,0.1016701,0.041358523,0.0689694
ERR4281690,0.11217748,0.07088208,0.048319142,0.04221966,0.17328192,0.24330659,0.05275865,0.12784968,0.08737617,0.04182865
ERR4281691,0.07927387,0.20915575,0.09237267,0.17402907,0.049641676,0.10886756,0.0889512,0.09785369,0.021040915,0.07881361
ERR4281692,0.042662848,0.2432545,0.081127696,0.21890506,0.03706943,0.11015707,0.11323382,0.05109488,0.018325329,0.08416931
ERR4281693,0.0774929,0.18619639,0.0693734,0.19355667,0.037632834,0.12154329,0.1007839,0.120401494,0.017649513,0.07536968
ERR4281694,0.10753076,0.09963373,0.0364212,0.024617463,0.24997395,0.16517228,0.031200768,0.06619218,0.18179257,0.037465017
ERR4281695,0.076588616,0.12536708,0.061322235,0.12830678,0.058614645,0.07683957,0.19195479,0.17509982,0.028231068,0.07767535
ERR4281696,0.10645563,0.09939866,0.0362429,0.026116338,0.24298154,0.1722151,0.031337928,0.06772203,0.18079805,0.03673179
ERR4281697,0.07558411,0.12716629,0.083593026,0.059300065,0.119027704,0.18212762,0.11926556,0.10593954,0.05987792,0.0681181
ERR4281698,0.03872721,0.22692503,0.07407837,0.23659115,0.033461127,0.11171853,0.12541796,0.052681535,0.017114604,0.083284535
ERR4281699,0.069806054,0.13083114,0.05246158,0.18250777,0.037332468,0.10368224,0.1605323,0.17421997,0.020168422,0.06845804
ERR4281700,0.113015085,0.087516256,0.040663235,0.030503768,0.22458751,0.19725214,0.037879717,0.087418474,0.1419196,0.03924416
ERR4281701,0.09138198,0.14304109,0.05095424,0.030704578,0.21563667,0.14774144,0.05017995,0.06233756,0.1571572,0.05086526
ERR4281702,0.090023555,0.10287348,0.069265954,0.05268811,0.14348038,0.20651264,0.08892889,0.116509296,0.07242036,0.057297386
ERR4281703,0.08040722,0.21106413,0.084675774,0.17994489,0.044002455,0.116267174,0.0859499,0.099762104,0.018873077,0.079053245
ERR4281704,0.08009613,0.20891008,0.08426159,0.18041219,0.04410507,0.11586861,0.08744299,0.10109435,0.019025523,0.07878344
ERR4281705,0.06510082,0.15977755,0.12752983,0.14360553,0.09128688,0.069008626,0.13219486,0.10253096,0.04005097,0.06891391
ERR4281706,0.10778103,0.09906215,0.036228683,0.024491316,0.25061318,0.16522262,0.030963836,0.066191204,0.18214867,0.03729733
ERR4281707,0.10773253,0.0990772,0.036229715,0.024551952,0.2503199,0.16548419,0.030978337,0.06624926,0.18210076,0.03727622
ERR4281708,0.07713937,0.14527263,0.07951323,0.052266933,0.13711186,0.16784061,0.10566253,0.0902009,0.076830454,0.06816144
ERR4281709,0.107780695,0.09906187,0.036228597,0.024491312,0.2506134,0.165223,0.0309639,0.06619115,0.18214862,0.037297357
ERR4281710,0.08057337,0.21241498,0.08518882,0.17944716,0.044107776,0.11627802,0.08508526,0.098840386,0.01884119,0.07922308
ERR4281711,0.08078094,0.2148793,0.086456135,0.17832969,0.044515207,0.11597125,0.08364659,0.0970125,0.018865636,0.07954275
ERR4281712,0.076165654,0.1634937,0.07653259,0.046983924,0.14972511,0.15306361,0.0966973,0.07709584,0.09194525,0.068297125
ERR4281713,0.082205676,0.1692244,0.059470408,0.03377562,0.19546403,0.13658701,0.06299531,0.059189904,0.14265388,0.05843369
ERR4281714,0.08434284,0.118288934,0.06721863,0.053821847,0.094596006,0.058395058,0.2524015,0.1539914,0.059542056,0.05740178
ERR4281715,0.06324591,0.15707567,0.13188273,0.14337707,0.09284057,0.06812348,0.13497393,0.100000404,0.042274453,0.06620583
ERR4281716,0.0753567,0.12651922,0.08386135,0.05912417,0.119995,0.1809415,0.119840406,0.106041566,0.060412467,0.06790773
ERR4281717,0.10790201,0.09916303,0.036266647,0.024497777,0.2504751,0.16510038,0.030945605,0.06622656,0.18213518,0.0372877
ERR4281718,0.105254576,0.08013644,0.054748695,0.046089724,0.16221495,0.23422955,0.0632283,0.12607606,0.08130517,0.04671651
ERR4281719,0.11493776,0.07522332,0.044447955,0.036986478,0.19508123,0.22863694,0.045195285,0.11219117,0.10710811,0.040191762
ERR4281720,0.07792948,0.18170117,0.063319206,0.035544373,0.18356363,0.13140668,0.07098438,0.058564004,0.13489515,0.062091883
ERR4281721,0.08089427,0.2153937,0.08667162,0.17806175,0.04457254,0.115968525,0.08328488,0.09670763,0.018855602,0.07958949
ERR4281722,0.07666908,0.18046905,0.06595008,0.19662112,0.036100686,0.12272418,0.1042605,0.12555072,0.017292803,0.07436169
ERR4281723,0.075577624,0.12739354,0.08342582,0.059340812,0.11916093,0.18231033,0.118896216,0.10574342,0.060160954,0.06799038
ERR4281724,0.113305606,0.068518616,0.04736015,0.041908145,0.17348026,0.24645796,0.051451206,0.12973218,0.08683551,0.040950395
ERR4281725,0.071263194,0.12499541,0.08142817,0.068293095,0.106805354,0.19729376,0.11968171,0.10933913,0.057206064,0.063694075
ERR4281726,0.07796744,0.14625077,0.072786964,0.062290907,0.10879956,0.17487459,0.12076153,0.10462864,0.06594245,0.06569715
ERR4281727,0.06973156,0.17511939,0.11837513,0.15274951,0.07824646,0.07906057,0.11854255,0.1017526,0.033724017,0.07269827
ERR4281728,0.07876626,0.20697087,0.0926893,0.17424034,0.05011938,0.10806015,0.09062655,0.0986579,0.02140928,0.07846004
ERR4281729,0.07419531,0.16856664,0.066852,0.19426179,0.038944863,0.115365274,0.11670941,0.13339473,0.01912255,0.07258739
