,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4281638,0.17413235,0.09988931,0.45775148,0.06745263,0.10857358,0.09220057
ERR4281639,0.17436245,0.09944627,0.45871547,0.067348994,0.10818819,0.09193857
ERR4281640,0.063559145,0.26748514,0.15878804,0.050249603,0.13688646,0.32303163
ERR4281641,0.12646233,0.15008144,0.09916824,0.4174693,0.048413098,0.15840562
ERR4281642,0.0988473,0.24592347,0.21353193,0.07892512,0.21206541,0.15070677
ERR4281643,0.09889299,0.24305016,0.21462081,0.08114623,0.2097444,0.15254547
ERR4281644,0.1747032,0.2048238,0.1254579,0.28497195,0.06525559,0.14478743
ERR4281645,0.1743587,0.09945394,0.45869717,0.067351155,0.108195566,0.09194342
ERR4281646,0.18223901,0.22928151,0.12625524,0.25095156,0.07241051,0.13886224
ERR4281647,0.09883958,0.2459319,0.213526,0.07891687,0.21204051,0.15074511
ERR4281648,0.16512352,0.117045425,0.4219527,0.07099636,0.12304317,0.101838864
ERR4281649,0.30342,0.25162166,0.20137791,0.05790516,0.073285855,0.11238938
ERR4281650,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281651,0.1327604,0.18853042,0.10692436,0.34838066,0.047043804,0.17636044
ERR4281652,0.098792315,0.24599743,0.2134634,0.07888016,0.2119488,0.15091796
ERR4281653,0.076508544,0.3470591,0.07587498,0.23320447,0.047746733,0.21960624
ERR4281654,0.3225875,0.26802555,0.17974508,0.05382414,0.066111214,0.10970657
ERR4281655,0.1743626,0.09944607,0.45871598,0.06734894,0.108188,0.09193846
ERR4281656,0.32140568,0.26937094,0.17871852,0.054176096,0.066336036,0.10999272
ERR4281657,0.22770296,0.269205,0.14435798,0.15123767,0.079034306,0.12846205
ERR4281658,0.09443361,0.251504,0.2078433,0.07532441,0.20271601,0.16817865
ERR4281659,0.18173327,0.21442717,0.12843506,0.26497975,0.067859605,0.14256515
ERR4281660,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281661,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281662,0.23449953,0.2719281,0.14714222,0.13997559,0.07875373,0.12770082
ERR4281663,0.17432174,0.09955897,0.45846915,0.06737268,0.10827504,0.09200239
ERR4281664,0.30267444,0.25428572,0.19856426,0.058398817,0.0732798,0.112796955
ERR4281665,0.19936626,0.13025829,0.3933652,0.06771694,0.10729273,0.1020005
ERR4281666,0.12934354,0.16791297,0.09912745,0.3875845,0.0530254,0.1630062
ERR4281667,0.17436126,0.09944872,0.45870942,0.067349754,0.1081907,0.09194016
ERR4281668,0.0985994,0.24625608,0.21322212,0.07872264,0.2115406,0.15165916
ERR4281669,0.09016871,0.25616506,0.20201719,0.07186674,0.19365093,0.18613139
ERR4281670,0.043713715,0.19291613,0.15310155,0.2982566,0.092334256,0.2196778
ERR4281671,0.20341283,0.24618277,0.13599335,0.20411006,0.07568369,0.13461739
ERR4281672,0.15253364,0.18535027,0.11326258,0.33912247,0.05968801,0.15004307
ERR4281673,0.09877857,0.24601588,0.21344624,0.07886889,0.21191958,0.15097086
ERR4281674,0.06336301,0.26765823,0.15837058,0.05013784,0.1365087,0.32396162
ERR4281675,0.119376294,0.19775407,0.26142457,0.07937826,0.18346074,0.15860602
ERR4281676,0.081147164,0.26369426,0.18861473,0.06453476,0.17449546,0.2275137
ERR4281677,0.12719679,0.23494317,0.17479654,0.1594979,0.12905142,0.1745142
ERR4281678,0.17436627,0.09947763,0.45864525,0.06735348,0.10820329,0.09195408
ERR4281679,0.09876731,0.246031,0.21343212,0.07885977,0.21189608,0.15101376
ERR4281680,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281681,0.26171744,0.28993294,0.1535638,0.095961355,0.07812795,0.12069655
ERR4281682,0.28254357,0.2783562,0.1701533,0.07493701,0.074988015,0.119021915
ERR4281683,0.10551878,0.2335227,0.22987013,0.07941411,0.20350291,0.1481714
ERR4281684,0.09800912,0.24703899,0.2124797,0.07824065,0.21029095,0.15394057
ERR4281685,0.24547677,0.27393964,0.15238969,0.12348517,0.07783768,0.12687099
ERR4281686,0.098689236,0.24613585,0.21333449,0.07879598,0.21173073,0.15131372
ERR4281687,0.08333064,0.26208368,0.19197382,0.06629889,0.17914307,0.21716987
ERR4281688,0.2908684,0.28194955,0.1683337,0.06905089,0.073016815,0.1167806
ERR4281689,0.15845054,0.36172917,0.13471107,0.06784272,0.1291041,0.1481624
ERR4281690,0.1743593,0.099452674,0.45870042,0.06735073,0.10819424,0.09194256
ERR4281691,0.32502574,0.2460328,0.2013674,0.052830115,0.06702446,0.10771945
ERR4281692,0.26982996,0.22761247,0.23529574,0.065144695,0.08597251,0.1161446
ERR4281693,0.1864355,0.22977501,0.12877204,0.24404408,0.07227141,0.13870193
ERR4281694,0.09884191,0.24587034,0.21363705,0.07886304,0.21179703,0.15099068
ERR4281695,0.086818255,0.28853983,0.08386234,0.2807677,0.05137201,0.20863985
ERR4281696,0.17435353,0.09946379,0.45867544,0.06735354,0.10820434,0.09194933
ERR4281697,0.081063546,0.26374784,0.1884841,0.06446706,0.17431746,0.22791997
ERR4281698,0.2684176,0.18953255,0.28555366,0.061163448,0.08648987,0.108842954
ERR4281699,0.09044511,0.29867226,0.08114666,0.27034956,0.045638535,0.21374796
ERR4281700,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281701,0.09872565,0.24608698,0.21338,0.07882573,0.2118078,0.15117386
ERR4281702,0.060666796,0.14014728,0.1835571,0.12849614,0.08185966,0.405273
ERR4281703,0.19242588,0.2570149,0.1279104,0.21122503,0.08011124,0.13131244
ERR4281704,0.20609292,0.2557299,0.13572161,0.19240834,0.07819272,0.13185449
ERR4281705,0.14414416,0.15839894,0.11159387,0.3802995,0.05145583,0.15410762
ERR4281706,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281707,0.0634843,0.26788902,0.15851806,0.05029146,0.13682355,0.32299364
ERR4281708,0.11267206,0.26369622,0.19875832,0.08328734,0.18750869,0.15407738
ERR4281709,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281710,0.25319195,0.28945005,0.1504966,0.105754,0.07957193,0.121535406
ERR4281711,0.31869853,0.26038456,0.18841368,0.05452112,0.06791009,0.11007199
ERR4281712,0.19530895,0.1131105,0.4267484,0.06639358,0.103037976,0.095400594
ERR4281713,0.09865387,0.2461832,0.21329026,0.07876713,0.21165593,0.15144958
ERR4281714,0.085407116,0.13424347,0.23257592,0.21273786,0.12663859,0.20839696
ERR4281715,0.12772478,0.14747305,0.100623086,0.41853052,0.047695108,0.15795352
ERR4281716,0.06387768,0.26727006,0.15945762,0.050440814,0.13750546,0.32144836
ERR4281717,0.17436127,0.099449515,0.45870847,0.06734969,0.10819072,0.0919404
ERR4281718,0.17436343,0.09944688,0.45871404,0.06734898,0.10818798,0.09193876
ERR4281719,0.17436266,0.09944631,0.45871544,0.06734897,0.10818811,0.09193857
ERR4281720,0.0651375,0.2524225,0.166822,0.050530672,0.1351258,0.32996154
ERR4281721,0.31618336,0.27537858,0.17408127,0.055870492,0.067313254,0.11117314
ERR4281722,0.17732702,0.22865573,0.12328217,0.25900522,0.07249956,0.1392303
ERR4281723,0.17637274,0.10114845,0.4547155,0.0673372,0.107920535,0.092505604
ERR4281724,0.17436273,0.09944632,0.45871538,0.067348965,0.10818806,0.09193856
ERR4281725,0.18261506,0.10560127,0.44428715,0.06713412,0.10658428,0.093778096
ERR4281726,0.09415555,0.23294328,0.21393687,0.08840552,0.18963407,0.1809247
ERR4281727,0.25575498,0.2890445,0.15160862,0.10307083,0.07902906,0.121492
ERR4281728,0.27410856,0.27050778,0.17604122,0.08049369,0.07739284,0.12145585
ERR4281729,0.13119684,0.1482133,0.10326831,0.4122595,0.048052754,0.1570093
ERR4281730,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281731,0.1743623,0.09944662,0.45871478,0.06734907,0.108188465,0.091938764
ERR4281732,0.06461207,0.1386818,0.17915176,0.3164996,0.10182664,0.19922806
ERR4281733,0.16724065,0.1892924,0.123080246,0.3115027,0.06073824,0.14814582
ERR4281734,0.1822352,0.12316137,0.40833592,0.06969979,0.11465574,0.101912074
ERR4281735,0.12809858,0.14674507,0.101099014,0.4186872,0.047423888,0.15794621
ERR4281736,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281737,0.11928423,0.14924757,0.09396238,0.42848787,0.047380637,0.16163728
ERR4281738,0.17436258,0.09944611,0.45871583,0.06734895,0.10818801,0.091938466
ERR4281739,0.13786575,0.17112425,0.11010515,0.365445,0.047727145,0.16773272
ERR4281740,0.17436257,0.09944617,0.45871562,0.06734896,0.10818806,0.0919385
ERR4281741,0.14899786,0.15623365,0.11628828,0.3732744,0.05068598,0.15451989
ERR4281742,0.17434579,0.099485084,0.45863092,0.06735754,0.10821971,0.09196095
ERR4281743,0.06369393,0.2673044,0.15910745,0.05030476,0.13712233,0.32246712
ERR4281744,0.17437214,0.09945493,0.45869505,0.06734902,0.1081872,0.09194158
ERR4281745,0.19928096,0.23506217,0.13570213,0.21945466,0.07280812,0.137692
ERR4281746,0.32577416,0.2559578,0.19092159,0.05280022,0.06615079,0.10839533
ERR4281747,0.1417239,0.16179183,0.10909995,0.38073337,0.052424088,0.1542268
ERR4281748,0.19577181,0.115246534,0.42243034,0.066582136,0.103685364,0.09628391
ERR4281749,0.070034795,0.26800904,0.17026053,0.055556048,0.15081285,0.28532675
ERR4281750,0.12981248,0.14813861,0.1021699,0.41453674,0.047986362,0.15735587
ERR4281751,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281752,0.24902333,0.2781966,0.1525437,0.11674815,0.078132495,0.12535574
ERR4281753,0.17433172,0.099505424,0.4585873,0.06736271,0.10823939,0.09197346
ERR4281754,0.18630855,0.10758231,0.43957055,0.06690346,0.10545601,0.09417909
ERR4281755,0.2297176,0.26678702,0.14605092,0.14997463,0.078165725,0.12930404
ERR4281756,0.17435919,0.09945949,0.45868644,0.06735157,0.108197495,0.091945834
ERR4281757,0.17713387,0.22630636,0.123524435,0.26146257,0.07178388,0.13978885
ERR4281758,0.28529754,0.28410825,0.17414431,0.061695833,0.07640219,0.11835186
ERR4281759,0.072357945,0.2676271,0.17426197,0.057433862,0.15577018,0.27254897
ERR4281760,0.12493477,0.14941968,0.098062634,0.42053422,0.048140995,0.15890773
ERR4281761,0.17436258,0.09944602,0.45871603,0.06734893,0.10818797,0.09193841
ERR4281762,0.1334967,0.16076994,0.10295591,0.39464402,0.051854104,0.15627931
ERR4281763,0.15457249,0.18800204,0.1143032,0.33325395,0.06050472,0.14936355
ERR4281764,0.12382582,0.14846611,0.09733461,0.423308,0.0478039,0.15926155
ERR4281765,0.20033194,0.14236607,0.31993002,0.09177126,0.1263391,0.11926165
ERR4281766,0.08367859,0.31224248,0.08053114,0.26061186,0.04867231,0.21426374
ERR4281767,0.05433047,0.083117254,0.18271923,0.41758284,0.09617993,0.16607024
ERR4281768,0.06857129,0.26821655,0.16769549,0.054382812,0.14769003,0.2934439
ERR4281769,0.25611392,0.28568712,0.15290953,0.10440569,0.07836291,0.12252086
ERR4281770,0.10521611,0.15734962,0.12812586,0.3517954,0.074512616,0.18300042
ERR4281771,0.31518304,0.27611464,0.1735586,0.056229737,0.06752933,0.11138475
ERR4281772,0.13524185,0.15765569,0.10480708,0.39544538,0.051008586,0.15584147
ERR4281773,0.31648993,0.2751985,0.17420124,0.055759043,0.06724422,0.11110713
ERR4281774,0.06495642,0.44446197,0.033934195,0.18346837,0.025592696,0.2475864
ERR4281775,0.1743626,0.09944606,0.45871598,0.06734893,0.10818799,0.09193844
ERR4281776,0.09468039,0.25997126,0.08617441,0.3068709,0.049425464,0.2028776
