t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.6849,0.125
0.01,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.6849,0.125
0.02,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.6849,0.125
0.03,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.6849,0.125
0.04,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.6849,0.125
0.05,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.6849,0.125
0.06,7,242,0,4,0.0435,1.0,0.0281,1.0,0.9719,1.0,0.0163,0.032,0.6849,0.125
0.07,13,236,0,4,0.0672,1.0,0.0522,1.0,0.9478,1.0,0.0167,0.0328,0.6849,0.125
0.08,48,200,0,4,0.2063,1.0,0.1935,1.0,0.8065,1.0,0.0196,0.0385,0.6849,0.125
0.09,60,188,0,4,0.254,1.0,0.2419,1.0,0.7581,1.0,0.0208,0.0408,0.6849,0.125
0.1,73,175,0,4,0.3056,1.0,0.2944,1.0,0.7056,1.0,0.0223,0.0437,0.6849,0.125
0.11,118,131,1,3,0.4783,0.75,0.4739,0.75,0.5261,0.75,0.0224,0.0435,0.6849,0.125
0.12,127,121,1,3,0.5159,0.75,0.5121,0.75,0.4879,0.75,0.0242,0.0469,0.6849,0.125
0.13,132,116,1,3,0.5357,0.75,0.5323,0.75,0.4677,0.75,0.0252,0.0488,0.6849,0.125
0.14,149,100,2,2,0.5968,0.5,0.5984,0.5,0.4016,0.5,0.0196,0.0377,0.6849,0.125
0.15,170,78,2,2,0.6825,0.5,0.6855,0.5,0.3145,0.5,0.025,0.0476,0.6849,0.125
0.16,237,11,3,1,0.9444,0.25,0.9556,0.25,0.0444,0.25,0.0833,0.125,0.6849,0.125
0.17,244,4,4,0,0.9683,0.0,0.9839,0.0,0.0161,0.0,0.0,,0.6849,0.125
0.18,246,2,4,0,0.9762,0.0,0.9919,0.0,0.0081,0.0,0.0,,0.6849,0.125
0.19,246,2,4,0,0.9762,0.0,0.9919,0.0,0.0081,0.0,0.0,,0.6849,0.125
0.2,249,0,4,0,0.9842,0.0,1.0,0.0,0.0,0.0,0.0,,0.6849,0.125
0.21,249,0,4,0,0.9842,0.0,1.0,0.0,0.0,0.0,0.0,,0.6849,0.125
0.22,249,0,4,0,0.9842,0.0,1.0,0.0,0.0,0.0,0.0,,0.6849,0.125
0.23,249,0,4,0,0.9842,0.0,1.0,0.0,0.0,0.0,0.0,,0.6849,0.125
0.24,249,0,4,0,0.9842,0.0,1.0,0.0,0.0,0.0,0.0,,0.6849,0.125
