,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4282283,0.24073713,0.17607693,0.1293936,0.25625858,0.06831892,0.1292148
ERR4282284,0.0986839,0.34316635,0.07282393,0.1943055,0.04982098,0.24119928
ERR4282285,0.093136676,0.3592553,0.06945271,0.18454254,0.048984844,0.24462792
ERR4282286,0.08737498,0.37583992,0.06396029,0.17682834,0.047877092,0.24811941
ERR4282287,0.09929953,0.3487891,0.07154,0.18980236,0.047065448,0.2435035
ERR4282288,0.17278512,0.17649227,0.10037839,0.3202384,0.05284231,0.17726356
ERR4282289,0.20846708,0.15155426,0.114641294,0.32050717,0.056554023,0.14827615
ERR4282290,0.28746969,0.20080227,0.15075909,0.17827593,0.08261432,0.10007865
ERR4282291,0.26074612,0.17917791,0.14276397,0.22700836,0.07217259,0.11813101
ERR4282292,0.23233888,0.10018522,0.43487233,0.053237606,0.108368166,0.07099773
ERR4282293,0.106068335,0.20849451,0.23142187,0.06427318,0.27094692,0.118795164
ERR4282294,0.18766952,0.08100815,0.492336,0.052276798,0.11966076,0.06704878
ERR4282295,0.20568444,0.11685541,0.39503515,0.06410814,0.13522725,0.083089605
ERR4282296,0.13724457,0.23239274,0.085828125,0.2828531,0.055392634,0.2062889
ERR4282297,0.19065447,0.093146145,0.45311987,0.056524698,0.13214199,0.07441278
ERR4282298,0.18661232,0.14788401,0.102587655,0.34953776,0.05377864,0.15959953
ERR4282299,0.18766123,0.08105659,0.49221006,0.052287243,0.11971088,0.06707405
ERR4282300,0.05327273,0.22532713,0.12808697,0.2443113,0.089988515,0.25901327
ERR4282301,0.29944262,0.19632176,0.1583497,0.16897272,0.082034685,0.09487853
ERR4282302,0.2980408,0.19534633,0.15861587,0.17049763,0.081883185,0.095616244
ERR4282303,0.3278589,0.16262785,0.21880029,0.12700424,0.08132404,0.08238468
ERR4282304,0.18744582,0.08149613,0.49108127,0.05239465,0.12026189,0.06732028
ERR4282305,0.1060687,0.20849395,0.23142222,0.06427339,0.27094784,0.118793935
ERR4282306,0.2917059,0.20181888,0.1527482,0.17265356,0.08344935,0.09762403
ERR4282307,0.25528035,0.18728906,0.13573234,0.22790097,0.07402318,0.11977409
ERR4282308,0.2127221,0.15186208,0.117697604,0.31460172,0.05626104,0.14685553
ERR4282309,0.22707011,0.106010996,0.41912737,0.0584025,0.11495633,0.07443278
ERR4282310,0.264339,0.18727817,0.14083987,0.21760903,0.074833184,0.11510072
ERR4282311,0.31598407,0.14583738,0.28008994,0.09036997,0.08803106,0.07968759
ERR4282312,0.2637245,0.19375902,0.13931403,0.21170315,0.077438325,0.11406092
ERR4282313,0.08105179,0.14311418,0.1908544,0.21812646,0.25744158,0.109411545
ERR4282314,0.29685035,0.13053466,0.33515725,0.06813334,0.092973545,0.07635084
ERR4282315,0.17296107,0.20375247,0.20016722,0.14060748,0.17087816,0.11163374
ERR4282316,0.18485771,0.14827469,0.101474516,0.35110185,0.05387201,0.16041924
ERR4282317,0.106070906,0.20849143,0.23142439,0.06427341,0.27095276,0.118787095
ERR4282318,0.32089946,0.18571165,0.17107809,0.1565201,0.07894721,0.0868435
ERR4282319,0.32075575,0.18644197,0.17054202,0.15631393,0.079123646,0.086822726
ERR4282320,0.3425444,0.16362919,0.19548795,0.14496617,0.07324397,0.08012829
ERR4282321,0.24470949,0.1774248,0.13140607,0.25032327,0.06915459,0.12698174
ERR4282322,0.18762036,0.08098286,0.49240908,0.052276567,0.11966955,0.06704167
ERR4282323,0.08305582,0.42034364,0.039990377,0.16095209,0.030974125,0.264684
ERR4282324,0.33418736,0.17405204,0.18170361,0.15199566,0.07521348,0.08284787
ERR4282325,0.106070906,0.20849143,0.23142439,0.06427341,0.27095276,0.118787095
ERR4282326,0.24034275,0.17498809,0.12933585,0.2578935,0.067850135,0.12958966
ERR4282327,0.34160095,0.1641107,0.1955613,0.14474441,0.07363023,0.08035244
ERR4282328,0.14194806,0.23698305,0.09098639,0.26995412,0.052233208,0.20789513
ERR4282329,0.18738498,0.08158202,0.49076632,0.05243712,0.120440975,0.06738857
ERR4282330,0.17598791,0.15970235,0.09864772,0.3428489,0.05374701,0.16906609
ERR4282331,0.10606707,0.20849544,0.23142062,0.064273685,0.27094448,0.11879874
ERR4282332,0.20508721,0.15112995,0.11273059,0.32487038,0.056209344,0.14997253
ERR4282333,0.34210232,0.15899745,0.21036491,0.13402793,0.07486256,0.07964493
ERR4282334,0.3235003,0.18195052,0.17541653,0.15479657,0.07840042,0.08593573
