,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4282305,0.045106705,0.043716114,0.03931205,0.03130014,0.1205213,0.050267898,0.05834347,0.15460853,0.44831178,0.00851209
ERR4282306,0.09634602,0.18031782,0.086377785,0.15954182,0.047290187,0.11270352,0.11270946,0.107336655,0.032032203,0.06534448
ERR4282307,0.09529534,0.174495,0.08267098,0.16418083,0.044421207,0.112793595,0.11769115,0.113067985,0.031376466,0.064007424
ERR4282308,0.09834166,0.16828787,0.08649646,0.15906322,0.04282066,0.11715242,0.12565185,0.107649446,0.029395677,0.06514072
ERR4282309,0.09718864,0.14029323,0.12409796,0.13795367,0.060871437,0.15184166,0.095938556,0.092167504,0.019124132,0.08052309
ERR4282310,0.09673245,0.1809482,0.0873633,0.15834545,0.0477373,0.1129905,0.11225669,0.105942406,0.03200512,0.06567858
ERR4282311,0.12978248,0.18204366,0.08916447,0.11097341,0.095758505,0.13996118,0.057637457,0.08013194,0.04916628,0.06538064
ERR4282312,0.09583758,0.17725696,0.0844807,0.16191845,0.045775093,0.112804495,0.11533815,0.110240966,0.03168033,0.064667344
ERR4282313,0.12563983,0.149267,0.17481662,0.08461333,0.049278192,0.15011859,0.12868534,0.0370492,0.01819634,0.0823355
ERR4282314,0.16397013,0.14094956,0.065568894,0.083896935,0.1386025,0.17376116,0.033319224,0.07737526,0.06822915,0.05432713
ERR4282315,0.16100457,0.12607569,0.117848985,0.077785134,0.09266708,0.1852676,0.07840512,0.05126457,0.03917297,0.07050829
ERR4282316,0.09504592,0.1729442,0.0817848,0.1652921,0.043693822,0.11284943,0.11905492,0.11447781,0.0311834,0.063673615
ERR4282317,0.09496509,0.17294861,0.08163402,0.16547784,0.043670308,0.112753674,0.119004585,0.1147141,0.031209465,0.06362234
ERR4282318,0.09950811,0.20353433,0.10206815,0.14008266,0.06028945,0.11095385,0.09329303,0.08565439,0.034397855,0.07021823
ERR4282319,0.0983665,0.19352323,0.09513477,0.14863569,0.054351084,0.112000085,0.10159374,0.094752505,0.033425126,0.0682173
ERR4282320,0.10049911,0.21633492,0.11184371,0.12835678,0.06904521,0.109068856,0.08258031,0.07415651,0.03544647,0.07266819
ERR4282321,0.096503876,0.17649305,0.08558714,0.16062726,0.045672804,0.1137544,0.116381705,0.10862976,0.031335093,0.0650149
ERR4282322,0.13761346,0.14749934,0.110040635,0.080255605,0.028066657,0.15425032,0.21228336,0.058490563,0.01997109,0.05152888
ERR4282323,0.10487164,0.17054251,0.07720735,0.14399137,0.03739728,0.113837145,0.14754876,0.11808478,0.030091804,0.05642743
ERR4282324,0.09985308,0.20693074,0.10468651,0.1369427,0.062535994,0.11056735,0.0904074,0.082477555,0.03467647,0.07092219
ERR4282325,0.11291537,0.10291771,0.10512463,0.12352048,0.023631651,0.15570174,0.2239142,0.0719623,0.0145600885,0.06575184
ERR4282326,0.0954761,0.17525911,0.08322417,0.16349082,0.04480162,0.1128329,0.117055066,0.11219896,0.0314521,0.06420917
ERR4282327,0.10067882,0.22066323,0.11532601,0.124254145,0.072318144,0.10823817,0.07895975,0.070365936,0.035761345,0.0734344
ERR4282328,0.09521513,0.17297603,0.08206777,0.16488254,0.04376476,0.11295763,0.1191511,0.114065506,0.03114374,0.06377587
ERR4282329,0.11508607,0.04824881,0.080483705,0.04495265,0.14473206,0.33003023,0.06849687,0.055791453,0.07962789,0.032550246
ERR4282330,0.11426298,0.16880322,0.130589,0.11593547,0.050443567,0.13475358,0.12279394,0.0616754,0.024460148,0.07628267
ERR4282331,0.045050044,0.043791346,0.039562117,0.031340256,0.12128668,0.050410476,0.057925567,0.15348361,0.4485985,0.008551413
ERR4282332,0.096722074,0.17830385,0.086549655,0.1594295,0.046536382,0.113594055,0.114758484,0.10717221,0.031570893,0.065362796
ERR4282333,0.10652639,0.13626258,0.09531475,0.14492217,0.03275793,0.13604613,0.1682286,0.09213031,0.021680012,0.06613109
ERR4282334,0.10017254,0.17566909,0.072223544,0.15138713,0.03680701,0.11433905,0.13937597,0.12422169,0.032158043,0.053645913
ERR4282335,0.1052323,0.15317795,0.084525436,0.14628592,0.03438309,0.12618747,0.15835713,0.10586516,0.025842093,0.060143404
ERR4282336,0.09613614,0.16959257,0.08293751,0.16385089,0.042646382,0.11485927,0.12301034,0.11272483,0.030259682,0.063982435
ERR4282337,0.045724478,0.046691224,0.043361805,0.02713661,0.14325055,0.04671043,0.050262127,0.12975,0.45827878,0.008833946
ERR4282338,0.09530808,0.17196135,0.08201699,0.16501246,0.043368172,0.113375284,0.120167755,0.11413079,0.030928869,0.06373028
ERR4282339,0.09914802,0.19807984,0.0987952,0.14420594,0.057096284,0.11181028,0.09783219,0.089938894,0.033793975,0.06929943
ERR4282340,0.09581054,0.17576797,0.08401014,0.16252258,0.045130204,0.113106616,0.11673749,0.111000285,0.03143289,0.064481325
ERR4282341,0.099530235,0.20354533,0.10212868,0.14001851,0.06030621,0.110973105,0.093287244,0.08558556,0.034390807,0.07023431
ERR4282342,0.09530089,0.17421138,0.08260523,0.16426714,0.044303175,0.11286455,0.11796841,0.113174856,0.03132532,0.06397899
ERR4282343,0.116575815,0.09383846,0.060900394,0.053445112,0.25963134,0.096065536,0.04195984,0.0641531,0.16487929,0.048551165
ERR4282344,0.095644586,0.17568548,0.08366679,0.16294485,0.0450377,0.112933986,0.11673481,0.11151381,0.03147218,0.06436577
ERR4282345,0.09927719,0.20120718,0.10043173,0.14209153,0.058853865,0.11123805,0.09522215,0.08773314,0.034178726,0.069766484
ERR4282346,0.09693679,0.18376197,0.08864347,0.15671396,0.049059886,0.11260387,0.10979295,0.10395855,0.032403514,0.06612507
ERR4282347,0.09927722,0.20120712,0.10043167,0.14209151,0.058853894,0.111238,0.09522216,0.08773316,0.03417872,0.06976651
ERR4282348,0.095716715,0.17670134,0.08408843,0.16240707,0.04549584,0.11278889,0.115803815,0.11084723,0.031624023,0.06452661
ERR4282349,0.04925657,0.039086588,0.07716583,0.038006876,0.35908103,0.10623467,0.029905804,0.04579043,0.22564124,0.029830944
ERR4282350,0.09748121,0.18692847,0.090825975,0.15400393,0.05074689,0.11250493,0.10713557,0.10079649,0.032725897,0.066850625
ERR4282351,0.10754066,0.20675763,0.10474988,0.1260194,0.073928684,0.11684263,0.07717026,0.077613056,0.038620286,0.07075752
ERR4282352,0.09563497,0.17570618,0.08364506,0.16294965,0.0450547,0.1128888,0.11670636,0.11157114,0.03148001,0.06436311
ERR4282353,0.10678149,0.1337616,0.09558387,0.14432685,0.032011848,0.13727231,0.17164181,0.091344975,0.021168038,0.06610709
ERR4282354,0.10782077,0.08669783,0.059988983,0.050827283,0.27473253,0.09137332,0.04193505,0.062062282,0.17763664,0.046925332
ERR4282355,0.095705114,0.17613856,0.083909646,0.16263978,0.04525073,0.11290292,0.11633336,0.111133225,0.03153092,0.0644558
ERR4282356,0.10083099,0.20219636,0.12478317,0.12207736,0.07535546,0.118300445,0.07799608,0.070386834,0.030741185,0.07733203
ERR4282357,0.13455293,0.18176687,0.09096233,0.10202202,0.10678284,0.1428636,0.05112779,0.073191546,0.0514186,0.065311484
ERR4282358,0.09503174,0.17297944,0.08176599,0.1653129,0.04370418,0.11282229,0.11901329,0.114507735,0.031194212,0.06366818
ERR4282359,0.095357075,0.1744247,0.082768,0.16406122,0.04441174,0.112877935,0.11779362,0.11292184,0.03134499,0.06403884
ERR4282360,0.13277404,0.10769754,0.06331396,0.060768332,0.22753298,0.115058206,0.039479226,0.068223774,0.13397221,0.051179618
ERR4282361,0.095446385,0.17505912,0.08311208,0.16362947,0.04470903,0.112840585,0.11722944,0.11237916,0.031426724,0.06416793
ERR4282362,0.09558335,0.17122093,0.08235231,0.16461556,0.04314862,0.1138825,0.12104767,0.11361127,0.030712157,0.06382562
ERR4282363,0.10204726,0.07368898,0.05113868,0.025163569,0.3207419,0.108458474,0.041293394,0.07552758,0.17820655,0.023733621
ERR4282364,0.11541906,0.09279681,0.060511272,0.052601207,0.2623332,0.09361368,0.042351723,0.06371267,0.16834775,0.048312664
ERR4282365,0.099831186,0.19075374,0.097288,0.14620408,0.053866994,0.1137018,0.10419607,0.092791386,0.03248075,0.0688859
ERR4282366,0.099729165,0.18891558,0.09231991,0.1498289,0.053875744,0.11423977,0.102105595,0.09782553,0.03378756,0.067372225
ERR4282367,0.14757629,0.11473773,0.06724456,0.0788688,0.16800395,0.1876689,0.03432972,0.07096043,0.07779394,0.052815694
ERR4282368,0.09549414,0.1742149,0.082975514,0.16381536,0.044366784,0.11309012,0.11806933,0.11260545,0.03126481,0.0641035
ERR4282369,0.096035406,0.16991027,0.08286355,0.1639837,0.042749695,0.11471193,0.12261014,0.11282686,0.030342812,0.06396559
ERR4282370,0.16274527,0.13454798,0.06491962,0.0763333,0.15937038,0.16595893,0.03153073,0.07299722,0.07818248,0.053414043
ERR4282371,0.103020474,0.14770089,0.0909415,0.15251747,0.03608752,0.12856524,0.15124695,0.0997432,0.024499957,0.06567687
ERR4282372,0.15093304,0.12442608,0.065535665,0.07248289,0.18118931,0.15458639,0.03338509,0.07196756,0.0926738,0.052820195
ERR4282373,0.16645531,0.13808735,0.06435398,0.08004533,0.14613815,0.17501795,0.030999834,0.07488193,0.07061537,0.053404648
ERR4282375,0.1663451,0.13777052,0.064135365,0.080626905,0.1449951,0.17518087,0.031351577,0.075655825,0.07055124,0.053387538
ERR4282376,0.10896537,0.12414264,0.09888516,0.13844536,0.029396545,0.14315844,0.18632515,0.08530323,0.01899403,0.06638402
ERR4282377,0.09908976,0.19603714,0.09782791,0.14546771,0.055994354,0.112206794,0.09955954,0.091277085,0.03352471,0.069015004
ERR4282378,0.09894947,0.1981872,0.09834672,0.14466478,0.05705005,0.111575924,0.097718485,0.09044867,0.033885323,0.06917332
ERR4282379,0.09644916,0.18061961,0.08667668,0.15917636,0.047461,0.112754196,0.11247523,0.10689291,0.032048564,0.065446176
ERR4282380,0.09519779,0.17260897,0.081985034,0.16505276,0.043602247,0.11310735,0.119466566,0.114168815,0.031076638,0.06373392
ERR4282381,0.097255394,0.13647169,0.1240718,0.13834953,0.059261877,0.15430729,0.09835284,0.09294056,0.018450899,0.0805381
ERR4282382,0.0954057,0.17180467,0.08210363,0.16483997,0.043329265,0.11344197,0.12041545,0.11402391,0.030876944,0.06375856
ERR4282383,0.109349154,0.12510568,0.12989032,0.12376486,0.052060038,0.1672999,0.116504714,0.07884552,0.017314307,0.07986552
ERR4282384,0.09507847,0.1731157,0.08189087,0.1651587,0.04377535,0.112848364,0.1189066,0.11430893,0.031203417,0.06371353
ERR4282385,0.15193658,0.13436595,0.0598573,0.11327081,0.09226018,0.17289317,0.05306785,0.11012619,0.05796203,0.054259967
ERR4282386,0.095555045,0.17517903,0.08335282,0.16333157,0.0447971,0.112937026,0.11716975,0.112013265,0.03141276,0.06425161
ERR4282387,0.099940255,0.20817244,0.10545227,0.13596019,0.06325931,0.11034022,0.08947316,0.08148215,0.034810312,0.071109705
ERR4282388,0.10045555,0.14721186,0.12654307,0.13312685,0.0599597,0.14831622,0.099107355,0.084833935,0.020252785,0.080192715
ERR4282389,0.100783154,0.22748938,0.12016024,0.11830677,0.07720117,0.106540464,0.073822305,0.065009385,0.036354974,0.07433219
ERR4282390,0.095657334,0.17586248,0.083740376,0.16285115,0.04511748,0.1129089,0.116571955,0.11139775,0.031498592,0.064393945
ERR4282391,0.03683321,0.040306725,0.07249328,0.028389582,0.36385843,0.0573394,0.020653423,0.045506265,0.31440347,0.020216232
ERR4282392,0.09536905,0.17301376,0.082415104,0.1645186,0.04382417,0.11321558,0.119167574,0.11349341,0.03109426,0.06388844
ERR4282393,0.098986335,0.18957596,0.09463666,0.14903097,0.052780163,0.11290623,0.105289824,0.096063465,0.032647755,0.068082616
ERR4282394,0.1123555,0.19333866,0.09555137,0.12961863,0.072505504,0.12411632,0.078028865,0.086013414,0.040234573,0.06823718
ERR4282395,0.095247366,0.17212024,0.08194968,0.16510053,0.043415174,0.11327618,0.119973704,0.11423124,0.03097514,0.06371071
ERR4282396,0.09927722,0.20120712,0.10043167,0.14209151,0.058853894,0.111238,0.09522216,0.08773316,0.03417872,0.06976651
ERR4282397,0.10046714,0.19030052,0.12742583,0.123760626,0.07411503,0.124891624,0.07965081,0.07256859,0.028016446,0.078803346
ERR4282398,0.09760961,0.18705173,0.0911475,0.15363307,0.050857704,0.11262149,0.107065976,0.10036124,0.032700635,0.06695101
ERR4282399,0.17797455,0.043153327,0.07698941,0.072208114,0.056967292,0.3380087,0.08495315,0.0761539,0.01683675,0.056754764
ERR4282400,0.16515347,0.13670784,0.064727515,0.077765465,0.15312168,0.17114945,0.03078625,0.07328766,0.073922485,0.05337821
ERR4282401,0.095174596,0.17238732,0.081877515,0.16518074,0.043502834,0.11312202,0.11967382,0.11434301,0.031045409,0.06369275
ERR4282402,0.09519546,0.17285359,0.08204472,0.16497602,0.043702975,0.11304867,0.11922672,0.11407169,0.031120453,0.063759685
ERR4282403,0.09505211,0.17317423,0.08185738,0.16520007,0.043791343,0.1128055,0.118834466,0.1143597,0.031221883,0.06370337
ERR4282404,0.102293104,0.22233595,0.12887883,0.110934354,0.08376953,0.10929896,0.07017607,0.06081398,0.03460565,0.07689365
ERR4282405,0.112176985,0.19625677,0.11701032,0.118345685,0.06902069,0.12374273,0.087143034,0.06883855,0.033645358,0.07381996
ERR4282406,0.12931271,0.104682006,0.06281272,0.05903826,0.23480296,0.110195614,0.040193494,0.067390576,0.14088987,0.05068174
ERR4282407,0.04517983,0.04363822,0.03915606,0.031269897,0.12017507,0.050049525,0.05871082,0.1556703,0.44764912,0.008501081
ERR4282408,0.09496509,0.17294861,0.08163402,0.16547784,0.043670308,0.112753674,0.119004585,0.1147141,0.031209465,0.06362234
ERR4282409,0.098863885,0.19753912,0.097875945,0.14524236,0.056664556,0.111631654,0.09825293,0.09106729,0.03382553,0.06903676
ERR4282410,0.095316194,0.1721118,0.08206446,0.16494343,0.043433513,0.11333695,0.120028935,0.11405994,0.03095378,0.063750915
ERR4282411,0.09767608,0.18855977,0.09180113,0.15277745,0.051603846,0.11235643,0.1057476,0.099393375,0.03291457,0.06716973
ERR4282412,0.099655315,0.15882216,0.08695011,0.15851605,0.03938503,0.12161293,0.13638346,0.10638517,0.027342675,0.06494715
ERR4282413,0.123831354,0.14807428,0.06655645,0.14415102,0.06171826,0.14602725,0.0836649,0.12412627,0.043647364,0.05820281
ERR4282414,0.09591099,0.17103587,0.08292563,0.16391188,0.043175217,0.114306666,0.12141311,0.11272745,0.03057892,0.06401436
ERR4282415,0.1167398,0.09384641,0.06055767,0.052845616,0.2602951,0.09378998,0.042454388,0.063965864,0.16696644,0.0485388
ERR4282416,0.09521145,0.1722524,0.08190496,0.1651406,0.04345693,0.11318946,0.119831786,0.11430321,0.031010794,0.06369844
ERR4282417,0.099133596,0.16092572,0.08657383,0.15923417,0.0400766,0.12059129,0.13368185,0.10702692,0.027848462,0.06490759
ERR4282418,0.10390251,0.14420325,0.09215092,0.150783,0.03507893,0.13080607,0.15590331,0.09764508,0.023650886,0.065876015
ERR4282419,0.16506411,0.13664117,0.06473228,0.0777248,0.15332901,0.17091759,0.03082669,0.07329632,0.07408456,0.053383414
ERR4282420,0.10660929,0.18789144,0.046921846,0.117648706,0.023944097,0.10701678,0.18403432,0.15713653,0.037175238,0.03162168
ERR4282421,0.11657776,0.09370813,0.060525358,0.052768856,0.2606107,0.09359738,0.04247889,0.06391898,0.1673059,0.04850805
ERR4282422,0.09531756,0.17292863,0.08197933,0.16464414,0.043786142,0.11259017,0.11944872,0.114391185,0.031143574,0.063770555
ERR4282423,0.09682785,0.169703,0.08243424,0.1633427,0.04366438,0.115682095,0.12039499,0.11317046,0.030930476,0.0638498
ERR4282424,0.09800765,0.17204846,0.08692115,0.15889202,0.044394523,0.1165119,0.12091289,0.106697954,0.030260036,0.06535344
ERR4282425,0.1494038,0.16168228,0.08113103,0.07226948,0.032841545,0.08377623,0.24116258,0.10602811,0.023564639,0.048140284
ERR4282426,0.042895712,0.052476227,0.05519525,0.019078374,0.22069837,0.043198228,0.029052282,0.06756236,0.46016356,0.0096796425
ERR4282427,0.09568768,0.17574698,0.08376097,0.1628195,0.045080908,0.11295686,0.11669931,0.11137831,0.031469602,0.06439982
ERR4282428,0.0949651,0.17294867,0.08163405,0.16547774,0.043670345,0.11275366,0.11900452,0.114714034,0.031209469,0.06362236
ERR4282429,0.11484049,0.047627345,0.06546053,0.04519083,0.106004216,0.37342787,0.0780017,0.062205516,0.08191544,0.0253261
ERR4282430,0.09508968,0.17273945,0.0818142,0.16525961,0.043622546,0.11294858,0.119278766,0.11443472,0.03113355,0.06367897
ERR4282431,0.1007631,0.2243651,0.11768026,0.121238455,0.07472054,0.10729186,0.076356865,0.06759369,0.036130596,0.07385955
ERR4282432,0.09545899,0.17154701,0.08219558,0.1647983,0.04324412,0.11365074,0.12065974,0.11385572,0.030808775,0.063780926
ERR4282433,0.11813506,0.09503682,0.060829584,0.05350662,0.25756553,0.095451355,0.042243518,0.064368,0.1640634,0.048800137
ERR4282434,0.09790096,0.16441394,0.08488244,0.16124822,0.041062962,0.11808344,0.12941158,0.10969847,0.028831808,0.06446612
ERR4282435,0.0965003,0.18111202,0.08693407,0.15885204,0.047704946,0.112704754,0.11203234,0.106508635,0.03211228,0.06553872
ERR4282436,0.10568871,0.048735272,0.098228976,0.05971609,0.16870688,0.31057543,0.049062558,0.045460206,0.06547443,0.04835153
ERR4282437,0.09556263,0.1732479,0.08282958,0.16398197,0.04399151,0.11335328,0.11904476,0.1128758,0.031075226,0.06403735
ERR4282438,0.054116286,0.037541475,0.067838386,0.04349309,0.35601515,0.13883251,0.033817388,0.045073126,0.1878918,0.035380814
ERR4282439,0.095291615,0.17199452,0.08200215,0.16503948,0.04337718,0.11335963,0.1201209,0.114149995,0.030939031,0.06372557
ERR4282440,0.045152865,0.04362501,0.03915227,0.031322867,0.120034054,0.050138675,0.058709033,0.15568678,0.44767848,0.008500037
ERR4282441,0.095999956,0.16992034,0.08279964,0.16406316,0.042741735,0.114672884,0.122580625,0.11292306,0.030355304,0.0639433
ERR4282442,0.10049358,0.21167403,0.1098953,0.13113561,0.06673027,0.11026285,0.08561801,0.077048145,0.034808736,0.0723334
ERR4282443,0.09844639,0.17523925,0.07882649,0.15679047,0.04175776,0.1115347,0.12755702,0.11809602,0.03155369,0.060198233
ERR4282444,0.1618888,0.13380627,0.06486905,0.077020556,0.15847822,0.16733629,0.0317079,0.073615246,0.07794463,0.05333312
ERR4282445,0.09609089,0.16967307,0.082866676,0.16392994,0.04265139,0.11482146,0.12291733,0.11281333,0.03028812,0.06394782
ERR4282446,0.094903275,0.17283018,0.08167576,0.16548193,0.043720532,0.11282197,0.11899979,0.11470726,0.03123737,0.063621946
ERR4282447,0.10090008,0.23112804,0.12364421,0.11435593,0.0803642,0.105673775,0.070833266,0.061605837,0.036531243,0.07496343
ERR4282448,0.15423685,0.12712187,0.065376006,0.07352176,0.17520116,0.15750538,0.03295484,0.07234362,0.08871674,0.05302179
ERR4282449,0.09536477,0.17320254,0.08243279,0.16446128,0.04390602,0.11312189,0.11899164,0.11348519,0.031131173,0.06390264
ERR4282450,0.15591529,0.12828143,0.06505765,0.07268322,0.17581747,0.15260215,0.03365621,0.07237787,0.09031833,0.05329044
ERR4282451,0.09541956,0.17248671,0.08207844,0.16451386,0.043656394,0.11278712,0.11993034,0.114302434,0.031043677,0.06378157
ERR4282452,0.09513613,0.1725756,0.081847526,0.16520691,0.043568544,0.11302345,0.11947256,0.11439055,0.03109144,0.06368723
ERR4282453,0.09560969,0.17433321,0.08320205,0.16350237,0.04445595,0.113149494,0.11803574,0.112272896,0.03125349,0.06418517
ERR4282454,0.14073983,0.16461493,0.10370414,0.097816445,0.096170835,0.15865411,0.06075747,0.066529244,0.041653212,0.06935986
ERR4282455,0.09552714,0.17319284,0.086788,0.15809947,0.051311195,0.11741159,0.110044904,0.10816808,0.034551732,0.064904995
ERR4282456,0.048012566,0.08620561,0.11775346,0.06963031,0.15017357,0.045257043,0.07657837,0.12677783,0.25163352,0.027977658
ERR4282457,0.09927722,0.20120712,0.10043167,0.14209151,0.058853894,0.111238,0.09522216,0.08773316,0.03417872,0.06976651
ERR4282458,0.0997656,0.20621468,0.10398652,0.13773103,0.061969116,0.1106018,0.091105714,0.083254136,0.034643438,0.07072801
ERR4282459,0.095464036,0.17439501,0.082959026,0.16382068,0.04443572,0.11299723,0.11788207,0.1126356,0.031306796,0.064103715
ERR4282460,0.16386336,0.1398004,0.0652988,0.0833144,0.14030328,0.17377977,0.03311626,0.07725037,0.069141336,0.05413202
ERR4282461,0.0992546,0.20099483,0.100283176,0.14227442,0.05872548,0.11126268,0.09539672,0.087924555,0.034158465,0.06972503
ERR4282462,0.10006272,0.17399916,0.09208445,0.15291046,0.045894142,0.11819811,0.12022834,0.099831864,0.029793737,0.06699709
ERR4282463,0.09515798,0.17249691,0.08184736,0.16518097,0.043544285,0.11302914,0.11957564,0.11440581,0.031073822,0.063688025
ERR4282464,0.099967316,0.20638907,0.10460973,0.13705426,0.062216807,0.11073206,0.090953425,0.082596734,0.03458405,0.0708965
ERR4282465,0.094965376,0.1729488,0.081633545,0.16547713,0.043669958,0.11275376,0.11900554,0.1147146,0.031209527,0.06362182
ERR4282466,0.12019316,0.18139055,0.051626485,0.09762849,0.024592604,0.09986977,0.21342832,0.14507042,0.03299305,0.033207122
ERR4282467,0.099585526,0.07404625,0.049730293,0.022473369,0.34609908,0.09255485,0.038786735,0.07313368,0.18033193,0.023258382
ERR4282468,0.09503182,0.17303133,0.081780985,0.16529515,0.043725785,0.112812646,0.11896207,0.11448274,0.031203141,0.06367433
ERR4282469,0.14574493,0.1673917,0.08838952,0.09411463,0.11397514,0.15592846,0.047399927,0.07022556,0.05297962,0.06385049
ERR4282470,0.09501249,0.17282814,0.08169153,0.16540864,0.043635137,0.11283661,0.119148865,0.11462593,0.031173388,0.06363922
ERR4282471,0.098269224,0.1694297,0.08707839,0.15880477,0.043346643,0.11727389,0.124122985,0.106738575,0.029574512,0.065361276
ERR4282472,0.09717168,0.16641758,0.084144644,0.16238534,0.04167723,0.116900474,0.12679422,0.11082904,0.029384218,0.0642956
ERR4282473,0.16603829,0.13760036,0.06468332,0.07824849,0.15089686,0.17301723,0.03048231,0.073302545,0.072361715,0.05336893
ERR4282474,0.098454475,0.19372024,0.09546354,0.14826712,0.05454213,0.112064265,0.10137636,0.09437653,0.033411983,0.06832332
ERR4282475,0.11112049,0.05054644,0.07624942,0.04837677,0.12431086,0.3464796,0.073556036,0.05902194,0.08013823,0.030200131
ERR4282476,0.037876036,0.047020655,0.088374905,0.032520525,0.29816538,0.048959706,0.023598207,0.061993618,0.3428372,0.01865374
ERR4282477,0.100185,0.1761858,0.12662011,0.12792887,0.0700171,0.13183096,0.08476396,0.07762527,0.025464116,0.07937871
ERR4282478,0.0703743,0.05732965,0.05843064,0.045085743,0.3379063,0.09646547,0.034528833,0.053342074,0.2078002,0.038736675
ERR4282479,0.046066143,0.044323,0.03977358,0.029391969,0.12693791,0.04711294,0.057886597,0.15258406,0.44732523,0.008598523
ERR4282480,0.0952553,0.17210747,0.08196088,0.1650865,0.043412406,0.113287665,0.11999093,0.11421412,0.030970475,0.0637143
ERR4282481,0.09604098,0.17422184,0.08185137,0.16260177,0.0442225,0.11113202,0.1198926,0.115044676,0.031329922,0.06366225
ERR4282482,0.10825309,0.12748887,0.09780643,0.1405118,0.030327441,0.14105737,0.18106905,0.08739269,0.019734735,0.06635853
ERR4282483,0.09497445,0.17292707,0.08163898,0.16546771,0.043666396,0.11276908,0.119021654,0.11470533,0.031205585,0.0636237
ERR4282484,0.116208926,0.19974159,0.07527062,0.11442967,0.04787266,0.08547619,0.14328113,0.12777777,0.03443586,0.055505577
ERR4282485,0.097166725,0.16638084,0.0841193,0.16240834,0.041660406,0.11689459,0.12683433,0.11086913,0.029379856,0.06428658
ERR4282486,0.16666898,0.13810058,0.06457546,0.078684196,0.14912952,0.17444605,0.030317448,0.07346429,0.071273565,0.053339913
ERR4282487,0.100897945,0.1859562,0.09810746,0.14559917,0.052266274,0.11574655,0.1084077,0.092523485,0.03135254,0.069142714
ERR4282488,0.12113252,0.18983278,0.09364343,0.118863985,0.08508329,0.13164729,0.06609406,0.08164267,0.044801604,0.0672583
ERR4282489,0.09800336,0.17543204,0.08627522,0.15617256,0.045644064,0.107595935,0.121700965,0.113338254,0.031593714,0.06424389
ERR4282490,0.09542887,0.17275338,0.082280956,0.16443536,0.043760445,0.11299249,0.119584665,0.113838494,0.031063993,0.0638613
