,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4282799,0.0845663,0.1522845,0.055732183,0.18891726,0.034997437,0.121531785,0.11817621,0.12219987,0.021113174,0.10048125
ERR4282800,0.09390601,0.09475112,0.049113873,0.027174179,0.25543833,0.121144615,0.05179836,0.06351844,0.16937307,0.07378201
ERR4282801,0.09750667,0.14587228,0.045324493,0.057464745,0.07809803,0.09274647,0.17810506,0.14402631,0.08157969,0.07927626
ERR4282802,0.09060831,0.16321497,0.04577071,0.16426396,0.030580467,0.1265004,0.13675958,0.133013,0.024657894,0.084630646
ERR4282803,0.08124028,0.06477736,0.032994468,0.053160977,0.15802701,0.3074435,0.03910043,0.077582486,0.13811368,0.047559775
ERR4282804,0.0832141,0.24070114,0.11230583,0.14938855,0.032747444,0.059243385,0.08868297,0.14686425,0.030522088,0.056330156
ERR4282805,0.0741724,0.16908123,0.07191144,0.20618294,0.029788956,0.1323319,0.11792535,0.10324821,0.027961114,0.06739654
ERR4282806,0.08558759,0.14469235,0.031215306,0.121202834,0.027074473,0.15991372,0.1795312,0.1560153,0.037272543,0.057494693
ERR4282807,0.072274245,0.22513525,0.107945226,0.18592525,0.025168395,0.087099016,0.099853754,0.11892324,0.032998256,0.044677295
ERR4282808,0.06516735,0.20952618,0.10241453,0.20940578,0.021484021,0.10921125,0.1071632,0.102658145,0.034194972,0.038774546
ERR4282809,0.07809826,0.23967944,0.11502051,0.1622005,0.029014472,0.06726093,0.09189532,0.13548395,0.032201175,0.049145386
ERR4282810,0.05948356,0.16311857,0.07948235,0.23312597,0.022609688,0.14846595,0.12932004,0.08690641,0.03394839,0.04353908
ERR4282811,0.10472423,0.06859573,0.03469558,0.023476053,0.27509657,0.14335652,0.03401104,0.065897144,0.1943193,0.055827834
ERR4282812,0.085129105,0.15722579,0.055822868,0.18705708,0.035817757,0.11995512,0.1165179,0.119752206,0.021915186,0.100807026
ERR4282813,0.10435588,0.068126045,0.034449648,0.023202851,0.27706227,0.14254609,0.033954713,0.0655271,0.19491346,0.05586194
ERR4282814,0.07828432,0.23937996,0.11464845,0.16202469,0.029140608,0.067234576,0.09193942,0.13574556,0.032118015,0.04948441
ERR4282815,0.06421237,0.22331019,0.11340941,0.20314966,0.020529054,0.09913299,0.10174413,0.10424015,0.035639215,0.03463276
