,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4281524,0.65748215,0.11534218,0.13502188,0.039924216,0.0136230625,0.03860652
ERR4281525,0.53059614,0.11046519,0.23594007,0.043118004,0.028263863,0.051616848
ERR4281526,0.112909794,0.19358276,0.026175153,0.30079415,0.020157397,0.3463807
ERR4281527,0.005849562,0.014629409,0.040838026,0.012612703,0.89798003,0.028090265
ERR4281528,0.0392967,0.16382827,0.023184314,0.10925277,0.024288636,0.64014924
ERR4281529,0.008234986,0.017223692,0.03415766,0.016985666,0.88502616,0.0383719
ERR4281530,0.030549493,0.06787771,0.028322313,0.11809473,0.04012075,0.715035
ERR4281531,0.58901197,0.11677648,0.19168864,0.042388845,0.019544229,0.040589772
ERR4281532,0.5136944,0.11058866,0.25746328,0.048421122,0.026574478,0.04325811
ERR4281533,0.3938094,0.16794486,0.28460914,0.051024668,0.048824977,0.053786915
ERR4281534,0.08625828,0.34844947,0.023777282,0.32002982,0.021957247,0.19952784
ERR4281535,0.008689297,0.017668327,0.033284724,0.01777786,0.88231426,0.04026555
ERR4281536,0.10977013,0.19152215,0.03462494,0.33838207,0.019487498,0.3062133
ERR4281537,0.023604041,0.029693896,0.019656446,0.2760303,0.34590796,0.30510736
ERR4281538,0.04230159,0.047262482,0.038668953,0.20486023,0.0494116,0.6174951
ERR4281539,0.13818836,0.21277483,0.15809852,0.14235462,0.109235615,0.23934801
ERR4281540,0.008841809,0.026173716,0.06757681,0.02005556,0.8502128,0.02713925
ERR4281541,0.072485074,0.031572986,0.7525234,0.016860986,0.10550722,0.02105025
ERR4281542,0.10362934,0.28006816,0.036731444,0.2889854,0.013699169,0.2768865
ERR4281543,0.088573374,0.029311178,0.7768006,0.01547024,0.06748376,0.02236086
ERR4281544,0.12254855,0.22859752,0.022453796,0.28289422,0.01561283,0.32789308
ERR4281545,0.6883613,0.11068697,0.11737972,0.035089906,0.012827644,0.035654396
ERR4281546,0.10102607,0.15625595,0.06070708,0.35728818,0.022943497,0.30177918
ERR4281547,0.0061745043,0.015154728,0.04294861,0.013024335,0.8943243,0.028373502
ERR4281548,0.09090012,0.23808947,0.030645076,0.22798327,0.020232424,0.3921496
ERR4281549,0.69609076,0.078636445,0.13047676,0.0496645,0.012793764,0.032337707
ERR4281550,0.14723994,0.22141688,0.16236015,0.119659625,0.1265285,0.2227949
ERR4281551,0.03959668,0.062155925,0.19058347,0.03644445,0.48368433,0.1875352
ERR4281552,0.042511858,0.095141694,0.022753142,0.14288518,0.05831564,0.63839245
ERR4281553,0.0058889636,0.014634234,0.040102545,0.012746184,0.8983649,0.028263157
ERR4281554,0.023970006,0.055990096,0.01013564,0.037795626,0.045967165,0.82614154
ERR4281555,0.37238935,0.09119321,0.42501876,0.03433283,0.036994208,0.040071562
ERR4281556,0.07761887,0.12510425,0.08440334,0.3553117,0.030460587,0.3271012
ERR4281557,0.5524244,0.11749726,0.24187757,0.03276128,0.021071158,0.03436835
ERR4281558,0.006900662,0.01352973,0.04873787,0.012484598,0.891307,0.027040144
ERR4281559,0.095768005,0.13846089,0.02123083,0.25560898,0.02732276,0.4616086
ERR4281560,0.10762498,0.6877412,0.029703414,0.06851931,0.054310653,0.05210045
ERR4281561,0.6774968,0.11583581,0.11938055,0.03651527,0.013491308,0.037280317
ERR4281562,0.14146577,0.283605,0.025363699,0.33068302,0.009789746,0.2090928
ERR4281563,0.08082706,0.023481706,0.8153174,0.012294334,0.04770292,0.020376584
ERR4281564,0.05883043,0.08790481,0.07040469,0.2418128,0.068359345,0.47268796
ERR4281565,0.005797532,0.014543689,0.040195994,0.012600854,0.8988728,0.027989177
ERR4281566,0.03780255,0.06424834,0.028367879,0.13906884,0.04285238,0.68766004
ERR4281567,0.07489075,0.023954982,0.8016289,0.013416009,0.066433586,0.019675838
ERR4281568,0.049987163,0.022571558,0.60609806,0.017597843,0.29107025,0.012675082
ERR4281569,0.5920053,0.08100407,0.105948724,0.14877838,0.0057232385,0.066540286
ERR4281570,0.07789442,0.022543265,0.81977594,0.012015454,0.04764459,0.020126363
ERR4281571,0.094718695,0.2570419,0.020619271,0.27290806,0.025118414,0.3295937
ERR4281572,0.08353828,0.019998541,0.73937654,0.016963504,0.119950905,0.020172102
ERR4281573,0.3426234,0.3963238,0.06986185,0.085039526,0.03592447,0.07022689
ERR4281574,0.009427028,0.01836141,0.03198444,0.019050011,0.8778597,0.043317415
ERR4281575,0.19522849,0.061848354,0.5772596,0.03695753,0.06879129,0.059914704
ERR4281576,0.08902432,0.23431215,0.043163706,0.2887033,0.042821005,0.3019756
ERR4281577,0.17790206,0.5944827,0.046704926,0.072037786,0.051621437,0.057251006
ERR4281578,0.08281592,0.020598222,0.79934025,0.013537935,0.06315005,0.020557603
ERR4281579,0.33365065,0.11632042,0.48025218,0.021076102,0.028444327,0.020256393
ERR4281580,0.519098,0.09737381,0.11627355,0.17850086,0.0051007723,0.083652996
ERR4281581,0.078238696,0.022653013,0.8192074,0.012056265,0.04767271,0.020172006
ERR4281582,0.0082370015,0.01722401,0.03415399,0.016988646,0.8850199,0.03837644
ERR4281583,0.06705011,0.030303821,0.778844,0.01475607,0.08968967,0.01935625
ERR4281584,0.020704087,0.052505158,0.009311636,0.03122176,0.04302839,0.843229
ERR4281585,0.006300815,0.013852232,0.045638908,0.012138863,0.8939261,0.02814314
ERR4281586,0.10759338,0.68761545,0.029696433,0.06869302,0.054228686,0.052172992
ERR4281587,0.1509941,0.27870047,0.030127715,0.34755504,0.009690392,0.1829323
ERR4281588,0.016653838,0.049171396,0.14582458,0.034512915,0.731056,0.022781268
ERR4281589,0.086471826,0.16058828,0.023528017,0.22380687,0.023302374,0.4823026
ERR4281590,0.00771875,0.016700301,0.035227366,0.016076813,0.88807076,0.036206055
ERR4281591,0.11045719,0.57004535,0.027973084,0.17308873,0.027135696,0.09130003
ERR4281592,0.07540787,0.031665333,0.7899021,0.01539533,0.062025584,0.02560378
ERR4281593,0.19367895,0.13692878,0.34987253,0.07674206,0.11239965,0.13037807
ERR4281594,0.09303288,0.101429954,0.39786112,0.054759208,0.28410435,0.06881247
ERR4281595,0.10841295,0.13691229,0.10698888,0.12821287,0.13789418,0.3815788
ERR4281596,0.13117823,0.27859697,0.13190652,0.14140785,0.11303108,0.20387933
ERR4281597,0.12507144,0.2846641,0.03679606,0.3041939,0.021769915,0.22750466
ERR4281598,0.0058271517,0.01431151,0.040654473,0.012444993,0.89880604,0.027955795
ERR4281599,0.041609112,0.046290122,0.037902497,0.20078342,0.049801398,0.6236135
ERR4281600,0.58118767,0.1553536,0.13242291,0.057055976,0.018904239,0.05507564
ERR4281601,0.083152056,0.025632035,0.78716516,0.014531606,0.068660624,0.020858526
ERR4281602,0.008351574,0.017339174,0.03392787,0.017189633,0.88433284,0.03885893
ERR4281603,0.020655978,0.04813377,0.0075672744,0.025533708,0.044663977,0.85344535
ERR4281604,0.12368105,0.23673384,0.027186131,0.32752666,0.015064002,0.2698083
ERR4281605,0.613915,0.14320862,0.114318065,0.06303952,0.016315658,0.049203012
ERR4281606,0.52810013,0.128819,0.09547659,0.16050015,0.010328727,0.07677542
ERR4281607,0.11746169,0.27676204,0.030445851,0.33687592,0.016917838,0.22153665
ERR4281608,0.10762498,0.6877412,0.029703414,0.06851931,0.054310653,0.05210045
ERR4281609,0.007973331,0.016960924,0.03468878,0.016526205,0.88657475,0.03727606
ERR4281610,0.07563855,0.022145415,0.8234989,0.011709515,0.047416266,0.019591378
ERR4281611,0.04778049,0.027272023,0.6483749,0.016905202,0.24606557,0.013601739
ERR4281612,0.14247125,0.51777947,0.029892022,0.17940369,0.023670454,0.10678315
ERR4281613,0.6901837,0.11182737,0.11438549,0.03495956,0.012592815,0.03605109
ERR4281614,0.57139224,0.10576245,0.22072321,0.038737006,0.022854403,0.040530752
ERR4281615,0.028390868,0.06292359,0.030065622,0.1188699,0.04123569,0.7185144
ERR4281616,0.07563284,0.022147382,0.8235151,0.011708249,0.047405243,0.019591229
ERR4281617,0.07948161,0.12217269,0.028295618,0.25586116,0.031107286,0.4830816
ERR4281618,0.0068631275,0.01844124,0.049701873,0.015152976,0.8820326,0.027808167
ERR4281619,0.022261556,0.07091031,0.023556596,0.07909969,0.036904734,0.7672671
ERR4281620,0.05752624,0.07767616,0.05882535,0.29603055,0.037810896,0.47213086
ERR4281621,0.24673446,0.08659904,0.5028056,0.04246137,0.06365948,0.057740092
ERR4281622,0.07562745,0.022148496,0.82352906,0.011707113,0.047397006,0.01959076
ERR4281623,0.07585648,0.022106757,0.82036567,0.01196044,0.050165307,0.019545339
ERR4281624,0.014860613,0.054258436,0.12895074,0.03641969,0.7424725,0.023037959
ERR4281625,0.020602962,0.04829836,0.0075614597,0.02565909,0.04469604,0.8531821
ERR4281626,0.64872473,0.12213261,0.13418728,0.040006343,0.015301831,0.039647218
ERR4281627,0.040097013,0.049871117,0.037354715,0.19670786,0.052063107,0.62390614
ERR4281628,0.4724417,0.10300082,0.31989253,0.036083784,0.02863597,0.039945155
ERR4281629,0.12584935,0.6593063,0.034124304,0.072723575,0.052724797,0.055271596
ERR4281630,0.0057908664,0.014506335,0.040308848,0.012558371,0.8988859,0.027949655
ERR4281631,0.07221061,0.11431192,0.08104125,0.35872903,0.030101294,0.34360594
ERR4281632,0.13549115,0.33622953,0.024242336,0.3350611,0.009934624,0.15904127
ERR4281633,0.35761154,0.11197086,0.38821754,0.041854244,0.04961002,0.0507358
ERR4281634,0.14624473,0.31741145,0.02599915,0.3283942,0.011430994,0.17051947
ERR4281635,0.0260105,0.0102330055,0.20867032,0.012148802,0.7159722,0.026965141
ERR4281636,0.024005424,0.09478951,0.041583214,0.2223137,0.12503383,0.49227428
ERR4281637,0.14277092,0.28662112,0.022956446,0.33461866,0.010450457,0.20258239
ERR4281638,0.08329483,0.021704325,0.7898941,0.014262679,0.07059405,0.02025005
ERR4281639,0.010978515,0.019677293,0.029680178,0.021625483,0.86840993,0.049628615
ERR4281640,0.04177946,0.04637885,0.03804649,0.201926,0.0497789,0.62209034
ERR4281641,0.14087021,0.03865397,0.71806544,0.01961765,0.05228003,0.030512584
ERR4281642,0.07562745,0.022148496,0.82352906,0.011707113,0.047397006,0.01959076
ERR4281643,0.1072842,0.16178071,0.1174002,0.09294725,0.21531256,0.30527505
ERR4281644,0.34851024,0.32338217,0.060506865,0.14636424,0.02028454,0.10095192
ERR4281645,0.07985064,0.021900883,0.809522,0.012821251,0.05582839,0.02007693
ERR4281646,0.16008063,0.29263404,0.026855145,0.34092763,0.008611038,0.17089161
ERR4281647,0.0075774677,0.016694907,0.036079902,0.01585737,0.88843656,0.035353824
ERR4281648,0.24418302,0.21987301,0.054021154,0.30047035,0.010639898,0.1708125
ERR4281649,0.09288001,0.24885033,0.03019736,0.3250158,0.025803177,0.27725336
ERR4281650,0.068593085,0.028597394,0.74633485,0.017245963,0.11821389,0.021014854
ERR4281651,0.5213182,0.14609726,0.10218538,0.14590411,0.014174556,0.07032058
ERR4281652,0.022202218,0.026966823,0.019870434,0.039164614,0.7988194,0.09297648
ERR4281653,0.021226944,0.04986117,0.0074613634,0.025847396,0.044166956,0.8514362
ERR4281654,0.06219774,0.03374241,0.74691373,0.01667018,0.12054774,0.019928286
ERR4281655,0.07553902,0.022173889,0.8235319,0.011707305,0.04746875,0.019579139
ERR4281656,0.19016545,0.05430384,0.64192235,0.024688045,0.053811558,0.035108738
ERR4281657,0.4455317,0.22154889,0.07812875,0.1451127,0.014483459,0.09519439
ERR4281658,0.057280473,0.11667381,0.557179,0.04044774,0.15908371,0.06933523
ERR4281659,0.07003512,0.10557254,0.04283486,0.27856576,0.032375257,0.4706165
ERR4281660,0.016218528,0.026337186,0.13975286,0.019605383,0.7642337,0.03385234
ERR4281661,0.1548083,0.2993253,0.023347013,0.34476277,0.007906412,0.16985019
ERR4281662,0.05203649,0.24728937,0.2105593,0.07572137,0.32506156,0.089331865
ERR4281663,0.075230815,0.02337075,0.81937265,0.012017534,0.050478604,0.01952964
ERR4281664,0.06769183,0.11252812,0.035968807,0.25104466,0.040073596,0.492693
ERR4281665,0.31881845,0.21685135,0.26519722,0.065262325,0.0672645,0.0666061
ERR4281666,0.10124645,0.41483688,0.022530003,0.31808266,0.012742979,0.13056102
ERR4281667,0.07490194,0.022421619,0.82002133,0.011992556,0.05120669,0.019455869
ERR4281668,0.023728421,0.027718114,0.019027658,0.041391514,0.78952205,0.09861221
ERR4281669,0.16048595,0.3101347,0.028173821,0.316072,0.010543773,0.17458974
ERR4281670,0.033103142,0.13407338,0.033450946,0.24387674,0.10319835,0.45229745
ERR4281671,0.5504361,0.18254231,0.09474196,0.089153014,0.01585804,0.06726871
ERR4281672,0.14267111,0.25492945,0.024398949,0.33183137,0.011414217,0.23475496
ERR4281673,0.005851008,0.0146129085,0.040031638,0.012700304,0.89857644,0.028227657
ERR4281674,0.041679814,0.046217844,0.037931096,0.20135504,0.049841054,0.6229752
ERR4281675,0.051384524,0.076898806,0.40887153,0.17279612,0.0713506,0.2186983
