Samples	ERR4281044	ERR4281047	ERR4281113	ERR4281126	ERR4281127	ERR4281136	ERR4281148	ERR4281153	ERR4281164	ERR4281226	ERR4281250	ERR4281289	ERR4281317	ERR4281332	ERR4281333	ERR4281373	ERR4281379	ERR4281400	ERR4281401	ERR4281537	ERR4281538	ERR4281579	ERR4281583	ERR4281604	ERR4281610	ERR4281662	ERR4281663	ERR4281677	ERR4281680	ERR4281704	ERR4281709	ERR4281712	ERR4281713	ERR4281716	ERR4281717	ERR4281719	ERR4281721	ERR4281724	ERR4281725	ERR4281729	ERR4281730	ERR4281731	ERR4281734	ERR4281736	ERR4281738	ERR4281740	ERR4281742	ERR4281745	ERR4281746	ERR4281748	ERR4281751	ERR4281754	ERR4281756	ERR4281758	ERR4281759	ERR4281761	ERR4281764	ERR4281765	ERR4281768	ERR4281770	ERR4281771	ERR4281773	ERR4281776	ERR4281777	ERR4281781	ERR4281782	ERR4281784	ERR4281785	ERR4281788	ERR4281789	ERR4281794	ERR4281795	ERR4281798	ERR4281799	ERR4281801	ERR4281803	ERR4281804	ERR4281806	ERR4281807	ERR4281812	ERR4281813	ERR4281815	ERR4281817	ERR4281821	ERR4281822	ERR4281826	ERR4281827	ERR4281829	ERR4281830	ERR4281831	ERR4281832	ERR4281837	ERR4281838	ERR4281840	ERR4281842	ERR4281845	ERR4281846	ERR4281848	ERR4281852	ERR4281853	ERR4281855	ERR4281858	ERR4281860	ERR4281861	ERR4281862	ERR4281863	ERR4281866	ERR4281867	ERR4281869	ERR4281872	ERR4281877	ERR4281878	ERR4281881	ERR4281883	ERR4281884	ERR4281886	ERR4281889	ERR4281890	ERR4281893	ERR4281894	ERR4281897	ERR4281900	ERR4281901	ERR4281905	ERR4281907	ERR4281910	ERR4281912	ERR4281913	ERR4281915	ERR4281922	ERR4281925	ERR4281928	ERR4281929	ERR4281933	ERR4281934	ERR4281937	ERR4281940	ERR4281941	ERR4281945	ERR4281946	ERR4281948	ERR4281951	ERR4281952	ERR4281954	ERR4281959	ERR4281962	ERR4281963	ERR4281965	ERR4281966	ERR4281967	ERR4281969	ERR4281970	ERR4281974	ERR4281975	ERR4281978	ERR4281981	ERR4281982	ERR4281985	ERR4281986	ERR4281991	ERR4281992	ERR4281997	ERR4281998	ERR4282000	ERR4282003	ERR4282004	ERR4282007	ERR4282008	ERR4282010	ERR4282012	ERR4282013	ERR4282014	ERR4282017	ERR4282019	ERR4282020	ERR4282024	ERR4282025	ERR4282030	ERR4282031	ERR4282033	ERR4282035	ERR4282036	ERR4282038	ERR4282041	ERR4282042	ERR4282045	ERR4282046	ERR4282049	ERR4282050	ERR4282053	ERR4282056	ERR4282059	ERR4282060	ERR4282064	ERR4282065	ERR4282068	ERR4282069	ERR4282071	ERR4282074	ERR4282075	ERR4282077	ERR4282082	ERR4282083	ERR4282085	ERR4282089	ERR4282090	ERR4282094	ERR4282095	ERR4282100	ERR4282101	ERR4282103	ERR4282106	ERR4282107	ERR4282111	ERR4282112	ERR4282114	ERR4282117	ERR4282118	ERR4282120	ERR4282123	ERR4282124	ERR4282126	ERR4282128	ERR4282130	ERR4282131	ERR4282135	ERR4282136	ERR4282137	ERR4282140	ERR4282141	ERR4282142	ERR4282145	ERR4282146	ERR4282148	ERR4282149	ERR4282151	ERR4282153	ERR4282157	ERR4282158	ERR4282163	ERR4282164	ERR4282168	ERR4282170	ERR4282173	ERR4282175	ERR4282177	ERR4282178	ERR4282182	ERR4282183	ERR4282188	ERR4282189	ERR4282191	ERR4282192	ERR4282194	ERR4282195	ERR4282197	ERR4282201	ERR4282202	ERR4282205	ERR4282207	ERR4282211	ERR4282212	ERR4282216	ERR4282217	ERR4282219	ERR4282220	ERR4282222	ERR4282223	ERR4282228	ERR4282229	ERR4282231	ERR4282234	ERR4282235	ERR4282239	ERR4282240	ERR4282242	ERR4282244	ERR4282245	ERR4282249	ERR4282250	ERR4282252	ERR4282253	ERR4282255	ERR4282258	ERR4282259	ERR4282263	ERR4282264	ERR4282266	ERR4282269	ERR4282272	ERR4282273	ERR4282275	ERR4282279	ERR4282280	ERR4282282	ERR4282285	ERR4282286	ERR4282288	ERR4282290	ERR4282292	ERR4282293	ERR4282294	ERR4282296	ERR4282297	ERR4282299	ERR4282303	ERR4282304	ERR4282305	ERR4282308	ERR4282309	ERR4282311	ERR4282313	ERR4282314	ERR4282317	ERR4282319	ERR4282320	ERR4282322	ERR4282325	ERR4282328	ERR4282329	ERR4282331	ERR4282334	ERR4282335	ERR4282337	ERR4282340	ERR4282341	ERR4282343	ERR4282346	ERR4282347	ERR4282349	ERR4282352	ERR4282353	ERR4282354	ERR4282356	ERR4282357	ERR4282359	ERR4282360	ERR4282364	ERR4282366	ERR4282367	ERR4282369	ERR4282370	ERR4282373	ERR4282377	ERR4282380	ERR4282381	ERR4282384	ERR4282385	ERR4282388	ERR4282389	ERR4282391	ERR4282393	ERR4282394	ERR4282397	ERR4282399	ERR4282400	ERR4282405	ERR4282406	ERR4282407	ERR4282409	ERR4282412	ERR4282413	ERR4282415	ERR4282418	ERR4282419	ERR4282421	ERR4282423	ERR4282424	ERR4282426	ERR4282428	ERR4282429	ERR4282432	ERR4282433	ERR4282435	ERR4282436	ERR4282437	ERR4282438	ERR4282440	ERR4282443	ERR4282444	ERR4282447	ERR4282448	ERR4282450	ERR4282453	ERR4282454	ERR4282456	ERR4282458	ERR4282462	ERR4282464	ERR4282466	ERR4282467	ERR4282468	ERR4282469	ERR4282474	ERR4282475	ERR4282478	ERR4282479	ERR4282483	ERR4282487	ERR4282488	ERR4282492	ERR4282493	ERR4282497	ERR4282498	ERR4282500	ERR4282502	ERR4282504	ERR4282505	ERR4282508	ERR4282510	ERR4282512	ERR4282515	ERR4282518	ERR4282519	ERR4282521	ERR4282537	ERR4282547	ERR4282560	ERR4282561	ERR4282566	ERR4282568	ERR4282570	ERR4282571	ERR4282572	ERR4282575	ERR4282578	ERR4282581	ERR4282582	ERR4282584	ERR4282587	ERR4282588	ERR4282589	ERR4282592	ERR4282598	ERR4282599	ERR4282602	ERR4282605	ERR4282606	ERR4282615	ERR4282616	ERR4282618	ERR4282622	ERR4282625	ERR4282626	ERR4282627	ERR4282632	ERR4282633	ERR4282635	ERR4282645	ERR4282647	ERR4282650	ERR4282651	ERR4282653	ERR4282655	ERR4282659	ERR4282665	ERR4282666	ERR4282670	ERR4282671	ERR4282673	ERR4282677	ERR4282678	ERR4282686	ERR4282687	ERR4282688	ERR4282691	ERR4282693	ERR4282695	ERR4282696	ERR4282700	ERR4282707	ERR4282709	ERR4282712	ERR4282714	ERR4282717	ERR4282723	ERR4282728	ERR4282729	ERR4282733	ERR4282734	ERR4282736	ERR4282738	ERR4282749	ERR4282750	ERR4282752	ERR4282753	ERR4282755	ERR4282756	ERR4282758	ERR4282761	ERR4282762	ERR4282775	ERR4282776	ERR4282780	ERR4282781	ERR4282783	ERR4282785	ERR4282789	ERR4282792	ERR4282793	ERR4282802	ERR4282803	ERR4282804	ERR4282805	ERR4282809	ERR4282812	ERR4282813	ERR4282820	ERR4282821	ERR4282826	ERR4282827	ERR4282831	ERR4282832	ERR4282835	ERR4282836	ERR4282840	ERR4282841	ERR4282843	ERR4282858	ERR4282859	ERR4282861	ERR4282862	ERR4282864	ERR4282871	ERR4282872	ERR4282875	ERR4282877	ERR4282878	ERR4282880	ERR4282886	ERR4282887	ERR4282890	ERR4282894	ERR4282895	ERR4282896	ERR4282900	ERR4282901	ERR4282904	ERR4282906	ERR4282907	ERR4282911	ERR4282912	ERR4282916	ERR4282917	ERR4282918	ERR4282919	ERR4282923	ERR4282924	ERR4282927	ERR4282928	ERR4282930	ERR4282932	ERR4282934	ERR4282936	ERR4282937	ERR4282941	ERR4282942	ERR4282946	ERR4282949	ERR4282951	ERR4282952	ERR4282959	ERR4282960	ERR4282964	ERR4282965	ERR4282969	ERR4282971	ERR4282975	ERR4282976	ERR4282980	ERR4282981	ERR4282984	ERR4282985	ERR4282987	ERR4282990	ERR4282991	ERR4282993	ERR4282996	ERR4283000	ERR4283002	ERR4283005	ERR4283006	ERR4283008	ERR4283010	ERR4283012	ERR4283013	ERR4283017	ERR4283018	ERR4283020	ERR4283023	ERR4283024	ERR4283026	ERR4283030	ERR4283031	ERR4283035	ERR4283037	ERR4283039	ERR4283041	ERR4283042	ERR4283044	ERR4283047	ERR4283050
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044129383597014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1567289523409615	0.0	0.0077682832094107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000102675729511	0.0	0.0	0.0	0.0	0.0006095156143558	0.0004408893367764	0.0	0.0	0.0	0.7780945773075172	0.0	0.0	0.0	0.0462797238557913	0.0	0.0	0.0	0.0	0.0	0.0	0.0013407783303066	0.0	0.0	0.0001430546945782	8.078849571820973e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003231117197236	0.0	0.0	0.0	0.0611515438611601	0.0	0.0	0.0	0.4239693391340377	0.0	0.0	0.0002307088915206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012162302039126	0.0	0.0	0.0	0.0	0.0	0.0	0.0090298789712556	0.0	0.2713869175331463	0.0	0.0	0.0002194688852975	0.0	0.0	0.0	0.3824933358130308	0.0	0.0	0.0	0.0	0.0012634770889487	0.0	0.0	0.0023498906085406	0.0	0.0	0.0	0.0	0.0	0.0005290655379935	0.0	0.0740717853648488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000713378068083	0.0	0.0	0.0	0.0	0.0	0.5597387442870572	0.0	0.0	0.0	0.0	0.0	0.0	0.4426360619026672	0.0	0.0	0.0	0.0	0.0	0.0019072475406544	0.0	0.0	0.0003781433163168	0.0	0.0	0.0	0.0	0.0	0.0005456911388154	0.0	0.0	0.0730629739531816	0.0	0.0	0.0	0.0	0.0	0.0	0.4167004130558029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1990299130911856	0.0	0.0016716196136701	0.0	0.0	0.0	0.0009116693679092	0.0	0.0	0.0	0.0080450522928399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019783544745723	0.0	0.0	0.0	0.0	0.0015856027272366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002519339636622	0.0	0.0	0.0	0.0008607498087222	0.0	0.3132671639161332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0214221303362878	0.0	0.0	0.0	0.5241641146117381	0.0	0.0	0.0	0.0	0.0	0.0824524312896406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002392401732098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009297136481963	0.0	0.0	0.0	0.0	0.0	0.0018319811567652	0.0	0.0	0.0020187380299187	0.0	0.0	0.0	0.0	0.5150816999255662	0.0	0.0	0.0357321478188385	0.0	0.0	0.0	0.0	0.0004932182490752	0.4913138134802506	0.0033283408221001	0.0005701926858041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036813922356091	0.0	0.0	0.0	0.1392777705089624	0.0	0.0	0.0	0.0	5.923117929277972e-05	0.0	0.0	0.0	0.2896208569783699	0.0	0.0	0.0	0.000611620795107	0.0002147939320714	0.0	0.0	0.0	0.0	0.0	0.0025336054613273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022658121318055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1780776199103652	0.0	0.0	0.0	0.0006569377316878	0.0	0.2234106605277138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014222222222222	0.0	0.0004201974928216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135793871866295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011918144019935	0.0	0.0	0.0	0.0	0.0	0.0	0.0002487455504567	0.0	0.0	0.0001905850962454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004359075313572	0.000874938480888	0.0034675580269282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029927575267851	0.0	0.4093260782302306	0.0	0.0	0.0	0.0	0.0	0.0027985074626865	0.0	0.5832400259296364	0.0	0.0	0.0	0.0208123764265149	0.0	0.0036068214448296	0.0012858979854264	0.0	0.0	0.0018706655310865	0.0	0.0008423036290437	0.0	0.0	0.0	0.4013433271683053	0.0	0.0	0.0	0.0	0.3380981976382846	0.0	0.163163097199341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001832592660466	0.0002714735584754	0.0	0.0002682926829268	0.0435980957153595	0.0	0.0	0.0	0.0	0.0	0.0	0.0016666666666666	0.0319723673722433	0.0	0.0	0.0	0.0	0.0004512008885186	0.076202272604879	0.0	0.0	0.0	0.0	0.0	0.0004790419161676	0.0009406747773736	0.0	0.0025512487691343	0.0	0.0141877813300249	0.0	0.0	0.0	0.0	0.0	0.0	0.0056508577194752	0.0004793863854266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001691141238479	0.032382916152585	0.0	0.0006596640787537	0.0	0.0	0.0	0.0	0.0	0.1791257522964839	0.0	0.0	0.0035294117647058	0.0	0.0	0.0009552757273122	0.0	0.0	0.0001414677276746	0.0006404722786889	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.0001048694375502	0.0	0.0815737380402507	0.152399171050534	8.927774305865548e-05	0.0	0.1335470085470085	0.0	0.0	0.0	0.0003236245954692	0.0	0.0001126443255421	0.0982592762253779	0.0	0.1218238158477202	0.0001699042872515	0.2423392749849789	0.0	0.0	0.0006838074398249	0.0085371276122721	0.0	0.0200104251129387	0.0	0.1478469398394328	0.0	0.0803743315508021	0.0	0.0	0.0	0.0002273631558006	0.0004884303071005	0.0061450976795377	8.201875495529977e-05	0.0005785740948114	0.0	0.1580710611994526	0.0	0.0866749688667496	0.0003484754200373	0.000192478887472	0.0001099414561745	0.0	0.0	0.0004063755813428	0.0	0.1110767087235854	0.0001261272624077	0.0	0.0	0.0	0.1173632125623619	0.1307999160193155	0.0	0.0048829208744867	0.2022376894555389	0.0	0.0	0.0539652339358298	0.0	0.0	0.0669842463749947	0.0	0.2558953293777575	0.0003930405617859	0.0001587553579933	0.0003610760064993	0.0109721867823424	0.0	0.0033339623828395	0.000675349734684	0.2234130255564715	0.0	0.0	0.0209961507057039	0.0	0.0319116167320368	0.0	0.1403821656050955	0.0013711151736745	0.0	0.0251335556272632	0.0285318385085343	0.0	0.0	0.0001052742393936	0.0537499186921359	9.570293808019906e-05	0.1228343998751365	0.0	0.1265660956277167	0.0	6.264094211976948e-05	0.0056411747601046	0.2720219509887406	0.0	0.0	0.0118633424415743	0.0019935481532494	0.0	0.0003814791855419	0.0060187429310066	0.0012474012474012	0.0	8.293593199253575e-05	0.223897675837868	0.0	0.0	0.0	0.2195829555757026	0.0	0.0497227997227997	0.1520629921259842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0623857158223082	0.0	0.0001561564687817	0.0	0.0	0.1245719454674678	0.0	0.0	0.0204556220662331	0.0	0.062689693118688	0.0	0.0665216490573855	0.0003599280143971	0.0	0.0443576295430425	0.0	0.0371452991452991	0.0	0.0	0.0635647326294808	0.0	0.0	0.0	0.0	0.0	0.1287624758373111	0.1614360162130863	0.0	0.0	0.0	0.0414145234493192	0.0	0.0	0.0	0.0	0.0521338361165978	0.0	0.0707661871986151	0.0029677686520808	0.0375054243382307	0.0034862607432514	0.0	0.0	0.0	0.1075640161725067	0.0	0.0923694779116465	0.0	0.0	0.0	0.0	0.0044267374944665	0.0	0.0316777990873619	0.0	0.0410010814151089	0.0	0.0022855641665572	0.013306315433975	0.0	0.0	0.0	0.0	0.0317899101589495	0.0	0.0	0.0004958911873051	0.0	0.0	0.0711160092055362	0.0	0.0274290938875026	0.0	0.0	0.0	0.0	0.0956132282960771	0.0	0.0	0.069585448392555	0.0	0.0	0.0	0.0	0.0	0.0007090187180941	0.0013664019799938	0.0	0.0	0.0908864360846044	0.0	0.0563321160223313	0.0	0.0	0.0179360369271348	0.0	0.0	0.121128916096507	0.0	0.0	0.0	0.0380659269458168	0.0	0.056788417810782	0.0	0.0	0.0244239376692269	0.0004747661776575	0.0	0.0697514931607626	0.0	0.0014115898959881	0.0	0.1478678163161796	0.0007259528130671	0.0	0.0	0.1082617157225772	0.0	0.0	0.0	0.0	0.0	0.1635231095054192	0.0	0.1087185843508531	0.0	0.0064005585942045	0.0	0.0	0.0	0.0	0.002378404090855	0.0	0.0381877413127413	0.0	0.0	0.0754088785046729	0.0500891967657484	0.0	0.0	0.0	0.0682799477859222	0.0	0.0219730298393267	0.0	0.074235038468315	0.0	0.0	0.0053201082055906	0.0	0.0761176551629124	0.0	0.0	0.0	0.0004753755466818	0.0	0.0182503954252342	0.1352982380516191	0.0	0.0	0.1291064553227661	0.0	0.1546176347680735	0.0	0.0	0.0	0.087636867055418	0.0	0.0	0.0628767937505307	0.0	0.0	0.0414184124543532	0.0	0.002233888082207	0.2628152969894223	0.0	0.0	0.0	0.0421444321940463	0.0	0.0	0.0210077959052035	0.0	0.0018992770493812	0.1704107753774013	0.0	0.0011353795824112	0.0327652846099789	0.000250556792873	0.1836462378074003	0.0	0.0	0.0	0.0025940337224383	0.1885940146809712	0.0	0.0	0.0339242180075203	0.0	0.0	0.0027105279369186	0.0	0.0	0.0	0.0	0.0073872472783825	0.0166157668616388	0.0	0.0	0.0	0.0	0.0183957749973416	0.0	0.0	0.0620450125034731	0.0	0.0194518125552608	0.0	0.0485127478753541	0.0084258117550349	0.0488292531212511	0.0	0.1471293747542273	0.0	0.0265948493519609	0.0	0.0	0.0	0.0	0.0063795853269537	0.0947195330451164	0.0	0.0256860776439089	0.0	0.0	0.0	0.1609315713724977	0.0	0.0	0.0814092216997684	0.0	0.0	0.0	0.0	0.0	0.0293198453820215	0.0	0.0	0.0	0.0620795107033639	0.0	0.0155396683546817	0.0	0.0	0.0832364254405581	0.0	0.061510310366669	0.0	0.0	0.0347829989677303	0.0	0.0	0.0003104801151598	0.0712758374910905	0.0477762672363565	0.1085400922891727	0.0013507429085997	0.0890530664124563	0.0	0.0344249234768753	0.0	0.0	0.0005741885364947	0.0	0.0987484999142808	0.0	0.0378087155525889	0.0	0.0447910508844527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058249050917205	0.0	0.0	0.0	0.1660698412698412	0.0777515773373271	0.0	0.0	0.1447942643391521	0.0	0.0001369529490535	0.0	0.0	0.0100432295532946	0.1057315393579828	0.0	0.0010072183985227	0.1505936422826503	0.0	0.0	0.0	0.0197486535008976	0.0	0.0	0.0266558341070875	0.0	0.1071473119620805	0.0	0.0965465324174273	0.0206675045384722	0.0071895093919295	0.0	0.0	0.0184731232309004	0.0	0.0	0.0	0.0	0.1087259950907253	0.0	0.0	0.0647937044936383	0.0	0.051521504351693	0.0	0.0	0.0	0.0	0.0520425802929669	0.0	0.0	0.0	0.0	0.0	0.2267562855053715	0.0631413937040885	0.0013432882446658	0.0	0.0	0.0002139220468061	0.0	0.088874382169169	0.1071393595142493	0.0945296543991029	0.0545280421380259	0.0	0.1584675081396904	0.0236728518666844	0.0	0.0	0.0	0.0	0.0	0.0	0.0334138723554717	0.0	0.0	0.0	0.0045093482257449	0.0162428937339913	0.0035718037608992	0.106943849121303	0.0	0.0653291536050156	0.0	0.0	0.0659709333866316	0.0	0.0186498555292881	0.0	0.0942113631201531	0.0	0.0	0.0	0.003853394517002	0.0852703542573026	0.0	0.1031301482701812	0.0	0.0162691194178985	0.0	0.0607639742392212	0.0	0.0	0.0	0.0	0.0	0.0	0.1012474615607774	0.0018602540834845	0.0007046250807382	0.0999302811991633	0.0	0.007050676739062	0.0517794632438739	0.0031596260387811	0.0	0.0957704593016852	0.0	0.0346400260614616	0.0133924361029897	0.0	0.0220496116261588	0.035471219287115	0.0	0.1653620352250489	0.0	0.0	0.1648865954638185	0.0	0.0943229120538482	0.0	0.2002593417832487	0.0	0.0	0.0059350270720533	0.0891808928859927	0.0	0.0	0.0	0.040907445396404	0.1167182850549584	0.0	0.1782892261382165	0.0	0.0623041804672813	0.0	0.0084617709277727	0.0	0.1130240425274858	0.0	0.3037383177570093	0.0	0.0	0.0	0.150287631831256	0.0072094588099586	0.0014210432826099	0.0	0.2136836886465047	0.0	0.0	0.0	0.0	0.0	0.0086811916908593	0.1807257423901837	0.0	0.0953975744659258	0.0	0.0	0.0	0.0	0.0	0.0426489886420199	0.0028312796586513	0.0010126166561755	0.0139215686274509	0.0	0.0	0.1261398176291793	0.006123230003827	0.0112211484705694	0.0	0.020230570020328	0.0689798462497402	0.0	0.0	0.1854967430223028	0.0
