t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,251,0,2,0.0079,1.0,0.0,1.0,1.0,1.0,0.0079,0.0157,0.614,0.0278
0.01,8,243,0,2,0.0395,1.0,0.0319,1.0,0.9681,1.0,0.0082,0.0162,0.614,0.0278
0.02,64,187,0,2,0.2609,1.0,0.255,1.0,0.745,1.0,0.0106,0.0209,0.614,0.0278
0.03,110,140,0,2,0.4444,1.0,0.44,1.0,0.56,1.0,0.0141,0.0278,0.614,0.0278
0.04,138,113,1,1,0.5494,0.5,0.5498,0.5,0.4502,0.5,0.0088,0.0172,0.614,0.0278
0.05,159,91,1,1,0.6349,0.5,0.636,0.5,0.364,0.5,0.0109,0.0213,0.614,0.0278
0.06,171,79,1,1,0.6825,0.5,0.684,0.5,0.316,0.5,0.0125,0.0244,0.614,0.0278
0.07,176,75,1,1,0.6996,0.5,0.7012,0.5,0.2988,0.5,0.0132,0.0256,0.614,0.0278
0.08,182,69,1,1,0.7233,0.5,0.7251,0.5,0.2749,0.5,0.0143,0.0278,0.614,0.0278
0.09,186,65,2,0,0.7352,0.0,0.741,0.0,0.259,0.0,0.0,,0.614,0.0278
0.1,186,65,2,0,0.7352,0.0,0.741,0.0,0.259,0.0,0.0,,0.614,0.0278
0.11,193,58,2,0,0.7628,0.0,0.7689,0.0,0.2311,0.0,0.0,,0.614,0.0278
0.12,200,51,2,0,0.7905,0.0,0.7968,0.0,0.2032,0.0,0.0,,0.614,0.0278
0.13,201,50,2,0,0.7945,0.0,0.8008,0.0,0.1992,0.0,0.0,,0.614,0.0278
0.14,205,46,2,0,0.8103,0.0,0.8167,0.0,0.1833,0.0,0.0,,0.614,0.0278
0.15,211,40,2,0,0.834,0.0,0.8406,0.0,0.1594,0.0,0.0,,0.614,0.0278
0.16,213,38,2,0,0.8419,0.0,0.8486,0.0,0.1514,0.0,0.0,,0.614,0.0278
0.17,214,36,2,0,0.8492,0.0,0.856,0.0,0.144,0.0,0.0,,0.614,0.0278
0.18,214,36,2,0,0.8492,0.0,0.856,0.0,0.144,0.0,0.0,,0.614,0.0278
0.19,214,36,2,0,0.8492,0.0,0.856,0.0,0.144,0.0,0.0,,0.614,0.0278
0.2,214,36,2,0,0.8492,0.0,0.856,0.0,0.144,0.0,0.0,,0.614,0.0278
0.21,214,36,2,0,0.8492,0.0,0.856,0.0,0.144,0.0,0.0,,0.614,0.0278
0.22,217,34,2,0,0.8577,0.0,0.8645,0.0,0.1355,0.0,0.0,,0.614,0.0278
0.23,218,33,2,0,0.8617,0.0,0.8685,0.0,0.1315,0.0,0.0,,0.614,0.0278
0.24,220,31,2,0,0.8696,0.0,0.8765,0.0,0.1235,0.0,0.0,,0.614,0.0278
0.25,221,29,2,0,0.877,0.0,0.884,0.0,0.116,0.0,0.0,,0.614,0.0278
0.26,224,27,2,0,0.8854,0.0,0.8924,0.0,0.1076,0.0,0.0,,0.614,0.0278
0.27,228,22,2,0,0.9048,0.0,0.912,0.0,0.088,0.0,0.0,,0.614,0.0278
0.28,230,21,2,0,0.9091,0.0,0.9163,0.0,0.0837,0.0,0.0,,0.614,0.0278
0.29,230,21,2,0,0.9091,0.0,0.9163,0.0,0.0837,0.0,0.0,,0.614,0.0278
0.3,234,16,2,0,0.9286,0.0,0.936,0.0,0.064,0.0,0.0,,0.614,0.0278
0.31,234,16,2,0,0.9286,0.0,0.936,0.0,0.064,0.0,0.0,,0.614,0.0278
0.32,236,15,2,0,0.9328,0.0,0.9402,0.0,0.0598,0.0,0.0,,0.614,0.0278
0.33,238,13,2,0,0.9407,0.0,0.9482,0.0,0.0518,0.0,0.0,,0.614,0.0278
0.34,238,13,2,0,0.9407,0.0,0.9482,0.0,0.0518,0.0,0.0,,0.614,0.0278
0.35,238,13,2,0,0.9407,0.0,0.9482,0.0,0.0518,0.0,0.0,,0.614,0.0278
0.36,239,11,2,0,0.9484,0.0,0.956,0.0,0.044,0.0,0.0,,0.614,0.0278
0.37,239,11,2,0,0.9484,0.0,0.956,0.0,0.044,0.0,0.0,,0.614,0.0278
0.38,242,9,2,0,0.9565,0.0,0.9641,0.0,0.0359,0.0,0.0,,0.614,0.0278
0.39,242,9,2,0,0.9565,0.0,0.9641,0.0,0.0359,0.0,0.0,,0.614,0.0278
0.4,243,8,2,0,0.9605,0.0,0.9681,0.0,0.0319,0.0,0.0,,0.614,0.0278
0.41,243,8,2,0,0.9605,0.0,0.9681,0.0,0.0319,0.0,0.0,,0.614,0.0278
0.42,244,7,2,0,0.9644,0.0,0.9721,0.0,0.0279,0.0,0.0,,0.614,0.0278
0.43,244,7,2,0,0.9644,0.0,0.9721,0.0,0.0279,0.0,0.0,,0.614,0.0278
0.44,245,5,2,0,0.9722,0.0,0.98,0.0,0.02,0.0,0.0,,0.614,0.0278
0.45,245,5,2,0,0.9722,0.0,0.98,0.0,0.02,0.0,0.0,,0.614,0.0278
0.46,245,5,2,0,0.9722,0.0,0.98,0.0,0.02,0.0,0.0,,0.614,0.0278
0.47,246,4,2,0,0.9762,0.0,0.984,0.0,0.016,0.0,0.0,,0.614,0.0278
0.48,246,4,2,0,0.9762,0.0,0.984,0.0,0.016,0.0,0.0,,0.614,0.0278
0.49,246,4,2,0,0.9762,0.0,0.984,0.0,0.016,0.0,0.0,,0.614,0.0278
0.5,246,4,2,0,0.9762,0.0,0.984,0.0,0.016,0.0,0.0,,0.614,0.0278
0.51,246,4,2,0,0.9762,0.0,0.984,0.0,0.016,0.0,0.0,,0.614,0.0278
0.52,248,3,2,0,0.9802,0.0,0.988,0.0,0.012,0.0,0.0,,0.614,0.0278
0.53,248,3,2,0,0.9802,0.0,0.988,0.0,0.012,0.0,0.0,,0.614,0.0278
0.54,248,3,2,0,0.9802,0.0,0.988,0.0,0.012,0.0,0.0,,0.614,0.0278
0.55,249,2,2,0,0.9842,0.0,0.992,0.0,0.008,0.0,0.0,,0.614,0.0278
0.56,249,2,2,0,0.9842,0.0,0.992,0.0,0.008,0.0,0.0,,0.614,0.0278
0.57,249,2,2,0,0.9842,0.0,0.992,0.0,0.008,0.0,0.0,,0.614,0.0278
0.58,249,2,2,0,0.9842,0.0,0.992,0.0,0.008,0.0,0.0,,0.614,0.0278
0.59,250,1,2,0,0.9881,0.0,0.996,0.0,0.004,0.0,0.0,,0.614,0.0278
0.6,250,1,2,0,0.9881,0.0,0.996,0.0,0.004,0.0,0.0,,0.614,0.0278
