t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,199,0,54,0.2134,1.0,0.0,1.0,1.0,1.0,0.2134,0.3518,0.6815,0.486
0.01,10,188,3,51,0.2421,0.9444,0.0505,0.9444,0.9495,0.9444,0.2134,0.3481,0.6815,0.486
0.02,50,149,9,45,0.3755,0.8333,0.2513,0.8333,0.7487,0.8333,0.232,0.3629,0.6815,0.486
0.03,76,122,10,44,0.4762,0.8148,0.3838,0.8148,0.6162,0.8148,0.2651,0.4,0.6815,0.486
0.04,103,95,13,41,0.5714,0.7593,0.5202,0.7593,0.4798,0.7593,0.3015,0.4316,0.6815,0.486
0.05,121,77,16,38,0.631,0.7037,0.6111,0.7037,0.3889,0.7037,0.3304,0.4497,0.6815,0.486
0.06,128,70,19,35,0.6468,0.6481,0.6465,0.6481,0.3535,0.6481,0.3333,0.4403,0.6815,0.486
0.07,135,63,20,34,0.6706,0.6296,0.6818,0.6296,0.3182,0.6296,0.3505,0.4503,0.6815,0.486
0.08,143,56,21,33,0.6957,0.6111,0.7186,0.6111,0.2814,0.6111,0.3708,0.4615,0.6815,0.486
0.09,147,51,23,31,0.7063,0.5741,0.7424,0.5741,0.2576,0.5741,0.378,0.4559,0.6815,0.486
0.1,153,45,26,28,0.7183,0.5185,0.7727,0.5185,0.2273,0.5185,0.3836,0.4409,0.6815,0.486
0.11,155,44,26,28,0.7233,0.5185,0.7789,0.5185,0.2211,0.5185,0.3889,0.4444,0.6815,0.486
0.12,157,41,26,28,0.7341,0.5185,0.7929,0.5185,0.2071,0.5185,0.4058,0.4553,0.6815,0.486
0.13,160,38,27,27,0.7421,0.5,0.8081,0.5,0.1919,0.5,0.4154,0.4538,0.6815,0.486
0.14,171,27,28,26,0.7817,0.4815,0.8636,0.4815,0.1364,0.4815,0.4906,0.486,0.6815,0.486
0.15,172,26,31,23,0.7738,0.4259,0.8687,0.4259,0.1313,0.4259,0.4694,0.4466,0.6815,0.486
0.16,175,23,31,23,0.7857,0.4259,0.8838,0.4259,0.1162,0.4259,0.5,0.46,0.6815,0.486
