t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,243,0,9,0.0357,1.0,0.0,1.0,1.0,1.0,0.0357,0.069,0.896,0.7368
0.01,151,91,1,8,0.6335,0.8889,0.624,0.8889,0.376,0.8889,0.0808,0.1481,0.896,0.7368
0.02,181,61,1,8,0.753,0.8889,0.7479,0.8889,0.2521,0.8889,0.1159,0.2051,0.896,0.7368
0.03,200,42,2,7,0.8247,0.7778,0.8264,0.7778,0.1736,0.7778,0.1429,0.2414,0.896,0.7368
0.04,209,33,2,7,0.8606,0.7778,0.8636,0.7778,0.1364,0.7778,0.175,0.2857,0.896,0.7368
0.05,211,31,2,7,0.8685,0.7778,0.8719,0.7778,0.1281,0.7778,0.1842,0.2979,0.896,0.7368
0.06,215,27,2,7,0.8845,0.7778,0.8884,0.7778,0.1116,0.7778,0.2059,0.3256,0.896,0.7368
0.07,217,25,2,7,0.8924,0.7778,0.8967,0.7778,0.1033,0.7778,0.2188,0.3415,0.896,0.7368
0.08,221,21,2,7,0.9084,0.7778,0.9132,0.7778,0.0868,0.7778,0.25,0.3784,0.896,0.7368
0.09,221,21,2,7,0.9084,0.7778,0.9132,0.7778,0.0868,0.7778,0.25,0.3784,0.896,0.7368
0.1,222,20,2,7,0.9124,0.7778,0.9174,0.7778,0.0826,0.7778,0.2593,0.3889,0.896,0.7368
0.11,225,18,2,7,0.9206,0.7778,0.9259,0.7778,0.0741,0.7778,0.28,0.4118,0.896,0.7368
0.12,226,16,2,7,0.9283,0.7778,0.9339,0.7778,0.0661,0.7778,0.3043,0.4375,0.896,0.7368
0.13,226,16,2,7,0.9283,0.7778,0.9339,0.7778,0.0661,0.7778,0.3043,0.4375,0.896,0.7368
0.14,226,16,2,7,0.9283,0.7778,0.9339,0.7778,0.0661,0.7778,0.3043,0.4375,0.896,0.7368
0.15,227,15,2,7,0.9323,0.7778,0.938,0.7778,0.062,0.7778,0.3182,0.4516,0.896,0.7368
0.16,227,15,2,7,0.9323,0.7778,0.938,0.7778,0.062,0.7778,0.3182,0.4516,0.896,0.7368
0.17,228,14,2,7,0.9363,0.7778,0.9421,0.7778,0.0579,0.7778,0.3333,0.4667,0.896,0.7368
0.18,228,14,2,7,0.9363,0.7778,0.9421,0.7778,0.0579,0.7778,0.3333,0.4667,0.896,0.7368
0.19,228,14,2,7,0.9363,0.7778,0.9421,0.7778,0.0579,0.7778,0.3333,0.4667,0.896,0.7368
0.2,228,14,2,7,0.9363,0.7778,0.9421,0.7778,0.0579,0.7778,0.3333,0.4667,0.896,0.7368
