t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,197,0,54,0.2151,1.0,0.0,1.0,1.0,1.0,0.2151,0.3541,0.9058,0.7015
0.01,0,197,0,54,0.2151,1.0,0.0,1.0,1.0,1.0,0.2151,0.3541,0.9058,0.7015
0.02,17,179,0,54,0.284,1.0,0.0867,1.0,0.9133,1.0,0.2318,0.3763,0.9058,0.7015
0.03,67,129,0,53,0.4819,1.0,0.3418,1.0,0.6582,1.0,0.2912,0.4511,0.9058,0.7015
0.04,103,93,1,52,0.6225,0.9811,0.5255,0.9811,0.4745,0.9811,0.3586,0.5253,0.9058,0.7015
0.05,119,77,1,52,0.6867,0.9811,0.6071,0.9811,0.3929,0.9811,0.4031,0.5714,0.9058,0.7015
0.06,127,69,2,51,0.7149,0.9623,0.648,0.9623,0.352,0.9623,0.425,0.5896,0.9058,0.7015
0.07,135,61,2,51,0.747,0.9623,0.6888,0.9623,0.3112,0.9623,0.4554,0.6182,0.9058,0.7015
0.08,142,54,4,49,0.7671,0.9245,0.7245,0.9245,0.2755,0.9245,0.4757,0.6282,0.9058,0.7015
0.09,153,43,6,47,0.8032,0.8868,0.7806,0.8868,0.2194,0.8868,0.5222,0.6573,0.9058,0.7015
0.1,157,39,6,47,0.8193,0.8868,0.801,0.8868,0.199,0.8868,0.5465,0.6763,0.9058,0.7015
0.11,158,38,6,47,0.8233,0.8868,0.8061,0.8868,0.1939,0.8868,0.5529,0.6812,0.9058,0.7015
0.12,162,34,6,47,0.8394,0.8868,0.8265,0.8868,0.1735,0.8868,0.5802,0.7015,0.9058,0.7015
0.13,164,32,8,45,0.8394,0.8491,0.8367,0.8491,0.1633,0.8491,0.5844,0.6923,0.9058,0.7015
0.14,165,31,9,44,0.8394,0.8302,0.8418,0.8302,0.1582,0.8302,0.5867,0.6875,0.9058,0.7015
0.15,165,31,10,43,0.8353,0.8113,0.8418,0.8113,0.1582,0.8113,0.5811,0.6772,0.9058,0.7015
0.16,166,30,12,41,0.8313,0.7736,0.8469,0.7736,0.1531,0.7736,0.5775,0.6613,0.9058,0.7015
0.17,167,29,13,40,0.8313,0.7547,0.852,0.7547,0.148,0.7547,0.5797,0.6557,0.9058,0.7015
0.18,167,29,13,40,0.8313,0.7547,0.852,0.7547,0.148,0.7547,0.5797,0.6557,0.9058,0.7015
0.19,168,28,13,40,0.8353,0.7547,0.8571,0.7547,0.1429,0.7547,0.5882,0.6612,0.9058,0.7015
0.2,168,28,13,40,0.8353,0.7547,0.8571,0.7547,0.1429,0.7547,0.5882,0.6612,0.9058,0.7015
0.21,169,27,13,40,0.8394,0.7547,0.8622,0.7547,0.1378,0.7547,0.597,0.6667,0.9058,0.7015
0.22,169,27,13,40,0.8394,0.7547,0.8622,0.7547,0.1378,0.7547,0.597,0.6667,0.9058,0.7015
0.23,169,27,13,40,0.8394,0.7547,0.8622,0.7547,0.1378,0.7547,0.597,0.6667,0.9058,0.7015
0.24,171,25,13,40,0.8474,0.7547,0.8724,0.7547,0.1276,0.7547,0.6154,0.678,0.9058,0.7015
0.25,171,25,14,39,0.8434,0.7358,0.8724,0.7358,0.1276,0.7358,0.6094,0.6667,0.9058,0.7015
0.26,171,25,14,39,0.8434,0.7358,0.8724,0.7358,0.1276,0.7358,0.6094,0.6667,0.9058,0.7015
0.27,171,25,14,39,0.8434,0.7358,0.8724,0.7358,0.1276,0.7358,0.6094,0.6667,0.9058,0.7015
0.28,171,25,16,37,0.8353,0.6981,0.8724,0.6981,0.1276,0.6981,0.5968,0.6435,0.9058,0.7015
0.29,171,25,16,37,0.8353,0.6981,0.8724,0.6981,0.1276,0.6981,0.5968,0.6435,0.9058,0.7015
0.3,172,24,16,37,0.8394,0.6981,0.8776,0.6981,0.1224,0.6981,0.6066,0.6491,0.9058,0.7015
0.31,173,23,16,37,0.8434,0.6981,0.8827,0.6981,0.1173,0.6981,0.6167,0.6549,0.9058,0.7015
0.32,173,23,16,37,0.8434,0.6981,0.8827,0.6981,0.1173,0.6981,0.6167,0.6549,0.9058,0.7015
0.33,174,22,16,37,0.8474,0.6981,0.8878,0.6981,0.1122,0.6981,0.6271,0.6607,0.9058,0.7015
0.34,174,22,16,37,0.8474,0.6981,0.8878,0.6981,0.1122,0.6981,0.6271,0.6607,0.9058,0.7015
0.35,174,22,16,37,0.8474,0.6981,0.8878,0.6981,0.1122,0.6981,0.6271,0.6607,0.9058,0.7015
0.36,174,22,16,37,0.8474,0.6981,0.8878,0.6981,0.1122,0.6981,0.6271,0.6607,0.9058,0.7015
0.37,175,21,16,37,0.8514,0.6981,0.8929,0.6981,0.1071,0.6981,0.6379,0.6667,0.9058,0.7015
0.38,175,21,16,37,0.8514,0.6981,0.8929,0.6981,0.1071,0.6981,0.6379,0.6667,0.9058,0.7015
0.39,175,21,16,37,0.8514,0.6981,0.8929,0.6981,0.1071,0.6981,0.6379,0.6667,0.9058,0.7015
0.4,175,21,16,37,0.8514,0.6981,0.8929,0.6981,0.1071,0.6981,0.6379,0.6667,0.9058,0.7015
0.41,175,21,16,37,0.8514,0.6981,0.8929,0.6981,0.1071,0.6981,0.6379,0.6667,0.9058,0.7015
0.42,175,21,16,37,0.8514,0.6981,0.8929,0.6981,0.1071,0.6981,0.6379,0.6667,0.9058,0.7015
0.43,175,21,16,37,0.8514,0.6981,0.8929,0.6981,0.1071,0.6981,0.6379,0.6667,0.9058,0.7015
0.44,175,21,17,36,0.8474,0.6792,0.8929,0.6792,0.1071,0.6792,0.6316,0.6545,0.9058,0.7015
0.45,175,21,17,36,0.8474,0.6792,0.8929,0.6792,0.1071,0.6792,0.6316,0.6545,0.9058,0.7015
0.46,176,20,17,36,0.8514,0.6792,0.898,0.6792,0.102,0.6792,0.6429,0.6606,0.9058,0.7015
0.47,177,19,18,35,0.8514,0.6604,0.9031,0.6604,0.0969,0.6604,0.6481,0.6542,0.9058,0.7015
0.48,177,19,18,35,0.8514,0.6604,0.9031,0.6604,0.0969,0.6604,0.6481,0.6542,0.9058,0.7015
0.49,178,18,19,34,0.8514,0.6415,0.9082,0.6415,0.0918,0.6415,0.6538,0.6476,0.9058,0.7015
