t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,211,0,40,0.1594,1.0,0.0,1.0,1.0,1.0,0.1594,0.2749,0.8093,0.5797
0.01,1,209,0,40,0.164,1.0,0.0048,1.0,0.9952,1.0,0.1606,0.2768,0.8093,0.5797
0.02,28,182,0,40,0.272,1.0,0.1333,1.0,0.8667,1.0,0.1802,0.3053,0.8093,0.5797
0.03,43,167,0,40,0.332,1.0,0.2048,1.0,0.7952,1.0,0.1932,0.3239,0.8093,0.5797
0.04,54,156,0,40,0.376,1.0,0.2571,1.0,0.7429,1.0,0.2041,0.339,0.8093,0.5797
0.05,57,153,0,40,0.388,1.0,0.2714,1.0,0.7286,1.0,0.2073,0.3433,0.8093,0.5797
0.06,70,140,0,39,0.4378,1.0,0.3333,1.0,0.6667,1.0,0.2179,0.3578,0.8093,0.5797
0.07,73,137,0,39,0.4498,1.0,0.3476,1.0,0.6524,1.0,0.2216,0.3628,0.8093,0.5797
0.08,90,120,4,35,0.502,0.8974,0.4286,0.8974,0.5714,0.8974,0.2258,0.3608,0.8093,0.5797
0.09,97,113,4,35,0.5301,0.8974,0.4619,0.8974,0.5381,0.8974,0.2365,0.3743,0.8093,0.5797
0.1,107,103,5,34,0.5663,0.8718,0.5095,0.8718,0.4905,0.8718,0.2482,0.3864,0.8093,0.5797
0.11,113,97,5,34,0.5904,0.8718,0.5381,0.8718,0.4619,0.8718,0.2595,0.4,0.8093,0.5797
0.12,118,92,7,32,0.6024,0.8205,0.5619,0.8205,0.4381,0.8205,0.2581,0.3926,0.8093,0.5797
0.13,122,88,8,31,0.6145,0.7949,0.581,0.7949,0.419,0.7949,0.2605,0.3924,0.8093,0.5797
0.14,125,85,8,31,0.6265,0.7949,0.5952,0.7949,0.4048,0.7949,0.2672,0.4,0.8093,0.5797
0.15,133,77,10,29,0.6506,0.7436,0.6333,0.7436,0.3667,0.7436,0.2736,0.4,0.8093,0.5797
0.16,139,71,11,28,0.6707,0.7179,0.6619,0.7179,0.3381,0.7179,0.2828,0.4058,0.8093,0.5797
0.17,148,62,13,26,0.6988,0.6667,0.7048,0.6667,0.2952,0.6667,0.2955,0.4094,0.8093,0.5797
0.18,153,57,13,26,0.7189,0.6667,0.7286,0.6667,0.2714,0.6667,0.3133,0.4262,0.8093,0.5797
0.19,158,52,13,26,0.739,0.6667,0.7524,0.6667,0.2476,0.6667,0.3333,0.4444,0.8093,0.5797
0.2,163,47,14,25,0.755,0.641,0.7762,0.641,0.2238,0.641,0.3472,0.4505,0.8093,0.5797
0.21,167,43,15,24,0.7671,0.6154,0.7952,0.6154,0.2048,0.6154,0.3582,0.4528,0.8093,0.5797
0.22,170,40,15,24,0.7791,0.6154,0.8095,0.6154,0.1905,0.6154,0.375,0.466,0.8093,0.5797
0.23,171,39,16,23,0.7791,0.5897,0.8143,0.5897,0.1857,0.5897,0.371,0.4554,0.8093,0.5797
