t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,203,0,49,0.1944,1.0,0.0,1.0,1.0,1.0,0.1944,0.3256,0.6449,0.4091
0.01,1,202,0,49,0.1984,1.0,0.0049,1.0,0.9951,1.0,0.1952,0.3267,0.6449,0.4091
0.02,3,199,0,49,0.2072,1.0,0.0149,1.0,0.9851,1.0,0.1976,0.33,0.6449,0.4091
0.03,19,183,0,49,0.2709,1.0,0.0941,1.0,0.9059,1.0,0.2112,0.3488,0.6449,0.4091
0.04,27,176,0,49,0.3016,1.0,0.133,1.0,0.867,1.0,0.2178,0.3577,0.6449,0.4091
0.05,32,171,0,49,0.3214,1.0,0.1576,1.0,0.8424,1.0,0.2227,0.3643,0.6449,0.4091
0.06,49,154,0,49,0.3889,1.0,0.2414,1.0,0.7586,1.0,0.2414,0.3889,0.6449,0.4091
0.07,51,151,0,49,0.3984,1.0,0.2525,1.0,0.7475,1.0,0.245,0.3936,0.6449,0.4091
0.08,53,150,0,49,0.4048,1.0,0.2611,1.0,0.7389,1.0,0.2462,0.3952,0.6449,0.4091
0.09,56,146,1,48,0.4143,0.9796,0.2772,0.9796,0.7228,0.9796,0.2474,0.3951,0.6449,0.4091
0.1,61,141,2,46,0.428,0.9583,0.302,0.9583,0.698,0.9583,0.246,0.3915,0.6449,0.4091
0.11,65,138,3,45,0.4382,0.9375,0.3202,0.9375,0.6798,0.9375,0.2459,0.3896,0.6449,0.4091
0.12,72,130,3,45,0.468,0.9375,0.3564,0.9375,0.6436,0.9375,0.2571,0.4036,0.6449,0.4091
0.13,75,128,3,45,0.4781,0.9375,0.3695,0.9375,0.6305,0.9375,0.2601,0.4072,0.6449,0.4091
0.14,76,127,3,45,0.4821,0.9375,0.3744,0.9375,0.6256,0.9375,0.2616,0.4091,0.6449,0.4091
0.15,77,125,6,43,0.4781,0.8776,0.3812,0.8776,0.6188,0.8776,0.256,0.3963,0.6449,0.4091
0.16,99,103,11,38,0.5458,0.7755,0.4901,0.7755,0.5099,0.7755,0.2695,0.4,0.6449,0.4091
0.17,118,85,20,28,0.5817,0.5833,0.5813,0.5833,0.4187,0.5833,0.2478,0.3478,0.6449,0.4091
0.18,139,64,30,18,0.6255,0.375,0.6847,0.375,0.3153,0.375,0.2195,0.2769,0.6449,0.4091
0.19,169,34,38,11,0.7143,0.2245,0.8325,0.2245,0.1675,0.2245,0.2444,0.234,0.6449,0.4091
0.2,182,20,40,8,0.76,0.1667,0.901,0.1667,0.099,0.1667,0.2857,0.2105,0.6449,0.4091
0.21,191,12,41,7,0.7888,0.1458,0.9409,0.1458,0.0591,0.1458,0.3684,0.209,0.6449,0.4091
0.22,193,9,44,4,0.788,0.0833,0.9554,0.0833,0.0446,0.0833,0.3077,0.1311,0.6449,0.4091
0.23,199,3,45,3,0.808,0.0625,0.9851,0.0625,0.0149,0.0625,0.5,0.1111,0.6449,0.4091
0.24,201,2,48,1,0.8016,0.0204,0.9901,0.0204,0.0099,0.0204,0.3333,0.0385,0.6449,0.4091
0.25,202,1,48,1,0.8056,0.0204,0.9951,0.0204,0.0049,0.0204,0.5,0.0392,0.6449,0.4091
0.26,202,1,49,0,0.8016,0.0,0.9951,0.0,0.0049,0.0,0.0,,0.6449,0.4091
0.27,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.28,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.29,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.3,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.31,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.32,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.33,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.34,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.35,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.36,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.37,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.38,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.39,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.4,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.41,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.42,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.43,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.44,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.45,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.46,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.47,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.48,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.49,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.5,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.51,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
0.52,203,0,49,0,0.8056,0.0,1.0,0.0,0.0,0.0,0.0,,0.6449,0.4091
