,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2811,0.4032,0.6678
1,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2811,0.4032,0.6678
2,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2811,0.4032,0.6678
3,0.1702,1.0,0.0074,1.0,0.9926,1.0,0.1655,0.2831,0.4032,0.6678
4,0.1712,1.0,0.0099,1.0,0.9901,1.0,0.1648,0.2821,0.4032,0.6678
5,0.1821,0.9957,0.025,0.9957,0.975,0.9957,0.1653,0.2825,0.4032,0.6678
6,0.2244,0.9672,0.0784,0.9672,0.9216,0.9672,0.1693,0.2875,0.4032,0.6678
7,0.2479,0.962,0.1075,0.962,0.8925,0.962,0.1729,0.2925,0.4032,0.6678
8,0.2666,0.9521,0.1311,0.9521,0.8689,0.9521,0.1751,0.2952,0.4032,0.6678
9,0.3539,0.8747,0.247,0.8747,0.753,0.8747,0.1861,0.3057,0.4032,0.6678
10,0.4533,0.8313,0.3726,0.8313,0.6274,0.8313,0.216,0.3375,0.4032,0.6678
11,0.486,0.8114,0.4156,0.8114,0.5844,0.8114,0.2276,0.3483,0.4032,0.6678
12,0.5307,0.7569,0.4814,0.7569,0.5186,0.7569,0.237,0.3536,0.4032,0.6678
13,0.574,0.72,0.5406,0.72,0.4594,0.72,0.2524,0.3649,0.4032,0.6678
14,0.586,0.6852,0.5609,0.6852,0.4391,0.6852,0.2527,0.3607,0.4032,0.6678
15,0.6187,0.6799,0.6004,0.6799,0.3996,0.6799,0.2702,0.3777,0.4032,0.6678
16,0.662,0.6045,0.6661,0.6045,0.3339,0.6045,0.295,0.3819,0.4032,0.6678
17,0.72,0.4889,0.7612,0.4889,0.2388,0.4889,0.3193,0.3646,0.4032,0.6678
18,0.73,0.4441,0.7821,0.4441,0.2179,0.4441,0.3187,0.347,0.4032,0.6678
19,0.74,0.4135,0.7996,0.4135,0.2005,0.4135,0.3258,0.3415,0.4032,0.6678
20,0.7527,0.3834,0.8202,0.3834,0.1798,0.3834,0.3398,0.3328,0.4032,0.6678
21,0.7587,0.3747,0.8289,0.3747,0.1711,0.3747,0.3465,0.3332,0.4032,0.6678
22,0.7673,0.3695,0.84,0.3695,0.16,0.3695,0.3549,0.3347,0.4032,0.6678
23,0.776,0.3435,0.8552,0.3435,0.1448,0.3435,0.3553,0.3245,0.4032,0.6678
24,0.788,0.3262,0.8727,0.3262,0.1273,0.3262,0.3581,0.318,0.4032,0.6678
25,0.7947,0.2983,0.8855,0.2983,0.1145,0.2983,0.3274,,0.4032,0.6678
26,0.8027,0.2983,0.8953,0.2983,0.1047,0.2983,0.3485,,0.4032,0.6678
27,0.8053,0.2861,0.9009,0.2861,0.0991,0.2861,0.3471,,0.4032,0.6678
28,0.8067,0.2745,0.9049,0.2745,0.0951,0.2745,0.3437,,0.4032,0.6678
29,0.8067,0.2745,0.9049,0.2745,0.0951,0.2745,0.3437,,0.4032,0.6678
30,0.8096,0.2526,0.9138,0.2526,0.0861,0.2526,0.2909,,0.4032,0.6678
31,0.8045,0.1834,0.9201,0.1834,0.0799,0.1834,0.1776,,0.4032,0.6678
32,0.8065,0.179,0.9233,0.179,0.0767,0.179,0.1777,,0.4032,0.6678
33,0.8071,0.1746,0.9248,0.1746,0.0752,0.1746,0.1751,,0.4032,0.6678
34,0.8098,0.1746,0.928,0.1746,0.072,0.1746,0.1821,,0.4032,0.6678
