,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
35,0.8111,0.1668,0.9312,0.1668,0.0688,0.1668,0.1805,,0.4032,0.6678
36,0.8131,0.1624,0.9343,0.1624,0.0657,0.1624,0.178,,0.4032,0.6678
37,0.8158,0.1493,0.9398,0.1493,0.0602,0.1493,0.1658,,0.4032,0.6678
38,0.8185,0.1449,0.9438,0.1449,0.0562,0.1449,0.161,,0.4032,0.6678
39,0.8219,0.1405,0.9492,0.1405,0.0507,0.1405,0.1491,,0.4032,0.6678
40,0.8252,0.1405,0.9532,0.1405,0.0468,0.1405,0.1491,,0.4032,0.6678
41,0.8259,0.1405,0.954,0.1405,0.046,0.1405,0.15,,0.4032,0.6678
42,0.8266,0.1405,0.9548,0.1405,0.0452,0.1405,0.15,,0.4032,0.6678
43,0.8279,0.1405,0.9565,0.1405,0.0435,0.1405,0.1518,,0.4032,0.6678
44,0.8286,0.1405,0.9573,0.1405,0.0427,0.1405,0.1528,,0.4032,0.6678
45,0.8306,0.1371,0.9605,0.1371,0.0395,0.1371,0.169,,0.4032,0.6678
46,0.832,0.1371,0.9621,0.1371,0.0379,0.1371,0.1772,,0.4032,0.6678
47,0.8313,0.1294,0.9629,0.1294,0.0371,0.1294,0.1712,,0.4032,0.6678
48,0.83,0.1226,0.9629,0.1226,0.0371,0.1226,0.1682,,0.4032,0.6678
49,0.8307,0.1192,0.9645,0.1192,0.0355,0.1192,0.1687,,0.4032,0.6678
50,0.8327,0.1082,0.9695,0.1082,0.0305,0.1082,0.1669,,0.4032,0.6678
51,0.832,0.0503,0.9828,0.0503,0.0172,0.0503,0.1427,,0.4032,0.6678
52,0.8383,0.0299,0.996,0.0299,0.0039,0.0299,0.0972,,0.4032,0.6678
53,0.8376,0.0256,0.996,0.0256,0.0039,0.0256,0.0909,,0.4032,0.6678
54,0.837,0.0214,0.996,0.0214,0.0039,0.0214,0.0833,,0.4032,0.6678
55,0.8364,0.0214,0.996,0.0214,0.0039,0.0214,0.0833,,0.4032,0.6678
56,0.8364,0.0086,0.9984,0.0086,0.0016,0.0086,0.0833,,0.4032,0.6678
57,0.8364,0.0086,0.9984,0.0086,0.0016,0.0086,0.0833,,0.4032,0.6678
58,0.8358,0.0043,0.9984,0.0043,0.0016,0.0043,0.0556,,0.4032,0.6678
59,0.8346,0.0,0.9984,0.0,0.0016,0.0,0.0,,0.4032,0.6678
60,0.8346,0.0,0.9984,0.0,0.0016,0.0,0.0,,0.4032,0.6678
61,0.8352,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.4032,0.6678
62,0.8359,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
63,0.8359,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
64,0.8359,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
65,0.8359,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
66,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
67,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
68,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
69,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
70,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
71,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
72,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
73,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
74,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
75,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
76,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
77,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
78,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
79,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
80,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
81,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
82,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
83,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
84,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
85,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
86,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
87,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
88,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
89,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
90,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
91,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4032,0.6678
