,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.0972,1.0,0.0,1.0,1.0,1.0,0.0972,0.1666,0.27,0.6215
1,0.0972,1.0,0.0,1.0,1.0,1.0,0.0972,0.1666,0.27,0.6215
2,0.0992,1.0,0.002,1.0,0.998,1.0,0.0972,0.1667,0.27,0.6215
3,0.1124,0.9934,0.0188,0.9934,0.9812,0.9934,0.0986,0.1682,0.27,0.6215
4,0.1828,0.9546,0.1087,0.9546,0.8913,0.9546,0.1058,0.1764,0.27,0.6215
5,0.2372,0.9278,0.1814,0.9278,0.8186,0.9278,0.1157,0.1871,0.27,0.6215
6,0.3189,0.8302,0.283,0.8302,0.717,0.8302,0.1316,0.2039,0.27,0.6215
7,0.3952,0.7294,0.3924,0.7294,0.6076,0.7294,0.1331,0.1871,0.27,0.6215
8,0.4397,0.6735,0.4553,0.6735,0.5447,0.6735,0.1294,0.1704,0.27,0.6215
9,0.527,0.6139,0.5593,0.6139,0.4407,0.6139,0.1393,0.1728,0.27,0.6215
10,0.5539,0.5743,0.5972,0.5743,0.4028,0.5743,0.1336,0.1586,0.27,0.6215
11,0.6052,0.5287,0.6576,0.5287,0.3424,0.5287,0.1136,,0.27,0.6215
12,0.6499,0.3756,0.7067,0.3756,0.2933,0.3756,0.0955,,0.27,0.6215
13,0.6884,0.3556,0.7475,0.3556,0.2525,0.3556,0.108,,0.27,0.6215
14,0.7344,0.3144,0.7984,0.3144,0.2016,0.3144,0.0976,,0.27,0.6215
15,0.7753,0.2497,0.8425,0.2497,0.1575,0.2497,0.0804,,0.27,0.6215
16,0.8176,0.2124,0.8893,0.2124,0.1107,0.2124,0.0874,,0.27,0.6215
17,0.834,0.15,0.9168,0.15,0.0832,0.15,0.107,,0.27,0.6215
18,0.8387,0.1458,0.9227,0.1458,0.0773,0.1458,0.1095,,0.27,0.6215
19,0.8415,0.1458,0.9257,0.1458,0.0743,0.1458,0.1161,,0.27,0.6215
20,0.8479,0.1458,0.9323,0.1458,0.0677,0.1458,0.1168,,0.27,0.6215
21,0.8574,0.1258,0.9423,0.1258,0.0577,0.1258,0.1166,,0.27,0.6215
