,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4282613,0.029987859,0.04093607,0.039914675,0.007754876,0.25760278,0.23922211,0.020607697,0.005577539,0.16483904,0.19355744
ERR4282614,0.06500398,0.092339545,0.054472934,0.3460236,0.0054232627,0.0122611355,0.078006975,0.32081592,0.0070806025,0.01857205
ERR4282615,0.058235146,0.15040433,0.05137261,0.29268032,0.004822272,0.026957642,0.052702624,0.34107924,0.0035278157,0.018218005
ERR4282616,0.040054776,0.029906217,0.031690516,0.23465471,0.078425005,0.3052937,0.103182785,0.061657943,0.01628389,0.09885044
ERR4282617,0.05748189,0.013058017,0.0060488963,0.11304498,0.048801206,0.51496196,0.038377028,0.10524212,0.02218937,0.080794476
ERR4282618,0.06482843,0.33710867,0.07807142,0.2556615,0.00868164,0.029620217,0.05270905,0.14945982,0.0047763027,0.01908304
ERR4282622,0.08438611,0.1263949,0.031609222,0.41608533,0.003925456,0.017339494,0.041892402,0.2505139,0.005035108,0.022818051
ERR4282623,0.08526738,0.17132768,0.041097354,0.37232915,0.0059508695,0.01874799,0.049613807,0.22658226,0.006746962,0.022336446
ERR4282624,0.08295063,0.66361165,0.060285866,0.05691914,0.024374662,0.06499183,0.007653176,0.023648452,0.0045121885,0.011052471
ERR4282625,0.09227298,0.45015714,0.050070636,0.25261533,0.013198116,0.036572326,0.02716657,0.0369889,0.0065587545,0.034399204
ERR4282626,0.050174672,0.020418338,0.033200216,0.0045679756,0.5165262,0.27327454,0.027749155,0.008135224,0.023497352,0.04245633
ERR4282627,0.045088362,0.02278878,0.015870294,0.07983664,0.1608991,0.38553452,0.05317782,0.040526714,0.074113116,0.122164674
ERR4282628,0.113642186,0.054406714,0.011690557,0.24489555,0.043306332,0.09290108,0.0926194,0.09764815,0.057481315,0.19140878
ERR4282629,0.09447634,0.61469156,0.062534615,0.06204662,0.03293127,0.0792576,0.008884265,0.024951601,0.00609698,0.014129204
ERR4282630,0.10819335,0.15410055,0.026671456,0.42913842,0.005922607,0.017419538,0.036351796,0.18337622,0.008666943,0.030159047
ERR4282631,0.19735211,0.15381531,0.027507275,0.09106269,0.16499229,0.21399482,0.01991152,0.037422758,0.012833108,0.08110814
ERR4282632,0.049098596,0.08843902,0.0617453,0.31760663,0.0062724296,0.015224788,0.1071661,0.33048308,0.006716233,0.017247949
ERR4282633,0.1064618,0.4976419,0.06460412,0.06141533,0.050369292,0.15182197,0.010906265,0.031348106,0.0085654855,0.016865738
ERR4282634,0.19909047,0.10591817,0.025065988,0.19150777,0.061849166,0.031841427,0.09130375,0.09095677,0.055007875,0.1474586
ERR4282635,0.015447933,0.022328744,0.03574647,0.028137607,0.12181373,0.6174689,0.065803684,0.016085215,0.016326332,0.06084137
ERR4282636,0.10338713,0.11430841,0.019039843,0.4540868,0.0110442825,0.02380977,0.049672652,0.15407327,0.01677824,0.053799644
ERR4282637,0.07756783,0.054588653,0.031077104,0.014208297,0.23902555,0.45573765,0.031867057,0.017405774,0.030119102,0.048403043
ERR4282638,0.08810643,0.24663348,0.046146706,0.32832065,0.0057713855,0.020748079,0.03161541,0.20486456,0.0050647296,0.022728566
ERR4282639,0.024091523,0.011373153,0.021829024,0.013314852,0.14857808,0.6878823,0.031477753,0.02453431,0.011537968,0.025380978
ERR4282640,0.0567521,0.056163274,0.044173896,0.384771,0.0040217363,0.009639004,0.073047936,0.34527615,0.0063208286,0.019834023
ERR4282641,0.03546866,0.009868975,0.010570319,0.006717885,0.05906584,0.019249842,0.008482639,0.012364504,0.7378154,0.100395925
ERR4282642,0.030056141,0.08308905,0.03383511,0.2595146,0.01748966,0.17394145,0.18188262,0.16394053,0.0056488276,0.05060193
ERR4282643,0.051713925,0.052406166,0.044493146,0.34412378,0.0058016228,0.016584456,0.1086013,0.34258506,0.0068638665,0.026826648
ERR4282644,0.5228984,0.10555946,0.06683292,0.06980622,0.03674477,0.014077333,0.03178376,0.038800366,0.0365021,0.07699463
ERR4282645,0.10195285,0.60896134,0.06386216,0.06310567,0.03394659,0.07214876,0.009452889,0.02422993,0.0065793665,0.015760371
ERR4282646,0.058824737,0.70913595,0.06733033,0.06534726,0.016963875,0.038990725,0.009364482,0.019099822,0.0032630768,0.011679739
ERR4282647,0.08556503,0.013643503,0.0145766875,0.00374615,0.45980874,0.34622008,0.009088188,0.009411931,0.032532554,0.025407124
ERR4282648,0.12863532,0.41932252,0.05433434,0.116429836,0.041740958,0.119155884,0.024192171,0.048444744,0.012863485,0.034880742
ERR4282649,0.009137586,0.0025677094,0.0044484604,0.0068170284,0.0936573,0.82093155,0.02232084,0.022083592,0.0053358646,0.012700015
ERR4282650,0.19441007,0.07603169,0.045661006,0.1174639,0.070180334,0.0331899,0.15399204,0.06376366,0.050782822,0.19452459
ERR4282651,0.047772836,0.021775177,0.034276642,0.004815962,0.5050232,0.2819644,0.02882717,0.007910706,0.023949726,0.043684155
ERR4282652,0.09379142,0.067404434,0.02363471,0.49093032,0.0045664306,0.011680163,0.039099786,0.22069605,0.008772075,0.039424576
ERR4282653,0.030253721,0.00854837,0.009155285,0.0056182644,0.047763117,0.013284633,0.0068046516,0.011359834,0.7864054,0.08080679
ERR4282654,0.2729552,0.112450756,0.02648143,0.29865158,0.0130100995,0.025165046,0.033463184,0.1222269,0.027470153,0.068125606
ERR4282655,0.011329234,0.015054045,0.024158277,0.02231243,0.09814721,0.7018778,0.05328351,0.018218536,0.010778482,0.044840436
ERR4282656,0.053011775,0.5018227,0.15289092,0.12206171,0.014052606,0.048476107,0.029480336,0.06245929,0.002762084,0.01298244
ERR4282657,0.038676675,0.02697498,0.034676053,0.34079444,0.0064958953,0.014459663,0.16501758,0.33041364,0.009281659,0.033209402
ERR4282658,0.04976174,0.03396837,0.035007447,0.39801097,0.0053230477,0.010449171,0.099636495,0.32884228,0.009236332,0.029764192
ERR4282659,0.029213673,0.016329195,0.0152172325,0.0072447737,0.24555017,0.6103848,0.01671911,0.012692757,0.020135857,0.026512397
ERR4282660,0.041778993,0.1107597,0.10757116,0.27742174,0.026812296,0.058064654,0.19582413,0.12490817,0.010142132,0.046716966
ERR4282661,0.06701223,0.058429893,0.063493416,0.37979308,0.0046273097,0.0072511584,0.06700747,0.32163778,0.006821908,0.023925768
ERR4282662,0.109362766,0.3783293,0.045111302,0.16078399,0.01534243,0.071739785,0.018844154,0.17761776,0.005764587,0.017103802
ERR4282663,0.08173844,0.5953893,0.06410279,0.060079306,0.038693003,0.10381216,0.009654854,0.026260339,0.0061113304,0.014158394
ERR4282664,0.113737896,0.06606064,0.31703293,0.025461862,0.20187396,0.059046973,0.076267816,0.025827281,0.06401019,0.050680514
ERR4282665,0.077356495,0.15199,0.052068107,0.33510658,0.010915127,0.02217015,0.0837971,0.22743355,0.011431158,0.027731765
ERR4282666,0.20567578,0.04485189,0.066632286,0.006736628,0.39342815,0.201894,0.012928695,0.016244976,0.026680127,0.024927417
ERR4282667,0.076667696,0.08670057,0.032939576,0.431225,0.004082349,0.013822163,0.049377378,0.2740437,0.006032783,0.025108745
ERR4282668,0.05892243,0.0398601,0.19914953,0.026853632,0.21909945,0.07673368,0.22668517,0.02944747,0.05056214,0.07268644
ERR4282669,0.10068621,0.056321535,0.009577964,0.17924233,0.095472045,0.34963363,0.028464822,0.025888057,0.009159837,0.14555362
ERR4282670,0.051108357,0.0058845645,0.01053166,0.01680201,0.18268217,0.20342423,0.036457486,0.050382294,0.21563421,0.22709294
ERR4282671,0.1146418,0.5105078,0.06872591,0.06905917,0.04675802,0.10961642,0.016099276,0.029196825,0.0098322565,0.025562529
ERR4282672,0.09979243,0.12393547,0.02504992,0.43876502,0.009112152,0.018360663,0.05049791,0.18112521,0.014082718,0.039278504
ERR4282673,0.11832894,0.010282817,0.021652652,0.032170188,0.23057875,0.06365655,0.040320534,0.025285212,0.30589435,0.15183003
ERR4282674,0.066868305,0.61829793,0.103268035,0.09365725,0.013535855,0.025152965,0.024748255,0.035130505,0.0035544145,0.01578649
ERR4282675,0.03700031,0.06766411,0.017558288,0.08911326,0.05480039,0.5984944,0.041393954,0.052043002,0.004985159,0.03694709
ERR4282676,0.097938515,0.07413007,0.023782441,0.48304707,0.0042523164,0.0124233095,0.03635875,0.22217458,0.00777207,0.038120914
ERR4282677,0.09952204,0.2593552,0.03924847,0.25242016,0.028030802,0.092064045,0.057640634,0.09913435,0.016206484,0.056377754
ERR4282678,0.09487224,0.059378605,0.011162836,0.19595076,0.0558754,0.3861259,0.043222878,0.05777701,0.0043127183,0.09132162
ERR4282679,0.07174956,0.13251196,0.04019468,0.35581362,0.0041066473,0.020706408,0.03936457,0.30789092,0.0039731595,0.023688326
ERR4282680,0.101261996,0.018435802,0.055716984,0.12719922,0.04764216,0.015141416,0.31596103,0.17341055,0.04884481,0.09638607
ERR4282681,0.04508128,0.15207562,0.087691166,0.25342113,0.007611184,0.023697063,0.12001918,0.29017732,0.005235814,0.01499024
ERR4282682,0.068414144,0.48637208,0.062491804,0.19886686,0.009094693,0.03295534,0.029720755,0.09003458,0.0040983865,0.017951347
ERR4282683,0.034064543,0.01977016,0.038799215,0.0045411866,0.32162845,0.42685428,0.031819604,0.017360339,0.034850802,0.0703115
ERR4282684,0.036568668,0.07802906,0.056642994,0.28683454,0.004925979,0.01772306,0.113835715,0.3855131,0.0046074665,0.015319394
ERR4282685,0.102274075,0.07571774,0.029766887,0.054816242,0.066478886,0.022940258,0.061371744,0.07448518,0.27979088,0.23235817
ERR4282686,0.04710152,0.20548286,0.03931179,0.045216814,0.14869541,0.44826016,0.010717558,0.02347038,0.0121262465,0.019617252
ERR4282687,0.1984948,0.36730027,0.19173944,0.027105162,0.04971734,0.049272887,0.047678977,0.020571724,0.009572626,0.0385467
ERR4282688,0.04216828,0.18526217,0.038902245,0.06781257,0.097940914,0.4861704,0.015440705,0.028258214,0.015391672,0.022652755
ERR4282689,0.11071439,0.4976877,0.07547121,0.07001801,0.051222876,0.110506706,0.017819975,0.027080366,0.010544798,0.028933931
ERR4282690,0.08488098,0.54822075,0.06618738,0.060401037,0.051990822,0.12932695,0.009554594,0.025450656,0.007937549,0.016049309
ERR4282691,0.06698651,0.42760545,0.061147355,0.06248966,0.081934676,0.23120442,0.011671854,0.026286667,0.010574204,0.020099254
ERR4282692,0.10095461,0.54080117,0.07352872,0.06839933,0.04307466,0.09921605,0.0154504515,0.027173454,0.008480652,0.02292093
ERR4282693,0.061725922,0.38759127,0.11376201,0.17602582,0.012424558,0.05726432,0.059064984,0.112582564,0.0032779418,0.016280603
ERR4282694,0.04372563,0.10102414,0.060019556,0.27937418,0.0036042696,0.017664932,0.07110787,0.4059042,0.0029640193,0.014611157
ERR4282695,0.11344195,0.53057617,0.068281196,0.06838637,0.042496298,0.10830001,0.011615696,0.02911678,0.008587669,0.019197796
ERR4282696,0.44117075,0.1695375,0.11054877,0.052305877,0.05257026,0.020287395,0.029328119,0.014978079,0.026566643,0.082706556
ERR4282697,0.091326036,0.6454342,0.063002564,0.057014816,0.027482195,0.06670308,0.008036949,0.02349714,0.005162073,0.0123410355
ERR4282698,0.059808023,0.56534004,0.055155706,0.10118733,0.020206813,0.1157149,0.017240757,0.04467609,0.0046696076,0.016000686
ERR4282699,0.035471685,0.053201467,0.05493716,0.2921193,0.0035976772,0.010894573,0.088244356,0.44114,0.0042402884,0.016153429
ERR4282700,0.044610552,0.022544637,0.022157965,0.25514325,0.031501066,0.27794656,0.13897415,0.09592461,0.008040881,0.10315637
ERR4282701,0.24966747,0.13726851,0.12378032,0.021918988,0.18771909,0.14110903,0.037732795,0.028135927,0.026710832,0.045956984
ERR4282702,0.112017885,0.5461906,0.07217301,0.06616949,0.04227599,0.0909192,0.013235444,0.026002055,0.008730665,0.022285685
ERR4282703,0.07619822,0.24667665,0.05257317,0.23498003,0.007561052,0.047985084,0.035270713,0.27721936,0.0036623224,0.017873304
ERR4282704,0.32535854,0.39220062,0.087612495,0.026530357,0.040980916,0.0096855955,0.013213633,0.08820532,0.0056320825,0.010580473
ERR4282705,0.07345769,0.015571117,0.035038423,0.018431332,0.40685362,0.13924913,0.03234465,0.004447937,0.104435705,0.17017038
ERR4282706,0.0970583,0.57482034,0.05386268,0.07420821,0.028477224,0.095958576,0.01107814,0.045128483,0.0056841364,0.013723905
ERR4282707,0.03916163,0.013799766,0.044412278,0.009642471,0.25599974,0.38472974,0.04800878,0.022586778,0.05513693,0.12652192
ERR4282708,0.103595525,0.55280954,0.18572816,0.04040653,0.022839097,0.024201171,0.027696602,0.02191599,0.0034632045,0.01734416
ERR4282709,0.008602446,0.002638506,0.0033927036,0.008636568,0.06163762,0.8396878,0.02054852,0.031101579,0.0075584115,0.016195925
ERR4282710,0.09092473,0.1654632,0.036527906,0.38488302,0.0065156654,0.020604054,0.047427718,0.21298876,0.007867109,0.026797734
ERR4282711,0.113075614,0.1280229,0.034638233,0.45290154,0.005877297,0.010334592,0.03256141,0.18224172,0.009897586,0.030449128
ERR4282712,0.069791056,0.20900093,0.05078663,0.32106826,0.005359815,0.023608569,0.050748505,0.24655654,0.0044582966,0.018621396
ERR4282713,0.093912326,0.62542737,0.06675225,0.05847729,0.030123398,0.07149767,0.009464214,0.024453513,0.0056994245,0.014192446
ERR4282714,0.06360152,0.08305595,0.050195914,0.3163985,0.014559717,0.020227421,0.14203206,0.2576358,0.016474124,0.03581895
ERR4282715,0.018296545,0.043389425,0.044126812,0.20332974,0.009331124,0.03219679,0.24913432,0.37411147,0.0062417975,0.019841937
ERR4282716,0.0925054,0.51445353,0.06507544,0.060252838,0.05549349,0.14965002,0.009894482,0.0280547,0.008456636,0.01616355
ERR4282717,0.044574983,0.04807549,0.036475744,0.35574967,0.009122305,0.017409367,0.13870819,0.30686086,0.01201628,0.031007042
ERR4282718,0.046965234,0.07507392,0.08191881,0.23519012,0.007733988,0.016373252,0.14753214,0.36570093,0.0071993237,0.016312266
ERR4282719,0.04861016,0.024530493,0.011304806,0.45551714,0.0049928627,0.041148257,0.08028165,0.223627,0.006051666,0.103935875
ERR4282720,0.055995286,0.012675069,0.01569548,0.0026521415,0.5029359,0.34549248,0.011707733,0.007813204,0.02305169,0.021981098
ERR4282721,0.04516829,0.050709933,0.04617477,0.34005883,0.004523128,0.012145724,0.09487879,0.37964514,0.006043705,0.020651659
ERR4282722,0.027866226,0.009411586,0.0112108765,0.005198431,0.026779765,0.020422464,0.015668264,0.009476813,0.7874879,0.08647759
ERR4282723,0.0324827,0.07387645,0.06917245,0.22906116,0.005262403,0.016396081,0.14648047,0.41115427,0.004497136,0.011616881
ERR4282724,0.11223793,0.56386703,0.06306691,0.057864808,0.030810414,0.10111753,0.013415505,0.03903712,0.004971235,0.013611468
ERR4282725,0.035636622,0.021670386,0.016424922,0.004767696,0.34008723,0.4208246,0.013037884,0.00812427,0.070137925,0.069288544
ERR4282726,0.031509124,0.008902145,0.010346478,0.005545615,0.0392111,0.016480498,0.010006545,0.010810054,0.7802357,0.08695272
ERR4282727,0.11533827,0.5081331,0.04680944,0.1480291,0.015483604,0.041638765,0.012573046,0.08724423,0.0069085043,0.017841956
ERR4282728,0.09920178,0.25862804,0.05252296,0.1957466,0.009911638,0.054310974,0.02419907,0.28492346,0.004472487,0.016082957
ERR4282729,0.012140153,0.020864282,0.032669716,0.03620326,0.07994482,0.65797657,0.07438979,0.02103025,0.01121122,0.053569872
ERR4282730,0.045161087,0.09402178,0.050309356,0.30645618,0.0029644873,0.017333783,0.062392037,0.4034141,0.0026974787,0.0152496565
ERR4282731,0.073960885,0.63729954,0.056405447,0.07015423,0.024731945,0.0818591,0.009281146,0.029460788,0.0044892337,0.01235772
ERR4282732,0.06920183,0.6699569,0.056665834,0.0798096,0.016943432,0.05167083,0.00965768,0.030715505,0.0038342085,0.011544188
ERR4282733,0.07242923,0.08680288,0.032492198,0.42186612,0.0033618722,0.014971522,0.04283936,0.29540396,0.0045474437,0.025285445
ERR4282734,0.1394604,0.41958636,0.07368806,0.055562414,0.062662244,0.1581209,0.01928079,0.04144367,0.009939099,0.020256093
ERR4282735,0.25913802,0.04183965,0.02439241,0.0680086,0.10549763,0.042307436,0.0958233,0.053495333,0.094041385,0.21545623
ERR4282736,0.13831745,0.3670941,0.06163168,0.09101285,0.06757063,0.14579667,0.026620595,0.034295928,0.018044969,0.04961516
ERR4282737,0.022302493,0.13501808,0.06906272,0.191908,0.028585773,0.32317218,0.10921256,0.07512631,0.004710069,0.040901825
ERR4282738,0.049654078,0.020671723,0.032363728,0.00436591,0.5190823,0.27485517,0.026797589,0.0081511345,0.022997674,0.041060667
ERR4282739,0.071116924,0.014613194,0.028405802,0.009248498,0.11961874,0.18649635,0.03585357,0.0053384914,0.17525345,0.35405493
ERR4282740,0.05626289,0.13434088,0.05334793,0.31726372,0.0043999283,0.021341559,0.058655236,0.3314886,0.0037349183,0.019164406
ERR4282741,0.017864808,0.026975043,0.038570307,0.14318667,0.015396925,0.041165188,0.3695602,0.30636498,0.010673517,0.030242281
ERR4282746,0.035159376,0.038892046,0.065021805,0.13040109,0.033799358,0.03572702,0.33895713,0.22448617,0.03199186,0.06556415
ERR4282747,0.038703267,0.021584982,0.1028087,0.032594398,0.06110109,0.039243788,0.49942303,0.13857512,0.021552058,0.044413548
ERR4282748,0.027194787,0.014204303,0.09294022,0.013337856,0.23363958,0.3973918,0.11662186,0.017478166,0.019673768,0.067517616
ERR4282749,0.023428004,0.06171623,0.018691462,0.031305283,0.13704173,0.6686001,0.012135896,0.0221843,0.008067425,0.016829576
