t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.879,0.1231
0.01,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.879,0.1231
0.02,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.879,0.1231
0.03,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.879,0.1231
0.04,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.879,0.1231
0.05,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.879,0.1231
0.06,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.879,0.1231
0.07,0,249,0,4,0.0158,1.0,0.0,1.0,1.0,1.0,0.0158,0.0311,0.879,0.1231
0.08,2,246,0,4,0.0238,1.0,0.0081,1.0,0.9919,1.0,0.016,0.0315,0.879,0.1231
0.09,8,240,0,4,0.0476,1.0,0.0323,1.0,0.9677,1.0,0.0164,0.0323,0.879,0.1231
0.1,15,233,0,4,0.0754,1.0,0.0605,1.0,0.9395,1.0,0.0169,0.0332,0.879,0.1231
0.11,110,138,0,4,0.4524,1.0,0.4435,1.0,0.5565,1.0,0.0282,0.0548,0.879,0.1231
0.12,117,131,0,4,0.4802,1.0,0.4718,1.0,0.5282,1.0,0.0296,0.0576,0.879,0.1231
0.13,117,131,0,4,0.4802,1.0,0.4718,1.0,0.5282,1.0,0.0296,0.0576,0.879,0.1231
0.14,119,130,0,4,0.4862,1.0,0.4779,1.0,0.5221,1.0,0.0299,0.058,0.879,0.1231
0.15,126,122,0,4,0.5159,1.0,0.5081,1.0,0.4919,1.0,0.0317,0.0615,0.879,0.1231
