t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,209,0,44,0.1739,1.0,0.0,1.0,1.0,1.0,0.1739,0.2963,0.9489,0.7848
0.01,0,209,0,44,0.1739,1.0,0.0,1.0,1.0,1.0,0.1739,0.2963,0.9489,0.7848
0.02,3,205,0,44,0.1865,1.0,0.0144,1.0,0.9856,1.0,0.1767,0.3003,0.9489,0.7848
0.03,87,121,0,44,0.5198,1.0,0.4183,1.0,0.5817,1.0,0.2667,0.4211,0.9489,0.7848
0.04,108,101,0,44,0.6008,1.0,0.5167,1.0,0.4833,1.0,0.3034,0.4656,0.9489,0.7848
0.05,116,92,0,44,0.6349,1.0,0.5577,1.0,0.4423,1.0,0.3235,0.4889,0.9489,0.7848
0.06,121,87,0,44,0.6548,1.0,0.5817,1.0,0.4183,1.0,0.3359,0.5029,0.9489,0.7848
0.07,127,81,0,44,0.6786,1.0,0.6106,1.0,0.3894,1.0,0.352,0.5207,0.9489,0.7848
0.08,138,71,0,44,0.7194,1.0,0.6603,1.0,0.3397,1.0,0.3826,0.5535,0.9489,0.7848
0.09,144,65,0,44,0.7431,1.0,0.689,1.0,0.311,1.0,0.4037,0.5752,0.9489,0.7848
0.1,150,58,1,43,0.7659,0.9773,0.7212,0.9773,0.2788,0.9773,0.4257,0.5931,0.9489,0.7848
0.11,202,7,12,32,0.9249,0.7273,0.9665,0.7273,0.0335,0.7273,0.8205,0.7711,0.9489,0.7848
0.12,203,6,12,32,0.9289,0.7273,0.9713,0.7273,0.0287,0.7273,0.8421,0.7805,0.9489,0.7848
0.13,203,6,12,32,0.9289,0.7273,0.9713,0.7273,0.0287,0.7273,0.8421,0.7805,0.9489,0.7848
0.14,203,6,12,32,0.9289,0.7273,0.9713,0.7273,0.0287,0.7273,0.8421,0.7805,0.9489,0.7848
0.15,203,6,12,32,0.9289,0.7273,0.9713,0.7273,0.0287,0.7273,0.8421,0.7805,0.9489,0.7848
0.16,203,6,12,32,0.9289,0.7273,0.9713,0.7273,0.0287,0.7273,0.8421,0.7805,0.9489,0.7848
0.17,204,4,13,31,0.9325,0.7045,0.9808,0.7045,0.0192,0.7045,0.8857,0.7848,0.9489,0.7848
0.18,205,3,19,25,0.9127,0.5682,0.9856,0.5682,0.0144,0.5682,0.8929,0.6944,0.9489,0.7848
0.19,208,1,26,18,0.8933,0.4091,0.9952,0.4091,0.0048,0.4091,0.9474,0.5714,0.9489,0.7848
0.2,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.21,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.22,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.23,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.24,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.25,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.26,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.27,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.28,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.29,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.3,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.31,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.32,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.33,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.34,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.35,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.36,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.37,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.38,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.39,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.4,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.41,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.42,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.43,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.44,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.45,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.46,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.47,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.48,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.49,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.5,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.51,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.52,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.53,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.54,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.55,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.56,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.57,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.58,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.59,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.6,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.61,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.62,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.63,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.64,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.65,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.66,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.67,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.68,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.69,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.7,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.71,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.72,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.73,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.74,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.75,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.76,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.77,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.78,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.79,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.8,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.81,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.82,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.83,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.84,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.85,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.86,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.87,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.88,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.89,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.9,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.91,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.92,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.93,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.94,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.95,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.96,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.97,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.98,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
0.99,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
1.0,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
1.01,209,0,44,0,0.8261,0.0,1.0,0.0,0.0,0.0,0.0,,0.9489,0.7848
