t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,192,0,60,0.2381,1.0,0.0,1.0,1.0,1.0,0.2381,0.3846,0.8616,0.6614
0.01,17,174,1,59,0.3028,0.9833,0.089,0.9833,0.911,0.9833,0.2532,0.4027,0.8616,0.6614
0.02,76,116,2,58,0.5317,0.9667,0.3958,0.9667,0.6042,0.9667,0.3333,0.4957,0.8616,0.6614
0.03,98,93,3,57,0.6175,0.95,0.5131,0.95,0.4869,0.95,0.38,0.5429,0.8616,0.6614
0.04,116,76,3,57,0.6865,0.95,0.6042,0.95,0.3958,0.95,0.4286,0.5907,0.8616,0.6614
0.05,128,64,4,55,0.7291,0.9322,0.6667,0.9322,0.3333,0.9322,0.4622,0.618,0.8616,0.6614
0.06,131,60,5,54,0.74,0.9153,0.6859,0.9153,0.3141,0.9153,0.4737,0.6243,0.8616,0.6614
0.07,133,59,7,53,0.7381,0.8833,0.6927,0.8833,0.3073,0.8833,0.4732,0.6163,0.8616,0.6614
0.08,137,54,7,53,0.757,0.8833,0.7173,0.8833,0.2827,0.8833,0.4953,0.6347,0.8616,0.6614
0.09,141,51,8,52,0.7659,0.8667,0.7344,0.8667,0.2656,0.8667,0.5049,0.638,0.8616,0.6614
0.1,143,48,9,51,0.7729,0.85,0.7487,0.85,0.2513,0.85,0.5152,0.6415,0.8616,0.6614
0.11,147,45,11,48,0.7769,0.8136,0.7656,0.8136,0.2344,0.8136,0.5161,0.6316,0.8616,0.6614
0.12,150,41,14,46,0.7809,0.7667,0.7853,0.7667,0.2147,0.7667,0.5287,0.6259,0.8616,0.6614
0.13,156,35,15,45,0.8008,0.75,0.8168,0.75,0.1832,0.75,0.5625,0.6429,0.8616,0.6614
0.14,160,32,15,45,0.8135,0.75,0.8333,0.75,0.1667,0.75,0.5844,0.6569,0.8616,0.6614
0.15,161,30,16,43,0.816,0.7288,0.8429,0.7288,0.1571,0.7288,0.589,0.6515,0.8616,0.6614
0.16,162,29,17,42,0.816,0.7119,0.8482,0.7119,0.1518,0.7119,0.5915,0.6462,0.8616,0.6614
0.17,166,26,17,42,0.8287,0.7119,0.8646,0.7119,0.1354,0.7119,0.6176,0.6614,0.8616,0.6614
0.18,166,26,19,41,0.8214,0.6833,0.8646,0.6833,0.1354,0.6833,0.6119,0.6457,0.8616,0.6614
0.19,167,24,21,39,0.8207,0.65,0.8743,0.65,0.1257,0.65,0.619,0.6341,0.8616,0.6614
0.2,168,23,21,39,0.8247,0.65,0.8796,0.65,0.1204,0.65,0.629,0.6393,0.8616,0.6614
0.21,169,22,22,38,0.8247,0.6333,0.8848,0.6333,0.1152,0.6333,0.6333,0.6333,0.8616,0.6614
0.22,169,22,23,36,0.82,0.6102,0.8848,0.6102,0.1152,0.6102,0.6207,0.6154,0.8616,0.6614
0.23,172,20,23,36,0.8287,0.6102,0.8958,0.6102,0.1042,0.6102,0.6429,0.6261,0.8616,0.6614
0.24,173,19,24,35,0.8287,0.5932,0.901,0.5932,0.099,0.5932,0.6481,0.6195,0.8616,0.6614
0.25,174,17,26,34,0.8287,0.5667,0.911,0.5667,0.089,0.5667,0.6667,0.6126,0.8616,0.6614
0.26,175,16,27,33,0.8287,0.55,0.9162,0.55,0.0838,0.55,0.6735,0.6055,0.8616,0.6614
0.27,175,16,27,33,0.8287,0.55,0.9162,0.55,0.0838,0.55,0.6735,0.6055,0.8616,0.6614
0.28,175,16,29,30,0.82,0.5085,0.9162,0.5085,0.0838,0.5085,0.6522,0.5714,0.8616,0.6614
0.29,175,16,29,30,0.82,0.5085,0.9162,0.5085,0.0838,0.5085,0.6522,0.5714,0.8616,0.6614
0.3,178,14,30,29,0.8247,0.4915,0.9271,0.4915,0.0729,0.4915,0.6744,0.5686,0.8616,0.6614
0.31,178,14,32,28,0.8175,0.4667,0.9271,0.4667,0.0729,0.4667,0.6667,0.549,0.8616,0.6614
0.32,178,14,32,28,0.8175,0.4667,0.9271,0.4667,0.0729,0.4667,0.6667,0.549,0.8616,0.6614
0.33,178,14,35,24,0.8048,0.4068,0.9271,0.4068,0.0729,0.4068,0.6316,0.4948,0.8616,0.6614
0.34,178,14,35,24,0.8048,0.4068,0.9271,0.4068,0.0729,0.4068,0.6316,0.4948,0.8616,0.6614
0.35,179,13,39,21,0.7937,0.35,0.9323,0.35,0.0677,0.35,0.6176,0.4468,0.8616,0.6614
0.36,181,10,39,21,0.8048,0.35,0.9476,0.35,0.0524,0.35,0.6774,0.4615,0.8616,0.6614
0.37,181,10,39,21,0.8048,0.35,0.9476,0.35,0.0524,0.35,0.6774,0.4615,0.8616,0.6614
0.38,182,9,40,20,0.8048,0.3333,0.9529,0.3333,0.0471,0.3333,0.6897,0.4494,0.8616,0.6614
0.39,182,9,40,20,0.8048,0.3333,0.9529,0.3333,0.0471,0.3333,0.6897,0.4494,0.8616,0.6614
0.4,184,8,40,20,0.8095,0.3333,0.9583,0.3333,0.0417,0.3333,0.7143,0.4545,0.8616,0.6614
0.41,184,8,41,19,0.8056,0.3167,0.9583,0.3167,0.0417,0.3167,0.7037,0.4368,0.8616,0.6614
0.42,184,8,43,16,0.7968,0.2712,0.9583,0.2712,0.0417,0.2712,0.6667,0.3855,0.8616,0.6614
0.43,185,7,45,15,0.7937,0.25,0.9635,0.25,0.0365,0.25,0.6818,0.3659,0.8616,0.6614
0.44,185,7,45,15,0.7937,0.25,0.9635,0.25,0.0365,0.25,0.6818,0.3659,0.8616,0.6614
0.45,186,5,46,14,0.7968,0.2333,0.9738,0.2333,0.0262,0.2333,0.7368,0.3544,0.8616,0.6614
0.46,186,5,46,14,0.7968,0.2333,0.9738,0.2333,0.0262,0.2333,0.7368,0.3544,0.8616,0.6614
0.47,187,4,47,13,0.7968,0.2167,0.9791,0.2167,0.0209,0.2167,0.7647,0.3377,0.8616,0.6614
0.48,188,3,48,11,0.796,0.1864,0.9843,0.1864,0.0157,0.1864,0.7857,0.3014,0.8616,0.6614
0.49,188,3,49,10,0.792,0.1695,0.9843,0.1695,0.0157,0.1695,0.7692,0.2778,0.8616,0.6614
0.5,188,3,51,9,0.7849,0.15,0.9843,0.15,0.0157,0.15,0.75,0.25,0.8616,0.6614
0.51,188,3,51,9,0.7849,0.15,0.9843,0.15,0.0157,0.15,0.75,0.25,0.8616,0.6614
0.52,188,3,51,9,0.7849,0.15,0.9843,0.15,0.0157,0.15,0.75,0.25,0.8616,0.6614
0.53,188,3,51,9,0.7849,0.15,0.9843,0.15,0.0157,0.15,0.75,0.25,0.8616,0.6614
0.54,188,3,52,8,0.7809,0.1333,0.9843,0.1333,0.0157,0.1333,0.7273,0.2254,0.8616,0.6614
0.55,188,3,54,5,0.772,0.0847,0.9843,0.0847,0.0157,0.0847,0.625,0.1493,0.8616,0.6614
0.56,190,2,54,5,0.7769,0.0847,0.9896,0.0847,0.0104,0.0847,0.7143,0.1515,0.8616,0.6614
0.57,190,2,54,5,0.7769,0.0847,0.9896,0.0847,0.0104,0.0847,0.7143,0.1515,0.8616,0.6614
0.58,190,2,54,5,0.7769,0.0847,0.9896,0.0847,0.0104,0.0847,0.7143,0.1515,0.8616,0.6614
