,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4281270,0.05250304,0.005637183,0.011465277,0.0065712486,0.06366662,0.01803902,0.011742122,0.022784334,0.593651,0.2139401
ERR4281271,0.12077623,0.3523761,0.19478624,0.041566942,0.05143664,0.043611586,0.064382516,0.050278194,0.012613875,0.0681717
ERR4281272,0.07209726,0.44398123,0.01875704,0.07858049,0.03529956,0.23719566,0.015752904,0.037363335,0.010129975,0.050842658
ERR4281273,0.03605919,0.08722033,0.060569968,0.33026195,0.004505565,0.01794459,0.06541035,0.3733544,0.004767526,0.019906072
ERR4281274,0.029003538,0.031409405,0.008269379,0.008066217,0.14810391,0.6928437,0.007779275,0.010032789,0.013065622,0.051426228
ERR4281275,0.08911485,0.16069093,0.024290834,0.06419865,0.043029115,0.46670148,0.021804398,0.07215012,0.0048912712,0.05312824
ERR4281276,0.047644097,0.009731673,0.007597281,0.0034343037,0.4199931,0.17003626,0.0101157995,0.004302589,0.14734386,0.17980105
ERR4281277,0.052735027,0.04793954,0.27540538,0.10746109,0.048331212,0.032690525,0.16573039,0.18070285,0.03986118,0.049142804
ERR4281278,0.071556814,0.081652515,0.048697095,0.008292976,0.29238075,0.32558715,0.016735146,0.010042711,0.04889072,0.09616406
ERR4281279,0.039188314,0.026572015,0.0060583544,0.023236312,0.10222862,0.6431528,0.007818242,0.019086907,0.02921968,0.103438884
ERR4281280,0.08720077,0.5255442,0.06565501,0.05194156,0.041857116,0.0840896,0.032482654,0.035534337,0.011631819,0.06406287
ERR4281281,0.04998055,0.55649495,0.082337104,0.09211646,0.022252304,0.049113832,0.041277025,0.04967841,0.007375739,0.04937377
ERR4281282,0.07703155,0.11983324,0.15209971,0.1681911,0.011954337,0.012788773,0.1211771,0.2998494,0.010827379,0.026247477
ERR4281283,0.07005532,0.06830745,0.32328826,0.03170684,0.122408494,0.13927981,0.10154803,0.044873018,0.022718929,0.07581387
ERR4281284,0.18546742,0.016875159,0.015230694,0.02341546,0.10650068,0.05554254,0.008743799,0.032315213,0.29388255,0.26202646
ERR4281285,0.076317795,0.08364216,0.050926793,0.008179299,0.2866897,0.31945178,0.015532183,0.009718795,0.05363087,0.09591062
ERR4281286,0.08517977,0.09723561,0.059727494,0.071196795,0.064829335,0.015656704,0.11927154,0.076060355,0.33152324,0.07931915
ERR4281287,0.055878177,0.035368573,0.014426593,0.012360784,0.18619409,0.46267793,0.011025434,0.019681841,0.047992636,0.15439388
ERR4281288,0.054342467,0.19684367,0.18711987,0.021155074,0.18969482,0.11461307,0.051969714,0.016719894,0.04809836,0.11944299
ERR4281289,0.103914514,0.05247895,0.033355962,0.01440848,0.23487122,0.16913284,0.012951491,0.012549587,0.15441824,0.21191865
ERR4281290,0.044787694,0.5054428,0.018091531,0.23555571,0.013955743,0.059512466,0.030212684,0.061920214,0.0071718213,0.023349337
ERR4281291,0.05770445,0.06599821,0.3504806,0.038090233,0.12121414,0.1222778,0.099069685,0.04394438,0.020978887,0.08024158
ERR4281292,0.0658339,0.06037003,0.34378812,0.03060873,0.12926914,0.13789922,0.08737524,0.03857331,0.021226132,0.085056186
ERR4281293,0.109629504,0.026621185,0.017721502,0.012456981,0.27296382,0.13478565,0.012249097,0.011281319,0.20035689,0.20193405
ERR4281294,0.07255729,0.08530637,0.2968575,0.033645775,0.13281178,0.1361061,0.0875364,0.041774347,0.025535218,0.08786925
ERR4281295,0.05114951,0.57337093,0.02229526,0.11067451,0.023928985,0.11682952,0.02136521,0.035870712,0.0076983576,0.036817048
ERR4281296,0.030120518,0.03715586,0.008271481,0.008971606,0.14682993,0.6800977,0.0075791623,0.009583015,0.0153257735,0.05606498
ERR4281297,0.043780632,0.009644616,0.034254853,0.012500662,0.03966542,0.0066478727,0.024578102,0.032985114,0.50993764,0.2860051
ERR4281298,0.06130503,0.033538233,0.15435643,0.021727325,0.22240703,0.27837643,0.09238204,0.04176155,0.0137111675,0.08043469
ERR4281299,0.045673504,0.12805611,0.016409166,0.50068283,0.0052263853,0.018817225,0.0387654,0.22797291,0.004249738,0.014146829
ERR4281300,0.048067644,0.29738715,0.12841205,0.21236214,0.013450636,0.07193045,0.0633629,0.12380504,0.0033898056,0.037832167
ERR4281301,0.058728673,0.012731305,0.033243813,0.007632655,0.24509941,0.5407836,0.02342965,0.019828463,0.011863568,0.04665891
ERR4281302,0.037268315,0.08209434,0.07906279,0.2835177,0.0059333364,0.022398869,0.08107609,0.38010964,0.006351252,0.022187741
ERR4281303,0.04445935,0.009858645,0.0346139,0.012731402,0.041059457,0.0068268944,0.02540124,0.033532687,0.5122235,0.279293
ERR4281304,0.06462325,0.05856419,0.3231615,0.031122345,0.13768323,0.14793561,0.09132241,0.04022069,0.020420453,0.084946275
ERR4281305,0.07395314,0.46083874,0.01499055,0.08332967,0.033965327,0.22995844,0.015155087,0.033942726,0.010001794,0.043864388
ERR4281306,0.0520639,0.2131366,0.2193116,0.16337186,0.020351162,0.034897014,0.10839868,0.14143588,0.0070754588,0.039957896
ERR4281307,0.07664891,0.14664209,0.020952005,0.03159893,0.08203008,0.5099856,0.017482275,0.03581444,0.009748813,0.06909684
ERR4281308,0.036607005,0.48123863,0.064606145,0.18370484,0.012375376,0.05872947,0.04172082,0.07892526,0.004630223,0.037462234
ERR4281309,0.021007856,0.0065706456,0.011809771,0.004705359,0.027084278,0.010991809,0.014806226,0.013957609,0.7608422,0.12822424
ERR4281310,0.07823581,0.3066001,0.08625012,0.13581266,0.023028271,0.15624158,0.046692047,0.105336234,0.0049945638,0.056808665
ERR4281311,0.14104278,0.07415095,0.06541133,0.0676117,0.08646114,0.029101597,0.046509054,0.05574035,0.22873731,0.20523384
ERR4281312,0.04065094,0.12232414,0.105728954,0.0645731,0.108995676,0.34271607,0.057139706,0.04649288,0.018448124,0.09293037
ERR4281313,0.07502739,0.34332064,0.015413517,0.05807051,0.04070425,0.35306656,0.012905548,0.03905946,0.008341468,0.054090656
ERR4281314,0.033315986,0.10727948,0.058104567,0.31939828,0.0036705604,0.021215899,0.064996764,0.3714448,0.0032618647,0.017311925
ERR4281315,0.047225874,0.010201134,0.03372401,0.013064034,0.044623412,0.007633378,0.02557527,0.03400936,0.51261127,0.2713323
ERR4281316,0.057303824,0.28872827,0.097020656,0.18639264,0.019376213,0.118356705,0.058899004,0.12426821,0.0041868286,0.0454677
ERR4281317,0.04830077,0.039797116,0.017214973,0.0058261235,0.2738268,0.50409,0.011324338,0.0087697925,0.024486387,0.06636371
ERR4281318,0.06330986,0.037924625,0.18089096,0.023625761,0.20749754,0.25258443,0.0938763,0.042226955,0.015074958,0.08298862
ERR4281319,0.060220364,0.08464703,0.036783565,0.012359342,0.23991638,0.39999756,0.01898958,0.0136572495,0.0350105,0.098418415
ERR4281320,0.040678132,0.0732843,0.36355075,0.08841422,0.06269244,0.046826396,0.149514,0.09559086,0.024721637,0.054727245
