,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4281270,0.008638634,0.008833597,0.056070235,0.02052987,0.87936395,0.026563685
ERR4281271,0.06063739,0.17271656,0.02008316,0.33003536,0.036176853,0.38035062
ERR4281272,0.5646382,0.058117457,0.20069943,0.0497468,0.068702124,0.05809597
ERR4281273,0.10533439,0.3798275,0.017936105,0.21384482,0.017726652,0.26533052
ERR4281274,0.068146706,0.028373713,0.7760427,0.011492965,0.09635082,0.019593084
ERR4281275,0.16495642,0.1305179,0.4289541,0.05745804,0.11123674,0.106876805
ERR4281276,0.01273782,0.0069943992,0.14271168,0.0142862005,0.80549705,0.017772881
ERR4281277,0.07145186,0.26871523,0.026311774,0.25875846,0.026830176,0.34793246
ERR4281278,0.06441968,0.02704004,0.78104806,0.0113331955,0.096679315,0.019479586
ERR4281279,0.1305533,0.05075294,0.6753433,0.01917687,0.09725353,0.026920008
ERR4281280,0.6630734,0.054323874,0.16052325,0.038033888,0.03914323,0.044902273
ERR4281281,0.38445157,0.24193019,0.042681616,0.12877226,0.024040405,0.17812395
ERR4281282,0.117522076,0.37191644,0.01426862,0.22449066,0.017562896,0.25423935
ERR4281283,0.15670341,0.5155805,0.020001572,0.12128928,0.010201827,0.1762235
ERR4281284,0.0063868803,0.018850438,0.02556534,0.03411829,0.8678113,0.047267698
ERR4281285,0.06750348,0.028110376,0.77684015,0.0115076825,0.09637563,0.019662688
ERR4281286,0.052670036,0.12582806,0.015910609,0.30343357,0.052904576,0.44925317
ERR4281287,0.0710421,0.029444782,0.772083,0.011608131,0.096160315,0.019661719
ERR4281288,0.07555436,0.4196424,0.036217157,0.1680498,0.0166793,0.28385696
ERR4281289,0.064942434,0.027213667,0.7804892,0.011327225,0.096590884,0.019436566
ERR4281290,0.60490716,0.14091776,0.08801822,0.0585085,0.018927468,0.08872104
ERR4281291,0.18027882,0.40674973,0.038816363,0.1464552,0.016718876,0.21098101
ERR4281292,0.06643658,0.38482884,0.04284744,0.17601858,0.018897852,0.31097066
ERR4281293,0.09014266,0.034233052,0.7394594,0.013239759,0.10188414,0.021040967
ERR4281294,0.38458666,0.2873172,0.04124785,0.11106484,0.018006057,0.15777737
ERR4281295,0.66495,0.07843079,0.13340476,0.041812334,0.023620116,0.057781897
ERR4281296,0.06806425,0.028320685,0.7761252,0.011512876,0.096337326,0.01963968
ERR4281297,0.0063874074,0.018846853,0.025570812,0.03411403,0.86782,0.047260903
ERR4281298,0.065205574,0.38929948,0.044602286,0.17381872,0.019659601,0.30741435
ERR4281299,0.119649336,0.46055117,0.022394417,0.16228336,0.014208155,0.22091363
ERR4281300,0.5647929,0.17536205,0.059786063,0.07237991,0.018318364,0.109360665
ERR4281301,0.06419647,0.026942423,0.78152287,0.011289251,0.09664638,0.019402588
ERR4281302,0.0800038,0.22121003,0.016682938,0.30560914,0.031174697,0.34531936
ERR4281303,0.006392466,0.018812556,0.025623238,0.034073308,0.86790246,0.04719597
ERR4281304,0.10981914,0.55567265,0.019180682,0.1230061,0.009194798,0.18312666
ERR4281305,0.5750958,0.06328629,0.21103889,0.043566443,0.05361811,0.05339455
ERR4281306,0.20499088,0.455931,0.027406394,0.12030032,0.012519651,0.17885175
