,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2795,0.5494,0.8369
1,0.2042,1.0,0.0456,1.0,0.9544,1.0,0.1692,0.2875,0.5494,0.8369
2,0.2943,0.9924,0.1506,0.9924,0.8494,0.9924,0.185,0.3107,0.5494,0.8369
3,0.4095,0.9924,0.2906,0.9924,0.7094,0.9924,0.2157,0.3523,0.5494,0.8369
4,0.4924,0.9675,0.3942,0.9675,0.6059,0.9675,0.2436,0.3865,0.5494,0.8369
5,0.5439,0.9496,0.4596,0.9496,0.5404,0.9496,0.2663,0.4116,0.5494,0.8369
6,0.5736,0.9379,0.498,0.9379,0.502,0.9379,0.2779,0.4244,0.5494,0.8369
7,0.6078,0.9173,0.543,0.9173,0.457,0.9173,0.2948,0.4411,0.5494,0.8369
8,0.6466,0.9023,0.5923,0.9023,0.4078,0.9023,0.3138,0.4614,0.5494,0.8369
9,0.6633,0.8976,0.6131,0.8976,0.3869,0.8976,0.3233,0.4715,0.5494,0.8369
10,0.6841,0.8896,0.6394,0.8896,0.3606,0.8896,0.3389,0.4866,0.5494,0.8369
11,0.7155,0.8683,0.6819,0.8683,0.3181,0.8683,0.3604,0.5052,0.5494,0.8369
12,0.7283,0.8332,0.7039,0.8332,0.2961,0.8332,0.3696,0.5068,0.5494,0.8369
13,0.7383,0.83,0.717,0.83,0.283,0.83,0.378,0.5142,0.5494,0.8369
14,0.747,0.8186,0.73,0.8186,0.27,0.8186,0.3871,0.5199,0.5494,0.8369
15,0.755,0.8007,0.7437,0.8007,0.2563,0.8007,0.3942,0.5225,0.5494,0.8369
16,0.763,0.7818,0.7568,0.7818,0.2432,0.7818,0.3982,0.5222,0.5494,0.8369
17,0.7664,0.7586,0.7658,0.7586,0.2342,0.7586,0.3991,0.5176,0.5494,0.8369
18,0.7758,0.74,0.7808,0.74,0.2192,0.74,0.4084,0.5219,0.5494,0.8369
19,0.7811,0.7087,0.7938,0.7087,0.2062,0.7087,0.4112,0.5161,0.5494,0.8369
20,0.7885,0.6896,0.806,0.6896,0.194,0.6896,0.4173,0.5161,0.5494,0.8369
21,0.7932,0.6652,0.8172,0.6652,0.1828,0.6652,0.4225,0.5124,0.5494,0.8369
22,0.7999,0.6526,0.8276,0.6526,0.1724,0.6526,0.434,0.5169,0.5494,0.8369
23,0.8039,0.6415,0.8348,0.6415,0.1652,0.6415,0.4382,0.5166,0.5494,0.8369
24,0.8039,0.6252,0.8381,0.6252,0.1619,0.6252,0.4357,0.51,0.5494,0.8369
25,0.8066,0.6106,0.8446,0.6106,0.1554,0.6106,0.4401,0.5073,0.5494,0.8369
26,0.8113,0.5979,0.8525,0.5979,0.1475,0.5979,0.4529,0.5104,0.5494,0.8369
27,0.8159,0.5753,0.8622,0.5753,0.1378,0.5753,0.457,0.5048,0.5494,0.8369
28,0.82,0.5658,0.8685,0.5658,0.1315,0.5658,0.4628,0.5044,0.5494,0.8369
