,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.1098,1.0,0.0,1.0,1.0,1.0,0.1098,0.1825,0.4254,0.8265
1,0.1383,1.0,0.0331,1.0,0.9669,1.0,0.1142,0.1886,0.4254,0.8265
2,0.2575,0.9914,0.1685,0.9914,0.8315,0.9914,0.1272,0.2065,0.4254,0.8265
3,0.3746,0.9784,0.3047,0.9784,0.6953,0.9784,0.1468,0.2312,0.4254,0.8265
4,0.4776,0.9631,0.424,0.9631,0.576,0.9631,0.1715,0.2587,0.4254,0.8265
5,0.5448,0.9493,0.5021,0.9493,0.4979,0.9493,0.1899,0.2773,0.4254,0.8265
6,0.5881,0.9134,0.5569,0.9134,0.4431,0.9134,0.1997,0.2812,0.4254,0.8265
7,0.6342,0.8798,0.6124,0.8798,0.3876,0.8798,0.2071,0.2821,0.4254,0.8265
8,0.6672,0.8575,0.6528,0.8575,0.3472,0.8575,0.2113,0.2815,0.4254,0.8265
9,0.7019,0.8436,0.6949,0.8436,0.3051,0.8436,0.229,0.293,0.4254,0.8265
10,0.7255,0.8283,0.7242,0.8283,0.2758,0.8283,0.2354,0.2942,0.4254,0.8265
11,0.7474,0.5877,0.7519,0.5877,0.2481,0.5877,0.2321,,0.4254,0.8265
12,0.7643,0.5785,0.7722,0.5785,0.2278,0.5785,0.2376,,0.4254,0.8265
13,0.7838,0.5692,0.7956,0.5692,0.2044,0.5692,0.2483,,0.4254,0.8265
14,0.7929,0.5621,0.8071,0.5621,0.1929,0.5621,0.251,,0.4254,0.8265
15,0.8057,0.4409,0.8232,0.4409,0.1768,0.4409,0.2549,,0.4254,0.8265
16,0.8176,0.4342,0.838,0.4342,0.162,0.4342,0.266,,0.4254,0.8265
17,0.8235,0.4187,0.8481,0.4187,0.1519,0.4187,0.2788,,0.4254,0.8265
18,0.828,0.411,0.8552,0.411,0.1448,0.411,0.2803,,0.4254,0.8265
19,0.838,0.3948,0.8708,0.3948,0.1292,0.3948,0.287,,0.4254,0.8265
20,0.8448,0.3847,0.8815,0.3847,0.1185,0.3847,0.3037,,0.4254,0.8265
21,0.848,0.3633,0.8902,0.3633,0.1098,0.3633,0.3195,,0.4254,0.8265
22,0.8536,0.3564,0.8986,0.3564,0.1014,0.3564,0.3377,,0.4254,0.8265
23,0.8602,0.3455,0.9072,0.3455,0.0928,0.3455,0.3486,,0.4254,0.8265
24,0.8611,0.3254,0.9127,0.3254,0.0873,0.3254,0.3457,,0.4254,0.8265
25,0.865,0.3211,0.9181,0.3211,0.0819,0.3211,0.3534,,0.4254,0.8265
26,0.8659,0.3066,0.922,0.3066,0.078,0.3066,0.3505,,0.4254,0.8265
27,0.8696,0.2976,0.9281,0.2976,0.0719,0.2976,0.3587,,0.4254,0.8265
28,0.8715,0.2841,0.9336,0.2841,0.0664,0.2841,0.356,,0.4254,0.8265
29,0.8715,0.2841,0.9336,0.2841,0.0664,0.2841,0.356,,0.4254,0.8265
30,0.8759,0.2599,0.9441,0.2599,0.0559,0.2599,0.2589,,0.4254,0.8265
31,0.8767,0.2528,0.946,0.2528,0.054,0.2528,0.2519,,0.4254,0.8265
32,0.8806,0.2453,0.9517,0.2453,0.0483,0.2453,0.2548,,0.4254,0.8265
33,0.8819,0.2375,0.9548,0.2375,0.0452,0.2375,0.2495,,0.4254,0.8265
34,0.8832,0.2299,0.958,0.2299,0.042,0.2299,0.248,,0.4254,0.8265
35,0.8879,0.2251,0.9645,0.2251,0.0355,0.2251,0.2588,,0.4254,0.8265
36,0.8897,0.2233,0.9674,0.2233,0.0326,0.2233,0.2657,,0.4254,0.8265
37,0.8907,0.2152,0.9704,0.2152,0.0296,0.2152,0.2636,,0.4254,0.8265
38,0.8915,0.2044,0.9747,0.2044,0.0253,0.2044,0.2934,,0.4254,0.8265
39,0.8941,0.1944,0.9796,0.1944,0.0204,0.1944,0.2942,,0.4254,0.8265
40,0.8951,0.1889,0.982,0.1889,0.018,0.1889,0.3304,,0.4254,0.8265
41,0.8947,0.183,0.983,0.183,0.017,0.183,0.3236,,0.4254,0.8265
42,0.8946,0.1795,0.9839,0.1795,0.0161,0.1795,0.3387,,0.4254,0.8265
43,0.8955,0.174,0.9867,0.174,0.0133,0.174,0.4008,,0.4254,0.8265
44,0.8934,0.0547,0.9873,0.0547,0.0127,0.0547,0.2764,,0.4254,0.8265
45,0.8931,0.0467,0.9894,0.0467,0.0106,0.0467,0.2886,,0.4254,0.8265
46,0.8957,0.0442,0.9935,0.0442,0.0065,0.0442,0.3333,,0.4254,0.8265
47,0.8962,0.0442,0.9941,0.0442,0.0059,0.0442,0.3889,,0.4254,0.8265
48,0.8966,0.0442,0.9947,0.0442,0.0053,0.0442,0.3965,,0.4254,0.8265
49,0.8957,0.0389,0.9951,0.0389,0.0049,0.0389,0.3901,,0.4254,0.8265
50,0.8948,0.0316,0.9961,0.0316,0.0039,0.0316,0.387,,0.4254,0.8265
51,0.894,0.0272,0.9961,0.0272,0.0039,0.0272,0.2667,,0.4254,0.8265
52,0.8935,0.0239,0.9967,0.0239,0.0033,0.0239,0.2685,,0.4254,0.8265
53,0.894,0.0239,0.9972,0.0239,0.0028,0.0239,0.2685,,0.4254,0.8265
