,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
54,0.8931,0.0196,0.9972,0.0196,0.0028,0.0196,0.266,,0.4254,0.8265
55,0.8931,0.0196,0.9972,0.0196,0.0028,0.0196,0.266,,0.4254,0.8265
56,0.8935,0.0178,0.9982,0.0178,0.0018,0.0178,0.303,,0.4254,0.8265
57,0.8935,0.0178,0.9982,0.0178,0.0018,0.0178,0.303,,0.4254,0.8265
58,0.894,0.0178,0.9988,0.0178,0.0012,0.0178,0.3111,,0.4254,0.8265
59,0.8923,0.0118,0.9988,0.0118,0.0012,0.0118,0.0864,,0.4254,0.8265
60,0.8919,0.0101,0.9988,0.0101,0.0012,0.0101,0.0833,,0.4254,0.8265
61,0.8914,0.0067,0.9994,0.0067,0.0006,0.0067,0.0889,,0.4254,0.8265
62,0.891,0.0051,0.9994,0.0051,0.0006,0.0051,0.0833,,0.4254,0.8265
63,0.891,0.0051,0.9994,0.0051,0.0006,0.0051,0.0833,,0.4254,0.8265
64,0.8905,0.0034,0.9994,0.0034,0.0006,0.0034,0.0741,,0.4254,0.8265
65,0.8905,0.0034,0.9994,0.0034,0.0006,0.0034,0.0741,,0.4254,0.8265
66,0.8905,0.0034,0.9994,0.0034,0.0006,0.0034,0.0741,,0.4254,0.8265
67,0.8901,0.0017,0.9994,0.0017,0.0006,0.0017,0.0556,,0.4254,0.8265
68,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
69,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
70,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
71,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
72,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
73,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
74,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
75,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
76,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
77,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
78,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
79,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
80,0.8906,0.0017,1.0,0.0017,0.0,0.0017,0.1111,,0.4254,0.8265
81,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
82,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
83,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
84,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
85,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
86,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
87,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
88,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
89,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
90,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
91,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
92,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
93,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
94,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
95,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
96,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
97,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
98,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
99,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
100,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
101,0.8902,0.0,1.0,0.0,0.0,0.0,0.0,,0.4254,0.8265
