,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4281055,0.15648523,0.39268127,0.096453674,0.23663329,0.07356027,0.044186395
ERR4281016,0.25413167,0.2202646,0.11885106,0.14620993,0.096266694,0.16427603
ERR4281054,0.16909641,0.09744109,0.50634617,0.058894824,0.08351723,0.08470421
ERR4281017,0.0419779,0.050510794,0.17449872,0.54248214,0.078722715,0.11180774
ERR4281061,0.11666436,0.11155834,0.16202964,0.15824787,0.30242375,0.14907604
ERR4281018,0.16958699,0.09566397,0.51070565,0.058245167,0.0823052,0.08349309
ERR4281060,0.16428693,0.3450542,0.09342105,0.2653985,0.08548716,0.046352163
ERR4281019,0.25546488,0.19529653,0.1249943,0.12753344,0.1012153,0.19549552
ERR4281062,0.06557191,0.11380734,0.12541604,0.08956847,0.07845941,0.52717674
ERR4281020,0.12580743,0.10436127,0.16104525,0.15582769,0.30206427,0.15089405
ERR4281063,0.21169882,0.2612377,0.12069288,0.1528304,0.09628997,0.15725029
ERR4281021,0.1563819,0.3902442,0.097333394,0.23489448,0.07483312,0.046312742
ERR4281064,0.14738551,0.3708298,0.11297006,0.1847993,0.08721235,0.096803114
ERR4281022,0.028232144,0.1419512,0.05935385,0.09256556,0.12670012,0.5511971
ERR4281065,0.16902366,0.09770255,0.50570685,0.05898992,0.08369505,0.08488197
ERR4281023,0.16620524,0.10724786,0.48282877,0.062355265,0.090092316,0.09127052
ERR4281066,0.1591798,0.31826803,0.121337816,0.15222335,0.09666468,0.15232632
ERR4281024,0.028457724,0.13821119,0.06069053,0.091550276,0.12307341,0.55801684
ERR4281067,0.112035915,0.11551488,0.16247578,0.15946767,0.3024658,0.14804003
ERR4281025,0.2597996,0.20026378,0.11897481,0.13307999,0.096950635,0.19093119
ERR4281068,0.17902803,0.27754018,0.12238773,0.14421572,0.09780867,0.17901962
ERR4281026,0.17383665,0.31027237,0.11658497,0.14066881,0.093051955,0.16558523
ERR4281069,0.0619958,0.14519946,0.17650136,0.10564194,0.0686046,0.44205686
ERR4281027,0.16936558,0.096465506,0.5087381,0.05853863,0.0828525,0.08403975
ERR4281070,0.21998419,0.41554245,0.06532963,0.13088472,0.04867752,0.11958147
ERR4281028,0.17485136,0.32677588,0.116823785,0.17580195,0.09116737,0.11457961
ERR4281071,0.1887828,0.22597021,0.07082961,0.3553923,0.11776084,0.041264314
ERR4281029,0.11259822,0.22672881,0.22624213,0.09735513,0.17341787,0.16365778
ERR4281072,0.16985995,0.0995361,0.4986703,0.060124923,0.08522815,0.08658059
ERR4281030,0.1885474,0.26420683,0.12262961,0.14067815,0.09795609,0.18598182
ERR4281073,0.16180441,0.12059146,0.45224312,0.06673315,0.098739594,0.09988827
ERR4281031,0.17446223,0.28890002,0.12212953,0.14748205,0.09678845,0.17023773
ERR4281074,0.27814075,0.15770188,0.11904766,0.14965716,0.08660712,0.20884551
ERR4281032,0.15534914,0.38296387,0.10519366,0.2108297,0.08034102,0.06532273
ERR4281075,0.15845336,0.38276666,0.09648613,0.24052748,0.076133266,0.04563307
ERR4281033,0.16920951,0.09703272,0.5073462,0.058746003,0.083239235,0.08442633
ERR4281076,0.16959667,0.09562105,0.51081467,0.058228794,0.08227562,0.083463155
ERR4281034,0.2827116,0.18398236,0.11705183,0.13034773,0.095909804,0.18999673
ERR4281077,0.15979084,0.36853525,0.09677726,0.2453417,0.08068716,0.04886786
ERR4281035,0.12261117,0.21418026,0.2727713,0.08850339,0.15072805,0.15120584
ERR4281078,0.11021144,0.2405759,0.23056284,0.092319496,0.16322601,0.16310425
ERR4281036,0.14193287,0.3572146,0.117475964,0.16657402,0.091133505,0.12566908
ERR4281079,0.23364902,0.22448003,0.1206294,0.14187355,0.09913045,0.18023749
ERR4281037,0.16956282,0.09574216,0.5105179,0.058273107,0.08235837,0.08354571
ERR4281080,0.025930189,0.15715104,0.15722163,0.24998814,0.077339925,0.3323691
ERR4281038,0.16875617,0.098656446,0.50338024,0.05933547,0.08434261,0.08552912
ERR4281081,0.2834622,0.17958431,0.116897136,0.12726395,0.09598137,0.19681099
ERR4281039,0.052401457,0.062871136,0.198002,0.46595457,0.08583408,0.13493676
ERR4281082,0.16909878,0.09743264,0.5063669,0.058891762,0.08351149,0.08469848
ERR4281040,0.10950188,0.11778101,0.1627007,0.1601304,0.30243906,0.14744699
ERR4281083,0.16960016,0.09560639,0.5108516,0.058223266,0.08226556,0.083453
ERR4281041,0.028235404,0.1419234,0.059365924,0.09255007,0.12670194,0.5512233
ERR4281084,0.15678692,0.38761193,0.09867274,0.23146997,0.07616359,0.04929488
ERR4281042,0.28352007,0.18106031,0.11692283,0.12847814,0.09596641,0.19405226
ERR4281085,0.11239052,0.11520357,0.16244309,0.15937456,0.30246645,0.14812173
ERR4281043,0.17040706,0.29992515,0.1215459,0.1517938,0.095962144,0.16036583
ERR4281086,0.1598574,0.36957052,0.09639614,0.24609026,0.08014154,0.047943994
ERR4281044,0.16950803,0.095945306,0.510016,0.05834812,0.08249768,0.083684854
ERR4281087,0.16546382,0.33934572,0.093244,0.26781407,0.08709513,0.04703727
ERR4281045,0.15525752,0.38525066,0.10427747,0.21329804,0.07940507,0.06251112
ERR4281088,0.16954586,0.09588532,0.5101275,0.058332246,0.08245909,0.08364999
ERR4281046,0.16960767,0.09557661,0.51092595,0.05821215,0.082245134,0.08343249
ERR4281089,0.21539253,0.23815452,0.12171467,0.1386189,0.09799746,0.18812184
ERR4281047,0.28315198,0.1798515,0.11688276,0.12760176,0.09547561,0.19703639
ERR4281090,0.16942987,0.096230485,0.5093157,0.058452506,0.0826921,0.08387937
ERR4281048,0.13818198,0.17964914,0.3327287,0.08214505,0.13324259,0.13405244
ERR4281091,0.2594695,0.20056358,0.11900048,0.13315731,0.096961215,0.190848
ERR4281049,0.11462393,0.21427841,0.22174533,0.1021463,0.18325247,0.1639535
ERR4281092,0.10791121,0.11923958,0.16283743,0.16054831,0.30241212,0.14705138
ERR4281050,0.11143309,0.23429698,0.2294158,0.09437406,0.16728425,0.1631958
ERR4281093,0.13856792,0.3427444,0.12005379,0.15376057,0.0937842,0.15108906
ERR4281051,0.14468467,0.16455136,0.36109948,0.078774184,0.12498201,0.12590837
ERR4281094,0.1784536,0.22610761,0.07702216,0.3594713,0.117073,0.0418722
ERR4281052,0.28192627,0.18122917,0.11705551,0.12792249,0.09604804,0.19581856
ERR4281095,0.125974,0.20677662,0.2849989,0.08735371,0.14716093,0.14773585
ERR4281053,0.15486461,0.38764057,0.10304869,0.21681234,0.07843662,0.059197158
ERR4281056,0.16960767,0.09557661,0.51092595,0.05821215,0.082245134,0.08343249
ERR4281096,0.14482093,0.3183283,0.12197457,0.14405805,0.09594393,0.17487426
ERR4281057,0.15611382,0.38599,0.09925737,0.23034015,0.0772299,0.051068757
ERR4281097,0.16928789,0.09674834,0.5080436,0.05864213,0.08304541,0.0842326
ERR4281058,0.27087936,0.1930448,0.11808642,0.13242394,0.0964477,0.18911782
ERR4281059,0.28315362,0.17984588,0.11697909,0.1272419,0.09593585,0.19684367
ERR4281098,0.12583125,0.10440715,0.16109167,0.15578194,0.3019684,0.1509196
ERR4281099,0.074066006,0.08904526,0.23472029,0.32767832,0.09450152,0.17998853
ERR4281100,0.26920626,0.19414593,0.11822454,0.13255088,0.09652637,0.18934602
ERR4281101,0.11011289,0.2410407,0.2305958,0.09218188,0.16296062,0.16310813
ERR4281102,0.13954297,0.32875612,0.12144499,0.14594309,0.09522968,0.16908313
ERR4281103,0.06854788,0.1262706,0.19827841,0.09013173,0.07352497,0.44324628
ERR4281104,0.24328701,0.21314107,0.12016764,0.1350097,0.09751353,0.19088109
ERR4281105,0.105473995,0.121535674,0.16303353,0.16118282,0.302336,0.146438
ERR4281106,0.17129143,0.12140554,0.43703127,0.06917887,0.098142706,0.10295016
ERR4281107,0.15742208,0.36998427,0.10994351,0.19693509,0.08438714,0.08132793
ERR4281108,0.16955866,0.095809035,0.51032925,0.058301773,0.082405806,0.08359549
ERR4281109,0.17111956,0.09740254,0.5026339,0.059572335,0.083915025,0.0853566
ERR4281110,0.16056764,0.12411111,0.4444256,0.067827605,0.10096514,0.102102935
ERR4281111,0.12537915,0.10467846,0.16109154,0.15594271,0.30209267,0.15081547
ERR4281112,0.110116445,0.24078676,0.23071814,0.09232981,0.16286433,0.16318448
ERR4281113,0.19114247,0.18564254,0.06399317,0.3683047,0.1481995,0.042717643
ERR4281114,0.16954748,0.095875286,0.5101541,0.058328226,0.08245207,0.08364282
ERR4281115,0.1682642,0.10038104,0.4991971,0.05995492,0.08550862,0.08669417
ERR4281116,0.13701887,0.18756129,0.30367512,0.08708357,0.14095281,0.14370838
ERR4281117,0.16881707,0.09844034,0.50390655,0.059257366,0.08419605,0.08538267
ERR4281118,0.16045159,0.3626748,0.10358624,0.2228718,0.085167,0.06524852
ERR4281119,0.1690059,0.09776634,0.50555104,0.059013095,0.08373841,0.084925294
ERR4281120,0.11394672,0.23278876,0.24310009,0.09120839,0.15934324,0.1596129
ERR4281121,0.28330988,0.17967747,0.11691108,0.1272764,0.09598982,0.19683534
ERR4281122,0.1692706,0.09681119,0.50788945,0.058665097,0.08308827,0.08427544
ERR4281123,0.14737101,0.36225742,0.11441331,0.16871841,0.089435786,0.11780418
ERR4281124,0.11528388,0.11271442,0.1621677,0.15861347,0.30244935,0.14877121
ERR4281125,0.19606106,0.26762706,0.121726505,0.14813563,0.09731457,0.1691352
ERR4281126,0.21202305,0.26534215,0.12025697,0.15609923,0.09574798,0.15053056
ERR4281127,0.16946511,0.096101336,0.50963336,0.058405112,0.08260389,0.08379119
ERR4281128,0.16960767,0.09557661,0.51092595,0.05821215,0.082245134,0.08343249
ERR4281129,0.15638278,0.35433307,0.11496105,0.18003291,0.0889779,0.105312325
ERR4281130,0.16658928,0.106008746,0.4857384,0.061932527,0.08927674,0.09045424
ERR4281131,0.1694831,0.09647578,0.50849867,0.058580104,0.08287873,0.0840836
ERR4281132,0.0870539,0.14169788,0.16395703,0.1658109,0.30038545,0.14109485
ERR4281133,0.27199382,0.18817116,0.1179405,0.12922053,0.096541405,0.19613262
ERR4281134,0.1610939,0.31129596,0.12133007,0.15224974,0.095501885,0.15852845
ERR4281135,0.16911884,0.09736026,0.506544,0.058865394,0.083462246,0.08464925
ERR4281136,0.2551414,0.20950136,0.11919194,0.13841517,0.09703567,0.1807144
ERR4281137,0.15328266,0.143518,0.40301985,0.073442765,0.11284075,0.11389612
ERR4281138,0.12585519,0.10433515,0.16104764,0.15580972,0.30204836,0.15090396
ERR4281139,0.15500972,0.39397487,0.0988563,0.2284964,0.074793756,0.04886907
ERR4281140,0.16960767,0.09557661,0.51092595,0.05821215,0.082245134,0.08343249
ERR4281141,0.120700516,0.21769792,0.2664963,0.08949539,0.152548,0.15306179
ERR4281142,0.13176653,0.22388545,0.22998494,0.098194756,0.15048221,0.16568612
ERR4281143,0.16793832,0.101875246,0.4954183,0.060517713,0.08652072,0.087729715
ERR4281144,0.11011312,0.24103874,0.23059706,0.092182755,0.16295975,0.16310862
ERR4281145,0.1656792,0.10892619,0.47889563,0.06292629,0.09119855,0.09237413
ERR4281146,0.105237715,0.12176255,0.16305138,0.16124366,0.3023256,0.14637913
ERR4281147,0.22209996,0.22155236,0.12529235,0.14405562,0.10746141,0.17953828
ERR4281148,0.15857024,0.13872318,0.16799879,0.22236976,0.07589977,0.2364382
ERR4281149,0.1253506,0.12154629,0.17367396,0.14567973,0.27823743,0.15551206
ERR4281150,0.24654986,0.11163767,0.34612915,0.08827682,0.09065167,0.11675484
ERR4281151,0.16885053,0.098321244,0.50419676,0.059214287,0.084115244,0.08530194
ERR4281152,0.20061335,0.45188364,0.05979202,0.19457051,0.057300273,0.035840206
ERR4281153,0.16960242,0.09559605,0.510878,0.05821932,0.08225844,0.08344579
ERR4281154,0.028687576,0.14198612,0.059971888,0.0882626,0.12554881,0.555543
