,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
29,0.9023,0.0188,0.9987,0.0188,0.0013,0.0188,0.05,,0.3444,0.6624
30,0.9031,0.0125,1.0,0.0125,0.0,0.0125,0.1,,0.3444,0.6624
31,0.9031,0.0125,1.0,0.0125,0.0,0.0125,0.1,,0.3444,0.6624
32,0.9031,0.0125,1.0,0.0125,0.0,0.0125,0.1,,0.3444,0.6624
33,0.9031,0.0125,1.0,0.0125,0.0,0.0125,0.1,,0.3444,0.6624
34,0.9028,0.0062,1.0,0.0062,0.0,0.0062,0.1,,0.3444,0.6624
35,0.9028,0.0062,1.0,0.0062,0.0,0.0062,0.1,,0.3444,0.6624
36,0.9028,0.0062,1.0,0.0062,0.0,0.0062,0.1,,0.3444,0.6624
37,0.9028,0.0062,1.0,0.0062,0.0,0.0062,0.1,,0.3444,0.6624
38,0.9028,0.0062,1.0,0.0062,0.0,0.0062,0.1,,0.3444,0.6624
39,0.9028,0.0062,1.0,0.0062,0.0,0.0062,0.1,,0.3444,0.6624
40,0.9028,0.0062,1.0,0.0062,0.0,0.0062,0.1,,0.3444,0.6624
41,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
42,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
43,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
44,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
45,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
46,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
47,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
48,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
49,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
50,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
51,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
52,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
53,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
54,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
55,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
56,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
57,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
58,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
59,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
60,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
61,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
62,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
63,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
64,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
65,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
66,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
67,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
68,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
69,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
70,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
71,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
72,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
73,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
74,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
75,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
76,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
77,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
78,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
79,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
80,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
81,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
82,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
83,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
84,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
85,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
86,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
87,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
88,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
89,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
90,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
91,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
92,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
93,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
94,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
95,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
96,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
97,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
98,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
99,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
100,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
101,0.9024,0.0,1.0,0.0,0.0,0.0,0.0,,0.3444,0.6624
