,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2792,0.415,0.6348
1,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2792,0.415,0.6348
2,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2792,0.415,0.6348
3,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2792,0.415,0.6348
4,0.1641,1.0,0.0,1.0,1.0,1.0,0.1641,0.2794,0.415,0.6348
5,0.1649,1.0,0.0008,1.0,0.9992,1.0,0.1644,0.2797,0.415,0.6348
6,0.1644,1.0,0.0008,1.0,0.9992,1.0,0.1638,0.2788,0.415,0.6348
7,0.169,1.0,0.0068,1.0,0.9932,1.0,0.1649,0.2802,0.415,0.6348
8,0.2006,0.9885,0.0439,0.9885,0.9561,0.9885,0.1684,0.2853,0.415,0.6348
9,0.2539,0.8886,0.1204,0.8886,0.8796,0.8886,0.1672,0.2797,0.415,0.6348
10,0.2815,0.8655,0.1558,0.8655,0.8442,0.8655,0.1691,0.2812,0.415,0.6348
11,0.2969,0.8655,0.1732,0.8655,0.8268,0.8655,0.1714,0.2845,0.415,0.6348
12,0.4162,0.8322,0.3125,0.8322,0.6875,0.8322,0.1972,0.3128,0.415,0.6348
13,0.4719,0.7655,0.3946,0.7655,0.6054,0.7655,0.218,0.3237,0.415,0.6348
14,0.6151,0.6739,0.5795,0.6739,0.4205,0.6739,0.2895,0.3736,0.415,0.6348
15,0.6486,0.5515,0.6402,0.5515,0.3598,0.5515,0.2858,0.3312,0.415,0.6348
16,0.6969,0.4802,0.714,0.4802,0.286,0.4802,0.2573,,0.415,0.6348
17,0.7076,0.449,0.7325,0.449,0.2675,0.449,0.316,,0.415,0.6348
18,0.7404,0.4248,0.7812,0.4248,0.2188,0.4248,0.3284,,0.415,0.6348
19,0.7439,0.3808,0.7921,0.3808,0.2079,0.3808,0.1649,,0.415,0.6348
20,0.7499,0.3636,0.8039,0.3636,0.1961,0.3636,0.1669,,0.415,0.6348
21,0.7546,0.3539,0.8123,0.3539,0.1877,0.3539,0.169,,0.415,0.6348
22,0.772,0.3448,0.8365,0.3448,0.1635,0.3448,0.1831,,0.415,0.6348
23,0.7948,0.3178,0.8714,0.3178,0.1286,0.3178,0.2008,,0.415,0.6348
24,0.8035,0.2983,0.8872,0.2983,0.1128,0.2983,0.2101,,0.415,0.6348
25,0.8142,0.2616,0.9094,0.2616,0.0905,0.2616,0.2305,,0.415,0.6348
26,0.8145,0.2067,0.9245,0.2067,0.0755,0.2067,0.1301,,0.415,0.6348
27,0.8125,0.1919,0.9253,0.1919,0.0747,0.1919,0.124,,0.415,0.6348
28,0.8172,0.1808,0.9333,0.1808,0.0667,0.1808,0.1252,,0.415,0.6348
29,0.8172,0.1808,0.9333,0.1808,0.0667,0.1808,0.1252,,0.415,0.6348
30,0.8225,0.1623,0.9439,0.1623,0.0561,0.1623,0.1262,,0.415,0.6348
31,0.8225,0.1512,0.9464,0.1512,0.0536,0.1512,0.1198,,0.415,0.6348
32,0.8212,0.1364,0.948,0.1364,0.052,0.1364,0.1028,,0.415,0.6348
33,0.8218,0.1289,0.9504,0.1289,0.0496,0.1289,0.0924,,0.415,0.6348
34,0.8278,0.1252,0.9586,0.1252,0.0414,0.1252,0.0943,,0.415,0.6348
35,0.8292,0.1183,0.9619,0.1183,0.0381,0.1183,0.1067,,0.415,0.6348
36,0.8287,0.1111,0.9635,0.1111,0.0365,0.1111,0.0721,,0.415,0.6348
