,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
83,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
84,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
85,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
86,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
87,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
88,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
89,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
90,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
91,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
92,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
93,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
94,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
95,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
96,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
97,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
98,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
99,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
100,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
101,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3633,0.7855
