,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2799,0.5214,0.7996
1,0.208,1.0,0.0484,1.0,0.9516,1.0,0.1699,0.2893,0.5214,0.7996
2,0.3094,1.0,0.1691,1.0,0.8309,1.0,0.1878,0.3154,0.5214,0.7996
3,0.4351,0.9654,0.3285,0.9654,0.6715,0.9654,0.2165,0.3521,0.5214,0.7996
4,0.4973,0.9501,0.4042,0.9501,0.5958,0.9501,0.2386,0.3801,0.5214,0.7996
5,0.5408,0.9386,0.4576,0.9386,0.5424,0.9386,0.261,0.4066,0.5214,0.7996
6,0.5649,0.9109,0.4916,0.9109,0.5084,0.9109,0.2673,0.4113,0.5214,0.7996
7,0.595,0.8833,0.5333,0.8833,0.4667,0.8833,0.2801,0.4229,0.5214,0.7996
8,0.6151,0.8609,0.5623,0.8609,0.4377,0.8609,0.2882,0.4296,0.5214,0.7996
9,0.6406,0.8378,0.5982,0.8378,0.4018,0.8378,0.2988,0.4386,0.5214,0.7996
10,0.658,0.8004,0.6276,0.8004,0.3724,0.8004,0.3045,0.4395,0.5214,0.7996
11,0.6807,0.7897,0.6575,0.7897,0.3425,0.7897,0.3225,0.4551,0.5214,0.7996
12,0.6888,0.77,0.6703,0.77,0.3297,0.77,0.3313,0.4592,0.5214,0.7996
13,0.6988,0.7623,0.6839,0.7623,0.3161,0.7623,0.3422,0.4671,0.5214,0.7996
14,0.7055,0.7505,0.6934,0.7505,0.3066,0.7505,0.3499,0.471,0.5214,0.7996
15,0.7135,0.7305,0.7063,0.7305,0.2937,0.7305,0.3555,0.471,0.5214,0.7996
16,0.7256,0.7158,0.7241,0.7158,0.2759,0.7158,0.3632,0.4756,0.5214,0.7996
17,0.7356,0.7002,0.7386,0.7002,0.2614,0.7002,0.373,0.4795,0.5214,0.7996
18,0.7456,0.6843,0.7532,0.6843,0.2468,0.6843,0.3785,0.4808,0.5214,0.7996
19,0.755,0.6614,0.7696,0.6614,0.2304,0.6614,0.3834,0.4799,0.5214,0.7996
20,0.761,0.6501,0.7793,0.6501,0.2207,0.6501,0.3899,0.4819,0.5214,0.7996
21,0.7664,0.6385,0.7883,0.6385,0.2117,0.6385,0.3954,0.4829,0.5214,0.7996
22,0.7718,0.6311,0.7963,0.6311,0.2037,0.6311,0.4045,0.4869,0.5214,0.7996
23,0.7744,0.6113,0.8028,0.6113,0.1972,0.6113,0.4032,0.4802,0.5214,0.7996
24,0.7791,0.5964,0.8117,0.5964,0.1883,0.5964,0.4088,0.4798,0.5214,0.7996
25,0.7865,0.5889,0.8222,0.5889,0.1778,0.5889,0.4184,0.4842,0.5214,0.7996
26,0.7938,0.5889,0.8311,0.5889,0.1689,0.5889,0.4322,0.4933,0.5214,0.7996
27,0.7979,0.5852,0.8368,0.5852,0.1633,0.5852,0.4372,0.4958,0.5214,0.7996
28,0.8032,0.5769,0.8448,0.5769,0.1552,0.5769,0.4462,0.4988,0.5214,0.7996
29,0.8032,0.5769,0.8448,0.5769,0.1552,0.5769,0.4462,0.4988,0.5214,0.7996
30,0.8153,0.5085,0.8729,0.5085,0.127,0.5085,0.4524,0.4759,0.5214,0.7996
31,0.824,0.459,0.8922,0.459,0.1078,0.459,0.4647,0.4357,0.5214,0.7996
32,0.824,0.4352,0.897,0.4352,0.103,0.4352,0.3938,,0.5214,0.7996
33,0.8247,0.4233,0.901,0.4233,0.099,0.4233,0.3929,,0.5214,0.7996
34,0.8274,0.4156,0.906,0.4156,0.094,0.4156,0.3971,,0.5214,0.7996
35,0.8281,0.3977,0.9107,0.3977,0.0893,0.3977,0.3989,,0.5214,0.7996
36,0.8309,0.3858,0.9164,0.3858,0.0836,0.3858,0.3958,,0.5214,0.7996
37,0.8349,0.3818,0.9221,0.3818,0.0779,0.3818,0.4021,,0.5214,0.7996
38,0.8362,0.3782,0.9245,0.3782,0.0755,0.3782,0.405,,0.5214,0.7996
39,0.8436,0.3587,0.9374,0.3587,0.0626,0.3587,0.4099,,0.5214,0.7996
40,0.8457,0.3317,0.9455,0.3317,0.0545,0.3317,0.3787,,0.5214,0.7996
41,0.8471,0.3246,0.9488,0.3246,0.0512,0.3246,0.3806,,0.5214,0.7996
42,0.8491,0.3246,0.9511,0.3246,0.0489,0.3246,0.3882,,0.5214,0.7996
43,0.8491,0.3176,0.9528,0.3176,0.0472,0.3176,0.3908,,0.5214,0.7996
44,0.8504,0.3176,0.9543,0.3176,0.0457,0.3176,0.4004,,0.5214,0.7996
45,0.8504,0.3176,0.9543,0.3176,0.0457,0.3176,0.4004,,0.5214,0.7996
46,0.8531,0.3105,0.9593,0.3105,0.0407,0.3105,0.407,,0.5214,0.7996
47,0.8524,0.3034,0.9601,0.3034,0.0399,0.3034,0.4041,,0.5214,0.7996
48,0.8524,0.3,0.9609,0.3,0.0391,0.3,0.4039,,0.5214,0.7996
49,0.8518,0.2965,0.9609,0.2965,0.0391,0.2965,0.4017,,0.5214,0.7996
50,0.8524,0.2882,0.9626,0.2882,0.0374,0.2882,0.4019,,0.5214,0.7996
51,0.8538,0.2882,0.9642,0.2882,0.0358,0.2882,0.408,,0.5214,0.7996
52,0.8538,0.2812,0.9659,0.2812,0.0341,0.2812,0.4096,,0.5214,0.7996
53,0.8538,0.2812,0.9659,0.2812,0.0341,0.2812,0.4096,,0.5214,0.7996
54,0.8551,0.2812,0.9675,0.2812,0.0325,0.2812,0.4165,,0.5214,0.7996
55,0.8558,0.2776,0.9691,0.2776,0.0309,0.2776,0.4249,,0.5214,0.7996
56,0.8551,0.2705,0.9699,0.2705,0.0301,0.2705,0.4218,,0.5214,0.7996
57,0.8551,0.2705,0.9699,0.2705,0.0301,0.2705,0.4218,,0.5214,0.7996
58,0.8544,0.2668,0.9699,0.2668,0.0301,0.2668,0.4209,,0.5214,0.7996
59,0.8538,0.2596,0.9707,0.2596,0.0293,0.2596,0.42,,0.5214,0.7996
60,0.8544,0.2524,0.9732,0.2524,0.0268,0.2524,0.4259,,0.5214,0.7996
61,0.8544,0.2455,0.9748,0.2455,0.0251,0.2455,0.4259,,0.5214,0.7996
62,0.8571,0.2455,0.9782,0.2455,0.0218,0.2455,0.4424,,0.5214,0.7996
63,0.8564,0.2311,0.9806,0.2311,0.0194,0.2311,0.4466,,0.5214,0.7996
64,0.8571,0.2275,0.9823,0.2275,0.0177,0.2275,0.4553,,0.5214,0.7996
65,0.8578,0.2275,0.9831,0.2275,0.0169,0.2275,0.4606,,0.5214,0.7996
66,0.8579,0.2239,0.9839,0.2239,0.0161,0.2239,0.4632,,0.5214,0.7996
67,0.8579,0.2204,0.9847,0.2204,0.0153,0.2204,0.4658,,0.5214,0.7996
68,0.8579,0.2049,0.9871,0.2049,0.0129,0.2049,0.478,,0.5214,0.7996
69,0.8586,0.2013,0.9888,0.2013,0.0112,0.2013,0.4913,,0.5214,0.7996
70,0.8572,0.194,0.9888,0.194,0.0112,0.194,0.4866,,0.5214,0.7996
71,0.8566,0.1868,0.9896,0.1868,0.0104,0.1868,0.4864,,0.5214,0.7996
72,0.8552,0.1726,0.9912,0.1726,0.0088,0.1726,0.4889,,0.5214,0.7996
73,0.8539,0.1618,0.992,0.1618,0.008,0.1618,0.4879,,0.5214,0.7996
74,0.8525,0.1498,0.992,0.1498,0.008,0.1498,0.482,,0.5214,0.7996
75,0.8525,0.1461,0.9929,0.1461,0.0071,0.1461,0.4839,,0.5214,0.7996
76,0.8532,0.1427,0.9945,0.1427,0.0055,0.1427,0.5037,,0.5214,0.7996
77,0.8525,0.1392,0.9945,0.1392,0.0055,0.1392,0.4759,,0.5214,0.7996
78,0.8514,0.132,0.9954,0.132,0.0047,0.132,0.392,,0.5214,0.7996
79,0.8515,0.1283,0.9961,0.1283,0.0039,0.1283,0.4042,,0.5214,0.7996
80,0.8494,0.1135,0.9969,0.1135,0.0031,0.1135,0.4154,,0.5214,0.7996
81,0.8488,0.1098,0.9969,0.1098,0.0031,0.1098,0.4154,,0.5214,0.7996
82,0.8488,0.1061,0.9977,0.1061,0.0023,0.1061,0.4352,,0.5214,0.7996
83,0.8449,0.0838,0.9977,0.0838,0.0023,0.0838,0.4352,,0.5214,0.7996
84,0.8436,0.0728,0.9984,0.0728,0.0016,0.0728,0.2792,,0.5214,0.7996
85,0.843,0.0728,0.9984,0.0728,0.0016,0.0728,0.2792,,0.5214,0.7996
86,0.843,0.0728,0.9984,0.0728,0.0016,0.0728,0.2792,,0.5214,0.7996
87,0.8403,0.0489,0.9984,0.0489,0.0016,0.0489,0.25,,0.5214,0.7996
88,0.8384,0.0333,0.9993,0.0333,0.0007,0.0333,0.1333,,0.5214,0.7996
89,0.8386,0.0333,0.9993,0.0333,0.0007,0.0333,0.1333,,0.5214,0.7996
90,0.8392,0.0333,1.0,0.0333,0.0,0.0333,0.1667,,0.5214,0.7996
91,0.8386,0.025,1.0,0.025,0.0,0.025,0.1667,,0.5214,0.7996
92,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
93,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5214,0.7996
