,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2802,0.5345,0.8269
1,0.2255,1.0,0.073,1.0,0.927,1.0,0.175,0.2962,0.5345,0.8269
2,0.3904,1.0,0.2673,1.0,0.7327,1.0,0.2143,0.3508,0.5345,0.8269
3,0.4532,0.9897,0.3434,0.9897,0.6566,0.9897,0.2364,0.3783,0.5345,0.8269
4,0.5036,0.9542,0.4074,0.9542,0.5926,0.9542,0.26,0.4022,0.5345,0.8269
5,0.5341,0.9473,0.4453,0.9473,0.5547,0.9473,0.2834,0.4243,0.5345,0.8269
6,0.5616,0.9337,0.4807,0.9337,0.5193,0.9337,0.3001,0.4388,0.5345,0.8269
7,0.583,0.9164,0.5089,0.9164,0.4911,0.9164,0.3161,0.4481,0.5345,0.8269
8,0.6185,0.8974,0.5556,0.8974,0.4444,0.8974,0.3291,0.4596,0.5345,0.8269
9,0.6526,0.8864,0.5984,0.8864,0.4016,0.8864,0.341,0.4725,0.5345,0.8269
10,0.6734,0.868,0.6276,0.868,0.3724,0.868,0.3556,0.4826,0.5345,0.8269
11,0.6901,0.851,0.6513,0.851,0.3487,0.851,0.3628,0.4869,0.5345,0.8269
12,0.7068,0.8304,0.6759,0.8304,0.3241,0.8304,0.3826,0.4984,0.5345,0.8269
13,0.7195,0.8132,0.6943,0.8132,0.3057,0.8132,0.3935,0.5046,0.5345,0.8269
14,0.7289,0.7978,0.7088,0.7978,0.2912,0.7978,0.3993,0.5076,0.5345,0.8269
15,0.7396,0.7904,0.7234,0.7904,0.2766,0.7904,0.4083,0.5146,0.5345,0.8269
16,0.753,0.7693,0.7444,0.7693,0.2556,0.7693,0.4277,0.5224,0.5345,0.8269
17,0.7584,0.7539,0.7534,0.7539,0.2466,0.7539,0.4312,0.5205,0.5345,0.8269
18,0.7584,0.7267,0.7591,0.7267,0.2409,0.7267,0.4302,0.5131,0.5345,0.8269
19,0.7637,0.7095,0.7687,0.7095,0.2313,0.7095,0.4336,0.5125,0.5345,0.8269
20,0.7691,0.6966,0.7775,0.6966,0.2225,0.6966,0.4378,0.5135,0.5345,0.8269
21,0.7738,0.6856,0.7854,0.6856,0.2146,0.6856,0.4403,0.5131,0.5345,0.8269
22,0.7738,0.664,0.7895,0.664,0.2105,0.664,0.4371,0.5054,0.5345,0.8269
23,0.7825,0.6519,0.8024,0.6519,0.1976,0.6519,0.4459,0.509,0.5345,0.8269
24,0.7845,0.6324,0.8088,0.6324,0.1912,0.6324,0.4453,0.5033,0.5345,0.8269
25,0.7871,0.6246,0.8136,0.6246,0.1864,0.6246,0.4456,0.5018,0.5345,0.8269
26,0.7898,0.586,0.8239,0.586,0.1761,0.586,0.4464,0.4885,0.5345,0.8269
27,0.7925,0.5537,0.8334,0.5537,0.1666,0.5537,0.4419,0.476,0.5345,0.8269
28,0.8012,0.5409,0.8462,0.5409,0.1538,0.5409,0.449,0.4777,0.5345,0.8269
29,0.8012,0.5409,0.8462,0.5409,0.1538,0.5409,0.449,0.4777,0.5345,0.8269
30,0.8119,0.4558,0.8758,0.4558,0.1242,0.4558,0.4476,0.4453,0.5345,0.8269
31,0.828,0.4403,0.8982,0.4403,0.1018,0.4403,0.4749,0.4522,0.5345,0.8269
32,0.8347,0.4249,0.9094,0.4249,0.0906,0.4249,0.4899,0.4506,0.5345,0.8269
33,0.838,0.4076,0.9167,0.4076,0.0833,0.4076,0.496,0.4423,0.5345,0.8269
34,0.838,0.3827,0.9215,0.3827,0.0785,0.3827,0.488,0.4222,0.5345,0.8269
35,0.8407,0.375,0.9263,0.375,0.0737,0.375,0.4955,0.4198,0.5345,0.8269
36,0.8407,0.3534,0.9303,0.3534,0.0697,0.3534,0.4828,0.4,0.5345,0.8269
37,0.8427,0.349,0.9334,0.349,0.0666,0.349,0.4945,0.3981,0.5345,0.8269
38,0.8447,0.3449,0.9367,0.3449,0.0633,0.3449,0.5079,0.3967,0.5345,0.8269
39,0.8467,0.3405,0.9398,0.3405,0.0602,0.3405,0.5196,0.3926,0.5345,0.8269
40,0.8467,0.3318,0.9415,0.3318,0.0586,0.3318,0.5232,0.3834,0.5345,0.8269
41,0.8481,0.3274,0.9438,0.3274,0.0562,0.3274,0.5262,0.3795,0.5345,0.8269
42,0.8494,0.3233,0.9462,0.3233,0.0537,0.3233,0.5323,0.3767,0.5345,0.8269
43,0.8514,0.3156,0.9502,0.3156,0.0498,0.3156,0.5394,0.3696,0.5345,0.8269
44,0.8548,0.3112,0.9551,0.3112,0.0449,0.3112,0.5801,0.3674,0.5345,0.8269
45,0.8527,0.2998,0.9551,0.2998,0.0449,0.2998,0.564,0.354,0.5345,0.8269
46,0.8527,0.2876,0.9576,0.2876,0.0424,0.2876,0.5412,0.3394,0.5345,0.8269
47,0.8521,0.2798,0.9584,0.2798,0.0416,0.2798,0.5857,0.3304,0.5345,0.8269
48,0.8534,0.2798,0.96,0.2798,0.04,0.2798,0.5989,0.3312,0.5345,0.8269
49,0.8561,0.268,0.9655,0.268,0.0345,0.268,0.6533,,0.5345,0.8269
50,0.8554,0.257,0.9672,0.257,0.0328,0.257,0.4888,,0.5345,0.8269
51,0.8581,0.25,0.9713,0.25,0.0287,0.25,0.4905,,0.5345,0.8269
52,0.8574,0.2423,0.9721,0.2423,0.0279,0.2423,0.493,,0.5345,0.8269
53,0.8569,0.2346,0.9728,0.2346,0.0272,0.2346,0.4991,,0.5345,0.8269
54,0.8562,0.2225,0.9744,0.2225,0.0256,0.2225,0.3312,,0.5345,0.8269
55,0.857,0.2225,0.9761,0.2225,0.0239,0.2225,0.3376,,0.5345,0.8269
56,0.8565,0.2225,0.9761,0.2225,0.0239,0.2225,0.3376,,0.5345,0.8269
57,0.8565,0.2225,0.9761,0.2225,0.0239,0.2225,0.3376,,0.5345,0.8269
58,0.8552,0.2158,0.9761,0.2158,0.0239,0.2158,0.3342,,0.5345,0.8269
59,0.8552,0.2058,0.9786,0.2058,0.0214,0.2058,0.3419,,0.5345,0.8269
60,0.8552,0.2025,0.9794,0.2025,0.0206,0.2025,0.3393,,0.5345,0.8269
61,0.8546,0.1992,0.9802,0.1992,0.0198,0.1992,0.3476,,0.5345,0.8269
62,0.8547,0.1958,0.981,0.1958,0.019,0.1958,0.3512,,0.5345,0.8269
63,0.8527,0.1825,0.9819,0.1825,0.0181,0.1825,0.3387,,0.5345,0.8269
64,0.854,0.1825,0.9835,0.1825,0.0165,0.1825,0.3573,,0.5345,0.8269
65,0.8534,0.1692,0.986,0.1692,0.014,0.1692,0.3613,,0.5345,0.8269
66,0.8527,0.1625,0.9868,0.1625,0.0132,0.1625,0.3364,,0.5345,0.8269
67,0.8534,0.1625,0.9876,0.1625,0.0124,0.1625,0.3641,,0.5345,0.8269
68,0.8534,0.1592,0.9885,0.1592,0.0115,0.1592,0.4197,,0.5345,0.8269
69,0.8548,0.1592,0.9901,0.1592,0.0099,0.1592,0.4258,,0.5345,0.8269
70,0.8548,0.1592,0.9901,0.1592,0.0099,0.1592,0.4258,,0.5345,0.8269
71,0.8542,0.1558,0.9901,0.1558,0.0099,0.1558,0.4246,,0.5345,0.8269
72,0.8542,0.1525,0.9909,0.1525,0.0091,0.1525,0.2716,,0.5345,0.8269
73,0.8542,0.1525,0.9909,0.1525,0.0091,0.1525,0.2716,,0.5345,0.8269
74,0.855,0.1525,0.9925,0.1525,0.0075,0.1525,0.2917,,0.5345,0.8269
75,0.8537,0.1458,0.9925,0.1458,0.0075,0.1458,0.2892,,0.5345,0.8269
76,0.8523,0.1322,0.9933,0.1322,0.0067,0.1322,0.2903,,0.5345,0.8269
