,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
77,0.8523,0.1322,0.9933,0.1322,0.0067,0.1322,0.2903,,0.5345,0.8269
78,0.8523,0.1322,0.9933,0.1322,0.0067,0.1322,0.2903,,0.5345,0.8269
79,0.853,0.1322,0.9941,0.1322,0.0059,0.1322,0.2945,,0.5345,0.8269
80,0.8523,0.1289,0.9941,0.1289,0.0059,0.1289,0.2931,,0.5345,0.8269
81,0.8523,0.1289,0.9941,0.1289,0.0059,0.1289,0.2931,,0.5345,0.8269
82,0.8523,0.1289,0.9941,0.1289,0.0059,0.1289,0.2931,,0.5345,0.8269
83,0.853,0.1289,0.995,0.1289,0.005,0.1289,0.2976,,0.5345,0.8269
84,0.853,0.1289,0.995,0.1289,0.005,0.1289,0.2976,,0.5345,0.8269
85,0.8524,0.1156,0.9975,0.1156,0.0025,0.1156,0.3095,,0.5345,0.8269
86,0.8524,0.1053,0.9992,0.1053,0.0008,0.1053,0.3241,,0.5345,0.8269
87,0.849,0.0886,0.9992,0.0886,0.0008,0.0886,0.3205,,0.5345,0.8269
88,0.8463,0.0683,1.0,0.0683,0.0,0.0683,0.3333,,0.5345,0.8269
89,0.8463,0.0683,1.0,0.0683,0.0,0.0683,0.3333,,0.5345,0.8269
90,0.845,0.0617,1.0,0.0617,0.0,0.0617,0.3333,,0.5345,0.8269
91,0.8437,0.0514,1.0,0.0514,0.0,0.0514,0.3333,,0.5345,0.8269
92,0.843,0.048,1.0,0.048,0.0,0.048,0.3333,,0.5345,0.8269
93,0.8411,0.038,1.0,0.038,0.0,0.038,0.3333,,0.5345,0.8269
94,0.8392,0.0278,1.0,0.0278,0.0,0.0278,0.1667,,0.5345,0.8269
95,0.8386,0.0208,1.0,0.0208,0.0,0.0208,0.1667,,0.5345,0.8269
96,0.8386,0.0208,1.0,0.0208,0.0,0.0208,0.1667,,0.5345,0.8269
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5345,0.8269
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5345,0.8269
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5345,0.8269
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5345,0.8269
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5345,0.8269
