,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4282283,0.092668064,0.407932,0.084127076,0.20613033,0.01246417,0.034389988,0.036314234,0.0832138,0.008870695,0.033889595
ERR4282284,0.09940892,0.101056725,0.03271806,0.4195703,0.004721811,0.016027724,0.059666343,0.21727134,0.012529358,0.037029456
ERR4282285,0.056976978,0.07534319,0.077549465,0.23431364,0.007214923,0.019500144,0.16952726,0.3298597,0.008729649,0.020985054
ERR4282286,0.20383014,0.17837356,0.032180715,0.35737312,0.009784861,0.00959489,0.026388895,0.085223384,0.03968571,0.057564706
ERR4282287,0.046512216,0.07171768,0.061655123,0.28369597,0.006052742,0.019679058,0.13629654,0.34480134,0.006916724,0.022672644
ERR4282288,0.05643234,0.110781685,0.08242683,0.26059076,0.0069792373,0.02519444,0.13052106,0.29553416,0.006465943,0.025073692
ERR4282289,0.055353414,0.113539636,0.06280964,0.30949005,0.0052857776,0.028019847,0.09976646,0.2953249,0.0054436987,0.024966538
ERR4282290,0.07948972,0.2238733,0.09249803,0.26081184,0.01027088,0.040255666,0.07370115,0.18076257,0.007304509,0.031032277
ERR4282291,0.06747064,0.464979,0.09858998,0.18691812,0.011671903,0.034482144,0.03979335,0.054145172,0.007456643,0.034492947
ERR4282292,0.042473037,0.19452119,0.041847955,0.023198098,0.14247331,0.32465145,0.048305225,0.018874872,0.07068986,0.09296502
ERR4282293,0.023537569,0.018749041,0.0198259,0.00874505,0.046230454,0.016109314,0.013951289,0.004488235,0.7853073,0.06305585
ERR4282294,0.059418797,0.047012534,0.028563768,0.006304989,0.42835528,0.2969257,0.024929047,0.012331843,0.041414574,0.054743525
ERR4282295,0.16957103,0.35486868,0.05860416,0.1577733,0.01713402,0.01900957,0.02567171,0.05556473,0.05625623,0.08554649
ERR4282296,0.043550577,0.075819604,0.063110046,0.2660062,0.0067860875,0.021329917,0.13716227,0.35787925,0.0065663806,0.021789653
