,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2805,0.4882,0.767
1,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2805,0.4882,0.767
2,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2805,0.4882,0.767
3,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2805,0.4882,0.767
4,0.1644,1.0,0.0,1.0,1.0,1.0,0.1644,0.281,0.4882,0.767
5,0.1797,1.0,0.0174,1.0,0.9826,1.0,0.1663,0.2841,0.4882,0.767
6,0.2456,1.0,0.0945,1.0,0.9055,1.0,0.1768,0.2998,0.4882,0.767
7,0.3022,0.9902,0.1642,0.9902,0.8358,0.9902,0.187,0.314,0.4882,0.767
8,0.3551,0.9748,0.2278,0.9748,0.7722,0.9748,0.2004,0.3318,0.4882,0.767
9,0.4411,0.9467,0.3345,0.9467,0.6655,0.9467,0.2239,0.3602,0.4882,0.767
10,0.4699,0.9261,0.3735,0.9261,0.6265,0.9261,0.2312,0.3677,0.4882,0.767
11,0.5067,0.9091,0.4214,0.9091,0.5786,0.9091,0.2444,0.3818,0.4882,0.767
12,0.5509,0.8487,0.4819,0.8487,0.5181,0.8487,0.2742,0.3978,0.4882,0.767
13,0.5696,0.837,0.5064,0.837,0.4936,0.837,0.3111,0.418,0.4882,0.767
14,0.5843,0.8269,0.5259,0.8269,0.4741,0.8269,0.3325,0.4267,0.4882,0.767
15,0.6091,0.7734,0.5656,0.7734,0.4344,0.7734,0.335,0.422,0.4882,0.767
16,0.6419,0.7269,0.6135,0.7269,0.3865,0.7269,0.3427,0.4212,0.4882,0.767
17,0.6566,0.6842,0.6393,0.6842,0.3607,0.6842,0.3495,0.4167,0.4882,0.767
18,0.6928,0.6348,0.6925,0.6348,0.3075,0.6348,0.3722,0.4259,0.4882,0.767
19,0.7262,0.5667,0.747,0.5667,0.253,0.5667,0.3761,0.4176,0.4882,0.767
20,0.7517,0.522,0.7867,0.522,0.2133,0.522,0.3819,0.4113,0.4882,0.767
21,0.7738,0.4927,0.819,0.4927,0.181,0.4927,0.3891,0.4069,0.4882,0.767
22,0.7784,0.475,0.8278,0.475,0.1722,0.475,0.3888,0.402,0.4882,0.767
23,0.7851,0.4659,0.8374,0.4659,0.1626,0.4659,0.3948,0.4022,0.4882,0.767
24,0.7965,0.4452,0.8558,0.4452,0.1442,0.4452,0.4038,0.4012,0.4882,0.767
25,0.8019,0.3965,0.8719,0.3965,0.1281,0.3965,0.4215,0.3683,0.4882,0.767
26,0.8059,0.3618,0.8831,0.3618,0.1169,0.3618,0.496,0.3336,0.4882,0.767
27,0.81,0.3366,0.8938,0.3366,0.1062,0.3366,0.3336,,0.4882,0.767
28,0.8095,0.2676,0.9033,0.2676,0.0967,0.2676,0.2183,,0.4882,0.767
29,0.8095,0.2676,0.9033,0.2676,0.0967,0.2676,0.2183,,0.4882,0.767
30,0.8189,0.2467,0.9196,0.2467,0.0804,0.2467,0.23,,0.4882,0.767
31,0.8215,0.2312,0.9261,0.2312,0.0739,0.2312,0.2324,,0.4882,0.767
32,0.8242,0.217,0.9326,0.217,0.0674,0.217,0.2367,,0.4882,0.767
33,0.8336,0.2054,0.9464,0.2054,0.0536,0.2054,0.268,,0.4882,0.767
34,0.8343,0.1606,0.9568,0.1606,0.0432,0.1606,0.2619,,0.4882,0.767
35,0.8363,0.1352,0.9639,0.1352,0.0361,0.1352,0.1799,,0.4882,0.767
36,0.837,0.1132,0.9694,0.1132,0.0306,0.1132,0.1072,,0.4882,0.767
37,0.8405,0.1132,0.9743,0.1132,0.0257,0.1132,0.1091,,0.4882,0.767
38,0.8448,0.1132,0.9799,0.1132,0.0201,0.1132,0.1091,,0.4882,0.767
39,0.8468,0.1101,0.983,0.1101,0.017,0.1101,0.108,,0.4882,0.767
40,0.8481,0.1069,0.9856,0.1069,0.0144,0.1069,0.1111,,0.4882,0.767
41,0.8481,0.1069,0.9856,0.1069,0.0144,0.1069,0.1111,,0.4882,0.767
42,0.8468,0.1006,0.9856,0.1006,0.0144,0.1006,0.1088,,0.4882,0.767
43,0.8469,0.1006,0.9856,0.1006,0.0144,0.1006,0.1088,,0.4882,0.767
44,0.8462,0.0943,0.9864,0.0943,0.0136,0.0943,0.1087,,0.4882,0.767
45,0.847,0.0943,0.9872,0.0943,0.0127,0.0943,0.1111,,0.4882,0.767
46,0.847,0.088,0.989,0.088,0.011,0.088,0.1138,,0.4882,0.767
47,0.8463,0.0786,0.9906,0.0786,0.0093,0.0786,0.1157,,0.4882,0.767
48,0.8477,0.0786,0.9924,0.0786,0.0076,0.0786,0.1226,,0.4882,0.767
49,0.8437,0.0535,0.994,0.0535,0.006,0.0535,0.118,,0.4882,0.767
50,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
51,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
52,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
53,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
54,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
55,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
56,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
57,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
58,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
59,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
60,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
61,0.8366,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
62,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
63,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
64,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
65,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
66,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
67,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
68,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
69,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
70,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
71,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
72,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
73,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
74,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
75,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
76,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
77,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
78,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
79,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
80,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
81,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
82,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
83,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
84,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
85,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
86,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
87,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
88,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
89,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
90,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
91,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.4882,0.767
