t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.01,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.02,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.03,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.04,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.05,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.06,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.07,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.08,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.09,0,201,0,50,0.1992,1.0,0.0,1.0,1.0,1.0,0.1992,0.3322,0.7316,0.5319
0.1,67,133,6,43,0.4418,0.8776,0.335,0.8776,0.665,0.8776,0.2443,0.3822,0.7316,0.5319
0.11,75,125,9,40,0.4618,0.8163,0.375,0.8163,0.625,0.8163,0.2424,0.3738,0.7316,0.5319
0.12,93,107,9,40,0.5341,0.8163,0.465,0.8163,0.535,0.8163,0.2721,0.4082,0.7316,0.5319
0.13,107,93,11,38,0.5823,0.7755,0.535,0.7755,0.465,0.7755,0.2901,0.4222,0.7316,0.5319
0.14,114,86,15,34,0.5944,0.6939,0.57,0.6939,0.43,0.6939,0.2833,0.4024,0.7316,0.5319
0.15,123,77,15,34,0.6305,0.6939,0.615,0.6939,0.385,0.6939,0.3063,0.425,0.7316,0.5319
0.16,168,32,22,27,0.7831,0.551,0.84,0.551,0.16,0.551,0.4576,0.5,0.7316,0.5319
0.17,177,23,24,25,0.8112,0.5102,0.885,0.5102,0.115,0.5102,0.5208,0.5155,0.7316,0.5319
0.18,180,20,24,25,0.8233,0.5102,0.9,0.5102,0.1,0.5102,0.5556,0.5319,0.7316,0.5319
0.19,181,19,27,22,0.8153,0.449,0.905,0.449,0.095,0.449,0.5366,0.4889,0.7316,0.5319
0.2,182,18,29,20,0.8112,0.4082,0.91,0.4082,0.09,0.4082,0.5263,0.4598,0.7316,0.5319
0.21,185,15,30,19,0.8193,0.3878,0.925,0.3878,0.075,0.3878,0.5588,0.4578,0.7316,0.5319
0.22,189,11,33,16,0.8233,0.3265,0.945,0.3265,0.055,0.3265,0.5926,0.4211,0.7316,0.5319
0.23,190,10,34,15,0.8233,0.3061,0.95,0.3061,0.05,0.3061,0.6,0.4054,0.7316,0.5319
0.24,190,10,36,13,0.8153,0.2653,0.95,0.2653,0.05,0.2653,0.5652,0.3611,0.7316,0.5319
0.25,190,10,39,10,0.8032,0.2041,0.95,0.2041,0.05,0.2041,0.5,0.2899,0.7316,0.5319
0.26,191,9,40,9,0.8032,0.1837,0.955,0.1837,0.045,0.1837,0.5,0.2687,0.7316,0.5319
0.27,191,9,40,9,0.8032,0.1837,0.955,0.1837,0.045,0.1837,0.5,0.2687,0.7316,0.5319
0.28,192,8,40,9,0.8072,0.1837,0.96,0.1837,0.04,0.1837,0.5294,0.2727,0.7316,0.5319
0.29,192,8,40,9,0.8072,0.1837,0.96,0.1837,0.04,0.1837,0.5294,0.2727,0.7316,0.5319
0.3,195,5,41,8,0.8153,0.1633,0.975,0.1633,0.025,0.1633,0.6154,0.2581,0.7316,0.5319
0.31,195,5,41,8,0.8153,0.1633,0.975,0.1633,0.025,0.1633,0.6154,0.2581,0.7316,0.5319
0.32,195,5,42,7,0.8112,0.1429,0.975,0.1429,0.025,0.1429,0.5833,0.2295,0.7316,0.5319
0.33,201,0,49,0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.34,201,0,49,0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.35,201,0,49,0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.36,201,0,49,0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.37,201,0,49,0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.38,201,0,49,0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.39,201,0,49,0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.4,201,0,49,0,0.804,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.41,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.42,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.43,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.44,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.45,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.46,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.47,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.48,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.49,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.5,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.51,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.52,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.53,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
0.54,201,0,50,0,0.8008,0.0,1.0,0.0,0.0,0.0,0.0,,0.7316,0.5319
