t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,209,0,42,0.1673,1.0,0.0,1.0,1.0,1.0,0.1673,0.2867,0.7812,0.5079
0.01,0,209,0,42,0.1673,1.0,0.0,1.0,1.0,1.0,0.1673,0.2867,0.7812,0.5079
0.02,0,209,0,42,0.1673,1.0,0.0,1.0,1.0,1.0,0.1673,0.2867,0.7812,0.5079
0.03,1,207,0,42,0.172,1.0,0.0048,1.0,0.9952,1.0,0.1687,0.2887,0.7812,0.5079
0.04,3,205,0,42,0.18,1.0,0.0144,1.0,0.9856,1.0,0.17,0.2907,0.7812,0.5079
0.05,26,182,0,42,0.272,1.0,0.125,1.0,0.875,1.0,0.1875,0.3158,0.7812,0.5079
0.06,41,167,0,42,0.332,1.0,0.1971,1.0,0.8029,1.0,0.201,0.3347,0.7812,0.5079
0.07,57,151,1,40,0.3896,0.9756,0.274,0.9756,0.726,0.9756,0.2094,0.3448,0.7812,0.5079
0.08,92,116,1,40,0.5301,0.9756,0.4423,0.9756,0.5577,0.9756,0.2564,0.4061,0.7812,0.5079
0.09,99,109,1,40,0.5582,0.9756,0.476,0.9756,0.524,0.9756,0.2685,0.4211,0.7812,0.5079
0.1,102,106,1,40,0.5703,0.9756,0.4904,0.9756,0.5096,0.9756,0.274,0.4278,0.7812,0.5079
0.11,160,48,21,20,0.7229,0.4878,0.7692,0.4878,0.2308,0.4878,0.2941,0.367,0.7812,0.5079
0.12,161,47,21,20,0.7269,0.4878,0.774,0.4878,0.226,0.4878,0.2985,0.3704,0.7812,0.5079
0.13,166,42,21,20,0.747,0.4878,0.7981,0.4878,0.2019,0.4878,0.3226,0.3883,0.7812,0.5079
0.14,177,31,24,17,0.7791,0.4146,0.851,0.4146,0.149,0.4146,0.3542,0.382,0.7812,0.5079
0.15,182,26,24,17,0.7992,0.4146,0.875,0.4146,0.125,0.4146,0.3953,0.4048,0.7812,0.5079
0.16,184,24,24,17,0.8072,0.4146,0.8846,0.4146,0.1154,0.4146,0.4146,0.4146,0.7812,0.5079
0.17,188,20,24,17,0.8233,0.4146,0.9038,0.4146,0.0962,0.4146,0.4595,0.4359,0.7812,0.5079
0.18,191,17,24,17,0.8353,0.4146,0.9183,0.4146,0.0817,0.4146,0.5,0.4533,0.7812,0.5079
0.19,194,14,24,17,0.8474,0.4146,0.9327,0.4146,0.0673,0.4146,0.5484,0.4722,0.7812,0.5079
0.2,195,13,24,17,0.8514,0.4146,0.9375,0.4146,0.0625,0.4146,0.5667,0.4789,0.7812,0.5079
0.21,202,6,25,16,0.8755,0.3902,0.9712,0.3902,0.0288,0.3902,0.7273,0.5079,0.7812,0.5079
0.22,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.23,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.24,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.25,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.26,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.27,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.28,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.29,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.3,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
0.31,209,0,42,0,0.8327,0.0,1.0,0.0,0.0,0.0,0.0,,0.7812,0.5079
