t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,251,0,1,0.004,1.0,0.0,1.0,1.0,1.0,0.004,0.0079,0.7048,0.0198
0.01,0,251,0,1,0.004,1.0,0.0,1.0,1.0,1.0,0.004,0.0079,0.7048,0.0198
0.02,0,251,0,1,0.004,1.0,0.0,1.0,1.0,1.0,0.004,0.0079,0.7048,0.0198
0.03,0,251,0,1,0.004,1.0,0.0,1.0,1.0,1.0,0.004,0.0079,0.7048,0.0198
0.04,0,251,0,1,0.004,1.0,0.0,1.0,1.0,1.0,0.004,0.0079,0.7048,0.0198
0.05,1,250,0,1,0.0079,1.0,0.004,1.0,0.996,1.0,0.004,0.0079,0.7048,0.0198
0.06,22,229,0,1,0.0913,1.0,0.0876,1.0,0.9124,1.0,0.0043,0.0087,0.7048,0.0198
0.07,28,223,0,1,0.1151,1.0,0.1116,1.0,0.8884,1.0,0.0045,0.0089,0.7048,0.0198
0.08,41,210,0,1,0.1667,1.0,0.1633,1.0,0.8367,1.0,0.0047,0.0094,0.7048,0.0198
0.09,64,187,0,1,0.2579,1.0,0.255,1.0,0.745,1.0,0.0053,0.0106,0.7048,0.0198
0.1,76,175,0,1,0.3056,1.0,0.3028,1.0,0.6972,1.0,0.0057,0.0113,0.7048,0.0198
0.11,81,169,0,1,0.3267,1.0,0.324,1.0,0.676,1.0,0.0059,0.0117,0.7048,0.0198
0.12,152,99,0,1,0.6071,1.0,0.6056,1.0,0.3944,1.0,0.01,0.0198,0.7048,0.0198
0.13,201,49,1,0,0.8008,0.0,0.804,0.0,0.196,0.0,0.0,,0.7048,0.0198
0.14,245,5,1,0,0.9761,0.0,0.98,0.0,0.02,0.0,0.0,,0.7048,0.0198
0.15,245,5,1,0,0.9761,0.0,0.98,0.0,0.02,0.0,0.0,,0.7048,0.0198
0.16,245,5,1,0,0.9761,0.0,0.98,0.0,0.02,0.0,0.0,,0.7048,0.0198
0.17,247,4,1,0,0.9802,0.0,0.9841,0.0,0.0159,0.0,0.0,,0.7048,0.0198
0.18,247,4,1,0,0.9802,0.0,0.9841,0.0,0.0159,0.0,0.0,,0.7048,0.0198
0.19,247,4,1,0,0.9802,0.0,0.9841,0.0,0.0159,0.0,0.0,,0.7048,0.0198
0.2,249,2,1,0,0.9881,0.0,0.992,0.0,0.008,0.0,0.0,,0.7048,0.0198
0.21,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.22,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.23,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.24,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.25,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.26,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.27,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.28,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.29,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.3,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.31,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.32,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.33,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.34,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.35,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.36,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.37,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.38,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.39,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.4,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.41,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.42,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.43,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.44,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.45,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.46,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.47,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.48,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.49,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.5,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.51,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.52,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.53,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.54,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.55,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.56,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.57,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.58,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.59,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.6,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.61,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.62,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.63,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.64,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.65,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.66,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.67,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.68,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.69,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.7,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.71,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.72,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.73,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.74,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.75,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.76,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.77,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.78,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.79,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.8,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.81,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.82,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.83,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.84,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.85,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.86,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.87,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.88,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.89,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.9,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.91,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.92,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.93,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.94,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.95,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.96,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.97,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.98,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
0.99,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
1.0,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
1.01,251,0,1,0,0.996,0.0,1.0,0.0,0.0,0.0,0.0,,0.7048,0.0198
