t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,228,0,23,0.0916,1.0,0.0,1.0,1.0,1.0,0.0916,0.1679,0.7823,0.3038
0.01,0,228,0,23,0.0916,1.0,0.0,1.0,1.0,1.0,0.0916,0.1679,0.7823,0.3038
0.02,0,228,0,23,0.0916,1.0,0.0,1.0,1.0,1.0,0.0916,0.1679,0.7823,0.3038
0.03,0,228,0,23,0.0916,1.0,0.0,1.0,1.0,1.0,0.0916,0.1679,0.7823,0.3038
0.04,0,227,0,23,0.092,1.0,0.0,1.0,1.0,1.0,0.092,0.1685,0.7823,0.3038
0.05,7,220,0,23,0.12,1.0,0.0308,1.0,0.9692,1.0,0.0947,0.1729,0.7823,0.3038
0.06,68,159,0,22,0.3614,1.0,0.2996,1.0,0.7004,1.0,0.1215,0.2167,0.7823,0.3038
0.07,95,132,0,22,0.4699,1.0,0.4185,1.0,0.5815,1.0,0.1429,0.25,0.7823,0.3038
0.08,128,99,4,18,0.5863,0.8182,0.5639,0.8182,0.4361,0.8182,0.1538,0.259,0.7823,0.3038
0.09,161,66,8,14,0.7028,0.6364,0.7093,0.6364,0.2907,0.6364,0.175,0.2745,0.7823,0.3038
0.1,167,60,8,14,0.7269,0.6364,0.7357,0.6364,0.2643,0.6364,0.1892,0.2917,0.7823,0.3038
0.11,173,54,9,13,0.747,0.5909,0.7621,0.5909,0.2379,0.5909,0.194,0.2921,0.7823,0.3038
0.12,182,45,10,12,0.7791,0.5455,0.8018,0.5455,0.1982,0.5455,0.2105,0.3038,0.7823,0.3038
0.13,220,7,17,5,0.9036,0.2273,0.9692,0.2273,0.0308,0.2273,0.4167,0.2941,0.7823,0.3038
0.14,221,6,17,5,0.9076,0.2273,0.9736,0.2273,0.0264,0.2273,0.4545,0.303,0.7823,0.3038
0.15,221,6,18,4,0.9036,0.1818,0.9736,0.1818,0.0264,0.1818,0.4,0.25,0.7823,0.3038
0.16,221,6,18,4,0.9036,0.1818,0.9736,0.1818,0.0264,0.1818,0.4,0.25,0.7823,0.3038
0.17,221,6,18,4,0.9036,0.1818,0.9736,0.1818,0.0264,0.1818,0.4,0.25,0.7823,0.3038
0.18,223,4,18,4,0.9116,0.1818,0.9824,0.1818,0.0176,0.1818,0.5,0.2667,0.7823,0.3038
0.19,224,3,18,4,0.9157,0.1818,0.9868,0.1818,0.0132,0.1818,0.5714,0.2759,0.7823,0.3038
0.2,224,3,18,4,0.9157,0.1818,0.9868,0.1818,0.0132,0.1818,0.5714,0.2759,0.7823,0.3038
0.21,224,3,18,4,0.9157,0.1818,0.9868,0.1818,0.0132,0.1818,0.5714,0.2759,0.7823,0.3038
0.22,224,3,18,4,0.9157,0.1818,0.9868,0.1818,0.0132,0.1818,0.5714,0.2759,0.7823,0.3038
0.23,224,3,18,4,0.9157,0.1818,0.9868,0.1818,0.0132,0.1818,0.5714,0.2759,0.7823,0.3038
0.24,225,2,18,4,0.9197,0.1818,0.9912,0.1818,0.0088,0.1818,0.6667,0.2857,0.7823,0.3038
0.25,225,2,18,4,0.9197,0.1818,0.9912,0.1818,0.0088,0.1818,0.6667,0.2857,0.7823,0.3038
0.26,225,2,18,4,0.9197,0.1818,0.9912,0.1818,0.0088,0.1818,0.6667,0.2857,0.7823,0.3038
0.27,225,2,18,4,0.9197,0.1818,0.9912,0.1818,0.0088,0.1818,0.6667,0.2857,0.7823,0.3038
0.28,225,2,18,4,0.9197,0.1818,0.9912,0.1818,0.0088,0.1818,0.6667,0.2857,0.7823,0.3038
0.29,225,2,18,4,0.9197,0.1818,0.9912,0.1818,0.0088,0.1818,0.6667,0.2857,0.7823,0.3038
0.3,226,1,18,4,0.9237,0.1818,0.9956,0.1818,0.0044,0.1818,0.8,0.2963,0.7823,0.3038
0.31,227,0,19,3,0.9237,0.1364,1.0,0.1364,0.0,0.1364,1.0,0.24,0.7823,0.3038
0.32,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.33,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.34,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.35,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.36,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.37,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.38,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.39,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.4,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
0.41,228,0,23,0,0.9084,0.0,1.0,0.0,0.0,0.0,0.0,,0.7823,0.3038
