t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,215,0,36,0.1434,1.0,0.0,1.0,1.0,1.0,0.1434,0.2509,0.7786,0.4421
0.01,0,215,0,36,0.1434,1.0,0.0,1.0,1.0,1.0,0.1434,0.2509,0.7786,0.4421
0.02,0,215,0,36,0.1434,1.0,0.0,1.0,1.0,1.0,0.1434,0.2509,0.7786,0.4421
0.03,0,215,0,36,0.1434,1.0,0.0,1.0,1.0,1.0,0.1434,0.2509,0.7786,0.4421
0.04,0,214,0,36,0.144,1.0,0.0,1.0,1.0,1.0,0.144,0.2517,0.7786,0.4421
0.05,5,209,0,36,0.164,1.0,0.0234,1.0,0.9766,1.0,0.1469,0.2562,0.7786,0.4421
0.06,61,153,2,33,0.3775,0.9429,0.285,0.9429,0.715,0.9429,0.1774,0.2986,0.7786,0.4421
0.07,82,132,2,33,0.4618,0.9429,0.3832,0.9429,0.6168,0.9429,0.2,0.33,0.7786,0.4421
0.08,87,127,2,33,0.4819,0.9429,0.4065,0.9429,0.5935,0.9429,0.2062,0.3385,0.7786,0.4421
0.09,94,120,2,33,0.51,0.9429,0.4393,0.9429,0.5607,0.9429,0.2157,0.3511,0.7786,0.4421
0.1,98,116,3,32,0.5221,0.9143,0.4579,0.9143,0.5421,0.9143,0.2162,0.3497,0.7786,0.4421
0.11,105,109,3,32,0.5502,0.9143,0.4907,0.9143,0.5093,0.9143,0.227,0.3636,0.7786,0.4421
0.12,108,106,3,32,0.5622,0.9143,0.5047,0.9143,0.4953,0.9143,0.2319,0.3699,0.7786,0.4421
0.13,114,100,3,32,0.5863,0.9143,0.5327,0.9143,0.4673,0.9143,0.2424,0.3832,0.7786,0.4421
0.14,117,97,3,32,0.5984,0.9143,0.5467,0.9143,0.4533,0.9143,0.2481,0.3902,0.7786,0.4421
0.15,118,96,3,32,0.6024,0.9143,0.5514,0.9143,0.4486,0.9143,0.25,0.3926,0.7786,0.4421
0.16,128,86,4,31,0.6386,0.8857,0.5981,0.8857,0.4019,0.8857,0.265,0.4079,0.7786,0.4421
0.17,134,80,6,29,0.6546,0.8286,0.6262,0.8286,0.3738,0.8286,0.2661,0.4028,0.7786,0.4421
0.18,149,65,8,27,0.7068,0.7714,0.6963,0.7714,0.3037,0.7714,0.2935,0.4252,0.7786,0.4421
0.19,155,59,10,25,0.7229,0.7143,0.7243,0.7143,0.2757,0.7143,0.2976,0.4202,0.7786,0.4421
0.2,157,57,10,25,0.7309,0.7143,0.7336,0.7143,0.2664,0.7143,0.3049,0.4274,0.7786,0.4421
0.21,157,57,11,24,0.7269,0.6857,0.7336,0.6857,0.2664,0.6857,0.2963,0.4138,0.7786,0.4421
0.22,158,56,12,23,0.7269,0.6571,0.7383,0.6571,0.2617,0.6571,0.2911,0.4035,0.7786,0.4421
0.23,160,54,12,23,0.7349,0.6571,0.7477,0.6571,0.2523,0.6571,0.2987,0.4107,0.7786,0.4421
0.24,167,47,12,23,0.7631,0.6571,0.7804,0.6571,0.2196,0.6571,0.3286,0.4381,0.7786,0.4421
0.25,171,43,13,22,0.7751,0.6286,0.7991,0.6286,0.2009,0.6286,0.3385,0.44,0.7786,0.4421
0.26,175,39,14,21,0.7871,0.6,0.8178,0.6,0.1822,0.6,0.35,0.4421,0.7786,0.4421
0.27,180,34,16,19,0.7992,0.5429,0.8411,0.5429,0.1589,0.5429,0.3585,0.4318,0.7786,0.4421
0.28,180,34,17,18,0.7952,0.5143,0.8411,0.5143,0.1589,0.5143,0.3462,0.4138,0.7786,0.4421
0.29,180,34,17,18,0.7952,0.5143,0.8411,0.5143,0.1589,0.5143,0.3462,0.4138,0.7786,0.4421
0.3,185,29,21,14,0.7992,0.4,0.8645,0.4,0.1355,0.4,0.3256,0.359,0.7786,0.4421
0.31,187,27,24,11,0.7952,0.3143,0.8738,0.3143,0.1262,0.3143,0.2895,0.3014,0.7786,0.4421
0.32,189,25,25,10,0.7992,0.2857,0.8832,0.2857,0.1168,0.2857,0.2857,0.2857,0.7786,0.4421
0.33,192,22,25,10,0.8112,0.2857,0.8972,0.2857,0.1028,0.2857,0.3125,0.2985,0.7786,0.4421
0.34,195,19,27,8,0.8153,0.2286,0.9112,0.2286,0.0888,0.2286,0.2963,0.2581,0.7786,0.4421
0.35,204,10,30,5,0.8394,0.1429,0.9533,0.1429,0.0467,0.1429,0.3333,0.2,0.7786,0.4421
0.36,214,0,36,0,0.856,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.37,214,0,36,0,0.856,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.38,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.39,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.4,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.41,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.42,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.43,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.44,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.45,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.46,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.47,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.48,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.49,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.5,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.51,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.52,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.53,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.54,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.55,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.56,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.57,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.58,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
0.59,215,0,36,0,0.8566,0.0,1.0,0.0,0.0,0.0,0.0,,0.7786,0.4421
