,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2805,0.5359,0.7998
1,0.2349,1.0,0.0833,1.0,0.9167,1.0,0.1748,0.2966,0.5359,0.7998
2,0.3547,0.9534,0.228,0.9534,0.772,0.9534,0.2005,0.3294,0.5359,0.7998
3,0.446,0.9198,0.3436,0.9198,0.6564,0.9198,0.2371,0.3659,0.5359,0.7998
4,0.5118,0.9125,0.4256,0.9125,0.5744,0.9125,0.2738,0.4014,0.5359,0.7998
5,0.5499,0.8929,0.4754,0.8929,0.5246,0.8929,0.2944,0.4162,0.5359,0.7998
6,0.5844,0.8802,0.5195,0.8802,0.4805,0.8802,0.3095,0.4286,0.5359,0.7998
7,0.6058,0.8642,0.5486,0.8642,0.4514,0.8642,0.3217,0.4385,0.5359,0.7998
8,0.6305,0.8187,0.587,0.8187,0.413,0.8187,0.333,0.4403,0.5359,0.7998
9,0.658,0.7956,0.6251,0.7956,0.3749,0.7956,0.3556,0.4542,0.5359,0.7998
10,0.6774,0.7781,0.6517,0.7781,0.3483,0.7781,0.3648,0.4616,0.5359,0.7998
11,0.6908,0.7669,0.6701,0.7669,0.3299,0.7669,0.3706,0.4666,0.5359,0.7998
12,0.7095,0.7524,0.6952,0.7524,0.3048,0.7524,0.3808,0.4735,0.5359,0.7998
13,0.7176,0.7194,0.7113,0.7194,0.2887,0.7194,0.3865,0.4697,0.5359,0.7998
14,0.7276,0.7072,0.7255,0.7072,0.2745,0.7072,0.3919,0.473,0.5359,0.7998
15,0.741,0.6955,0.7438,0.6955,0.2562,0.6955,0.3992,0.4786,0.5359,0.7998
16,0.7517,0.6765,0.7605,0.6765,0.2396,0.6765,0.4112,0.4823,0.5359,0.7998
17,0.7644,0.6417,0.7818,0.6417,0.2182,0.6417,0.4288,0.4824,0.5359,0.7998
18,0.7704,0.6236,0.7921,0.6236,0.2079,0.6236,0.4383,0.4816,0.5359,0.7998
19,0.7778,0.6152,0.8025,0.6152,0.1975,0.6152,0.4529,0.4862,0.5359,0.7998
20,0.7858,0.5983,0.8154,0.5983,0.1846,0.5983,0.4585,0.4869,0.5359,0.7998
21,0.7918,0.594,0.8234,0.594,0.1766,0.594,0.465,0.491,0.5359,0.7998
22,0.7978,0.5827,0.8329,0.5827,0.1671,0.5827,0.4819,0.4949,0.5359,0.7998
23,0.7972,0.5505,0.8377,0.5505,0.1623,0.5505,0.472,0.4775,0.5359,0.7998
24,0.8052,0.5413,0.8489,0.5413,0.1511,0.5413,0.4819,0.481,0.5359,0.7998
25,0.8112,0.5382,0.8569,0.5382,0.1431,0.5382,0.491,0.486,0.5359,0.7998
26,0.8153,0.5382,0.8616,0.5382,0.1384,0.5382,0.4988,0.4908,0.5359,0.7998
27,0.8166,0.5305,0.8648,0.5305,0.1352,0.5305,0.5002,0.4892,0.5359,0.7998
28,0.8179,0.52,0.8688,0.52,0.1312,0.52,0.5035,0.4867,0.5359,0.7998
29,0.8179,0.52,0.8688,0.52,0.1312,0.52,0.5035,0.4867,0.5359,0.7998
30,0.8273,0.4996,0.884,0.4996,0.116,0.4996,0.5221,0.4891,0.5359,0.7998
31,0.8314,0.4862,0.8912,0.4862,0.1088,0.4862,0.533,0.4868,0.5359,0.7998
32,0.8354,0.4821,0.8968,0.4821,0.1032,0.4821,0.5429,0.4895,0.5359,0.7998
33,0.842,0.4821,0.9049,0.4821,0.0951,0.4821,0.5632,0.499,0.5359,0.7998
34,0.8447,0.473,0.9096,0.473,0.0904,0.473,0.5707,0.4953,0.5359,0.7998
35,0.846,0.4568,0.9144,0.4568,0.0856,0.4568,0.5696,0.4865,0.5359,0.7998
36,0.8467,0.4388,0.9183,0.4388,0.0817,0.4388,0.5788,0.4758,0.5359,0.7998
37,0.846,0.4298,0.9192,0.4298,0.0808,0.4298,0.5718,0.4673,0.5359,0.7998
38,0.8467,0.4164,0.9224,0.4164,0.0775,0.4164,0.5646,0.4562,0.5359,0.7998
39,0.8467,0.4122,0.9232,0.4122,0.0768,0.4122,0.5622,0.4527,0.5359,0.7998
40,0.848,0.4044,0.9264,0.4044,0.0736,0.4044,0.5752,0.4494,0.5359,0.7998
41,0.8507,0.4009,0.9304,0.4009,0.0696,0.4009,0.5847,0.4508,0.5359,0.7998
42,0.8514,0.3966,0.932,0.3966,0.068,0.3966,0.5892,0.4486,0.5359,0.7998
43,0.8521,0.3917,0.9336,0.3917,0.0664,0.3917,0.5894,0.444,0.5359,0.7998
44,0.8494,0.3669,0.9352,0.3669,0.0648,0.3669,0.5603,0.4171,0.5359,0.7998
45,0.8514,0.3592,0.9391,0.3592,0.0609,0.3592,0.5846,0.4131,0.5359,0.7998
46,0.852,0.3542,0.9408,0.3542,0.0592,0.3542,0.5712,0.407,0.5359,0.7998
47,0.8548,0.3392,0.9472,0.3392,0.0528,0.3392,0.6101,0.3959,0.5359,0.7998
48,0.8548,0.3238,0.9505,0.3238,0.0495,0.3238,0.5938,0.3804,0.5359,0.7998
49,0.8554,0.3164,0.9529,0.3164,0.0471,0.3164,0.597,0.3758,0.5359,0.7998
50,0.8548,0.3038,0.9545,0.3038,0.0455,0.3038,0.6268,,0.5359,0.7998
51,0.8568,0.3038,0.9569,0.3038,0.0431,0.3038,0.6283,,0.5359,0.7998
52,0.8574,0.3002,0.9586,0.3002,0.0414,0.3002,0.6284,,0.5359,0.7998
53,0.8595,0.2967,0.9618,0.2967,0.0382,0.2967,0.6294,,0.5359,0.7998
54,0.859,0.2967,0.9618,0.2967,0.0382,0.2967,0.6294,,0.5359,0.7998
55,0.8604,0.2924,0.9643,0.2924,0.0357,0.2924,0.6393,,0.5359,0.7998
56,0.8611,0.2924,0.9651,0.2924,0.0349,0.2924,0.6411,,0.5359,0.7998
57,0.8611,0.2924,0.9651,0.2924,0.0349,0.2924,0.6411,,0.5359,0.7998
58,0.8624,0.2889,0.9676,0.2889,0.0324,0.2889,0.6448,,0.5359,0.7998
59,0.8618,0.2762,0.9693,0.2762,0.0307,0.2762,0.478,,0.5359,0.7998
60,0.8599,0.2633,0.9701,0.2633,0.0299,0.2633,0.4804,,0.5359,0.7998
61,0.8605,0.259,0.9717,0.259,0.0283,0.259,0.4951,,0.5359,0.7998
62,0.8599,0.2559,0.9717,0.2559,0.0283,0.2559,0.4941,,0.5359,0.7998
63,0.8592,0.2488,0.9725,0.2488,0.0275,0.2488,0.4909,,0.5359,0.7998
64,0.8592,0.241,0.9742,0.241,0.0258,0.241,0.49,,0.5359,0.7998
65,0.8599,0.2374,0.9758,0.2374,0.0242,0.2374,0.5134,,0.5359,0.7998
66,0.8598,0.23,0.9774,0.23,0.0226,0.23,0.5187,,0.5359,0.7998
67,0.8598,0.2258,0.9783,0.2258,0.0217,0.2258,0.5213,,0.5359,0.7998
68,0.8592,0.2215,0.9783,0.2215,0.0217,0.2215,0.5213,,0.5359,0.7998
69,0.8573,0.2058,0.9791,0.2058,0.0209,0.2058,0.5173,,0.5359,0.7998
70,0.8566,0.198,0.98,0.198,0.0201,0.198,0.3502,,0.5359,0.7998
71,0.8554,0.1882,0.9816,0.1882,0.0184,0.1882,0.3488,,0.5359,0.7998
72,0.8554,0.1673,0.9866,0.1673,0.0134,0.1673,0.3451,,0.5359,0.7998
73,0.8554,0.1606,0.9882,0.1606,0.0118,0.1606,0.3558,,0.5359,0.7998
74,0.8554,0.1575,0.9891,0.1575,0.0109,0.1575,0.3823,,0.5359,0.7998
75,0.8554,0.1539,0.9899,0.1539,0.0101,0.1539,0.3577,,0.5359,0.7998
76,0.854,0.1472,0.9899,0.1472,0.0101,0.1472,0.2732,,0.5359,0.7998
77,0.8528,0.141,0.9908,0.141,0.0092,0.141,0.274,,0.5359,0.7998
78,0.8528,0.1378,0.9916,0.1378,0.0084,0.1378,0.2764,,0.5359,0.7998
79,0.8502,0.1252,0.9916,0.1252,0.0084,0.1252,0.2701,,0.5359,0.7998
80,0.851,0.1252,0.9924,0.1252,0.0076,0.1252,0.2701,,0.5359,0.7998
81,0.851,0.1252,0.9924,0.1252,0.0076,0.1252,0.2701,,0.5359,0.7998
82,0.8476,0.1001,0.995,0.1001,0.005,0.1001,0.2674,,0.5359,0.7998
83,0.8469,0.0969,0.995,0.0969,0.005,0.0969,0.2639,,0.5359,0.7998
84,0.8456,0.0844,0.9967,0.0844,0.0033,0.0844,0.2639,,0.5359,0.7998
85,0.8463,0.0812,0.9984,0.0812,0.0016,0.0812,0.2917,,0.5359,0.7998
86,0.8463,0.0781,0.9992,0.0781,0.0007,0.0781,0.3194,,0.5359,0.7998
87,0.8456,0.0749,0.9992,0.0749,0.0007,0.0749,0.3194,,0.5359,0.7998
88,0.8457,0.0749,0.9992,0.0749,0.0007,0.0749,0.3194,,0.5359,0.7998
89,0.8451,0.069,0.9992,0.069,0.0007,0.069,0.3182,,0.5359,0.7998
90,0.8451,0.069,0.9992,0.069,0.0007,0.069,0.3182,,0.5359,0.7998
91,0.8437,0.0595,1.0,0.0595,0.0,0.0595,0.1667,,0.5359,0.7998
92,0.8432,0.0595,1.0,0.0595,0.0,0.0595,0.1667,,0.5359,0.7998
93,0.8426,0.0536,1.0,0.0536,0.0,0.0536,0.1667,,0.5359,0.7998
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5359,0.7998
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5359,0.7998
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5359,0.7998
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5359,0.7998
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5359,0.7998
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5359,0.7998
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5359,0.7998
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5359,0.7998
