,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
21,0.8618,0.418,0.8876,0.418,0.1124,0.418,0.2216,,0.3819,0.7815
22,0.8639,0.4071,0.8929,0.4071,0.1071,0.4071,0.2217,,0.3819,0.7815
23,0.8667,0.4029,0.8972,0.4029,0.1028,0.4029,0.2245,,0.3819,0.7815
24,0.8702,0.3948,0.9035,0.3948,0.0965,0.3948,0.2283,,0.3819,0.7815
25,0.8734,0.3881,0.9095,0.3881,0.0905,0.3881,0.2339,,0.3819,0.7815
26,0.8778,0.3779,0.9171,0.3779,0.0829,0.3779,0.2431,,0.3819,0.7815
27,0.8787,0.356,0.923,0.356,0.077,0.356,0.241,,0.3819,0.7815
28,0.8806,0.3426,0.9284,0.3426,0.0716,0.3426,0.2586,,0.3819,0.7815
29,0.8806,0.3426,0.9284,0.3426,0.0716,0.3426,0.2586,,0.3819,0.7815
30,0.8856,0.3143,0.9405,0.3143,0.0595,0.3143,0.2621,,0.3819,0.7815
31,0.887,0.298,0.9462,0.298,0.0538,0.298,0.2646,,0.3819,0.7815
32,0.8881,0.2852,0.9505,0.2852,0.0495,0.2852,0.2667,,0.3819,0.7815
33,0.8909,0.2712,0.9572,0.2712,0.0428,0.2712,0.2744,,0.3819,0.7815
34,0.8956,0.2649,0.9642,0.2649,0.0358,0.2649,0.2905,,0.3819,0.7815
35,0.8933,0.2103,0.9665,0.2103,0.0335,0.2103,0.2238,,0.3819,0.7815
36,0.8933,0.1889,0.9714,0.1889,0.0286,0.1889,0.2226,,0.3819,0.7815
37,0.8938,0.1807,0.9738,0.1807,0.0262,0.1807,0.1751,,0.3819,0.7815
38,0.8968,0.176,0.9782,0.176,0.0218,0.176,0.1844,,0.3819,0.7815
39,0.8977,0.1743,0.9796,0.1743,0.0204,0.1743,0.1904,,0.3819,0.7815
40,0.8958,0.1635,0.9805,0.1635,0.0195,0.1635,0.1851,,0.3819,0.7815
41,0.8962,0.1613,0.9816,0.1613,0.0184,0.1613,0.1825,,0.3819,0.7815
42,0.8958,0.1562,0.9824,0.1562,0.0176,0.1562,0.1847,,0.3819,0.7815
43,0.8961,0.0822,0.9849,0.0822,0.0151,0.0822,0.1321,,0.3819,0.7815
44,0.8954,0.0767,0.9859,0.0767,0.0141,0.0767,0.1341,,0.3819,0.7815
45,0.8954,0.0695,0.9877,0.0695,0.0123,0.0695,0.1238,,0.3819,0.7815
46,0.8962,0.0621,0.9907,0.0621,0.0093,0.0621,0.1471,,0.3819,0.7815
47,0.8954,0.0566,0.9913,0.0566,0.0087,0.0566,0.1071,,0.3819,0.7815
48,0.8962,0.0566,0.9922,0.0566,0.0078,0.0566,0.1071,,0.3819,0.7815
49,0.8962,0.0566,0.9922,0.0566,0.0078,0.0566,0.1071,,0.3819,0.7815
50,0.8958,0.0549,0.9922,0.0549,0.0078,0.0549,0.1071,,0.3819,0.7815
51,0.8954,0.0533,0.9922,0.0533,0.0078,0.0533,0.1071,,0.3819,0.7815
52,0.8958,0.0533,0.9926,0.0533,0.0074,0.0533,0.1071,,0.3819,0.7815
53,0.8958,0.0533,0.9926,0.0533,0.0074,0.0533,0.1071,,0.3819,0.7815
54,0.8962,0.0533,0.9931,0.0533,0.0069,0.0533,0.1071,,0.3819,0.7815
55,0.8966,0.0533,0.9935,0.0533,0.0065,0.0533,0.1071,,0.3819,0.7815
56,0.8966,0.0533,0.9935,0.0533,0.0065,0.0533,0.1071,,0.3819,0.7815
57,0.8966,0.0533,0.9935,0.0533,0.0065,0.0533,0.1071,,0.3819,0.7815
58,0.897,0.0533,0.9939,0.0533,0.0061,0.0533,0.1071,,0.3819,0.7815
59,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
60,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
61,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
62,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
63,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
64,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
65,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
66,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
67,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
68,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
69,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
70,0.8975,0.0516,0.9948,0.0516,0.0052,0.0516,0.1071,,0.3819,0.7815
71,0.8983,0.0516,0.9956,0.0516,0.0044,0.0516,0.1083,,0.3819,0.7815
72,0.8983,0.0516,0.9956,0.0516,0.0044,0.0516,0.1083,,0.3819,0.7815
73,0.8983,0.0516,0.9956,0.0516,0.0044,0.0516,0.1083,,0.3819,0.7815
74,0.8987,0.0516,0.996,0.0516,0.004,0.0516,0.1091,,0.3819,0.7815
75,0.8987,0.0516,0.996,0.0516,0.004,0.0516,0.1091,,0.3819,0.7815
76,0.8987,0.0516,0.996,0.0516,0.004,0.0516,0.1091,,0.3819,0.7815
77,0.8987,0.0516,0.996,0.0516,0.004,0.0516,0.1091,,0.3819,0.7815
78,0.8987,0.0516,0.996,0.0516,0.004,0.0516,0.1091,,0.3819,0.7815
79,0.9007,0.0516,0.998,0.0516,0.002,0.0516,0.1167,,0.3819,0.7815
80,0.9015,0.0516,0.9988,0.0516,0.0012,0.0516,0.125,,0.3819,0.7815
81,0.9019,0.0516,0.9992,0.0516,0.0008,0.0516,0.1333,,0.3819,0.7815
82,0.9019,0.0516,0.9992,0.0516,0.0008,0.0516,0.1333,,0.3819,0.7815
83,0.9023,0.0516,0.9996,0.0516,0.0004,0.0516,0.15,,0.3819,0.7815
84,0.9023,0.0516,0.9996,0.0516,0.0004,0.0516,0.15,,0.3819,0.7815
85,0.9023,0.0516,0.9996,0.0516,0.0004,0.0516,0.15,,0.3819,0.7815
86,0.9023,0.0016,1.0,0.0016,0.0,0.0016,0.1,,0.3819,0.7815
87,0.9023,0.0016,1.0,0.0016,0.0,0.0016,0.1,,0.3819,0.7815
88,0.9023,0.0016,1.0,0.0016,0.0,0.0016,0.1,,0.3819,0.7815
89,0.9023,0.0016,1.0,0.0016,0.0,0.0016,0.1,,0.3819,0.7815
90,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
91,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
92,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
93,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
94,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
95,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
96,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
97,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
98,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
99,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
100,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
101,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.3819,0.7815
