,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4282030,0.11756845,0.15002552,0.13644531,0.12731844,0.05974389,0.08620396,0.09897273,0.08968184,0.042903397,0.091136396
ERR4282031,0.11669401,0.19783191,0.101874,0.13779706,0.04459767,0.11503018,0.10376521,0.092683315,0.025968963,0.06375781
ERR4282032,0.12268527,0.187047,0.10923031,0.14094156,0.044526678,0.107723944,0.09209032,0.0941057,0.026673084,0.0749761
ERR4282033,0.11897975,0.15593114,0.08629302,0.08359004,0.12882131,0.17362875,0.065221705,0.063332744,0.07111408,0.05308754
ERR4282034,0.05167561,0.028287148,0.065922655,0.05141194,0.28192672,0.1648676,0.046664763,0.06869829,0.210442,0.030103272
ERR4282035,0.13087076,0.18777728,0.10808328,0.14744875,0.039586276,0.10649468,0.07731841,0.096051,0.022879712,0.083489865
ERR4282036,0.052350663,0.028827265,0.06580029,0.05240626,0.27938145,0.16901954,0.04638006,0.06967032,0.20586842,0.030295776
ERR4282037,0.13113059,0.18813759,0.107790485,0.14774118,0.039330065,0.106653824,0.07685268,0.09612384,0.022668963,0.083570704
ERR4282038,0.056503028,0.0316832,0.065731235,0.055873636,0.26895916,0.18117662,0.045817282,0.07375921,0.18905744,0.031439144
ERR4282039,0.085211635,0.1252309,0.14073671,0.09648221,0.09105331,0.07575858,0.16894704,0.07537595,0.0789337,0.062269937
ERR4282040,0.12699819,0.19134262,0.10609024,0.14536904,0.0407357,0.10939102,0.08376982,0.095376566,0.023541128,0.077385716
ERR4282041,0.085211635,0.1252309,0.14073671,0.09648221,0.09105331,0.07575858,0.16894704,0.07537595,0.0789337,0.062269937
ERR4282042,0.05084099,0.027763128,0.0658059,0.05075983,0.2841379,0.1630533,0.046580546,0.06794358,0.21324238,0.029872375
ERR4282043,0.11858145,0.19514062,0.10356365,0.13966832,0.04413164,0.11343643,0.099341914,0.09339996,0.02585916,0.066876836
ERR4282044,0.11606563,0.19784477,0.10151778,0.13825409,0.04450971,0.11568069,0.10419888,0.092763655,0.02596883,0.063195914
ERR4282045,0.120736696,0.18908523,0.10778266,0.13991968,0.044962388,0.109346,0.09570142,0.0937029,0.02687502,0.07188806
ERR4282046,0.07219221,0.044559035,0.060996644,0.075135045,0.20655246,0.25649315,0.04054197,0.09099392,0.118492976,0.03404259
ERR4282047,0.12692119,0.18985236,0.10712073,0.14493786,0.041234348,0.108527206,0.084041364,0.09528678,0.02399851,0.07807974
ERR4282048,0.09335462,0.05534351,0.06424901,0.055356745,0.258953,0.17544062,0.039456587,0.091204695,0.124911636,0.0417295
ERR4282049,0.05106887,0.027897527,0.06584998,0.05088454,0.28366727,0.16330412,0.046619486,0.06811678,0.21265423,0.029937329
ERR4282050,0.051103003,0.027947264,0.06580747,0.051046953,0.28331771,0.1640956,0.04654646,0.06824591,0.21194236,0.02994721
ERR4282051,0.1147464,0.19665863,0.10214248,0.13694054,0.04561368,0.11518405,0.10706008,0.09234974,0.026875958,0.062428404
ERR4282052,0.13412787,0.18524785,0.10923244,0.1492614,0.03840368,0.104354866,0.07209099,0.09656378,0.022131797,0.088585414
ERR4282053,0.13592322,0.18445182,0.10936087,0.1504023,0.03756079,0.103532396,0.069273256,0.096850604,0.021545032,0.091099694
ERR4282054,0.10726409,0.14797673,0.13560732,0.11910556,0.06753996,0.08663968,0.12057308,0.08635247,0.050457016,0.0784842
ERR4282055,0.12720996,0.1911828,0.106180236,0.14549717,0.040663324,0.10925499,0.083403565,0.095418304,0.023496317,0.07769332
ERR4282056,0.09063284,0.058888648,0.057081856,0.08843022,0.15711337,0.28987002,0.03816843,0.10268374,0.081303865,0.03582699
ERR4282057,0.10466316,0.16601923,0.120671146,0.12166923,0.0622935,0.0983778,0.1306554,0.08716324,0.043220427,0.06526691
ERR4282058,0.13656722,0.1822136,0.11077007,0.15027875,0.03778655,0.10209931,0.0683639,0.09683353,0.021829868,0.09325715
ERR4282059,0.118718036,0.19163029,0.10593188,0.13894169,0.04522932,0.11129744,0.0994727,0.09327781,0.026912773,0.06858806
ERR4282060,0.051017758,0.02788732,0.065807104,0.050953552,0.28358486,0.16375643,0.04655763,0.06814765,0.21236467,0.029922938
ERR4282061,0.12814856,0.1896014,0.107178286,0.14582361,0.04061149,0.108125746,0.08188089,0.09555425,0.02354582,0.07952982
ERR4282062,0.10114238,0.15845738,0.124754414,0.11706791,0.067292914,0.09428689,0.1382172,0.085257925,0.048669737,0.06485329
ERR4282063,0.112927064,0.08988868,0.0684011,0.10473979,0.11581504,0.23988597,0.052762445,0.10903726,0.06294719,0.04359543
ERR4282064,0.11629291,0.19606522,0.10273394,0.1380504,0.045020904,0.11448787,0.10389884,0.09278446,0.02646874,0.064196646
ERR4282065,0.05950896,0.034062274,0.06513228,0.05999731,0.25647756,0.19718382,0.044947714,0.07752395,0.17307724,0.032088846
ERR4282066,0.11721863,0.19453478,0.10384944,0.13843544,0.045055483,0.11336516,0.10218908,0.092986934,0.026592758,0.0657723
ERR4282067,0.12888783,0.18704705,0.1088686,0.14573929,0.04095499,0.10646516,0.080777995,0.09558619,0.023948824,0.08172408
ERR4282068,0.11407456,0.19838373,0.10091922,0.13677986,0.04536426,0.1163667,0.10823896,0.0922141,0.026576847,0.061081715
