,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4282072,0.21221897,0.23429923,0.11018568,0.20735563,0.09305169,0.14288874
ERR4282073,0.26196,0.23813975,0.13649917,0.15623674,0.09755996,0.10960439
ERR4282074,0.15736203,0.17338964,0.085333966,0.3255235,0.064265154,0.19412579
ERR4282075,0.18170376,0.090716645,0.47972715,0.051951,0.12510885,0.070792586
ERR4282076,0.15177894,0.16559069,0.082822554,0.34000954,0.060884524,0.19891366
ERR4282077,0.19002667,0.0970789,0.4621016,0.053197727,0.12452148,0.07307358
ERR4282078,0.0705229,0.41753563,0.03105427,0.1440471,0.028030144,0.30881003
ERR4282079,0.15630548,0.16646843,0.08541021,0.33479097,0.06135083,0.19567408
ERR4282080,0.17514297,0.07674988,0.51985186,0.04899634,0.11542378,0.06383519
ERR4282081,0.31365326,0.1920978,0.17540023,0.14575599,0.07867006,0.09442269
ERR4282082,0.21463433,0.25396425,0.10935524,0.1852109,0.10250974,0.1343256
ERR4282083,0.17516619,0.07675784,0.5198276,0.048995934,0.11541549,0.06383698
ERR4282084,0.2267104,0.2502717,0.116223074,0.1776586,0.10142541,0.1277107
ERR4282085,0.0954946,0.19282842,0.23096982,0.058436796,0.30227742,0.11999296
ERR4282086,0.14834353,0.16373394,0.08097499,0.3454022,0.060038,0.20150736
ERR4282087,0.2075408,0.2159191,0.1096893,0.23084967,0.08440679,0.15159428
ERR4282088,0.3077843,0.19697869,0.16899517,0.14994267,0.08025988,0.0960393
ERR4282089,0.1137467,0.27152324,0.07267132,0.23191808,0.0503585,0.25978222
ERR4282090,0.25221315,0.23768911,0.13184263,0.16539252,0.09703553,0.115827106
ERR4282091,0.3067953,0.19100498,0.1991047,0.121223785,0.08623861,0.09563257
ERR4282092,0.036369894,0.16476636,0.15452565,0.24701151,0.11663919,0.28068736
ERR4282093,0.27089047,0.2284083,0.14318119,0.15645494,0.093540065,0.10752507
ERR4282094,0.21678437,0.10832147,0.4302275,0.054466765,0.11489394,0.07530602
ERR4282095,0.1248665,0.15249234,0.32324108,0.05906123,0.23591799,0.104420796
ERR4282096,0.24612541,0.22880107,0.13053514,0.17904496,0.09286551,0.12262783
ERR4282097,0.093699135,0.1878061,0.22814108,0.06655065,0.3033588,0.1204442
ERR4282098,0.2917998,0.21139771,0.15675789,0.15313491,0.086193524,0.10071617
ERR4282099,0.23058093,0.24764045,0.118621305,0.17661434,0.10038907,0.1261539
ERR4282100,0.26132774,0.15598728,0.30701995,0.075465485,0.109814435,0.090385094
ERR4282101,0.21357882,0.21606056,0.1131422,0.22482882,0.08477523,0.14761445
ERR4282102,0.08473141,0.3434085,0.061404433,0.17722563,0.04879457,0.28443548
ERR4282103,0.20089339,0.09934788,0.45523,0.05297235,0.11868764,0.0728687
ERR4282104,0.08751336,0.33299726,0.06345147,0.1843938,0.050270416,0.28137374
ERR4282105,0.07968952,0.35585317,0.062004298,0.16634242,0.049651362,0.28645927
ERR4282106,0.15004994,0.16831857,0.08170728,0.3380639,0.06177057,0.20008977
ERR4282107,0.30426875,0.18365386,0.22346705,0.10478318,0.08980317,0.09402389
ERR4282108,0.1483185,0.16417615,0.08091622,0.34488437,0.060221747,0.20148295
ERR4282109,0.095441125,0.19261543,0.23089154,0.05875223,0.30228987,0.120009735
ERR4282110,0.31197086,0.1934946,0.17517592,0.1448462,0.07954555,0.09496686
ERR4282111,0.27435055,0.22730495,0.14470401,0.15484333,0.0929611,0.105836086
ERR4282112,0.17494917,0.07663028,0.5202085,0.048988868,0.115433216,0.06379001
ERR4282113,0.19643685,0.23395358,0.10155615,0.22239028,0.092153676,0.15350936
ERR4282114,0.2964993,0.20708507,0.16019309,0.15248774,0.084388696,0.09934599
ERR4282115,0.20354919,0.24895135,0.10392946,0.20044625,0.099513166,0.14361052
ERR4282116,0.16581933,0.18103603,0.089508995,0.30874544,0.067703836,0.18718638
ERR4282117,0.14594561,0.16611204,0.08009719,0.34368843,0.059725497,0.20443128
ERR4282118,0.17925547,0.08002413,0.51015574,0.049377225,0.11598826,0.06519915
ERR4282119,0.14701417,0.16362514,0.08022166,0.34671113,0.05992199,0.20250596
ERR4282120,0.21108316,0.106162876,0.4364068,0.054315433,0.117047414,0.07498427
ERR4282121,0.1436942,0.16845457,0.07885066,0.34247327,0.0602612,0.20626605
ERR4282122,0.19967018,0.21138942,0.105735876,0.24317403,0.08202958,0.15800095
ERR4282123,0.20259987,0.24206415,0.10410694,0.20834312,0.09621469,0.14667127
ERR4282124,0.17539273,0.07707514,0.51889545,0.0490426,0.11560354,0.063990474
ERR4282125,0.18449241,0.21205899,0.09709358,0.25666597,0.081756316,0.16793269
ERR4282126,0.2984069,0.2042965,0.16598862,0.1476985,0.08453479,0.09907465
ERR4282127,0.12364701,0.22493324,0.07578393,0.27867842,0.05768676,0.2392706
ERR4282128,0.17643058,0.082877874,0.501985,0.05029418,0.121259,0.067153335
ERR4282129,0.07286241,0.13562647,0.18865609,0.20046037,0.2878432,0.11455145
ERR4282130,0.14582965,0.16572167,0.07989395,0.3444867,0.059846845,0.20422132
ERR4282131,0.21841465,0.097530924,0.45855194,0.049756024,0.10605993,0.0696865
ERR4282132,0.15985006,0.17419367,0.086712256,0.32228377,0.06466314,0.19229715
ERR4282133,0.19868799,0.22636335,0.1035678,0.2282433,0.088762216,0.15437537
ERR4282134,0.21034192,0.20985289,0.11207513,0.23445824,0.081838615,0.15143323
ERR4282135,0.16298528,0.17493244,0.08847511,0.3185156,0.06505134,0.19004025
ERR4282136,0.18004397,0.08870219,0.48535892,0.05152278,0.12445411,0.069918014
ERR4282137,0.2160407,0.10232455,0.44588426,0.05218634,0.11111684,0.0724472
ERR4282138,0.07286241,0.13562647,0.18865609,0.20046037,0.2878432,0.11455145
ERR4282139,0.38115543,0.1844538,0.24657638,0.04294989,0.06661255,0.07825201
ERR4282140,0.23113677,0.25185603,0.11839419,0.1719484,0.1024596,0.124205
ERR4282141,0.17494917,0.07663028,0.5202085,0.048988868,0.115433216,0.06379001
ERR4282142,0.18542215,0.082063414,0.5039621,0.04926605,0.11369028,0.06559601
ERR4282143,0.15324809,0.16247134,0.08460649,0.3417093,0.05841022,0.19955465
ERR4282144,0.24044953,0.2552656,0.1228616,0.15992694,0.10469602,0.11680038
ERR4282145,0.14145441,0.17718941,0.07933484,0.33068785,0.0595157,0.2118177
ERR4282146,0.17492244,0.07684695,0.51958287,0.049034685,0.11569714,0.06391591
ERR4282147,0.1453379,0.16859454,0.08025862,0.34026217,0.059502706,0.20604408
ERR4282148,0.14685765,0.16500992,0.080541305,0.34446508,0.059587102,0.203539
ERR4282149,0.26464188,0.23250133,0.13924885,0.15848002,0.0952114,0.109916516
ERR4282150,0.25368056,0.24085356,0.13192543,0.1612391,0.09851236,0.11378899
ERR4282151,0.07286241,0.13562647,0.18865609,0.20046037,0.2878432,0.11455145
ERR4282152,0.2643903,0.22600938,0.14210083,0.16240494,0.09310954,0.111985065
ERR4282153,0.13012427,0.14849819,0.33433756,0.058928493,0.22581355,0.10229789
ERR4282154,0.23939627,0.20528077,0.1290551,0.2090653,0.07981187,0.13739067
ERR4282155,0.15138008,0.16306454,0.08284212,0.3434508,0.059822407,0.19944
ERR4282156,0.17527968,0.07684408,0.51957154,0.049003895,0.115428105,0.06387262
ERR4282157,0.19551057,0.0964061,0.46353108,0.052527905,0.11999121,0.07203322
ERR4282158,0.17509079,0.07677814,0.5197727,0.04900666,0.115494385,0.06385732
ERR4282159,0.2347634,0.23166883,0.12319453,0.18814726,0.09318141,0.12904462
ERR4282160,0.31732225,0.18905993,0.17617905,0.14732546,0.07684897,0.09326437
ERR4282161,0.028938202,0.13885672,0.048387278,0.070705034,0.121673435,0.5914393
ERR4282162,0.1865247,0.21329103,0.09811341,0.25345254,0.08237843,0.16623996
ERR4282163,0.09191804,0.31724948,0.06594824,0.196124,0.052203175,0.27655706
ERR4282164,0.17497037,0.07868092,0.51423913,0.04942229,0.117733926,0.064953335
ERR4282165,0.13904323,0.1814138,0.078477725,0.32663345,0.059818912,0.21461293
ERR4282166,0.1749385,0.17628229,0.09535765,0.30572167,0.06593071,0.18176919
ERR4282167,0.21381256,0.23905794,0.11052842,0.20100406,0.095360786,0.14023627
ERR4282168,0.191462,0.09073484,0.47923347,0.0511597,0.117842704,0.06956726
ERR4282169,0.22255899,0.1937205,0.12395971,0.23590696,0.07638013,0.1474738
ERR4282170,0.37881035,0.22439373,0.19993581,0.042469922,0.068672284,0.085718006
ERR4282171,0.07972776,0.35620496,0.061884176,0.16618325,0.049562823,0.28643706
ERR4282172,0.2981942,0.20556156,0.16135103,0.15233219,0.08372845,0.09883261
ERR4282173,0.35906133,0.18295433,0.204645,0.09825474,0.06903853,0.08604603
ERR4282174,0.15094973,0.16284442,0.0826108,0.34411177,0.05971761,0.19976574
ERR4282175,0.11157451,0.13109997,0.10196682,0.37776783,0.0794651,0.19812585
ERR4282176,0.07974129,0.35607824,0.061961707,0.16622113,0.04961367,0.28638387
ERR4282177,0.15010972,0.16339336,0.082055,0.34421125,0.059934262,0.20029642
ERR4282178,0.34474432,0.15471916,0.2933966,0.05521303,0.07429622,0.07763065
ERR4282179,0.15147929,0.16278945,0.0829306,0.34369388,0.059705622,0.1994011
ERR4282180,0.15493445,0.16519764,0.08472927,0.33759233,0.0607913,0.19675493
ERR4282181,0.2824157,0.2198178,0.15032056,0.15412524,0.08979609,0.10352466
ERR4282182,0.26672247,0.23170587,0.14036383,0.15739898,0.09487796,0.10893085
ERR4282183,0.17486626,0.07737421,0.5180564,0.04914788,0.11633366,0.064221606
ERR4282184,0.15329981,0.16230695,0.08406592,0.34260458,0.059529517,0.19819325
ERR4282185,0.3074311,0.19763988,0.17372052,0.14288408,0.08180104,0.096523434
ERR4282186,0.20313305,0.19518514,0.10952309,0.25735462,0.07486117,0.1599429
ERR4282187,0.2230044,0.26333728,0.11277163,0.1682137,0.10759174,0.12508126
ERR4282188,0.13018449,0.20398743,0.0768063,0.30158547,0.05936778,0.22806855
ERR4282189,0.18750483,0.0839252,0.49889576,0.049279775,0.11407212,0.06632228
ERR4282190,0.1596217,0.18296306,0.08584188,0.31004277,0.06787421,0.19365646
ERR4282191,0.2633986,0.13993229,0.34522024,0.06369215,0.10438686,0.083369926
ERR4282192,0.18784326,0.09147004,0.4774827,0.051692583,0.12111539,0.07039609
ERR4282193,0.29480436,0.19119917,0.24720289,0.07234663,0.09845369,0.095993206
ERR4282194,0.24560635,0.20141973,0.14696094,0.1906819,0.086188674,0.12914245
ERR4282195,0.17494917,0.07663028,0.5202085,0.048988868,0.115433216,0.06379001
ERR4282196,0.2020351,0.22474806,0.10559629,0.22681302,0.088167645,0.15263988
ERR4282197,0.19299091,0.08675981,0.49015838,0.049767964,0.11307312,0.06724977
ERR4282198,0.14817461,0.16348968,0.08090056,0.34585273,0.05992978,0.20165269
ERR4282199,0.26748297,0.23358352,0.14007142,0.1553998,0.09563415,0.10782817
ERR4282200,0.3164479,0.18936256,0.17481335,0.14911807,0.076861046,0.09339706
ERR4282201,0.15692952,0.16819066,0.08560261,0.33214006,0.062082376,0.19505481
ERR4282202,0.30534196,0.1991126,0.16671903,0.15105858,0.08104419,0.09672371
ERR4282203,0.14957541,0.16259135,0.08183935,0.34565377,0.059545256,0.20079492
ERR4282204,0.07547149,0.3885068,0.043797404,0.15553905,0.037210166,0.29947504
ERR4282205,0.20795527,0.102098644,0.44731012,0.0531655,0.11610441,0.07336616
ERR4282206,0.21567647,0.21773528,0.11413782,0.22104001,0.08564241,0.14576796
ERR4282207,0.21350302,0.25757998,0.10837271,0.18264231,0.10419612,0.13370585
ERR4282208,0.12770493,0.21061462,0.076405264,0.29441294,0.059406355,0.23145594
ERR4282209,0.37229666,0.19365166,0.21652298,0.06441581,0.06894259,0.08417034
ERR4282210,0.1749348,0.076664016,0.5201116,0.048996825,0.115481965,0.0638108
ERR4282211,0.12633215,0.21503136,0.07613437,0.28958178,0.058794834,0.23412542
ERR4282212,0.23758452,0.1305847,0.37208706,0.0620627,0.114781715,0.08289938
ERR4282213,0.03639722,0.16488904,0.15443605,0.24696833,0.11657682,0.28073257
ERR4282214,0.2659242,0.22209543,0.14545816,0.16223307,0.09227498,0.11201421
ERR4282215,0.17494178,0.07667591,0.5200769,0.048998594,0.11549015,0.063816704
ERR4282216,0.25436267,0.19986266,0.16869114,0.16320546,0.09341608,0.120462
ERR4282217,0.099169604,0.18785283,0.24187571,0.05879185,0.29397207,0.118337974
ERR4282218,0.21881665,0.25138882,0.111869045,0.18391359,0.10150427,0.1325076
ERR4282219,0.15442684,0.16394217,0.084557995,0.33958387,0.0602564,0.19723278
ERR4282220,0.17529032,0.07681254,0.5196626,0.048996303,0.115384765,0.06385347
ERR4282221,0.33881932,0.19290987,0.18762253,0.11546754,0.074119255,0.09106156
ERR4282222,0.21305288,0.2575018,0.108141795,0.18313329,0.10413223,0.13403796
ERR4282223,0.17593698,0.07719113,0.5185309,0.049019177,0.115329474,0.06399241
ERR4282224,0.15571974,0.1665647,0.08505397,0.33521459,0.06137767,0.19606933
ERR4282225,0.22390036,0.21310468,0.11980872,0.21727791,0.08416903,0.14173934
ERR4282226,0.15161481,0.16227095,0.08307328,0.3441917,0.05947013,0.19937915
ERR4282227,0.33166978,0.1821046,0.18729074,0.13568619,0.073196754,0.09005193
ERR4282228,0.14808786,0.16376345,0.08082081,0.34559792,0.06004455,0.20168538
ERR4282229,0.38004124,0.18771829,0.21656086,0.067469954,0.065794915,0.08241473
ERR4282230,0.14842173,0.1629874,0.08111746,0.34621695,0.05968493,0.20157161
ERR4282231,0.34461164,0.20408697,0.18678762,0.097805314,0.07482888,0.09187941
ERR4282232,0.121920176,0.22137696,0.07920353,0.2794067,0.063437946,0.23465471
ERR4282233,0.28120998,0.21552071,0.15592277,0.15225023,0.09007594,0.10502043
ERR4282234,0.26265612,0.23544474,0.13748103,0.15789466,0.09639291,0.11013052
ERR4282235,0.17494844,0.076631606,0.52020466,0.04898921,0.11543527,0.06379085
ERR4282236,0.15148994,0.16500314,0.082710296,0.34098834,0.060634438,0.19917385
ERR4282237,0.0236456,0.13294578,0.040537506,0.06287809,0.1113389,0.62865406
ERR4282238,0.23942606,0.10623851,0.43342066,0.04939231,0.10029155,0.071230866
ERR4282239,0.18545851,0.19524227,0.09939128,0.27423534,0.07438578,0.17128682
ERR4282240,0.17539586,0.076857574,0.51952666,0.048996296,0.11535697,0.06386665
ERR4282241,0.1497154,0.16244769,0.081955634,0.34567794,0.059450716,0.20075263
ERR4282242,0.09548407,0.19278078,0.23095582,0.05850518,0.3022784,0.11999576
ERR4282243,0.07916724,0.3609487,0.05897381,0.16476648,0.047638867,0.28850496
ERR4282244,0.33173412,0.17917944,0.19171454,0.13461554,0.07327321,0.08948316
ERR4282245,0.20110372,0.10996724,0.42739648,0.056776885,0.1265368,0.07821887
ERR4282246,0.22298586,0.18762429,0.1282844,0.23779644,0.074584804,0.14872426
ERR4282247,0.37091002,0.18176848,0.2570211,0.041985184,0.06964442,0.07867085
ERR4282248,0.28137568,0.22094189,0.14948091,0.15418412,0.090249464,0.10376795
ERR4282249,0.18918782,0.08977537,0.4820418,0.051090237,0.11857061,0.06933413
ERR4282250,0.28695366,0.21439186,0.1553917,0.15264481,0.08807468,0.10254335
ERR4282251,0.29635587,0.20694286,0.16140914,0.15102652,0.08468953,0.099576056
ERR4282252,0.119591996,0.23662065,0.07475495,0.26696962,0.056976292,0.24508643
ERR4282253,0.17478622,0.07741668,0.5179075,0.049168594,0.1164607,0.064260356
ERR4282254,0.14847636,0.16348849,0.08140976,0.3451605,0.05934964,0.20211521
ERR4282255,0.30160066,0.20364033,0.16506186,0.14835852,0.08303871,0.09829998
ERR4282256,0.054777376,0.064152025,0.16270782,0.4311342,0.119561516,0.1676671
ERR4282257,0.22928414,0.10051331,0.44989297,0.048655793,0.10194825,0.06970552
ERR4282258,0.21686059,0.26214164,0.109670505,0.17503418,0.10662187,0.12967117
ERR4282259,0.17503297,0.07670841,0.5199778,0.048997402,0.11545889,0.06382451
ERR4282260,0.21544364,0.24662459,0.11057981,0.19182529,0.09903131,0.1364954
ERR4282261,0.1775881,0.1643892,0.09891991,0.3163813,0.059764076,0.18295743
ERR4282262,0.067904055,0.43111163,0.026097907,0.13819574,0.024308274,0.31238243
ERR4282263,0.17649207,0.1655602,0.09876257,0.31531143,0.05865339,0.1852204
ERR4282264,0.072865136,0.13563246,0.18866201,0.20043957,0.28784734,0.1145535
ERR4282265,0.14724383,0.1637644,0.08032294,0.34635946,0.060023114,0.20228624
ERR4282266,0.09515332,0.19200869,0.23039292,0.059775986,0.30257145,0.12009762
ERR4282267,0.14522694,0.16636758,0.079568796,0.34412375,0.05997366,0.20473929
ERR4282268,0.27885282,0.22295953,0.14790882,0.15453923,0.091136195,0.1046035
ERR4282269,0.30193675,0.20213678,0.16462193,0.1510908,0.08242821,0.09778548
ERR4282270,0.25371245,0.22310297,0.13738321,0.17482424,0.09157822,0.11939888
ERR4282271,0.29826748,0.21346089,0.16080514,0.11006968,0.065393195,0.15200362
ERR4282272,0.07974254,0.35608,0.061961945,0.16621992,0.049613677,0.28638187
ERR4282273,0.36395133,0.20034589,0.21278492,0.0643658,0.072104186,0.0864479
ERR4282274,0.12629679,0.21277823,0.075801626,0.29268613,0.059533164,0.23290408
ERR4282275,0.09516208,0.19203463,0.230406,0.059736177,0.30256623,0.12009489
ERR4282276,0.3101154,0.20349088,0.17008615,0.13748747,0.08152125,0.09729882
ERR4282277,0.29460514,0.20882967,0.1587665,0.15279688,0.08510887,0.099892914
ERR4282278,0.26684603,0.23079093,0.14076209,0.1579102,0.094538346,0.109152384
ERR4282279,0.15153526,0.16479489,0.08275793,0.34120038,0.0605491,0.19916242
ERR4282280,0.33948204,0.17495379,0.21020177,0.11457579,0.073340796,0.08744584
ERR4282281,0.18023458,0.19874564,0.09602282,0.2752376,0.07574453,0.17401485
ERR4282282,0.15176034,0.11367493,0.41961378,0.055906914,0.1736144,0.085429676
