,root:12M:C,root:12M:V,root:3Y:C,root:3Y:V,root:4M:C,root:4M:V,root:5Y:C,root:5Y:V,root:B:C,root:B:V
ERR4282030,0.084500544,0.19894536,0.0854739,0.31092137,0.0161019,0.01913893,0.08257084,0.1501273,0.020337489,0.031882357
ERR4282031,0.043604236,0.029217195,0.012130722,0.016923897,0.140528,0.6935185,0.0138000995,0.024462858,0.0103999,0.01541458
ERR4282032,0.08726971,0.14116524,0.057040088,0.4069608,0.01200805,0.015828393,0.057751223,0.15805605,0.02533991,0.0385805
ERR4282033,0.06579876,0.057428624,0.017173383,0.03982196,0.19284947,0.47016406,0.01588962,0.023564575,0.07138491,0.045924652
ERR4282034,0.109876014,0.06748692,0.025799213,0.010400569,0.42436263,0.16432175,0.0064730067,0.01039456,0.13970262,0.041182663
ERR4282035,0.061577577,0.18586728,0.12131699,0.18841693,0.016481016,0.035368018,0.18130772,0.18006527,0.00878196,0.020817192
ERR4282036,0.078303106,0.013225119,0.010391286,0.0046800827,0.15979204,0.059540555,0.006801458,0.010728817,0.5912,0.065337494
ERR4282037,0.096935034,0.55067694,0.052353892,0.06829113,0.041856203,0.10862618,0.025132338,0.022133516,0.008470836,0.025523946
ERR4282038,0.040420853,0.011430671,0.037238393,0.011792317,0.21967787,0.053585865,0.026224922,0.013724005,0.500468,0.08543702
ERR4282039,0.19040403,0.059089225,0.12143553,0.16908048,0.023663199,0.026639195,0.12764435,0.18261123,0.013109608,0.08632322
ERR4282040,0.094407216,0.2615259,0.07054918,0.30777737,0.016967475,0.034667,0.048431497,0.114372455,0.011784665,0.039517228
ERR4282041,0.13810623,0.1513049,0.10014594,0.070459135,0.05070477,0.029771155,0.084930345,0.025003158,0.089834705,0.25973967
ERR4282042,0.07620013,0.048793416,0.026599696,0.016528692,0.26566184,0.4203266,0.018219687,0.012900818,0.056651846,0.058117352
ERR4282043,0.09186143,0.1296281,0.07268669,0.35831547,0.011881203,0.010787808,0.06570331,0.18822332,0.033743948,0.037168793
ERR4282044,0.035301212,0.06723199,0.029402183,0.047514588,0.08665319,0.6474186,0.024662381,0.027985679,0.010615714,0.023214558
ERR4282045,0.06282241,0.14921498,0.09809082,0.2375856,0.011504822,0.03189281,0.15184925,0.22807002,0.007871309,0.021098021
ERR4282046,0.0652051,0.047062956,0.030712264,0.018373348,0.24477892,0.4462128,0.021639176,0.013034141,0.05041837,0.06256298
ERR4282047,0.05502112,0.07103623,0.10202713,0.27566648,0.011230899,0.018028246,0.15355396,0.2827441,0.010177492,0.020514296
ERR4282048,0.07029357,0.04369117,0.026942575,0.011909456,0.22945271,0.5536961,0.012359334,0.018645389,0.013289326,0.019720387
ERR4282049,0.08417914,0.06377671,0.025819227,0.018194027,0.38333657,0.27010825,0.009494143,0.009124969,0.08011309,0.055853844
ERR4282050,0.0805421,0.05724384,0.023058753,0.01356259,0.2798369,0.39257148,0.015929906,0.011163918,0.069182195,0.056908242
ERR4282051,0.19294967,0.19797239,0.12290352,0.09961422,0.023988403,0.006741821,0.057230506,0.086814456,0.12860723,0.08317773
ERR4282052,0.09548883,0.5000996,0.043556612,0.102792256,0.037353512,0.12848616,0.025801325,0.030922085,0.009782132,0.02571745
ERR4282053,0.09642867,0.30409104,0.032250643,0.057160765,0.09189296,0.32321638,0.020581225,0.023495281,0.020021256,0.030861726
ERR4282054,0.051351894,0.0780147,0.11256634,0.2309653,0.011665141,0.017082032,0.18528916,0.28293914,0.012108798,0.01801758
ERR4282055,0.072251126,0.5177924,0.08567981,0.14360686,0.024686702,0.047400706,0.036740903,0.03653566,0.0070755268,0.028230375
ERR4282056,0.23998237,0.24017884,0.047062833,0.029983211,0.10044208,0.20599885,0.034169547,0.027672553,0.021565776,0.052944034
ERR4282057,0.05440066,0.03575344,0.0671408,0.29869315,0.014045,0.011585699,0.204154,0.28068802,0.011094077,0.02244513
ERR4282058,0.11745889,0.47999176,0.039110664,0.08899445,0.052085992,0.13874963,0.01894953,0.02334753,0.012529056,0.028782535
ERR4282059,0.049371097,0.026264327,0.084933534,0.32876587,0.009311897,0.009551076,0.10134885,0.35500178,0.010103866,0.025347736
ERR4282060,0.07486306,0.0563744,0.025320126,0.015328607,0.26977855,0.40948194,0.017327836,0.011464108,0.061943103,0.05811816
ERR4282061,0.051234543,0.07108482,0.106773525,0.15529041,0.015832901,0.017221484,0.25480163,0.30166343,0.010898271,0.015198923
ERR4282062,0.05741137,0.04749587,0.090284765,0.35684994,0.011335557,0.0128372535,0.12100936,0.26401868,0.013339086,0.0254181
ERR4282063,0.113083966,0.09189837,0.1834239,0.106111936,0.08655592,0.098785244,0.09657385,0.038871672,0.026348863,0.1583463
ERR4282064,0.05439696,0.027882801,0.07007236,0.37785947,0.008339259,0.011926481,0.07904219,0.3332013,0.007449273,0.029830016
ERR4282065,0.1334826,0.021204678,0.022662273,0.016413972,0.37610772,0.24942835,0.011896441,0.015634594,0.08617359,0.06699583
ERR4282066,0.05451081,0.03001271,0.07441124,0.36027655,0.00914436,0.011776332,0.08658312,0.3358125,0.008795609,0.028676728
ERR4282067,0.05403165,0.043852206,0.089678876,0.31841996,0.010577605,0.015025184,0.119150266,0.31628108,0.008971025,0.024012225
ERR4282068,0.06474955,0.086640954,0.0809488,0.4545861,0.008839661,0.036859963,0.07856067,0.14185898,0.005205874,0.04174943
ERR4282069,0.05110823,0.044358447,0.05908222,0.009588009,0.4222283,0.32319883,0.018109309,0.008630545,0.02474515,0.03895106
ERR4282070,0.06349277,0.038056135,0.057357494,0.42567912,0.0068685235,0.017013684,0.05867327,0.29252633,0.005242143,0.035090607
ERR4282071,0.042641316,0.02771263,0.058456864,0.021905322,0.11091598,0.030482925,0.04284253,0.016118098,0.48579016,0.16313416
ERR4282072,0.0600969,0.034260668,0.07223195,0.3204833,0.008399352,0.008972442,0.0727903,0.3783334,0.014036508,0.030395217
ERR4282073,0.07209896,0.49895725,0.09125229,0.1222269,0.024045622,0.05962756,0.055120874,0.043187596,0.0067422143,0.02674075
ERR4282074,0.07305261,0.09216266,0.07211047,0.37992594,0.010756403,0.015471919,0.08411226,0.22560172,0.015997095,0.030808946
ERR4282075,0.104482844,0.017268844,0.023046851,0.009789874,0.21616337,0.5329696,0.017550034,0.024841553,0.019905692,0.033981323
ERR4282076,0.050860513,0.039106645,0.10152548,0.29916897,0.01011649,0.009836267,0.13106845,0.32142413,0.014795495,0.02209755
ERR4282077,0.07475951,0.027703129,0.041568458,0.022827799,0.22342846,0.4495937,0.02820859,0.021856146,0.04102324,0.069031015
