t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,203,0,49,0.1944,1.0,0.0,1.0,1.0,1.0,0.1944,0.3256,0.5931,0.3515
0.01,0,203,0,49,0.1944,1.0,0.0,1.0,1.0,1.0,0.1944,0.3256,0.5931,0.3515
0.02,0,203,0,49,0.1944,1.0,0.0,1.0,1.0,1.0,0.1944,0.3256,0.5931,0.3515
0.03,9,193,0,49,0.2311,1.0,0.0446,1.0,0.9554,1.0,0.2025,0.3368,0.5931,0.3515
0.04,12,190,0,48,0.24,1.0,0.0594,1.0,0.9406,1.0,0.2017,0.3357,0.5931,0.3515
0.05,14,188,0,48,0.248,1.0,0.0693,1.0,0.9307,1.0,0.2034,0.338,0.5931,0.3515
0.06,16,186,1,47,0.252,0.9792,0.0792,0.9792,0.9208,0.9792,0.2017,0.3345,0.5931,0.3515
0.07,21,181,1,47,0.272,0.9792,0.104,0.9792,0.896,0.9792,0.2061,0.3406,0.5931,0.3515
0.08,23,179,1,47,0.28,0.9792,0.1139,0.9792,0.8861,0.9792,0.208,0.3431,0.5931,0.3515
0.09,24,178,1,47,0.284,0.9792,0.1188,0.9792,0.8812,0.9792,0.2089,0.3443,0.5931,0.3515
0.1,26,176,1,47,0.292,0.9792,0.1287,0.9792,0.8713,0.9792,0.2108,0.3469,0.5931,0.3515
0.11,34,168,2,46,0.32,0.9583,0.1683,0.9583,0.8317,0.9583,0.215,0.3511,0.5931,0.3515
0.12,53,149,6,42,0.38,0.875,0.2624,0.875,0.7376,0.875,0.2199,0.3515,0.5931,0.3515
0.13,67,135,9,39,0.424,0.8125,0.3317,0.8125,0.6683,0.8125,0.2241,0.3514,0.5931,0.3515
0.14,70,132,12,36,0.424,0.75,0.3465,0.75,0.6535,0.75,0.2143,0.3333,0.5931,0.3515
0.15,79,123,12,36,0.46,0.75,0.3911,0.75,0.6089,0.75,0.2264,0.3478,0.5931,0.3515
0.16,101,101,19,29,0.52,0.6042,0.5,0.6042,0.5,0.6042,0.2231,0.3258,0.5931,0.3515
0.17,163,39,35,13,0.704,0.2708,0.8069,0.2708,0.1931,0.2708,0.25,0.26,0.5931,0.3515
0.18,170,32,38,10,0.72,0.2083,0.8416,0.2083,0.1584,0.2083,0.2381,0.2222,0.5931,0.3515
0.19,171,31,39,9,0.72,0.1875,0.8465,0.1875,0.1535,0.1875,0.225,0.2045,0.5931,0.3515
0.2,174,28,39,9,0.732,0.1875,0.8614,0.1875,0.1386,0.1875,0.2432,0.2118,0.5931,0.3515
0.21,175,27,39,9,0.736,0.1875,0.8663,0.1875,0.1337,0.1875,0.25,0.2143,0.5931,0.3515
