t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,215,0,37,0.1468,1.0,0.0,1.0,1.0,1.0,0.1468,0.2561,0.7599,0.56
0.01,0,215,0,37,0.1468,1.0,0.0,1.0,1.0,1.0,0.1468,0.2561,0.7599,0.56
0.02,0,215,0,37,0.1468,1.0,0.0,1.0,1.0,1.0,0.1468,0.2561,0.7599,0.56
0.03,0,215,0,37,0.1468,1.0,0.0,1.0,1.0,1.0,0.1468,0.2561,0.7599,0.56
0.04,0,215,0,37,0.1468,1.0,0.0,1.0,1.0,1.0,0.1468,0.2561,0.7599,0.56
0.05,0,215,0,36,0.1434,1.0,0.0,1.0,1.0,1.0,0.1434,0.2509,0.7599,0.56
0.06,3,211,0,36,0.156,1.0,0.014,1.0,0.986,1.0,0.1457,0.2544,0.7599,0.56
0.07,6,208,0,36,0.168,1.0,0.028,1.0,0.972,1.0,0.1475,0.2571,0.7599,0.56
0.08,28,186,1,35,0.252,0.9722,0.1308,0.9722,0.8692,0.9722,0.1584,0.2724,0.7599,0.56
0.09,105,109,9,27,0.528,0.75,0.4907,0.75,0.5093,0.75,0.1985,0.314,0.7599,0.56
0.1,162,52,12,24,0.744,0.6667,0.757,0.6667,0.243,0.6667,0.3158,0.4286,0.7599,0.56
0.11,171,43,12,24,0.78,0.6667,0.7991,0.6667,0.2009,0.6667,0.3582,0.466,0.7599,0.56
0.12,176,38,12,24,0.8,0.6667,0.8224,0.6667,0.1776,0.6667,0.3871,0.4898,0.7599,0.56
0.13,183,31,14,22,0.82,0.6111,0.8551,0.6111,0.1449,0.6111,0.4151,0.4944,0.7599,0.56
0.14,184,30,14,22,0.824,0.6111,0.8598,0.6111,0.1402,0.6111,0.4231,0.5,0.7599,0.56
0.15,187,27,14,22,0.836,0.6111,0.8738,0.6111,0.1262,0.6111,0.449,0.5176,0.7599,0.56
0.16,196,18,15,21,0.868,0.5833,0.9159,0.5833,0.0841,0.5833,0.5385,0.56,0.7599,0.56
0.17,202,12,20,16,0.872,0.4444,0.9439,0.4444,0.0561,0.4444,0.5714,0.5,0.7599,0.56
0.18,204,10,20,16,0.88,0.4444,0.9533,0.4444,0.0467,0.4444,0.6154,0.5161,0.7599,0.56
0.19,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.2,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.21,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.22,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.23,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.24,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.25,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.26,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.27,205,9,20,16,0.884,0.4444,0.9579,0.4444,0.0421,0.4444,0.64,0.5246,0.7599,0.56
0.28,206,8,21,15,0.884,0.4167,0.9626,0.4167,0.0374,0.4167,0.6522,0.5085,0.7599,0.56
0.29,206,8,21,15,0.884,0.4167,0.9626,0.4167,0.0374,0.4167,0.6522,0.5085,0.7599,0.56
0.3,207,7,22,14,0.884,0.3889,0.9673,0.3889,0.0327,0.3889,0.6667,0.4912,0.7599,0.56
0.31,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.32,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.33,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.34,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.35,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.36,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.37,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.38,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.39,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.4,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.41,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.42,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.43,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.44,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.45,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.46,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.47,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.48,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.49,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.5,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.51,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.52,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.53,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.54,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.55,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.56,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.57,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.58,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.59,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.6,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.61,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.62,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.63,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.64,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.65,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.66,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.67,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.68,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.69,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.7,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.71,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.72,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.73,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.74,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.75,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.76,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.77,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.78,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.79,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.8,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.81,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.82,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.83,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.84,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
0.85,215,0,37,0,0.8532,0.0,1.0,0.0,0.0,0.0,0.0,,0.7599,0.56
