,root:12M,root:3Y,root:4M,root:5Y,root:B,root:M
ERR4282799,0.04514167,0.18716845,0.059738174,0.3025554,0.013283099,0.39211312
ERR4282800,0.005520246,0.011603311,0.035806246,0.009438855,0.9160409,0.02159046
ERR4282801,0.029447129,0.020519424,0.01531623,0.02473487,0.040325288,0.8696571
ERR4282802,0.45568943,0.2953222,0.044654436,0.088184685,0.0407063,0.075443015
ERR4282803,0.06211839,0.02556982,0.8374982,0.009747588,0.049768854,0.015297169
ERR4282804,0.02880289,0.088536836,0.019651497,0.1545541,0.030242937,0.6782117
ERR4282805,0.15645827,0.4120516,0.050613992,0.17950538,0.020614441,0.18075635
ERR4282806,0.024097402,0.04400919,0.00870304,0.042398468,0.046404127,0.83438784
ERR4282807,0.7544798,0.059108812,0.12249259,0.029450629,0.01406699,0.02040127
ERR4282808,0.5182605,0.19458306,0.087356776,0.08717711,0.034014553,0.07860807
ERR4282809,0.51781124,0.15235727,0.1447725,0.06994376,0.038273368,0.07684189
ERR4282810,0.72684085,0.08520252,0.10431858,0.037913486,0.01590416,0.02982043
ERR4282811,0.34377068,0.0585156,0.50660175,0.025111966,0.037034616,0.02896528
ERR4282812,0.45571744,0.29533976,0.04465588,0.08814895,0.040715337,0.075422585
ERR4282813,0.0961278,0.021723043,0.8097241,0.011376938,0.040465117,0.020583024
ERR4282814,0.10797604,0.29259008,0.027883185,0.2529015,0.016909635,0.30173957
ERR4282815,0.6252707,0.1201545,0.10580498,0.07242177,0.030302156,0.046045735
ERR4282816,0.4684881,0.09800736,0.08301354,0.06571957,0.21055721,0.07421424
ERR4282817,0.15172279,0.38388562,0.027165193,0.2729863,0.007942908,0.15629709
ERR4282818,0.08091404,0.32418263,0.026734656,0.31374368,0.0074283755,0.24699666
ERR4282819,0.101041354,0.033920195,0.7908379,0.012211925,0.045155857,0.016832704
ERR4282820,0.07949289,0.29595464,0.021962859,0.2920359,0.009698217,0.30085546
ERR4282821,0.26374918,0.17301321,0.028525777,0.3500122,0.011960665,0.17273903
ERR4282822,0.088672295,0.33662614,0.021253737,0.30200598,0.0075609493,0.24388084
ERR4282823,0.12080086,0.3858577,0.022354573,0.3009735,0.005545731,0.16446763
ERR4282824,0.025679355,0.03313324,0.017189331,0.23057298,0.13864158,0.55478346
ERR4282825,0.5925075,0.13626786,0.10252934,0.08106058,0.031236753,0.056398008
ERR4282826,0.09531572,0.17928226,0.049673166,0.15586472,0.06516496,0.4546992
ERR4282827,0.10345492,0.024922496,0.7998701,0.011813717,0.03947923,0.020459617
ERR4282828,0.032403935,0.10838804,0.030409997,0.18910025,0.028218823,0.6114789
ERR4282829,0.029468354,0.020265475,0.01637087,0.024178086,0.03823836,0.87147886
ERR4282830,0.15649796,0.3815713,0.02848557,0.27403903,0.0067468723,0.1526593
ERR4282831,0.09680362,0.3654631,0.020281522,0.3029937,0.0064443382,0.2080136
ERR4282832,0.078568295,0.022610022,0.8295714,0.010188971,0.041431613,0.017629597
ERR4282833,0.09720085,0.38945264,0.019896094,0.3079479,0.0050899712,0.1804125
ERR4282834,0.20121524,0.038354192,0.677759,0.017874818,0.038647126,0.026149636
ERR4282835,0.18604483,0.29208457,0.066717975,0.21421364,0.028734863,0.21220411
ERR4282836,0.08578852,0.022491118,0.8205596,0.01076167,0.04161409,0.018785017
ERR4282837,0.11609695,0.39196113,0.023976805,0.28214094,0.0068214326,0.17900266
ERR4282838,0.07715875,0.28100836,0.023475686,0.28799555,0.010888952,0.3194727
ERR4282839,0.66555804,0.07119668,0.16326468,0.041541103,0.03352193,0.024917472
ERR4282840,0.045648854,0.029577453,0.5954914,0.014401526,0.29168332,0.023197398
ERR4282841,0.032926347,0.028072733,0.40141726,0.016227797,0.49708432,0.024271581
ERR4282842,0.09816822,0.39304826,0.019446716,0.30721003,0.004974982,0.17715181
ERR4282843,0.05419235,0.027575664,0.7996477,0.011356568,0.0928652,0.014362531
ERR4282844,0.08567669,0.32842317,0.024148688,0.30362606,0.007940587,0.2501847
ERR4282845,0.5508823,0.18787074,0.081487015,0.078230515,0.034223124,0.067306235
ERR4282846,0.10308368,0.38319913,0.022919679,0.29479557,0.006265477,0.18973652
ERR4282847,0.0067534875,0.0113461055,0.04657883,0.008784749,0.9013384,0.025198411
ERR4282848,0.71931034,0.057712946,0.11908042,0.043243203,0.03551561,0.025137393
ERR4282849,0.03241438,0.10358423,0.020690482,0.17538065,0.028204056,0.63972616
ERR4282850,0.15612927,0.39359355,0.025180563,0.26082307,0.007983797,0.1562898
ERR4282851,0.092915356,0.3526718,0.028503526,0.2906027,0.008277688,0.22702892
ERR4282852,0.6675239,0.0659243,0.18570064,0.03216007,0.019229267,0.029461905
ERR4282853,0.10349112,0.38085148,0.02482771,0.28888923,0.00687077,0.19506961
ERR4282854,0.006435952,0.011848387,0.03275268,0.0105502615,0.9146788,0.023733912
ERR4282855,0.2844386,0.17686947,0.1410809,0.09983797,0.11604199,0.18173102
ERR4282856,0.026063433,0.083615705,0.02088375,0.15734302,0.030677631,0.68141645
ERR4282857,0.09416319,0.31653538,0.027755441,0.28253463,0.010914064,0.26809725
ERR4282858,0.49230903,0.07144981,0.34981227,0.029362021,0.027314119,0.029752716
ERR4282859,0.006345149,0.011793138,0.03299668,0.010435913,0.9149606,0.023468448
ERR4282860,0.09547998,0.359788,0.018953556,0.30138493,0.0066320286,0.21776156
ERR4282861,0.29450333,0.3231122,0.054669283,0.16713221,0.02315188,0.13743111
ERR4282862,0.08697514,0.020846248,0.82589436,0.010206387,0.03695751,0.019120436
ERR4282863,0.25488672,0.34812132,0.038944528,0.19895414,0.016931096,0.14216222
ERR4282864,0.013503466,0.046258416,0.13260667,0.01593596,0.73699605,0.054699328
ERR4282865,0.024239706,0.042772986,0.32380196,0.014135952,0.54590505,0.04914436
ERR4282866,0.40292165,0.16562438,0.07882501,0.093690045,0.108447365,0.15049157
ERR4282867,0.23926203,0.06683686,0.5725113,0.031529207,0.04251688,0.047343776
ERR4282868,0.104889795,0.38946941,0.021455247,0.29628485,0.005839582,0.18206114
ERR4282869,0.16540377,0.6523056,0.026614694,0.072167076,0.014866957,0.06864198
ERR4282870,0.45426542,0.12781286,0.12457906,0.067506514,0.11943465,0.106401555
ERR4282871,0.25821593,0.14393997,0.19293956,0.08080853,0.15012746,0.17396855
ERR4282872,0.47958377,0.08027671,0.3316063,0.034124814,0.04447579,0.029932594
ERR4282873,0.26522753,0.0865062,0.17091458,0.05370739,0.25899124,0.16465299
ERR4282874,0.113316126,0.36722025,0.022115074,0.3092867,0.0062784627,0.18178342
ERR4282875,0.08125852,0.31043676,0.023117745,0.30016214,0.008672007,0.2763529
ERR4282876,0.7701534,0.061464522,0.10546929,0.028797219,0.012102067,0.022013485
ERR4282877,0.62062156,0.1452072,0.110030405,0.064981274,0.014345628,0.04481393
ERR4282878,0.2824498,0.29895705,0.061731536,0.22760442,0.005827431,0.12342971
ERR4282879,0.59740174,0.15737174,0.11848337,0.06301284,0.0154227605,0.04830757
ERR4282880,0.028637705,0.027914066,0.055699646,0.025752097,0.78104526,0.0809512
ERR4282881,0.06838083,0.24331741,0.021810533,0.27062368,0.013351062,0.38251647
ERR4282882,0.11647693,0.4019566,0.022701295,0.28404698,0.0060003633,0.16881791
ERR4282883,0.06463234,0.03678815,0.62294465,0.016595548,0.2327226,0.026316714
ERR4282884,0.09197697,0.36817288,0.021896448,0.31097457,0.005794526,0.20118463
ERR4282885,0.026187733,0.0565586,0.031511687,0.120525666,0.052570652,0.7126457
ERR4282886,0.5565965,0.08995304,0.20128377,0.046929255,0.045546986,0.05969043
ERR4282887,0.13493222,0.050385844,0.7193625,0.01650334,0.061553575,0.017262397
ERR4282888,0.09707293,0.38689986,0.019941773,0.30779362,0.0051953304,0.18309644
ERR4282889,0.7679648,0.061074957,0.107718386,0.028796317,0.012385992,0.022059586
ERR4282890,0.16095257,0.35562053,0.037864145,0.2279864,0.016110258,0.20146616
ERR4282891,0.037893575,0.12174114,0.018657735,0.1872366,0.025745232,0.6087257
ERR4282892,0.45571744,0.29533976,0.04465588,0.08814895,0.040715337,0.075422585
ERR4282893,0.6077989,0.09798539,0.09855918,0.06575791,0.07087497,0.05902368
ERR4282894,0.38700888,0.28764942,0.10078178,0.10598442,0.022698436,0.09587705
ERR4282895,0.29596305,0.05862423,0.5677806,0.020827847,0.033933576,0.02287064
ERR4282896,0.23043023,0.16014603,0.16994481,0.10129382,0.13295287,0.20523216
ERR4282897,0.023047192,0.07138247,0.02301543,0.14365417,0.035919286,0.7029815
ERR4282898,0.024715727,0.07691017,0.020748599,0.15210596,0.03301092,0.69250864
ERR4282899,0.62304044,0.058470946,0.24741934,0.028403638,0.025196958,0.01746877
ERR4282900,0.096632354,0.3861807,0.02016859,0.30824554,0.0052031376,0.18356968
ERR4282901,0.0681729,0.030416904,0.8251219,0.0104524745,0.051312942,0.014523024
ERR4282902,0.099137545,0.3964772,0.019080816,0.30624595,0.004881955,0.17417651
ERR4282903,0.02415908,0.044945706,0.018479988,0.19164836,0.07042737,0.6503395
ERR4282904,0.0687932,0.24301276,0.020888956,0.26735583,0.013495402,0.38645375
ERR4282905,0.027329635,0.036122914,0.02543717,0.06393471,0.033851914,0.8133237
ERR4282906,0.044021275,0.029615443,0.7770876,0.011379223,0.12510434,0.01279209
ERR4282907,0.043228727,0.029878737,0.7586697,0.012021802,0.14360045,0.01260061
ERR4282908,0.0597645,0.1971825,0.027006656,0.2357096,0.020582004,0.4597547
ERR4282909,0.4782625,0.054504767,0.39534715,0.023977397,0.034814518,0.013093646
ERR4282910,0.020157212,0.0650294,0.022275936,0.13894944,0.033516835,0.7200711
ERR4282911,0.03277367,0.110280275,0.026511095,0.19193698,0.025531009,0.612967
ERR4282912,0.14649874,0.045098983,0.6913064,0.018187273,0.0735707,0.025337914
ERR4282913,0.104643054,0.35773838,0.02276386,0.2956613,0.0074525094,0.21174087
ERR4282914,0.09470231,0.37658045,0.02078219,0.3089178,0.005552398,0.19346477
ERR4282915,0.033061735,0.1080864,0.024611266,0.185704,0.026373636,0.62216294
ERR4282916,0.029599376,0.020149315,0.017012574,0.024914064,0.0381175,0.87020725
ERR4282917,0.07740772,0.02389809,0.8295717,0.010175123,0.041928258,0.017019035
ERR4282918,0.50741756,0.20140082,0.09982214,0.106517226,0.014871883,0.06997038
ERR4282919,0.060884792,0.02201135,0.73813576,0.009956316,0.13523266,0.033779267
ERR4282920,0.08922448,0.34414417,0.031075737,0.29691544,0.008151813,0.23048832
ERR4282921,0.030236062,0.018928707,0.015871175,0.021979757,0.039749518,0.8732348
