,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
59,0.8498,0.0926,1.0,0.0926,0.0,0.0926,0.1667,,0.5519,0.8026
60,0.8498,0.0926,1.0,0.0926,0.0,0.0926,0.1667,,0.5519,0.8026
61,0.8491,0.088,1.0,0.088,0.0,0.088,0.1667,,0.5519,0.8026
62,0.8491,0.088,1.0,0.088,0.0,0.088,0.1667,,0.5519,0.8026
63,0.8491,0.088,1.0,0.088,0.0,0.088,0.1667,,0.5519,0.8026
64,0.8491,0.088,1.0,0.088,0.0,0.088,0.1667,,0.5519,0.8026
65,0.8491,0.088,1.0,0.088,0.0,0.088,0.1667,,0.5519,0.8026
66,0.8484,0.0833,1.0,0.0833,0.0,0.0833,0.1667,,0.5519,0.8026
67,0.8464,0.0694,1.0,0.0694,0.0,0.0694,0.1667,,0.5519,0.8026
68,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
69,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
70,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
71,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
72,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
73,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
74,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
75,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
76,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
77,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
78,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
79,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
80,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
81,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
82,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
83,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
84,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
85,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
86,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
87,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
88,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
89,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
90,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
91,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5519,0.8026
