,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.0984,1.0,0.0,1.0,1.0,1.0,0.0984,0.168,0.2917,0.7119
1,0.0984,1.0,0.0,1.0,1.0,1.0,0.0984,0.168,0.2917,0.7119
2,0.1025,1.0,0.0047,1.0,0.9953,1.0,0.0992,0.1691,0.2917,0.7119
3,0.1493,1.0,0.0613,1.0,0.9387,1.0,0.1108,0.185,0.2917,0.7119
4,0.1707,0.9981,0.088,0.9981,0.912,0.9981,0.1167,0.1924,0.2917,0.7119
5,0.269,0.9898,0.2077,0.9898,0.7923,0.9898,0.143,0.2248,0.2917,0.7119
6,0.3841,0.8106,0.3553,0.8106,0.6447,0.8106,0.1634,,0.2917,0.7119
7,0.4895,0.7314,0.4835,0.7314,0.5165,0.7314,0.1653,,0.2917,0.7119
8,0.5674,0.7116,0.5739,0.7116,0.4261,0.7116,0.2087,,0.2917,0.7119
9,0.6256,0.6258,0.6519,0.6258,0.3481,0.6258,0.2225,,0.2917,0.7119
10,0.6469,0.6121,0.6785,0.6121,0.3215,0.6121,0.2624,,0.2917,0.7119
11,0.7094,0.5748,0.7532,0.5748,0.2468,0.5748,0.24,,0.2917,0.7119
12,0.7196,0.5562,0.7671,0.5562,0.2329,0.5562,0.2254,,0.2917,0.7119
13,0.7235,0.5503,0.7728,0.5503,0.2272,0.5503,0.2251,,0.2917,0.7119
14,0.731,0.5457,0.7818,0.5457,0.2182,0.5457,0.2391,,0.2917,0.7119
15,0.7398,0.4759,0.8086,0.4759,0.1914,0.4759,0.2147,,0.2917,0.7119
16,0.7719,0.3703,0.843,0.3703,0.157,0.3703,0.2063,,0.2917,0.7119
17,0.7806,0.3658,0.8528,0.3658,0.1472,0.3658,0.2112,,0.2917,0.7119
18,0.8112,0.2501,0.8882,0.2501,0.1117,0.2501,0.1093,,0.2917,0.7119
19,0.8228,0.2342,0.9031,0.2342,0.0969,0.2342,0.116,,0.2917,0.7119
20,0.8234,0.1933,0.9111,0.1933,0.0889,0.1933,0.0221,,0.2917,0.7119
21,0.8535,0.139,0.9442,0.139,0.0558,0.139,0.0236,,0.2917,0.7119
22,0.8594,0.1181,0.952,0.1181,0.048,0.1181,0.0209,,0.2917,0.7119
23,0.8686,0.1143,0.9645,0.1143,0.0355,0.1143,0.0148,,0.2917,0.7119
24,0.8706,0.1,0.9669,0.1,0.0331,0.1,0.0049,,0.2917,0.7119
25,0.8722,0.1,0.9685,0.1,0.0315,0.1,0.0051,,0.2917,0.7119
26,0.8726,0.1,0.969,0.1,0.031,0.1,0.0051,,0.2917,0.7119
27,0.8734,0.1,0.9698,0.1,0.0302,0.1,0.0052,,0.2917,0.7119
28,0.875,0.1,0.9714,0.1,0.0286,0.1,0.0055,,0.2917,0.7119
29,0.875,0.1,0.9714,0.1,0.0286,0.1,0.0055,,0.2917,0.7119
30,0.8766,0.1,0.973,0.1,0.027,0.1,0.0056,,0.2917,0.7119
31,0.877,0.1,0.9734,0.1,0.0266,0.1,0.0057,,0.2917,0.7119
32,0.8786,0.1,0.975,0.1,0.025,0.1,0.0061,,0.2917,0.7119
33,0.8794,0.1,0.9758,0.1,0.0242,0.1,0.0062,,0.2917,0.7119
34,0.8805,0.1,0.977,0.1,0.023,0.1,0.0066,,0.2917,0.7119
35,0.9004,0.0,0.9988,0.0,0.0012,0.0,0.0,,0.2917,0.7119
36,0.9008,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.2917,0.7119
37,0.9008,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.2917,0.7119
38,0.9008,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.2917,0.7119
39,0.9008,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.2917,0.7119
40,0.9008,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.2917,0.7119
41,0.9008,0.0,0.9992,0.0,0.0008,0.0,0.0,,0.2917,0.7119
42,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.2917,0.7119
43,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.2917,0.7119
44,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.2917,0.7119
45,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.2917,0.7119
46,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.2917,0.7119
