Unnamed: 0,Env,Contribution,mode
ERR4281215,root:4M,0.5785464,V
ERR4281280,root:4M,0.582012,V
ERR4281326,root:4M,0.5777367,V
ERR4281347,root:4M,0.055845603,V
ERR4281355,root:4M,0.5785464,V
ERR4281395,root:4M,0.5822498,V
ERR4281523,root:4M,0.5785552,V
ERR4281594,root:4M,0.5679672,V
ERR4281626,root:4M,0.581638,V
ERR4281654,root:4M,0.5785464,V
ERR4281672,root:4M,0.5785464,V
ERR4281711,root:4M,0.58222646,V
ERR4281715,root:4M,0.5785464,V
ERR4281723,root:4M,0.5785464,V
ERR4281727,root:4M,0.5821601,V
ERR4281728,root:4M,0.58009577,V
ERR4281733,root:4M,0.5785464,V
ERR4281739,root:4M,0.5785464,V
ERR4281744,root:4M,0.54006296,V
ERR4281750,root:4M,0.5785464,V
ERR4281755,root:4M,0.5803923,V
ERR4281757,root:4M,0.5785464,V
ERR4281763,root:4M,0.5239862,V
ERR4281769,root:4M,0.5785464,V
ERR4281775,root:4M,0.5785464,V
ERR4281780,root:4M,0.5785464,V
ERR4281787,root:4M,0.58224463,V
ERR4281792,root:4M,0.5785464,V
ERR4281793,root:4M,0.5821222,V
ERR4281797,root:4M,0.5786802,V
ERR4281805,root:4M,0.5785464,V
ERR4281811,root:4M,0.5785464,V
ERR4281819,root:4M,0.5795352,V
ERR4281820,root:4M,0.5785464,V
ERR4281825,root:4M,0.093822956,V
ERR4281836,root:4M,0.57855076,V
ERR4281844,root:4M,0.5785464,V
ERR4281850,root:4M,0.58228344,V
ERR4281851,root:4M,0.58225715,V
ERR4281857,root:4M,0.5821684,V
ERR4281859,root:4M,0.5823025,V
ERR4281865,root:4M,0.5785464,V
ERR4281871,root:4M,0.5837781,V
ERR4281875,root:4M,0.5823025,V
ERR4281876,root:4M,0.5810349,V
ERR4281882,root:4M,0.2318572,V
ERR4281888,root:4M,0.4424683,V
ERR4281899,root:4M,0.5823025,V
ERR4281904,root:4M,0.5785464,V
ERR4281909,root:4M,0.5785464,V
ERR4281911,root:4M,0.5785464,V
ERR4281921,root:4M,0.5785464,V
ERR4281924,root:4M,0.5785464,V
ERR4281927,root:4M,0.5785464,V
ERR4281932,root:4M,0.5785464,V
ERR4281936,root:4M,0.5785464,V
ERR4281939,root:4M,0.5785464,V
ERR4281943,root:4M,0.5785464,V
ERR4281944,root:4M,0.5785464,V
ERR4281950,root:4M,0.5785464,V
ERR4281957,root:4M,0.5785464,V
ERR4281958,root:4M,0.5785464,V
ERR4281961,root:4M,0.5785464,V
ERR4281973,root:4M,0.5785464,V
ERR4281980,root:4M,0.5785464,V
ERR4281984,root:4M,0.58228624,V
ERR4281990,root:4M,0.5785464,V
ERR4281995,root:4M,0.5785464,V
ERR4281996,root:4M,0.5785464,V
ERR4282002,root:4M,0.5785464,V
ERR4282006,root:4M,0.5785464,V
ERR4282011,root:4M,0.5785464,V
ERR4282018,root:4M,0.5785464,V
ERR4282023,root:4M,0.5785464,V
ERR4282029,root:4M,0.5785464,V
ERR4282034,root:4M,0.5785464,V
ERR4282040,root:4M,0.5785464,V
ERR4282044,root:4M,0.5785464,V
ERR4282048,root:4M,0.5785464,V
ERR4282052,root:4M,0.5785464,V
ERR4282055,root:4M,0.5785464,V
ERR4282058,root:4M,0.5785464,V
ERR4282063,root:4M,0.41582286,V
ERR4282073,root:4M,0.5785464,V
ERR4282081,root:4M,0.5785464,V
ERR4282088,root:4M,0.5785464,V
ERR4282093,root:4M,0.5785464,V
ERR4282099,root:4M,0.5785464,V
ERR4282105,root:4M,0.5785464,V
ERR4282110,root:4M,0.5785464,V
ERR4282116,root:4M,0.5785464,V
ERR4282122,root:4M,0.5785464,V
ERR4282127,root:4M,0.5785464,V
ERR4282129,root:4M,0.5785464,V
ERR4282133,root:4M,0.5785464,V
ERR4282134,root:4M,0.5785464,V
ERR4282139,root:4M,0.5785464,V
ERR4282144,root:4M,0.5822477,V
ERR4282150,root:4M,0.5785464,V
ERR4282156,root:4M,0.57788503,V
ERR4282162,root:4M,0.5785464,V
ERR4282167,root:4M,0.57815915,V
ERR4282172,root:4M,0.5785464,V
ERR4282180,root:4M,0.5785464,V
ERR4282181,root:4M,0.5785464,V
ERR4282185,root:4M,0.5785464,V
ERR4282187,root:4M,0.58224326,V
ERR4282193,root:4M,0.5785464,V
ERR4282200,root:4M,0.5823025,V
ERR4282209,root:4M,0.5785464,V
ERR4282210,root:4M,0.5785464,V
ERR4282215,root:4M,0.07331989,V
ERR4282218,root:4M,0.5785464,V
ERR4282221,root:4M,0.5785464,V
ERR4282227,root:4M,0.5785464,V
ERR4282233,root:4M,0.5785464,V
ERR4282238,root:4M,0.5785464,V
ERR4282247,root:4M,0.5785464,V
ERR4282248,root:4M,0.5822934,V
ERR4282251,root:4M,0.5785464,V
ERR4282257,root:4M,0.5785464,V
ERR4282262,root:4M,0.5823025,V
ERR4282268,root:4M,0.5785464,V
ERR4282271,root:4M,0.5785464,V
ERR4282277,root:4M,0.5822929,V
ERR4282278,root:4M,0.5785464,V
ERR4282284,root:4M,0.5785464,V
ERR4282291,root:4M,0.5785464,V
ERR4282295,root:4M,0.5785464,V
ERR4282302,root:4M,0.5785464,V
ERR4282307,root:4M,0.5823025,V
ERR4282318,root:4M,0.5821501,V
ERR4282324,root:4M,0.5785464,V
ERR4282327,root:4M,0.5785464,V
ERR4282333,root:4M,0.5785464,V
ERR4282339,root:4M,0.5785464,V
ERR4282345,root:4M,0.5822933,V
ERR4282351,root:4M,0.5785464,V
ERR4282355,root:4M,0.582285,V
ERR4282363,root:4M,0.034722243,V
ERR4282365,root:4M,0.5785464,V
ERR4282368,root:4M,0.5785464,V
ERR4282372,root:4M,0.5785464,V
ERR4282376,root:4M,0.5785464,V
ERR4282379,root:4M,0.5785464,V
ERR4282383,root:4M,0.5785464,V
ERR4282387,root:4M,0.5785464,V
ERR4282392,root:4M,0.5785464,V
ERR4282396,root:4M,0.5822933,V
ERR4282403,root:4M,0.58228785,V
ERR4282404,root:4M,0.5785464,V
ERR4282411,root:4M,0.5822936,V
ERR4282417,root:4M,0.5785464,V
ERR4282427,root:4M,0.5785464,V
ERR4282431,root:4M,0.57863075,V
ERR4282442,root:4M,0.5785464,V
ERR4282446,root:4M,0.09377928,V
ERR4282452,root:4M,0.5785464,V
ERR4282460,root:4M,0.5785464,V
ERR4282461,root:4M,0.5785464,V
ERR4282465,root:4M,0.57854253,V
ERR4282473,root:4M,0.5785464,V
ERR4282477,root:4M,0.5785464,V
ERR4282481,root:4M,0.5785464,V
ERR4282486,root:4M,0.5736748,V
ERR4282491,root:4M,0.58229107,V
ERR4282496,root:4M,0.5785464,V
ERR4282503,root:4M,0.5785464,V
ERR4282507,root:4M,0.5785464,V
ERR4282514,root:4M,0.5822933,V
ERR4282517,root:4M,0.5785464,V
ERR4282536,root:4M,0.5823025,V
ERR4282545,root:4M,0.5785464,V
ERR4282546,root:4M,0.5823025,V
ERR4282565,root:4M,0.5785464,V
ERR4282567,root:4M,0.5785464,V
ERR4282569,root:4M,0.5785464,V
ERR4282574,root:4M,0.5785464,V
ERR4282577,root:4M,0.38558128,V
ERR4282580,root:4M,0.5785464,V
ERR4282586,root:4M,0.5785464,V
ERR4282591,root:4M,0.5785464,V
ERR4282595,root:4M,0.5785464,V
ERR4282597,root:4M,0.5822894,V
ERR4282601,root:4M,0.5785464,V
ERR4282604,root:4M,0.5785464,V
ERR4282617,root:4M,0.5785464,V
ERR4282624,root:4M,0.5785464,V
ERR4282631,root:4M,0.5785464,V
ERR4282643,root:4M,0.5823025,V
ERR4282644,root:4M,0.5785464,V
ERR4282646,root:4M,0.5823025,V
ERR4282649,root:4M,0.5812921,V
ERR4282664,root:4M,0.5785464,V
ERR4282669,root:4M,0.49249,V
ERR4282675,root:4M,0.5785464,V
ERR4282676,root:4M,0.5785464,V
ERR4282685,root:4M,0.5785464,V
ERR4282690,root:4M,0.5785464,V
ERR4282706,root:4M,0.5785464,V
ERR4282708,root:4M,0.5785464,V
ERR4282711,root:4M,0.5785464,V
ERR4282713,root:4M,0.5785464,V
ERR4282716,root:4M,0.57941157,V
ERR4282724,root:4M,0.5785464,V
ERR4282727,root:4M,0.5785464,V
ERR4282732,root:4M,0.5785464,V
ERR4282754,root:4M,0.5785464,V
ERR4282760,root:4M,0.5785464,V
ERR4282774,root:4M,0.5785464,V
ERR4282779,root:4M,0.03250164,V
ERR4282784,root:4M,0.5785464,V
ERR4282788,root:4M,0.5785464,V
ERR4282791,root:4M,0.5785464,V
ERR4282808,root:4M,0.5785464,V
ERR4282811,root:4M,0.5785464,V
ERR4282819,root:4M,0.5785464,V
ERR4282825,root:4M,0.5785464,V
ERR4282830,root:4M,0.5785464,V
ERR4282834,root:4M,0.5823025,V
ERR4282839,root:4M,0.5785464,V
ERR4282857,root:4M,0.5785464,V
ERR4282860,root:4M,0.5785464,V
ERR4282870,root:4M,0.5785464,V
ERR4282876,root:4M,0.5785464,V
ERR4282885,root:4M,0.5785464,V
ERR4282889,root:4M,0.5785464,V
ERR4282893,root:4M,0.5785464,V
ERR4282899,root:4M,0.5785464,V
ERR4282903,root:4M,0.5785464,V
ERR4282909,root:4M,0.5785464,V
ERR4282915,root:4M,0.5785464,V
ERR4282922,root:4M,0.5823025,V
ERR4282926,root:4M,0.5785464,V
ERR4282939,root:4M,0.5785464,V
ERR4282940,root:4M,0.5785464,V
ERR4282945,root:4M,0.5785464,V
ERR4282948,root:4M,0.5785464,V
ERR4282950,root:4M,0.5785464,V
ERR4282958,root:4M,0.5785464,V
ERR4282963,root:4M,0.5785464,V
ERR4282968,root:4M,0.5785464,V
ERR4282973,root:4M,0.5785464,V
ERR4282974,root:4M,0.5785464,V
ERR4282979,root:4M,0.5785464,V
ERR4282983,root:4M,0.5785464,V
ERR4282989,root:4M,0.5785464,V
ERR4282995,root:4M,0.5785464,V
ERR4282999,root:4M,0.5785464,V
ERR4283004,root:4M,0.5785464,V
ERR4283011,root:4M,0.5785464,V
ERR4283016,root:4M,0.5785464,V
ERR4283022,root:4M,0.5785464,V
ERR4283028,root:4M,0.5823025,V
ERR4283029,root:4M,0.5785464,V
ERR4283034,root:4M,0.5785464,V
ERR4283040,root:4M,0.5785464,V
ERR4283046,root:4M,0.5785464,V
ERR4281079,root:B,0.42145365,V
ERR4281086,root:B,0.42145365,V
ERR4281114,root:B,0.42145365,V
ERR4281143,root:B,0.4952252,V
ERR4281215,root:B,0.42145365,V
ERR4281280,root:B,0.41798794,V
ERR4281326,root:B,0.42226332,V
ERR4281347,root:B,0.9441544,V
ERR4281355,root:B,0.42145365,V
ERR4281395,root:B,0.41775018,V
ERR4281523,root:B,0.4214448,V
ERR4281594,root:B,0.43203288,V
ERR4281626,root:B,0.41836202,V
ERR4281654,root:B,0.42145365,V
ERR4281672,root:B,0.42145365,V
ERR4281711,root:B,0.4177736,V
ERR4281715,root:B,0.42145365,V
ERR4281723,root:B,0.42145365,V
ERR4281727,root:B,0.41783994,V
ERR4281728,root:B,0.4199043,V
ERR4281733,root:B,0.42145365,V
ERR4281739,root:B,0.42145365,V
ERR4281744,root:B,0.4599371,V
ERR4281750,root:B,0.42145365,V
ERR4281755,root:B,0.41960767,V
ERR4281757,root:B,0.42145365,V
ERR4281763,root:B,0.47601378,V
ERR4281769,root:B,0.42145365,V
ERR4281775,root:B,0.42145365,V
ERR4281780,root:B,0.42145365,V
ERR4281787,root:B,0.41775534,V
ERR4281792,root:B,0.42145365,V
ERR4281793,root:B,0.41787782,V
ERR4281797,root:B,0.42131978,V
ERR4281805,root:B,0.42145365,V
ERR4281811,root:B,0.42145365,V
ERR4281819,root:B,0.4204649,V
ERR4281820,root:B,0.42145365,V
ERR4281825,root:B,0.90617704,V
ERR4281836,root:B,0.42144924,V
ERR4281844,root:B,0.42145365,V
ERR4281850,root:B,0.41771653,V
ERR4281851,root:B,0.4177428,V
ERR4281857,root:B,0.4178316,V
ERR4281859,root:B,0.41769746,V
ERR4281865,root:B,0.42145365,V
ERR4281871,root:B,0.41622192,V
ERR4281875,root:B,0.41769746,V
ERR4281876,root:B,0.41896507,V
ERR4281882,root:B,0.7681428,V
ERR4281888,root:B,0.5575317,V
ERR4281899,root:B,0.41769746,V
ERR4281904,root:B,0.42145365,V
ERR4281909,root:B,0.42145365,V
ERR4281911,root:B,0.42145365,V
ERR4281921,root:B,0.42145365,V
ERR4281924,root:B,0.42145365,V
ERR4281927,root:B,0.42145365,V
ERR4281932,root:B,0.42145365,V
ERR4281936,root:B,0.42145365,V
ERR4281939,root:B,0.42145365,V
ERR4281943,root:B,0.42145365,V
ERR4281944,root:B,0.42145365,V
ERR4281950,root:B,0.42145365,V
ERR4281957,root:B,0.42145365,V
ERR4281958,root:B,0.42145365,V
ERR4281961,root:B,0.42145365,V
ERR4281973,root:B,0.42145365,V
ERR4281980,root:B,0.42145365,V
ERR4281984,root:B,0.4177138,V
ERR4281990,root:B,0.42145365,V
ERR4281995,root:B,0.42145365,V
ERR4281996,root:B,0.42145365,V
ERR4282002,root:B,0.42145365,V
ERR4282006,root:B,0.42145365,V
ERR4282011,root:B,0.42145365,V
ERR4282018,root:B,0.42145365,V
ERR4282023,root:B,0.42145365,V
ERR4282029,root:B,0.42145365,V
ERR4282034,root:B,0.42145365,V
ERR4282040,root:B,0.42145365,V
ERR4282044,root:B,0.42145365,V
ERR4282048,root:B,0.42145365,V
ERR4282052,root:B,0.42145365,V
ERR4282055,root:B,0.42145365,V
ERR4282058,root:B,0.42145365,V
ERR4282063,root:B,0.5841772,V
ERR4282073,root:B,0.42145365,V
ERR4282081,root:B,0.42145365,V
ERR4282088,root:B,0.42145365,V
ERR4282093,root:B,0.42145365,V
ERR4282099,root:B,0.42145365,V
ERR4282105,root:B,0.42145365,V
ERR4282110,root:B,0.42145365,V
ERR4282116,root:B,0.42145365,V
ERR4282122,root:B,0.42145365,V
ERR4282127,root:B,0.42145365,V
ERR4282129,root:B,0.42145365,V
ERR4282133,root:B,0.42145365,V
ERR4282134,root:B,0.42145365,V
ERR4282139,root:B,0.42145365,V
ERR4282144,root:B,0.41775233,V
ERR4282150,root:B,0.42145365,V
ERR4282156,root:B,0.42211494,V
ERR4282162,root:B,0.42145365,V
ERR4282167,root:B,0.42184082,V
ERR4282172,root:B,0.42145365,V
ERR4282180,root:B,0.42145365,V
ERR4282181,root:B,0.42145365,V
ERR4282185,root:B,0.42145365,V
ERR4282187,root:B,0.4177568,V
ERR4282193,root:B,0.42145365,V
ERR4282200,root:B,0.41769746,V
ERR4282209,root:B,0.42145365,V
ERR4282210,root:B,0.42145365,V
ERR4282215,root:B,0.92668015,V
ERR4282218,root:B,0.42145365,V
ERR4282221,root:B,0.42145365,V
ERR4282227,root:B,0.42145365,V
ERR4282233,root:B,0.42145365,V
ERR4282238,root:B,0.42145365,V
ERR4282247,root:B,0.42145365,V
ERR4282248,root:B,0.41770664,V
ERR4282251,root:B,0.42145365,V
ERR4282257,root:B,0.42145365,V
ERR4282262,root:B,0.41769746,V
ERR4282268,root:B,0.42145365,V
ERR4282271,root:B,0.42145365,V
ERR4282277,root:B,0.4177071,V
ERR4282278,root:B,0.42145365,V
ERR4282284,root:B,0.42145365,V
ERR4282291,root:B,0.42145365,V
ERR4282295,root:B,0.42145365,V
ERR4282302,root:B,0.42145365,V
ERR4282307,root:B,0.41769746,V
ERR4282318,root:B,0.4178499,V
ERR4282324,root:B,0.42145365,V
ERR4282327,root:B,0.42145365,V
ERR4282333,root:B,0.42145365,V
ERR4282339,root:B,0.42145365,V
ERR4282345,root:B,0.4177067,V
ERR4282351,root:B,0.42145365,V
ERR4282355,root:B,0.41771504,V
ERR4282363,root:B,0.96527773,V
ERR4282365,root:B,0.42145365,V
ERR4282368,root:B,0.42145365,V
ERR4282372,root:B,0.42145365,V
ERR4282376,root:B,0.42145365,V
ERR4282379,root:B,0.42145365,V
ERR4282383,root:B,0.42145365,V
ERR4282387,root:B,0.42145365,V
ERR4282392,root:B,0.42145365,V
ERR4282396,root:B,0.4177067,V
ERR4282403,root:B,0.41771215,V
ERR4282404,root:B,0.42145365,V
ERR4282411,root:B,0.41770637,V
ERR4282417,root:B,0.42145365,V
ERR4282427,root:B,0.42145365,V
ERR4282431,root:B,0.42136922,V
ERR4282442,root:B,0.42145365,V
ERR4282446,root:B,0.90622073,V
ERR4282452,root:B,0.42145365,V
ERR4282460,root:B,0.42145365,V
ERR4282461,root:B,0.42145365,V
ERR4282465,root:B,0.42145747,V
ERR4282473,root:B,0.42145365,V
ERR4282477,root:B,0.42145365,V
ERR4282481,root:B,0.42145365,V
ERR4282486,root:B,0.42632517,V
ERR4282491,root:B,0.41770893,V
ERR4282496,root:B,0.42145365,V
ERR4282503,root:B,0.42145365,V
ERR4282507,root:B,0.42145365,V
ERR4282514,root:B,0.4177067,V
ERR4282517,root:B,0.42145365,V
ERR4282536,root:B,0.41769746,V
ERR4282545,root:B,0.42145365,V
ERR4282546,root:B,0.41769746,V
ERR4282565,root:B,0.42145365,V
ERR4282567,root:B,0.42145365,V
ERR4282569,root:B,0.42145365,V
ERR4282574,root:B,0.42145365,V
ERR4282577,root:B,0.61441875,V
ERR4282580,root:B,0.42145365,V
