t,TN,FP,FN,TP,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,ROC-AUC,F-max
0.0,0,250,0,3,0.0119,1.0,0.0,1.0,1.0,1.0,0.0119,0.0234,0.8329,0.087
0.01,56,193,0,3,0.2341,1.0,0.2249,1.0,0.7751,1.0,0.0153,0.0302,0.8329,0.087
0.02,107,143,0,3,0.4348,1.0,0.428,1.0,0.572,1.0,0.0205,0.0403,0.8329,0.087
0.03,122,127,0,3,0.496,1.0,0.49,1.0,0.51,1.0,0.0231,0.0451,0.8329,0.087
0.04,134,115,0,3,0.5437,1.0,0.5382,1.0,0.4618,1.0,0.0254,0.0496,0.8329,0.087
0.05,138,111,0,3,0.5595,1.0,0.5542,1.0,0.4458,1.0,0.0263,0.0513,0.8329,0.087
0.06,144,105,0,3,0.5833,1.0,0.5783,1.0,0.4217,1.0,0.0278,0.0541,0.8329,0.087
0.07,156,93,0,3,0.631,1.0,0.6265,1.0,0.3735,1.0,0.0312,0.0606,0.8329,0.087
0.08,160,90,0,3,0.6443,1.0,0.64,1.0,0.36,1.0,0.0323,0.0625,0.8329,0.087
0.09,167,83,0,3,0.6719,1.0,0.668,1.0,0.332,1.0,0.0349,0.0674,0.8329,0.087
0.1,168,81,0,3,0.6786,1.0,0.6747,1.0,0.3253,1.0,0.0357,0.069,0.8329,0.087
0.11,170,79,0,3,0.6865,1.0,0.6827,1.0,0.3173,1.0,0.0366,0.0706,0.8329,0.087
0.12,176,73,0,3,0.7103,1.0,0.7068,1.0,0.2932,1.0,0.0395,0.0759,0.8329,0.087
0.13,182,67,0,3,0.7341,1.0,0.7309,1.0,0.2691,1.0,0.0429,0.0822,0.8329,0.087
0.14,187,62,1,2,0.75,0.6667,0.751,0.6667,0.249,0.6667,0.0312,0.0597,0.8329,0.087
0.15,193,56,1,2,0.7738,0.6667,0.7751,0.6667,0.2249,0.6667,0.0345,0.0656,0.8329,0.087
