,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.164,1.0,0.0,1.0,1.0,1.0,0.164,0.2808,0.5652,0.8232
1,0.1939,1.0,0.0359,1.0,0.9641,1.0,0.1692,0.2883,0.5652,0.8232
2,0.2973,0.9891,0.1606,0.9891,0.8394,0.9891,0.1861,0.3126,0.5652,0.8232
3,0.4057,0.9774,0.2947,0.9774,0.7053,0.9774,0.2117,0.3466,0.5652,0.8232
4,0.4842,0.9621,0.3928,0.9621,0.6072,0.9621,0.2359,0.3764,0.5652,0.8232
5,0.5612,0.942,0.489,0.942,0.511,0.942,0.27,0.4148,0.5652,0.8232
6,0.5997,0.9196,0.5401,0.9196,0.4599,0.9196,0.2903,0.4337,0.5652,0.8232
7,0.6325,0.8979,0.5834,0.8979,0.4166,0.8979,0.3093,0.4509,0.5652,0.8232
8,0.664,0.8768,0.6239,0.8768,0.3761,0.8768,0.3243,0.4652,0.5652,0.8232
9,0.6807,0.8579,0.6469,0.8579,0.3531,0.8579,0.3319,0.471,0.5652,0.8232
10,0.6955,0.8439,0.6669,0.8439,0.3331,0.8439,0.3391,0.477,0.5652,0.8232
11,0.7062,0.8117,0.686,0.8117,0.314,0.8117,0.3432,0.4756,0.5652,0.8232
12,0.7289,0.791,0.7171,0.791,0.2828,0.791,0.3623,0.4899,0.5652,0.8232
13,0.741,0.7824,0.733,0.7824,0.267,0.7824,0.3759,0.4997,0.5652,0.8232
14,0.751,0.7703,0.7475,0.7703,0.2525,0.7703,0.3854,0.5056,0.5652,0.8232
15,0.7631,0.742,0.7663,0.742,0.2337,0.742,0.3931,0.5072,0.5652,0.8232
16,0.7784,0.7301,0.7872,0.7301,0.2128,0.7301,0.4114,0.5194,0.5652,0.8232
17,0.7852,0.7233,0.7967,0.7233,0.2033,0.7233,0.4205,0.5248,0.5652,0.8232
18,0.7898,0.7024,0.8064,0.7024,0.1936,0.7024,0.4228,0.5218,0.5652,0.8232
19,0.7932,0.6956,0.812,0.6956,0.188,0.6956,0.426,0.5224,0.5652,0.8232
20,0.7965,0.6704,0.8208,0.6704,0.1792,0.6704,0.4258,0.5153,0.5652,0.8232
