,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
21,0.8066,0.6704,0.8326,0.6704,0.1674,0.6704,0.4404,0.527,0.5652,0.8232
22,0.8119,0.6669,0.8399,0.6669,0.1601,0.6669,0.4495,0.5322,0.5652,0.8232
23,0.8152,0.6436,0.8478,0.6436,0.1522,0.6436,0.4506,0.5262,0.5652,0.8232
24,0.8166,0.6357,0.8511,0.6357,0.1489,0.6357,0.4519,0.5243,0.5652,0.8232
25,0.8186,0.6141,0.8574,0.6141,0.1425,0.6141,0.4544,0.5183,0.5652,0.8232
26,0.82,0.5838,0.8639,0.5838,0.1361,0.5838,0.4543,0.5078,0.5652,0.8232
27,0.822,0.5752,0.8679,0.5752,0.1322,0.5752,0.4556,0.5055,0.5652,0.8232
28,0.8246,0.5604,0.8734,0.5604,0.1266,0.5604,0.4576,0.5011,0.5652,0.8232
29,0.8246,0.5604,0.8734,0.5604,0.1266,0.5604,0.4576,0.5011,0.5652,0.8232
30,0.8273,0.5007,0.8868,0.5007,0.1132,0.5007,0.4457,0.4686,0.5652,0.8232
31,0.83,0.478,0.894,0.478,0.106,0.478,0.448,0.4587,0.5652,0.8232
32,0.8327,0.4578,0.9002,0.4578,0.0998,0.4578,0.451,0.4484,0.5652,0.8232
33,0.8387,0.4411,0.9097,0.4411,0.0903,0.4411,0.4575,0.4423,0.5652,0.8232
34,0.846,0.4333,0.9196,0.4333,0.0804,0.4333,0.474,0.4428,0.5652,0.8232
35,0.85,0.3965,0.9297,0.3965,0.0703,0.3965,0.4298,,0.5652,0.8232
36,0.8508,0.3886,0.9328,0.3886,0.0672,0.3886,0.4272,,0.5652,0.8232
37,0.8522,0.3886,0.9344,0.3886,0.0656,0.3886,0.4332,,0.5652,0.8232
38,0.8515,0.3802,0.9352,0.3802,0.0648,0.3802,0.4297,,0.5652,0.8232
39,0.8522,0.3766,0.9368,0.3766,0.0632,0.3766,0.4334,,0.5652,0.8232
40,0.8542,0.3732,0.94,0.3732,0.06,0.3732,0.4405,,0.5652,0.8232
41,0.8536,0.3661,0.9409,0.3661,0.0591,0.3661,0.4392,,0.5652,0.8232
42,0.8536,0.3619,0.9416,0.3619,0.0583,0.3619,0.4288,,0.5652,0.8232
43,0.8536,0.3585,0.9425,0.3585,0.0575,0.3585,0.429,,0.5652,0.8232
44,0.8556,0.3549,0.9457,0.3549,0.0543,0.3549,0.438,,0.5652,0.8232
45,0.8562,0.3549,0.9465,0.3549,0.0535,0.3549,0.4399,,0.5652,0.8232
46,0.8556,0.348,0.9473,0.348,0.0527,0.348,0.4401,,0.5652,0.8232
47,0.8556,0.3446,0.9481,0.3446,0.0519,0.3446,0.4424,,0.5652,0.8232
48,0.8576,0.3412,0.9514,0.3412,0.0486,0.3412,0.4526,,0.5652,0.8232
49,0.8609,0.3412,0.9555,0.3412,0.0445,0.3412,0.4692,,0.5652,0.8232
50,0.8602,0.331,0.9571,0.331,0.0429,0.331,0.4705,,0.5652,0.8232
51,0.8609,0.3274,0.9587,0.3274,0.0413,0.3274,0.4734,,0.5652,0.8232
52,0.8622,0.323,0.9611,0.323,0.0389,0.323,0.4798,,0.5652,0.8232
53,0.8649,0.323,0.9643,0.323,0.0357,0.323,0.4941,,0.5652,0.8232
54,0.8656,0.323,0.9651,0.323,0.0349,0.323,0.4974,,0.5652,0.8232
55,0.8676,0.323,0.9675,0.323,0.0325,0.323,0.5136,,0.5652,0.8232
56,0.8663,0.3116,0.9683,0.3116,0.0317,0.3116,0.5101,,0.5652,0.8232
57,0.8663,0.3116,0.9683,0.3116,0.0317,0.3116,0.5101,,0.5652,0.8232
58,0.8663,0.3116,0.9683,0.3116,0.0317,0.3116,0.5101,,0.5652,0.8232
59,0.8676,0.2984,0.9723,0.2984,0.0277,0.2984,0.5254,,0.5652,0.8232
60,0.8669,0.2897,0.9731,0.2897,0.0269,0.2897,0.5013,,0.5652,0.8232
61,0.8669,0.2784,0.9755,0.2784,0.0245,0.2784,0.5102,,0.5652,0.8232
62,0.8669,0.2698,0.9771,0.2698,0.0229,0.2698,0.4721,,0.5652,0.8232
63,0.8669,0.2596,0.9796,0.2596,0.0204,0.2596,0.4836,,0.5652,0.8232
64,0.8669,0.2518,0.9812,0.2518,0.0188,0.2518,0.4936,,0.5652,0.8232
65,0.8663,0.2396,0.9829,0.2396,0.0171,0.2396,0.4698,,0.5652,0.8232
66,0.8683,0.2396,0.9853,0.2396,0.0147,0.2396,0.5143,,0.5652,0.8232
67,0.8677,0.2396,0.9853,0.2396,0.0147,0.2396,0.5143,,0.5652,0.8232
68,0.8657,0.2274,0.9853,0.2274,0.0147,0.2274,0.401,,0.5652,0.8232
69,0.8672,0.224,0.9876,0.224,0.0124,0.224,0.3985,,0.5652,0.8232
70,0.8674,0.224,0.9885,0.224,0.0115,0.224,0.4121,,0.5652,0.8232
71,0.8674,0.224,0.9885,0.224,0.0115,0.224,0.4121,,0.5652,0.8232
72,0.868,0.2166,0.991,0.2166,0.009,0.2166,0.436,,0.5652,0.8232
73,0.868,0.2166,0.991,0.2166,0.009,0.2166,0.436,,0.5652,0.8232
74,0.868,0.213,0.9918,0.213,0.0082,0.213,0.4391,,0.5652,0.8232
75,0.8668,0.2013,0.9926,0.2013,0.0074,0.2013,0.4409,,0.5652,0.8232
76,0.8681,0.2013,0.9942,0.2013,0.0058,0.2013,0.4508,,0.5652,0.8232
77,0.8668,0.1938,0.9942,0.1938,0.0058,0.1938,0.4506,,0.5652,0.8232
78,0.8661,0.1868,0.9951,0.1868,0.0049,0.1868,0.4524,,0.5652,0.8232
79,0.8648,0.1756,0.9959,0.1756,0.0041,0.1756,0.4546,,0.5652,0.8232
80,0.8634,0.168,0.9959,0.168,0.0041,0.168,0.4519,,0.5652,0.8232
81,0.8621,0.1609,0.9959,0.1609,0.0041,0.1609,0.446,,0.5652,0.8232
82,0.8594,0.1432,0.9967,0.1432,0.0033,0.1432,0.4311,,0.5652,0.8232
83,0.8576,0.122,0.9992,0.122,0.0008,0.122,0.3269,,0.5652,0.8232
84,0.8576,0.122,0.9992,0.122,0.0008,0.122,0.3269,,0.5652,0.8232
85,0.8562,0.1152,0.9992,0.1152,0.0008,0.1152,0.3269,,0.5652,0.8232
86,0.853,0.0976,1.0,0.0976,0.0,0.0976,0.1667,,0.5652,0.8232
87,0.8518,0.0935,1.0,0.0935,0.0,0.0935,0.1667,,0.5652,0.8232
88,0.8505,0.0854,1.0,0.0854,0.0,0.0854,0.1667,,0.5652,0.8232
89,0.8444,0.0488,1.0,0.0488,0.0,0.0488,0.1667,,0.5652,0.8232
90,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
91,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
92,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
93,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
94,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
95,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
96,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
97,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
98,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
99,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
100,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
101,0.836,0.0,1.0,0.0,0.0,0.0,0.0,,0.5652,0.8232
