,Acc,Sn,Sp,TPR,FPR,Rc,Pr,F1,F-max,ROC-AUC
0,0.0984,1.0,0.0,1.0,1.0,1.0,0.0984,0.1772,0.4,0.7792
1,0.1181,1.0,0.0216,1.0,0.9784,1.0,0.1006,0.1806,0.4,0.7792
2,0.2949,0.9858,0.219,0.9858,0.781,0.9858,0.122,0.2143,0.4,0.7792
3,0.4007,0.9705,0.3392,0.9705,0.6608,0.9705,0.1427,0.2438,0.4,0.7792
4,0.4645,0.9211,0.4159,0.9211,0.5841,0.9211,0.1587,0.2607,0.4,0.7792
5,0.5346,0.8787,0.4978,0.8787,0.5022,0.8787,0.1721,0.2769,0.4,0.7792
6,0.5844,0.8396,0.5564,0.8396,0.4436,0.8396,0.1832,0.2896,0.4,0.7792
7,0.6251,0.8145,0.6039,0.8145,0.3961,0.8145,0.1951,0.3023,0.4,0.7792
8,0.6675,0.7977,0.6533,0.7977,0.3467,0.7977,0.2145,0.3221,0.4,0.7792
9,0.6933,0.7712,0.6847,0.7712,0.3153,0.7712,0.2247,0.3313,0.4,0.7792
10,0.7206,0.7228,0.7196,0.7228,0.2804,0.7228,0.233,0.3363,0.4,0.7792
11,0.7509,0.6719,0.7584,0.6719,0.2416,0.6719,0.248,0.3453,0.4,0.7792
12,0.7734,0.6292,0.7878,0.6292,0.2122,0.6292,0.2517,0.3438,0.4,0.7792
13,0.786,0.591,0.8063,0.591,0.1937,0.591,0.2551,0.3398,0.4,0.7792
14,0.801,0.5633,0.8264,0.5633,0.1736,0.5633,0.2625,0.3402,0.4,0.7792
15,0.8129,0.5472,0.841,0.5472,0.159,0.5472,0.2705,0.3445,0.4,0.7792
16,0.8241,0.4893,0.8577,0.4893,0.1423,0.4893,0.2614,0.3252,0.4,0.7792
17,0.8358,0.4686,0.8731,0.4686,0.1269,0.4686,0.2694,0.3267,0.4,0.7792
18,0.8471,0.4305,0.8878,0.4305,0.1122,0.4305,0.2794,0.3203,0.4,0.7792
19,0.8529,0.4044,0.897,0.4044,0.103,0.4044,0.2869,0.3171,0.4,0.7792
20,0.8614,0.3998,0.9069,0.3998,0.0931,0.3998,0.2906,,0.4,0.7792
21,0.8615,0.3709,0.9104,0.3709,0.0896,0.3709,0.28,,0.4,0.7792
22,0.8638,0.3385,0.9161,0.3385,0.0839,0.3385,0.2713,,0.4,0.7792
23,0.8674,0.3264,0.9211,0.3264,0.0789,0.3264,0.2776,,0.4,0.7792
24,0.873,0.3061,0.9298,0.3061,0.0702,0.3061,0.2847,,0.4,0.7792
25,0.876,0.3017,0.9334,0.3017,0.0666,0.3017,0.296,,0.4,0.7792
26,0.8784,0.2896,0.9374,0.2896,0.0626,0.2896,0.3034,,0.4,0.7792
27,0.8823,0.2869,0.9422,0.2869,0.0578,0.2869,0.3222,,0.4,0.7792
28,0.8841,0.2706,0.9462,0.2706,0.0539,0.2706,0.326,,0.4,0.7792
29,0.8841,0.2706,0.9462,0.2706,0.0539,0.2706,0.326,,0.4,0.7792
30,0.8874,0.2669,0.9502,0.2669,0.0498,0.2669,0.3312,,0.4,0.7792
31,0.8937,0.2635,0.9575,0.2635,0.0425,0.2635,0.3643,,0.4,0.7792
32,0.8973,0.2592,0.9622,0.2592,0.0378,0.2592,0.447,,0.4,0.7792
33,0.8984,0.2507,0.9648,0.2507,0.0352,0.2507,0.444,,0.4,0.7792
34,0.8993,0.243,0.9661,0.243,0.0339,0.243,0.4575,,0.4,0.7792
35,0.8998,0.2185,0.9693,0.2185,0.0307,0.2185,0.4714,,0.4,0.7792
36,0.9002,0.1977,0.9715,0.1977,0.0285,0.1977,0.3922,,0.4,0.7792
37,0.9005,0.1836,0.9732,0.1836,0.0268,0.1836,0.4172,,0.4,0.7792
38,0.9005,0.1796,0.974,0.1796,0.026,0.1796,0.4434,,0.4,0.7792
39,0.901,0.1571,0.9762,0.1571,0.0238,0.1571,0.4265,,0.4,0.7792
40,0.9029,0.1528,0.9788,0.1528,0.0212,0.1528,0.4286,,0.4,0.7792
41,0.9026,0.1353,0.9815,0.1353,0.0185,0.1353,0.3382,,0.4,0.7792
42,0.903,0.1353,0.982,0.1353,0.018,0.1353,0.3388,,0.4,0.7792
43,0.9026,0.1222,0.9828,0.1222,0.0172,0.1222,0.3323,,0.4,0.7792
44,0.9026,0.1155,0.9837,0.1155,0.0163,0.1155,0.3312,,0.4,0.7792
45,0.901,0.0972,0.9837,0.0972,0.0163,0.0972,0.3197,,0.4,0.7792
46,0.9002,0.0877,0.9846,0.0877,0.0154,0.0877,0.3225,,0.4,0.7792
47,0.8974,0.071,0.9846,0.071,0.0154,0.071,0.319,,0.4,0.7792
48,0.8932,0.035,0.9865,0.035,0.0135,0.035,0.2325,,0.4,0.7792
49,0.8928,0.0297,0.9869,0.0297,0.0131,0.0297,0.1333,,0.4,0.7792
50,0.8931,0.0273,0.9878,0.0273,0.0122,0.0273,0.0354,,0.4,0.7792
51,0.8927,0.023,0.9878,0.023,0.0122,0.023,0.03,,0.4,0.7792
52,0.8931,0.023,0.9882,0.023,0.0118,0.023,0.031,,0.4,0.7792
53,0.8939,0.023,0.9891,0.023,0.0109,0.023,0.033,,0.4,0.7792
54,0.8951,0.023,0.9904,0.023,0.0096,0.023,0.0374,,0.4,0.7792
55,0.8951,0.023,0.9904,0.023,0.0096,0.023,0.0374,,0.4,0.7792
56,0.8947,0.0186,0.9904,0.0186,0.0096,0.0186,0.0308,,0.4,0.7792
57,0.8947,0.0186,0.9904,0.0186,0.0096,0.0186,0.0308,,0.4,0.7792
58,0.8975,0.0186,0.9934,0.0186,0.0066,0.0186,0.0411,,0.4,0.7792
59,0.8979,0.0091,0.9952,0.0091,0.0048,0.0091,0.04,,0.4,0.7792
60,0.8979,0.0091,0.9952,0.0091,0.0048,0.0091,0.04,,0.4,0.7792
61,0.8983,0.0091,0.9956,0.0091,0.0044,0.0091,0.05,,0.4,0.7792
62,0.8984,0.0046,0.9961,0.0046,0.0039,0.0046,0.05,,0.4,0.7792
63,0.8988,0.0046,0.9965,0.0046,0.0035,0.0046,0.05,,0.4,0.7792
64,0.8988,0.0,0.9969,0.0,0.0031,0.0,0.0,,0.4,0.7792
65,0.8988,0.0,0.9969,0.0,0.0031,0.0,0.0,,0.4,0.7792
66,0.8988,0.0,0.9969,0.0,0.0031,0.0,0.0,,0.4,0.7792
67,0.8988,0.0,0.9969,0.0,0.0031,0.0,0.0,,0.4,0.7792
68,0.8988,0.0,0.9969,0.0,0.0031,0.0,0.0,,0.4,0.7792
69,0.8992,0.0,0.9974,0.0,0.0026,0.0,0.0,,0.4,0.7792
70,0.8992,0.0,0.9974,0.0,0.0026,0.0,0.0,,0.4,0.7792
71,0.9004,0.0,0.9987,0.0,0.0013,0.0,0.0,,0.4,0.7792
72,0.9004,0.0,0.9987,0.0,0.0013,0.0,0.0,,0.4,0.7792
73,0.9008,0.0,0.9991,0.0,0.0009,0.0,0.0,,0.4,0.7792
74,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.4,0.7792
75,0.9012,0.0,0.9996,0.0,0.0004,0.0,0.0,,0.4,0.7792
76,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.4,0.7792
77,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.4,0.7792
78,0.9016,0.0,1.0,0.0,0.0,0.0,0.0,,0.4,0.7792
