Samples	ERR4281055	ERR4281020	ERR4281023	ERR4281026	ERR4281071	ERR4281074	ERR4281076	ERR4281037	ERR4281039	ERR4281042	ERR4281087	ERR4281048	ERR4281094	ERR4281097	ERR4281100	ERR4281101	ERR4281115	ERR4281120	ERR4281128	ERR4281137	ERR4281142	ERR4281149	ERR4281156	ERR4281160	ERR4281167	ERR4281170	ERR4281174	ERR4281178	ERR4281183	ERR4281186	ERR4281193	ERR4281196	ERR4281198	ERR4281203	ERR4281209	ERR4281214	ERR4281221	ERR4281227	ERR4281231	ERR4281237	ERR4281244	ERR4281252	ERR4281257	ERR4281263	ERR4281268	ERR4281272	ERR4281279	ERR4281283	ERR4281290	ERR4281295	ERR4281299	ERR4281305	ERR4281311	ERR4281319	ERR4281325	ERR4281334	ERR4281335	ERR4281340	ERR4281349	ERR4281354	ERR4281361	ERR4281367	ERR4281374	ERR4281387	ERR4281394	ERR4281402	ERR4281409	ERR4281416	ERR4281423	ERR4281429	ERR4281435	ERR4281439	ERR4281444	ERR4281450	ERR4281456	ERR4281462	ERR4281468	ERR4281474	ERR4281487	ERR4281495	ERR4281500	ERR4281502	ERR4281507	ERR4281513	ERR4281519	ERR4281531	ERR4281539	ERR4281543	ERR4281549	ERR4281555	ERR4281561	ERR4281570	ERR4281576	ERR4281580	ERR4281585	ERR4281586	ERR4281593	ERR4281600	ERR4281605	ERR4281641	ERR4281656	ERR4281665	ERR4281671	ERR4281675	ERR4281682	ERR4281692	ERR4281698	ERR4281917	ERR4282067	ERR4282523	ERR4282528	ERR4282534	ERR4282541	ERR4282550	ERR4282555	ERR4282562	ERR4282611	ERR4282629	ERR4282637	ERR4282656	ERR4282681	ERR4282697	ERR4282702	ERR4282740	ERR4282764	ERR4282768	ERR4282796	ERR4282815	ERR4282845	ERR4282850	ERR4282866	ERR4282882	ERR4282955
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004260758414997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022119543845851	0.0	0.0	0.0	0.0	0.0	0.0004569548528605	0.0	0.0	0.0188448360254527	0.0002236636099306	0.0	0.0	0.0	9.463871669900156e-05	0.0055255556950897	0.0	0.0	0.0	0.0	0.0	0.0	0.0032722810525837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005518763796909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.448403617740002e-05	0.0022298911600743	0.0024287357791128	0.0	5.136304685593949e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__zeae	0.0	0.0003441847124623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002121453195438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0202050534082621	0.0	0.0002314967921158	0.0001106929377905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002906976744186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.110906674844117e-05	0.0	0.0	0.0	0.0	1.547532459493338e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0077922391228302	0.0	9.70591089973794e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0249858035207268	0.0	0.0	0.0263066504601493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037163814180929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1160882432068872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000795165394402	0.0	0.0	0.0	0.00326213592233	0.0	0.0	0.0	0.0	0.0	0.0	0.0005031699708161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0060586135637798	0.3942058230037474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010461061604029	0.0	0.0	0.0	3.730299356523361e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005690799873537	0.0	0.0	4.769399532598846e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029215588997298	6.549646319098769e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008330808845804	0.0	0.0	0.0	0.0	0.0	0.0004206541171521	0.0	0.0	0.0	0.0	0.0	0.0	0.0001336362421488	0.0	0.0	0.0005100739607243	0.0	0.0042334585929696	0.000539781928101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105329492257832	0.0007546220601182	0.0	0.0	0.0	0.0	0.0239534117129985	0.0	0.0	0.0042091271599468	0.0078494515447318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1070913808013836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006135945276458	0.0	0.0	0.0	0.0	0.0	0.0011225210992391	0.0	0.0	0.0	0.0	0.0	0.0049350928012015
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	0.0	0.0	0.0	0.0	9.405568096313016e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001264622194119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0048212133386902	0.0	0.0	0.0	0.0001910584638899	0.0	0.0	0.0	0.0	0.000277854959711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002995805871779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007693964853968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087475519910472	0.0	0.0	0.0424430641821946	0.0	0.0	0.0	0.0	0.0	0.0005899705014749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026605130989547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.594018563080097e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0002484383872799	0.0	0.0	0.0	0.0	0.0	0.0001345739772377	0.0006189395502372	0.0	0.0	5.860634120611851e-05	0.0011905549308816	0.0	0.0	0.0	0.0003457416157658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001827819411442	0.0	0.0	0.0	0.0002236636099306	0.0002804360781014	0.0	0.0	9.463871669900156e-05	0.0	0.0	0.0005813953488372	0.0	0.0	0.0	0.0	0.0	0.0003805356038624	0.0	0.0	0.0	0.0	0.0	0.0	0.0005769616696769	0.0	0.0	0.0	0.0	0.0006912760956726	0.0013451708366962	0.0	0.0	0.0001881821603312	0.0010757829309108	0.0	0.0	0.0	0.0001590330788804	0.0001500420117632	0.0	0.0012015764683264	0.0003106796116504	0.0009127656800104	0.000118084666706	0.0	0.0	0.0	0.0	0.0001509509912448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004261913986826	0.0	0.0	0.0003256818209232	9.325748391308402e-05	0.0	0.0	0.0007082924703062	0.0007432970533581	0.0016617665857088	7.641754546843955e-05	2.568152342796975e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004300047778308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.594018563080097e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.769399532598846e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001102475056501	0.0	0.0	0.0	9.830908375933936e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003598416696653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.209458809958664e-05	0.0	0.0	0.0	0.0	0.0	0.0002808002808002	0.0	0.0	0.0	0.0001857038951392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.618686899147196e-05	0.0003730299356523	0.0	0.0	0.0	0.0	0.0002556563978013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Peptoniphilus; s__	0.0	0.0	0.0001688511787922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002441167854701	0.0	3.844970778222087e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005380683346785	0.0	0.0	0.0	0.0	0.0	0.0	3.467085798816568e-05	0.0	0.0	0.0	9.612611746611554e-05	0.0	0.0	0.0	0.0	0.0	0.0002808002808002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002123705866737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__indistinctus	0.0	0.0	0.0	0.0	0.0	0.0003115264797507	0.0	0.0	0.0	0.0	0.0005055611729019	0.0	0.0005976095617529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019744058500914	0.0	0.0	0.0	0.0	4.806305873305777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001089680723548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018215745512706	0.0	0.0	0.0	0.0	0.0	0.0001882378250463	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium; s__spiroforme	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005976095617529	0.0009546539379474	0.0005058488776478	0.0	0.0064125310488163	0.0001907759813039	0.0	0.0	0.0	0.0	0.0	0.0002556455048998	0.0	0.0	0.0	0.0009224411482547	0.0017088363375778	0.0007859575582918	0.0	0.0	0.0	0.0030317848410757	0.0	0.0001910584638899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002453815683387	0.0	0.0	0.0	0.0	0.0014979029358897	0.0008720930232558	0.0	0.0	0.0	0.0010201479214486	0.0	0.0	0.0	0.0009595777857742	0.0030160342227556	0.0	0.0	0.0	0.0021824202287778	0.0	0.0001592293300425	0.0	0.0	0.0040094013549011	0.0	0.0	0.0005938418599127	0.0	0.0005976571838393	0.0	0.0	0.0070728550295857	0.000795165394402	0.0025207057976233	0.0021380958370016	0.0	0.0260194174757281	0.0170817577259095	0.0	0.0064828040874629	0.0	0.0007020007020007	0.0004430660168365	0.0032706048103049	0.0	0.0080935947631501	0.0	0.0	0.0	0.0114427002472543	0.0018978333069745	0.0006974041069352	0.0	0.0	0.0009167340144506	0.0011377413037396	0.0	0.0	0.001906941266209	0.0	0.0	0.0009934280910897	0.0019261142570977	0.0	0.0005899705014749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003010033444816	0.0	0.0	0.0001590800627229	0.0	0.0	0.0	0.0	0.0	0.0012472456658213	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002556455048998	0.0	0.0	0.0	0.0	0.0117413593517446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002906976744186	0.0	0.0	0.0	0.0	0.0	0.0054226323550397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa	0.0	0.0	0.0	0.0	0.0	0.0003115264797507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002788056977746	0.0	0.0	0.0	0.0	3.844970778222087e-05	0.0003438553056873	0.0	0.0	0.0001758190236183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001514692517418	0.0	0.0	9.261831990367695e-05	0.0	0.0	0.0	0.0	0.0	0.002933800217669	0.0	0.0	0.0001937984496124	0.0	0.0	0.0	0.0	4.5448347952551926e-05	0.0011416068115873	0.0	0.0	0.0	0.0001162925921618	0.0011221665295129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001781525579738	0.0	0.0	0.0	0.0	2.3113905325443783e-05	0.0	0.0	0.0	0.0	0.0003883495145631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003868831148733	0.0	3.573470554602629e-05	0.0	0.0	0.0002372291633718	0.0	0.0	0.0	4.824915865529594e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__hathewayi	0.0	0.0	0.0001266383840942	4.485713004081999e-05	0.0001881113619262	0.0	0.0	0.055055055055055	0.0085510484702646	0.0008092251669026	0.0	0.019115890083632	0.0	0.0	0.0010116977552956	0.0	0.0001774218076747	0.0005246339485858	0.0042542108004861	0.0	0.0	0.0003075976622577	0.1454507943057561	8.521516829995739e-05	0.0	0.0007618824356795	0.0060189165950128	0.0038004575308095	0.0	0.2006811632171862	0.0079520571626138	0.0	0.0086511993708218	0.0219070904645476	0.000266291322707	0.0034390523500191	0.0	3.7867312935474105e-05	0.0006397367940047	0.03023302531137	0.0083356487913309	0.0227606461086637	0.0098971147394318	0.0007010901952536	0.0002137437212781	0.0016225749559082	0.0	0.0040185859600653	0.0	0.003875968992248	0.0026727248429774	0.0	0.0	0.000127518490181	0.0415397900286324	0.000237834752414	0.0095001619345784	0.0003598416696653	0.0021543101591111	0.0001744388882428	0.0005236777137727	0.0	0.0015051173991571	0.0	0.0008359539827236	0.0	0.0001345713901224	0.0	0.0	0.0009919740283163	0.0011282995338341	0.0055827374231589	0.0	0.0	0.0	0.0016757581360946	0.0042143765903307	0.0020105629576281	0.0007546220601182	0.0385225415745458	0.0223689320388349	0.0	0.0205467320068489	0.0	0.0	0.0	0.0007015211933244	0.0	0.0008040201005025	0.0	0.0	0.0	0.0	0.003967569432465	0.0029258263482524	0.0743510267338241	0.0	0.0039389197647439	0.0005307407452082	0.0018091951879138	0.0012617684169659	0.0	0.0	0.0021767985134058	0.0943372107886999	0.0024835702277242	0.0454306149440784	0.0	0.001622418879056	0.0032406537666729	0.0196021908330931	0.0	0.0	0.0019006774209269	0.0012098650535132	0.0	0.0367231638418079	0.0	0.0	0.0	0.0	0.0039889536667689	0.0060854797622417	0.0	0.0016841317365269	0.0	0.003866461564046	0.0	0.0	0.0025546561970581	0.0	0.0005876349240713	0.0172728248042055
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Robinsoniella; s__peoriensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004258943781942	0.0	0.0	0.0	0.0	0.0	0.0	0.0024069871398115	0.0	0.0	0.0	0.0	0.0	0.0	0.0037332984018862	0.0	0.0	0.0	0.0	0.0	0.0	0.0003156731730415	0.0002272038776128	0.0	0.0	0.0	0.001101321585903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001786671431123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000564149766917	0.0	0.0	0.0	0.0	0.0	0.0	0.0013203697035169	0.0	0.0	0.0	0.0002607901942886	0.000413296333471	0.0	0.0441071246039047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012652222046496	0.007129019759783	0.0	0.0	0.0	0.0002984239485218	0.0	0.0	0.0	0.0	0.0020452511824108	0.0	2.568152342796975e-05	0.0	0.0	0.0	0.005477082732776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum; s__	0.0	0.0	0.0028282572447708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009016176080615	0.0	0.0	0.0	0.0	0.0	0.0001464700712821	0.0	3.844970778222087e-05	0.0	0.0	0.0	0.0	0.000132283881209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035120580660266	0.0	0.0	0.0002690341673392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001682207055657	0.0	0.0	0.000118084666706	0.0	0.0	0.0	7.384433613941809e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0005175090564084	0.0005535347145342	0.0005036807438977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.0	0.343094794206224	0.0007387239072162	0.0005831426905306	0.0	0.0001557632398753	0.0021308454273208	0.0	0.0	0.000606918875177	0.0002022244691607	0.0	0.0	5.303632988597189e-05	0.0001896933291179	0.0001419647927314	0.0031682465656207	0.0	0.0	0.0023923444976076	0.0	0.1118886496462626	0.0	0.0001704303365999	0.0001286946076959	0.0	0.000496064554534	0.0	0.0005512375282509	0.0007204610951008	0.0043793937997003	0.0621847238962546	9.830908375933936e-05	0.0	0.0003423745577661	0.0	0.0	0.0001893365646773	0.0	0.0	0.4473464851347597	0.0	0.0001677477074479	0.0	0.0002137437212781	0.0	0.000189277433398	0.0	0.0	0.001453488372093	0.0	0.0	0.0012676434021598	0.0	0.0078625641957914	0.0001427008514484	0.0	0.0	0.5447634875203891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009677865339416	0.0022867904223836	0.0	0.0055524213901837	0.0	0.0002390628735357	0.0	0.0	0.0001964681952662	0.0	0.0001500420117632	0.0	4.806305873305777e-05	0.0024854368932038	0.0	0.0	0.0	0.0	0.0	0.000627676857185	0.0	0.0	0.0004023584394682	0.0	0.0	0.0005487721223761	0.0006900120752113	0.0128103748220781	0.002557148392096	0.0	0.0	1.2062289663823986e-05	0.0001305604774783	0.0032514801514122	0.0003891429127347	0.0006538084341288	0.0	0.0015339383868081	0.0007641754546843	5.136304685593949e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002150023889154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__butyricum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042484321262391	0.0	0.0	0.0	0.0	0.0	0.0009582623509369	0.0001013838900998	0.0	0.0010418475429762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0063906640733537	0.0	0.0	0.0	0.0	0.0002821869488536	0.0	0.0	0.0	0.0001937984496124	0.0	0.0	0.0	0.0	0.001318002090624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0224771716225708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011623401782254	0.0	0.0	0.0001929966346211	0.0	0.0001941182179947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
